name,id,award,year,lgid,note
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Stan Fischler,,Patrick,2006,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Max McNab,mcnabma01,Patrick,1997,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Brian Burke,,Patrick,2007,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Robert Ridder,,Patrick,1993,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Art Berglund,,Patrick,1991,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Mike Emrick,,Patrick,2003,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Jack Parker,,Patrick,2009,NHL,
Ray Miron,,Patrick,2003,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Bruce McNall,,Patrick,1992,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
John MacInnes,,Patrick,1985,NHL,
George Gund,,Patrick,1995,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
John Halligan,,Patrick,2006,NHL,
Cammi Granato,,Patrick,2006,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Fred Cusick,,Patrick,1987,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Bill Cleary,,Patrick,1996,NHL,
Jim Devellano,,Patrick,2008,NHL,
Peter Karmanos,,Patrick,1997,NHL,
