year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1913,NHA,TBS,TBS,,,1,SC,20,13,7,0.0,,26,,,93,65,Toronto Blueshirts,,,,,,,,
1990,NHL,NYI,NYI,WA,PT,6,,80,25,45,10.0,,60,,,223,290,New York Islanders,1723.0,8.0,51.0,317.0,12.0,78.0,353.0,9.0
1989,NHL,PHI,PHI,WA,PT,6,,80,30,39,11.0,,71,,,290,297,Philadelphia Flyers,2067.0,18.0,65.0,338.0,13.0,77.0,406.0,14.0
2009,NHL,CAL,CAL,WC,NW,3,,82,40,32,,10.0,90,3.0,7.0,204,210,Calgary Flames,1143.0,14.0,43.0,268.0,2.0,54.0,305.0,8.0
2008,NHL,PHI,PHI,EC,AT,3,CQF,82,44,27,,11.0,99,4.0,6.0,264,238,Philadelphia Flyers,1434.0,26.0,71.0,316.0,1.0,67.0,393.0,16.0
1987,NHL,EDM,EDM,CC,SM,2,SC,80,44,25,11.0,,99,,,363,288,Edmonton Oilers,2173.0,22.0,88.0,402.0,11.0,86.0,447.0,20.0
1974,WHA,NEW,CAR,,EW,1,AVQF,78,43,30,5.0,,91,,,274,279,New England Whalers,867.0,,39.0,225.0,5.0,29.0,215.0,6.0
1984,NHL,HAR,CAR,WA,AD,5,,80,30,41,9.0,,69,,,268,318,Hartford Whalers,1606.0,18.0,73.0,321.0,12.0,62.0,324.0,5.0
1990,NHL,CAL,CAL,CC,SM,2,DSF,80,46,26,8.0,,100,,,344,263,Calgary Flames,2201.0,32.0,91.0,384.0,8.0,77.0,420.0,17.0
1930,NHL,TOR,TOR,,CA,2,QF,44,22,13,9.0,,53,,,118,99,Toronto Maple Leafs,512.0,,,,,,,
1944,NHL,DET,DET,,,2,F,50,31,14,5.0,,67,,,218,161,Detroit Red Wings,285.0,,,,,,,
1962,NHL,NYR,NYR,,,5,,70,22,36,12.0,,56,,,211,233,New York Rangers,657.0,,,,,,,
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14.0,70,1.0,11.0,235,286,Washington Capitals,1233.0,16.0,67.0,408.0,14.0,82.0,414.0,12.0
1998,NHL,ANA,ANA,WC,PC,3,CQF,82,35,34,13.0,,83,,,215,206,Mighty Ducks of Anaheim,1323.0,14.0,83.0,378.0,7.0,60.0,387.0,6.0
1995,NHL,STL,STL,WC,CE,4,CSF,82,32,34,16.0,,80,,,219,248,St. Louis Blues,1823.0,26.0,74.0,448.0,8.0,82.0,482.0,11.0
2000,NHL,PHI,PHI,EC,AT,2,CQF,82,43,25,11.0,3.0,100,,,240,207,Philadelphia Flyers,1183.0,8.0,55.0,350.0,9.0,55.0,314.0,11.0
1999,NHL,VAN,VAN,WC,NW,3,,82,30,29,15.0,8.0,83,,,227,237,Vancouver Canucks,1047.0,22.0,51.0,323.0,7.0,63.0,322.0,9.0
1974,NHL,BUF,BUF,WA,AD,1,F,80,49,16,15.0,,113,,,354,240,Buffalo Sabres,1229.0,18.0,83.0,303.0,5.0,56.0,326.0,17.0
1995,NHL,WIN,PHO,WC,CE,5,CQF,82,36,40,6.0,,78,,,275,291,Winnipeg Jets,1622.0,18.0,82.0,417.0,12.0,88.0,430.0,10.0
1983,NHL,LAK,LAK,CC,SM,5,,80,23,44,13.0,,59,,,309,376,Los Angeles Kings,1265.0,8.0,75.0,360.0,17.0,82.0,294.0,10.0
1971,NHL,LAK,LAK,,WD,7,,78,20,49,9.0,,49,,,206,305,Los Angeles Kings,719.0,10.0,38.0,272.0,7.0,50.0,210.0,4.0
2010,NHL,VAN,VAN,WC,NW,1,F,82,54,19,,9.0,117,4.0,5.0,262,185,Vancouver Canucks,943.0,10.0,72.0,296.0,2.0,45.0,312.0,6.0
1982,NHL,EDM,EDM,CC,SM,1,F,80,47,21,12.0,,106,,,424,315,Edmonton Oilers,1771.0,28.0,86.0,294.0,6.0,89.0,396.0,22.0
1963,NHL,CHI,CHI,,,2,SF,70,36,22,12.0,,84,,,218,169,Chicago Black Hawks,1116.0,,51.0,279.0,2.0,43.0,301.0,8.0
1969,NHL,LAK,LAK,,WD,6,,76,14,52,10.0,,38,,,168,290,Los Angeles Kings,969.0,2.0,39.0,275.0,11.0,67.0,297.0,6.0
1920,NHL,OTS,STE,,,2,SC,24,14,10,0.0,,28,,,97,75,Ottawa Senators,179.0,,,,,,,
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11.0,97,7.0,4.0,246,245,Atlanta Thrashers,1097.0,26.0,67.0,407.0,10.0,79.0,391.0,9.0
2010,NHL,TBL,TBL,EC,SE,2,CF,82,46,25,,11.0,103,6.0,6.0,247,240,Tampa Bay Lightning,905.0,24.0,69.0,336.0,16.0,49.0,302.0,1.0
1927,NHL,CHI,CHI,,AM,5,,44,7,34,3.0,,17,,,68,134,Chicago Black Hawks,377.0,,,,,,,
1976,WHA,CAC,CAC,,WW,5,,81,31,43,7.0,,69,,,252,296,Calgary Cowboys,832.0,8.0,38.0,258.0,10.0,47.0,228.0,8.0
1997,NHL,TOR,TOR,WC,CE,6,,82,30,43,9.0,,69,,,194,237,Toronto Maple Leafs,1481.0,6.0,41.0,359.0,13.0,50.0,372.0,5.0
2000,NHL,NYI,NYI,EC,AT,5,,82,21,51,7.0,3.0,52,,,185,268,New York Islanders,1339.0,14.0,51.0,386.0,14.0,79.0,445.0,9.0
1982,NHL,BUF,BUF,WA,AD,3,DF,80,38,29,13.0,,89,,,318,285,Buffalo Sabres,1031.0,34.0,67.0,311.0,9.0,48.0,274.0,12.0
1968,NHL,STL,STL,,WD,1,F,76,37,25,14.0,,88,,,204,157,St. Louis Blues,824.0,,38.0,250.0,6.0,45.0,242.0,4.0
1957,NHL,CHI,CHI,,,5,,70,24,39,7.0,,55,,,163,202,Chicago Black Hawks,906.0,,,,,,,
1925,NHL,MTM,MTM,,,2,SC,36,20,11,5.0,,45,,,91,73,Montreal Maroons,554.0,,,,,,,
2007,NHL,COL,COL,WC,NW,2,CSF,82,44,31,,7.0,95,7.0,3.0,231,219,Colorado Avalanche,995.0,22.0,49.0,335.0,5.0,56.0,301.0,2.0
2000,NHL,CAL,CAL,WC,NW,4,,82,27,36,15.0,4.0,73,,,197,236,Calgary Flames,1376.0,14.0,65.0,435.0,11.0,76.0,378.0,3.0
1979,NHL,BOS,BOS,WA,AD,2,QF,80,46,21,13.0,,105,,,310,234,Boston Bruins,1460.0,18.0,60.0,246.0,4.0,53.0,312.0,8.0
1972,NHL,ATF,CAL,,WD,7,,78,25,38,15.0,,65,,,191,239,Atlanta Flames,852.0,10.0,38.0,265.0,5.0,48.0,266.0,4.0
1977,WHA,CIN,CIN,,,7,,80,35,42,3.0,,73,,,298,332,Cincinnati Stingers,1701.0,30.0,62.0,295.0,10.0,76.0,256.0,7.0
1912,PCHA,NWR,PO1,,,3,,13,4,9,0.0,,8,,,46,61,New Westminster Royals,,,,,,,,
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10.0,112,6.0,4.0,295,244,Detroit Red Wings,824.0,14.0,90.0,353.0,4.0,71.0,327.0,6.0
1967,NHL,LAK,LAK,,WD,2,QF,74,31,33,10.0,,72,,,200,224,Los Angeles Kings,808.0,,33.0,241.0,3.0,54.0,274.0,5.0
1986,NHL,NYI,NYI,WA,PT,3,DF,80,35,33,12.0,,82,,,279,281,New York Islanders,1857.0,26.0,84.0,337.0,9.0,83.0,381.0,8.0
1915,PCHA,SEA,SEA,,,3,,18,9,9,0.0,,18,,,68,67,Seattle Metropolitans,,,,,,,,
1971,NHL,BUF,BUF,,ED,6,,78,16,43,19.0,,51,,,203,289,Buffalo Sabres,831.0,14.0,57.0,308.0,7.0,56.0,281.0,1.0
1940,NHL,DET,DET,,,3,F,48,21,16,11.0,,53,,,112,102,Detroit Red Wings,337.0,,,,,,,
1995,NHL,SJS,SJS,WC,PC,7,,82,20,55,7.0,,47,,,252,357,San Jose Sharks,1480.0,20.0,62.0,385.0,20.0,93.0,397.0,15.0
1977,NHL,VAN,VAN,CC,SM,3,,80,20,43,17.0,,57,,,239,320,Vancouver Canucks,962.0,12.0,60.0,269.0,7.0,65.0,230.0,3.0
1977,WHA,CZE,CZE,,,10,,8,1,6,1.0,,3,,,21,40,Czechoslovakia,87.0,6.0,,,,,,
2001,NHL,NAS,NAS,WC,CE,4,,82,28,41,13.0,0.0,69,,,196,230,Nashville Predators,1071.0,20.0,48.0,337.0,8.0,50.0,354.0,6.0
1972,NHL,CHI,CHI,,WD,1,F,78,42,27,9.0,,93,,,284,225,Chicago Black Hawks,864.0,4.0,52.0,244.0,4.0,51.0,255.0,10.0
1921,PCHA,SEA,SEA,,,1,PF,24,12,11,1.0,,25,,,65,64,Seattle Metropolitans,,,,,,,,
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847.0,28.0,99.0,423.0,20.0,71.0,379.0,11.0
1981,NHL,CAL,CAL,CC,SM,3,DSF,80,29,34,17.0,,75,,,334,345,Calgary Flames,1331.0,22.0,78.0,290.0,9.0,72.0,328.0,8.0
1996,NHL,STL,STL,WC,CE,4,CQF,82,36,35,11.0,,83,,,236,239,St. Louis Blues,1336.0,24.0,50.0,327.0,8.0,55.0,332.0,9.0
1923,PCHA,VC1,VIC,,,3,,30,11,18,1.0,,23,,,78,103,Victoria Cougars,,,,,,,,
1986,NHL,NYR,NYR,WA,PT,4,DSF,80,34,38,8.0,,76,,,307,323,New York Rangers,1718.0,16.0,75.0,375.0,15.0,71.0,379.0,12.0
2008,NHL,MIN,MIN,WC,NW,3,,82,40,33,,9.0,89,5.0,3.0,219,200,Minnesota Wild,889.0,20.0,66.0,328.0,6.0,36.0,291.0,9.0
1985,NHL,BUF,BUF,WA,AD,5,,80,37,37,6.0,,80,,,296,291,Buffalo Sabres,1608.0,16.0,72.0,351.0,14.0,66.0,342.0,12.0
1941,NHL,BKN,BKN,,,7,,48,16,29,3.0,,35,,,133,175,Brooklyn Americans,427.0,,,,,,,
1930,NHL,MTL,MTL,,CA,1,SC,44,26,10,8.0,,60,,,129,89,Montreal Canadiens,602.0,,,,,,,
1995,NHL,CHI,CHI,WC,CE,2,CSF,82,40,28,14.0,,94,,,273,220,Chicago Blackhawks,1880.0,20.0,63.0,356.0,7.0,65.0,447.0,13.0
1956,NHL,TOR,TOR,,,5,,70,21,34,15.0,,57,,,174,192,Toronto Maple Leafs,829.0,,,,,,,
2010,NHL,NAS,NAS,WC,CE,2,CSF,82,44,27,,11.0,99,6.0,4.0,219,194,Nashville Predators,720.0,26.0,41.0,269.0,2.0,41.0,272.0,5.0
2008,NHL,SJS,SJS,WC,PC,1,CQF,82,53,18,,11.0,117,6.0,5.0,257,204,San Jose Sharks,1053.0,16.0,87.0,360.0,11.0,51.0,306.0,12.0
2000,NHL,EDM,EDM,WC,NW,2,CQF,82,39,28,12.0,3.0,93,,,243,222,Edmonton Oilers,1287.0,10.0,59.0,398.0,4.0,62.0,382.0,13.0
2009,NHL,BUF,BUF,EC,NE,1,CQF,82,45,27,,10.0,100,4.0,6.0,235,207,Buffalo Sabres,918.0,16.0,55.0,313.0,3.0,38.0,284.0,4.0
1965,NHL,MTL,MTL,,,1,SC,70,41,21,8.0,,90,,,239,173,Montreal Canadiens,884.0,,61.0,260.0,3.0,46.0,247.0,2.0
2003,NHL,ANA,ANA,WC,PC,4,,82,29,35,10.0,8.0,76,,,184,213,Mighty Ducks of Anaheim,1131.0,14.0,56.0,310.0,4.0,54.0,353.0,5.0
1995,NHL,PIT,PIT,EC,NE,1,CF,82,49,29,4.0,,102,,,362,284,Pittsburgh Penguins,1623.0,12.0,109.0,420.0,12.0,78.0,467.0,18.0
2011,NHL,PHO,PHO,WC,PC,1,CF,82,42,27,,13.0,97,6.0,10.0,216,204,Phoenix Coyotes,757.0,18.0,34.0,251.0,6.0,36.0,249.0,6.0
1969,NHL,CHI,CHI,,ED,1,SF,76,45,22,9.0,,99,,,250,170,Chicago Black Hawks,901.0,14.0,55.0,270.0,7.0,32.0,247.0,7.0
1909,NHA,COB,BKN,,,4,,12,4,8,0.0,,8,,,79,104,Cobalt Silver Kings,,,,,,,,
1909,NHA,LES,TBS,,,7,,12,2,10,0.0,,4,,,59,100,Les Canadiens,,,,,,,,
1948,NHL,MTL,MTL,,,3,SF,60,28,23,9.0,,65,,,152,126,Montreal Canadiens,782.0,,,,,,,
1998,NHL,LAK,LAK,WC,PC,5,,82,32,45,5.0,,69,,,189,222,Los Angeles Kings,1383.0,14.0,43.0,327.0,11.0,47.0,330.0,12.0
1943,NHL,DET,DET,,,2,SF,50,26,18,6.0,,58,,,214,177,Detroit Red Wings,356.0,,,,,,,
2002,NHL,DET,DET,WC,CE,1,CQF,82,48,20,10.0,4.0,110,,,269,203,Detroit Red Wings,1214.0,26.0,76.0,319.0,4.0,55.0,377.0,11.0
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Montreal Canadiens,1463.0,6.0,72.0,297.0,5.0,57.0,286.0,9.0
1980,NHL,VAN,VAN,CC,SM,3,PRE,80,28,32,20.0,,76,,,289,301,Vancouver Canucks,1892.0,24.0,68.0,330.0,14.0,81.0,340.0,11.0
1996,NHL,CHI,CHI,WC,CE,5,CQF,82,34,35,13.0,,81,,,223,210,Chicago Blackhawks,1763.0,14.0,45.0,304.0,9.0,59.0,374.0,5.0
2008,NHL,PIT,PIT,EC,AT,2,SC,82,45,28,,9.0,99,6.0,6.0,264,239,Pittsburgh Penguins,1114.0,8.0,62.0,360.0,13.0,60.0,347.0,7.0
1914,PCHA,PO1,PO1,,,2,,18,9,9,0.0,,18,,,91,83,Portland Rosebuds,,,,,,,,
2009,NHL,NYI,NYI,EC,AT,5,,82,34,37,,11.0,79,8.0,6.0,222,264,New York Islanders,950.0,22.0,49.0,306.0,3.0,71.0,300.0,7.0
1927,NHL,NYR,NYR,,AM,2,SC,44,19,16,9.0,,47,,,94,79,New York Rangers,463.0,,,,,,,
1978,NHL,BOS,BOS,WA,AD,1,SF,80,43,23,14.0,,100,,,316,270,Boston Bruins,1222.0,20.0,59.0,249.0,9.0,72.0,285.0,6.0
2007,NHL,CAR,CAR,EC,SE,2,,82,43,33,,6.0,92,2.0,3.0,252,249,Carolina Hurricanes,1183.0,18.0,79.0,420.0,13.0,75.0,355.0,4.0
1993,NHL,OTT,OTT,EC,NE,7,,84,14,61,9.0,,37,,,201,397,Ottawa Senators,1710.0,22.0,63.0,435.0,14.0,110.0,412.0,9.0
1917,NHL,MTL,MTL,,,1,NHLF,22,13,9,0.0,,26,,,115,84,Montreal Canadiens,336.0,,,,,,,
1918,NHL,MTL,MTL,,,2,ND,18,10,8,0.0,,20,,,88,78,Montreal Canadiens,253.0,,,,,,,
1919,NHL,MTL,MTL,,,2,,24,13,11,0.0,,26,,,129,113,Montreal Canadiens,297.0,,,,,,,
1920,NHL,MTL,MTL,,,3,,24,13,11,0.0,,26,,,112,99,Montreal Canadiens,325.0,,,,,,,
1921,NHL,MTL,MTL,,,3,,24,12,11,1.0,,25,,,88,94,Montreal Canadiens,206.0,,,,,,,
1922,NHL,MTL,MTL,,,2,NHLF,24,13,9,2.0,,28,,,73,61,Montreal Canadiens,193.0,,,,,,,
1923,NHL,MTL,MTL,,,2,SC,24,13,11,0.0,,26,,,59,48,Montreal Canadiens,187.0,,,,,,,
1924,NHL,BOS,BOS,,,6,,30,6,24,0.0,,12,,,49,119,Boston Bruins,231.0,,,,,,,
1924,NHL,MTL,MTL,,,3,F,30,17,11,2.0,,36,,,93,56,Montreal Canadiens,406.0,,,,,,,
1925,NHL,BOS,BOS,,,4,,36,17,15,4.0,,38,,,92,85,Boston Bruins,292.0,,,,,,,
1925,NHL,MTL,MTL,,,7,,36,11,24,1.0,,23,,,79,108,Montreal Canadiens,458.0,,,,,,,
1926,NHL,BOS,BOS,,AM,2,F,44,21,20,3.0,,45,,,97,89,Boston Bruins,499.0,,,,,,,
1926,NHL,CHI,CHI,,AM,3,QF,44,19,22,3.0,,41,,,115,116,Chicago Black Hawks,436.0,,,,,,,
1926,NHL,MTL,MTL,,CA,2,SF,44,28,14,2.0,,58,,,99,67,Montreal Canadiens,409.0,,,,,,,
1926,NHL,NYR,NYR,,AM,1,SF,44,25,13,6.0,,56,,,95,72,New York Rangers,385.0,,,,,,,
1927,NHL,BOS,BOS,,AM,1,SF,44,20,13,11.0,,51,,,77,70,Boston Bruins,557.0,,,,,,,
1927,NHL,MTL,MTL,,CA,1,SF,44,26,11,7.0,,59,,,116,48,Montreal Canadiens,496.0,,,,,,,
1927,NHL,TOR,TOR,,CA,4,,44,18,18,8.0,,44,,,89,88,Toronto Maple Leafs,522.0,,,,,,,
1928,NHL,BOS,BOS,,AM,1,SC,44,26,13,5.0,,57,,,89,52,Boston Bruins,474.0,,,,,,,
1928,NHL,CHI,CHI,,AM,5,,44,7,29,8.0,,22,,,33,85,Chicago Black Hawks,363.0,,,,,,,
1928,NHL,MTL,MTL,,CA,1,SF,44,22,7,15.0,,59,,,71,43,Montreal Canadiens,465.0,,,,,,,
1928,NHL,NYR,NYR,,AM,2,F,44,21,13,10.0,,52,,,72,65,New York Rangers,382.0,,,,,,,
1928,NHL,TOR,TOR,,CA,3,SF,44,21,18,5.0,,47,,,85,69,Toronto Maple Leafs,540.0,,,,,,,
1929,NHL,BOS,BOS,,AM,1,F,44,38,5,1.0,,77,,,179,98,Boston Bruins,447.0,,,,,,,
1929,NHL,CHI,CHI,,AM,2,QF,44,21,18,5.0,,47,,,117,111,Chicago Black Hawks,573.0,,,,,,,
1929,NHL,MTL,MTL,,CA,2,SC,44,21,14,9.0,,51,,,142,114,Montreal Canadiens,596.0,,,,,,,
1929,NHL,NYR,NYR,,AM,3,SF,44,17,17,10.0,,44,,,136,143,New York Rangers,437.0,,,,,,,
1929,NHL,TOR,TOR,,CA,4,,44,17,21,6.0,,40,,,116,124,Toronto Maple Leafs,607.0,,,,,,,
1930,NHL,BOS,BOS,,AM,1,SF,44,28,10,6.0,,62,,,143,90,Boston Bruins,460.0,,,,,,,
1930,NHL,CHI,CHI,,AM,2,F,44,24,17,3.0,,51,,,108,78,Chicago Black Hawks,407.0,,,,,,,
1930,NHL,NYR,NYR,,AM,3,SF,44,19,16,9.0,,47,,,106,87,New York Rangers,516.0,,,,,,,
1931,NHL,BOS,BOS,,AM,4,,48,15,21,12.0,,42,,,122,117,Boston Bruins,372.0,,,,,,,
1931,NHL,CHI,CHI,,AM,2,QF,48,18,19,11.0,,47,,,86,101,Chicago Black Hawks,469.0,,,,,,,
1931,NHL,MTL,MTL,,CA,1,SF,48,25,16,7.0,,57,,,128,111,Montreal Canadiens,448.0,,,,,,,
1931,NHL,NYR,NYR,,AM,1,F,48,23,17,8.0,,54,,,134,112,New York Rangers,511.0,,,,,,,
1931,NHL,TOR,TOR,,CA,2,SC,48,23,18,7.0,,53,,,155,127,Toronto Maple Leafs,625.0,,,,,,,
