playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
cleghsp01,1920,OTS,NHL,D,5,1,2,3,0
denneco01,1921,TRS,NHL,L/C,5,3,2,5,2
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
adamsja01,1921,VML,PCHA,C,5,6,1,7,18
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
cookll01,1917,VML,PCHA,D,5,2,0,2,12
mackami01,1920,VML,PCHA,C,5,0,1,1,0
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
noblere01,1925,MTM,NHL,D,4,0,0,0,4
gerared01,1922,OTS,NHL,D,6,1,0,1,4
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
harrism01,1920,VML,PCHA,L,5,2,1,3,6
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
davidal01,1913,TBS,NHA,R,2,1,0,1,7
marshja02,1913,TBS,NHA,D,3,1,0,1,2
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
prodggo01,1915,MOC,NHA,D,5,3,1,4,6
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
camerha01,1913,TBS,NHA,D,2,1,0,1,4
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
bouchge01,1920,OTS,NHL,D,5,2,0,2,9
grahale01,1914,OT1,NHA,L,3,1,0,1,0
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
merriho01,1914,OT1,NHA,D,3,0,0,0,0
mackami01,1914,VML,PCHA,L,3,4,2,6,6
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
camerha01,1917,TOA,NHL,D,5,3,1,4,0
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
