year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1929,NHL,PIP,PHQ,,AM,5,,44,5,36,3.0,,13,,,102,185,Pittsburgh Pirates,364,,,,,,,
1935,NHL,NYR,NYR,,AM,4,,48,19,17,12.0,,50,,,91,96,New York Rangers,387,,,,,,,
1982,NHL,VAN,VAN,CC,SM,3,DSF,80,30,35,15.0,,75,,,303,309,Vancouver Canucks,1639,4,90,333,13,56,292,5
2009,NHL,STL,STL,WC,CE,4,,82,40,32,,10,90,7,5,225,223,St. Louis Blues,1318,22,52,307,6,45,342,7
1977,WHA,EDO,EDM,,,5,AVQF,80,38,39,3.0,,79,,,309,307,Edmonton Oilers,1296,10,62,283,8,60,292,11
1966,NHL,NYR,NYR,,,4,SF,70,30,28,12.0,,72,,,188,189,New York Rangers,664,,35,199,4,30,199,4
1982,NHL,NYI,NYI,WA,PT,2,SC,80,42,26,12.0,,96,,,302,226,New York Islanders,1266,2,69,267,3,55,331,10
1980,NHL,VAN,VAN,CC,SM,3,PRE,80,28,32,20.0,,76,,,289,301,Vancouver Canucks,1892,24,68,330,14,81,340,11
2000,NHL,VAN,VAN,WC,NW,3,CQF,82,36,28,11.0,7,90,,,239,238,Vancouver Canucks,1113,22,71,416,11,74,387,12
1997,NHL,OTT,OTT,EC,NE,5,CSF,82,34,33,15.0,,83,,,193,200,Ottawa Senators,1091,14,48,375,9,47,303,6
1967,NHL,OAK,CLE,,WD,6,,74,15,42,17.0,,47,,,153,219,Oakland Seals,777,,41,259,6,45,259,6
1991,NHL,MTL,MTL,WA,AD,1,DF,80,41,28,11.0,,93,,,267,207,Montreal Canadiens,1556,12,74,379,5,60,320,4
2006,NHL,MIN,MIN,WC,NW,2,CQF,82,48,26,,8,104,10,7,235,191,Minnesota Wild,862,12,72,380,8,48,342,9
1973,NHL,STL,STL,,WD,6,,78,26,40,12.0,,64,,,206,248,St. Louis Blues,1147,10,39,275,9,56,313,4
1923,WCHL,SAC,SAS,,,3,,30,15,12,3.0,,33,,,91,73,Saskatoon Crescents,,,,,,,,
1944,NHL,NYR,NYR,,,6,,50,11,29,10.0,,32,,,154,247,New York Rangers,315,,,,,,,
1970,NHL,TOR,TOR,,ED,4,QF,78,37,33,8.0,,82,,,248,211,Toronto Maple Leafs,1133,6,53,290,6,46,283,14
1939,NHL,BOS,BOS,,,1,SF,48,31,12,5.0,,67,,,170,98,Boston Bruins,330,,,,,,,
2007,NHL,TBL,TBL,EC,SE,5,,82,31,42,,9,71,2,1,223,267,Tampa Bay Lightning,1038,16,57,296,7,56,312,7
1922,PCHA,VC1,VIC,,,2,PF,30,16,14,0.0,,32,,,94,85,Victoria Cougars,,,,,,,,
2011,NHL,MIN,MIN,WC,NW,4,,82,35,36,,11,81,11,9,177,226,Minnesota Wild,994,16,39,258,4,51,285,5
1967,NHL,PIT,PIT,,WD,5,,74,27,34,13.0,,67,,,195,216,Pittsburgh Penguins,548,,37,273,11,30,195,2
1985,NHL,EDM,EDM,CC,SM,1,DF,80,56,17,7.0,,119,,,426,310,Edmonton Oilers,1928,28,78,295,15,77,409,27
1993,NHL,BUF,BUF,EC,NE,4,CQF,84,43,32,9.0,,95,,,282,218,Buffalo Sabres,1760,16,96,424,8,58,380,21
2002,NHL,FLO,FLO,EC,SE,4,,82,24,36,13.0,9,70,,,176,237,Florida Panthers,1127,26,49,347,9,66,356,7
1941,NHL,BKN,BKN,,,7,,48,16,29,3.0,,35,,,133,175,Brooklyn Americans,427,,,,,,,
1996,NHL,BUF,BUF,EC,NE,1,CSF,82,40,30,12.0,,92,,,237,208,Buffalo Sabres,1840,12,43,326,4,59,364,16
1914,NHA,MOC,MTL,,,6,,20,6,14,0.0,,12,,,65,81,Montreal Canadiens,,,,,,,,
1971,NHL,CLF,CLE,,WD,6,,78,21,39,18.0,,60,,,216,288,California Golden Seals,1007,6,44,278,6,55,259,5
