year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1999,NHL,PHI,18,11,7,0,44,40,257,2,15,69,0,8,58,1
2011,NHL,NJD,24,14,10,0,59,58,248,0,13,85,2,22,82,1
1986,NHL,HAR,6,2,4,0,19,27,317,2,6,35,1,12,39,0
1948,NHL,BOS,5,1,4,0,10,16,50,,,,,,,
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
1985,NHL,EDM,10,6,4,0,41,30,321,6,8,39,2,8,51,4
2008,NHL,BOS,11,7,4,0,34,22,147,0,6,43,1,3,27,0
1983,NHL,STL,11,6,5,0,30,31,241,4,8,42,3,8,49,3
1976,WHA,CIN,4,0,4,0,9,19,,,,,,,,
1994,NHL,NJD,20,16,4,0,67,34,227,2,18,72,2,10,74,1
1976,NHL,MNS,2,0,2,0,3,11,25,0,0,6,0,1,5,0
1993,NHL,CAL,7,3,4,0,20,23,173,8,5,44,1,6,41,1
1991,NHL,NJD,7,3,4,0,25,28,177,4,5,29,4,9,35,1
2011,NHL,WAS,14,7,7,0,29,30,122,2,7,39,0,6,48,0
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
2008,NHL,SJS,6,2,4,0,10,18,85,0,4,24,0,5,23,0
2010,NHL,LAK,6,2,4,0,20,20,85,0,5,24,0,2,23,0
1981,NHL,LAK,10,4,6,0,41,42,309,0,14,44,3,6,32,0
1952,NHL,DET,6,2,4,0,21,21,50,,,,,,,
1974,WHA,PHR,5,1,4,0,12,23,,,,,,,,
1988,NHL,WAS,6,2,4,0,19,25,155,0,9,43,,9,34,1
1920,PCHA,VML,2,2,0,0,13,2,,,,,,,,
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
1991,NHL,PIT,21,16,5,0,83,63,339,2,25,102,3,13,92,3
1988,NHL,DET,6,2,4,0,18,25,187,0,6,37,,10,37,0
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1971,NHL,BOS,15,12,3,0,64,34,389,,18,,1,11,,5
1971,NHL,STL,11,4,7,0,27,47,232,,8,,1,14,,0
1975,NHL,VAN,2,0,2,0,4,8,19,0,2,12,1,1,6,1
1962,NHL,DET,11,5,6,0,35,36,170,,,,,,,
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1986,NHL,QUE,13,7,6,0,48,45,504,2,15,70,2,11,63,1
1995,NHL,COL,22,16,6,0,80,51,374,0,24,110,2,17,113,1
2002,NHL,VAN,14,7,7,0,34,47,239,2,13,73,1,18,76,2
2007,NHL,WAS,7,3,4,0,20,23,87,6,8,35,0,8,36,0
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
2010,NHL,BOS,25,16,9,0,81,53,396,4,10,88,1,15,96,4
1987,NHL,MTL,11,5,6,0,33,35,219,4,6,52,,5,50,1
1997,NHL,WAS,21,12,9,0,53,44,319,6,14,84,2,15,115,3
1935,NHL,BOS,2,1,1,0,6,8,28,,,,,,,
1996,NHL,PHI,19,12,7,0,67,55,245,4,18,94,5,19,89,3
1959,NHL,DET,6,2,4,0,16,20,45,,,,,,,
1931,NHL,TOR,7,5,1,1,28,15,95,,,,,,,
1986,NHL,WAS,7,3,4,0,19,19,199,0,2,36,0,4,30,0
