resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
749,53,3,3,10,12,7.0,7,7,2.0,57,+1:03.043,5449248.0,42.0,1.0,1:32.408,210.838,1
11229,472,177,3,6,6,,R,11,0.0,64,,,,,,,4
7458,333,90,44,33,0,,F,31,0.0,0,,,,,,,97
9003,388,119,34,7,11,,R,15,0.0,48,,,,,,,10
2199,124,17,18,23,18,5.0,5,5,2.0,56,,,,,,,12
21087,853,24,164,23,24,,R,24,0.0,0,,,,0.0,,,4
1399,84,18,16,3,13,5.0,5,5,4.0,58,+39.304,5113758.0,58.0,5.0,1:25.790,223.998,1
9926,424,173,32,11,1,5.0,5,5,2.0,70,+43.349,6405162.0,,,,,1
22715,934,831,15,12,16,,W,20,0.0,0,,,,0.0,,,6
22758,938,13,3,19,5,3.0,3,3,15.0,53,+47.635,4728323.0,31.0,8.0,1:27.874,237.326,1
807,55,3,3,10,14,,R,21,0.0,0,,,,,,,3
22370,910,154,208,8,14,,R,21,0.0,11,,,7.0,21.0,1:46.312,148.352,3
16626,679,374,66,6,13,,R,14,0.0,31,,,,,,,44
3313,175,69,18,20,21,,R,10,0.0,42,,,,,,,6
17981,743,364,95,9,7,7.0,7,7,0.0,15,+3:23.1,8495500.0,,,,,1
4087,210,22,24,22,13,,R,15,0.0,32,,,,,,,5
19880,826,529,150,5,9,,R,9,0.0,178,,,,,,,20
6236,296,127,17,33,24,,R,25,0.0,0,,,,,,,3
22142,900,820,206,4,17,13.0,13,13,0.0,55,,,33.0,12.0,1:34.202,202.658,12
9572,410,110,18,23,23,,R,14,0.0,43,,,,,,,6
15055,609,289,58,12,23,9.0,9,9,0.0,65,,,,,,,15
4310,220,63,25,19,21,,R,18,0.0,48,,,,,,,6
11886,494,158,25,3,22,,R,13,0.0,46,,,,,,,22
22463,915,822,3,77,3,3.0,3,3,15.0,53,+17.425,5528169.0,53.0,1.0,1:40.896,208.658,1
22925,948,832,5,55,7,9.0,9,9,2.0,57,+1:15.680,6571245.0,23.0,7.0,1:31.671,208.253,1
17735,733,404,172,32,3,16.0,16,16,0.0,61,,,,,,,111
16153,653,356,34,11,19,,R,16,0.0,57,,,,,,,44
5622,274,109,15,30,7,,R,14,0.0,52,,,,,,,10
15856,641,289,34,37,15,,R,23,0.0,2,,,,,,,3
11369,477,163,4,16,1,1.0,1,1,9.0,54,1:33:33.217,5613217.0,,,,,1
23450,972,826,5,26,12,12.0,12,12,0.0,51,,,50.0,5.0,1:38.300,214.168,11
6635,309,120,39,18,0,,F,27,0.0,0,,,,,,,81
12451,514,221,27,25,5,,R,23,0.0,4,,,,,,,3
9583,410,145,18,24,24,,R,25,0.0,3,,,,,,,101
9069,391,156,25,3,15,5.0,5,5,2.0,76,,,,,,,12
15854,641,342,200,33,24,,R,21,0.0,13,,,,,,,51
6560,307,138,25,3,10,,R,20,0.0,15,,,,,,,7
22815,940,831,15,12,16,,R,20,0.0,49,,,39.0,17.0,1:40.088,208.868,31
6969,319,110,17,33,11,,R,22,0.0,1,,,,,,,3
21725,880,822,3,17,16,14.0,14,14,0.0,57,,,42.0,12.0,1:30.652,210.594,11
9401,403,160,27,26,22,,R,21,0.0,26,,,,,,,80
16737,685,365,26,17,14,,R,17,0.0,6,,,,,,,22
11467,480,152,51,23,9,12.0,12,12,0.0,78,,,,,,,12
2082,118,18,16,17,20,8.0,8,8,1.0,60,+45.478,5363032.0,,,,,1
16221,657,328,196,7,4,1.0,1,1,9.0,90,2:16:54.0,8214000.0,,,,,1
