season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2007,117,1275,80,1138,68,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2001,52,1460,94,1384,66,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2003,66,1359,62,1144,53,А,0
2000,89,1447,87,1254,79,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2006,18,1207,72,1298,49,А,0
1994,43,1191,75,1232,56,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1989,75,1293,79,1287,66,А,0
1998,70,1451,60,1285,58,А,0
2014,6,1164,78,1333,73,А,0
1992,19,1334,90,1259,82,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
2002,26,1461,98,1184,78,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2000,73,1287,71,1398,51,А,0
1992,36,1344,80,1221,73,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1987,75,1272,83,1153,63,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1997,124,1164,80,1271,62,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2010,103,1168,113,1169,112,А,3
2003,79,1410,71,1380,61,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1991,128,1263,71,1131,58,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2009,114,1318,47,1180,46,А,0
1995,125,1389,60,1145,56,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
1985,89,1130,78,1163,77,А,0
2013,118,1265,73,1193,60,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1997,54,1423,71,1280,54,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2011,108,1352,74,1192,50,А,0
1999,91,1375,90,1410,69,А,0
2003,71,1185,73,1132,67,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2001,26,1405,95,1120,90,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",2
2011,85,1371,90,1393,68,А,0
2004,70,1338,74,1323,71,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1998,43,1371,67,1192,65,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1991,70,1433,66,1412,64,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1990,40,1283,81,1166,74,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
2001,124,1267,86,1138,73,А,0
2000,75,1313,62,1175,60,"Добро пожаловать в Cafe transl8t! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести, и укажите язык, на который он написан. Я сделаю перевод как можно более точным и естественным.",0
1988,25,1412,72,1402,67,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст для перевода.",0
1998,103,1373,78,1265,68,А,0
