city,province,country,river,lake,sea
Банда Ачех,Индонезия,РИ,,,Андаманское море
Ла-Плата,Буэнос-Айрес,РЭ,,,Атлантический океан
Хантсвилль,Алабама,США,Теннесси,,
Джеймстаун,Остров Св. Елены,HELX,,,Атлантический океан
Санкт Питербург,Санкт Питербург,Р,,,Балтийское море
Рейноза,Тамаулипас,МЕКС,&lt; &lt; Рио Гранде &gt; &gt;,,
Норфолк,Вирджиния,США,,,Атлантический океан
Калмар,Калмар,И,,,Балтийское море
Харносанд,Вастерноррленд,И,,,Балтийское море
Питтсбург,Пенсильвания,США,Ривер Огайо,,
Самарра,Salah ad Din,ИРК,Тигр,,
Нойс,Нордрхейн Вестфален,D,Рейн,,
Чонгцжин,Северная Корея,Норк,,,Японское море
Парамарибо,Суринам,МСП,,,Атлантический океан
Значок,Марокко,МЭТ,,,Атлантический океан
Джуба,&lt; &lt; Истивайя &gt; &gt;,СУД,Бахр-эль-Джебель/Альберт-Нил,,
Шизуока,Шизуока,J,,,Тихоокеанский океан
Манаус,Амазонки,КР,Рио-Негро,,
Акурейри,Италия,ИУ,,,Норвежское море
Мбандака,Уравнение,ЗРЕ,Заир,,
Альтдорф,УР,CH,Реус,,
Санта-Крус де Тенерифе,Канарские острова,E,,,Атлантический океан
Твер,Тверская область,Р,Волга,,
Сент-Джордж,Гренада,РГ,,,Карибское море
Кагосима,Кагосима,J,,,Восточно-Китайское море
Коломна,Московская область,Р,Хорошо.,,
Баракалдо,Страна Басков,E,,,Атлантический океан
Тулуза,Миди-Пиренеи,F,Гаронн,,
Чаттануга,Теннесси,США,Теннесси,,
Острава,Североморавский,CZ,Одер,,
Иркутск,Иркутская область,Р,Ангара,,
