name,islands,area,height,type,longitude,latitude
Барбадос,Малые Антильские острова,430.0,336.0,Лайм,-59.3,13.0
Южный Рональдси,Оркнейские острова,50.0,,,-3.1,58.6
Суматра,Острова Сунда,473000.0,3805.0,,102.0,0.0
Бахрейн,,620.0,135.0,,50.5,26.0
Анжуан,Коморы,424.0,,,44.35,-12.2
Маллорка,Балайры,3618.0,1445.0,,3.0,39.3
Сент-Томас,Малые Антильские острова,31.0,,,-64.9,18.3
Остров Бэнкс,Канадские Арктические острова,70028.0,,,-122.1,72.85
Флорес,Азоры,143.0,914.0,вулканическое,-31.2,39.5
Мадейра,Мадейра,794.0,1861.0,вулканическое,-16.0,31.0
Вануа Леву,Острова Фиджи,5500.0,,вулканическое,179.25,-16.35
Ломбок,Острова Сунда,4725.0,3726.0,вулканическое,116.5,-8.4
Новая Гвинея,,786000.0,4884.0,,142.0,-5.0
Южное Уист,Внешние гебриды,320.0,,,-7.2,57.2
Воссоединение,,2510.0,3069.0,вулканическое,55.5,-20.9
Тобаго,Малые Антильские острова,301.0,576.0,,-60.7,11.25
Сент-Китс,Малые Антильские острова,164.0,1156.0,вулканическое,-62.75,17.3
Басс-Терре,Малые Антильские острова,848.0,1467.0,вулканическое,-61.8,16.15
Вити Леву,Острова Фиджи,10429.0,,вулканическое,178.0,-17.8
Остров Сан-Мигель,Калифорнийские Нормандские острова,37.0,259.0,,-120.4,33.0
Джерси,Нормандские острова,117.0,,,-2.1,49.2
Рота,Марианские острова,85.0,495.0,,145.2,15.15
Борнхольм,,588.0,162.0,,14.9,55.1
Свальбард,Свальбард,39044.0,1717.0,,18.2,78.9
Фехмарн,,185.0,27.2,,11.2,54.4
Сент-Пьер,,26.0,,,-56.0,47.0
Негры,Филиппины,13328.0,2435.0,,123.0,10.0
Западный Фолкленд,Фолклендские острова,4532.0,700.0,,-60.1,-51.8
Мартиника,Малые Антильские острова,1128.0,1397.0,вулканическое,-61.0,14.6
Гозо,Мальта,67.0,176.0,,14.3,36.05
Себу,Филиппины,5088.0,1000.0,,123.8,10.4
Кракатау,Острова Сунда,,813.0,вулканическое,105.6,-6.1
Углы,Британские острова,715.0,,,-4.4,53.3
Аландская,Аландские острова,650.0,,,20.0,60.1
Остров Санта-Каталина,Калифорнийские Нормандские острова,194.0,648.0,,-118.2,33.2
Norderney,&quot; Ostfrisische Inseln &quot;,26.3,5.0,,7.9,53.7
Юра,Внутренние гебриды,367.0,785.0,,-6.0,56.0
Увеа,Острова Уоллис,90.0,,,-176.2,-13.16
Лефкас,Ионные острова,293.0,1158.0,,20.6,38.7
Лансароте,Канареи,846.0,671.0,вулканическое,-13.6,29.0
Изабель,Галапагосские острова,5436.0,1707.0,вулканическое,-91.3,-1.0
Спиекерог,&quot; Ostfrisische Inseln &quot;,18.2,3.0,,7.6,53.8
Большие Бермудские острова,Бермудские острова,53.3,79.0,кораллы,-64.47,32.17
