name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Ривьер Ришелье,Река Святого Лоуренса,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
Молдау,Эльба,,,440.0,13.56,48.97,Чехийские горы,1174.0,14.47,50.35
Тьорса,,,Атлантический океан,230.0,-18.0,65.0,,,-20.8,63.9
Тшуапа,Бусира,,,1300.0,24.5,-3.0,,,20.8,-0.2
Амударья,,Ozero Aral,,1415.0,68.3,37.1,,310.0,59.0,44.0
Ишим,Иртыш,,,2450.0,71.5,52.0,,,71.5,58.0
Изир,Роун,,,290.0,7.0,45.4,Альпы,2770.0,4.9,45.0
Бусира,Руки,,,830.0,20.8,-0.2,,,19.0,-0.3
Белый кусок,Длинная кость,,,175.0,20.2,42.7,,,20.4,42.1
Река Коннектикут,,,Атлантический океан,655.0,-71.21,45.25,,,-72.33,41.27
Прайт,Донау,,,953.0,24.55,48.16,Карпатен,,28.21,45.47
Сон,Роун,,,480.0,6.2,48.1,Вогесен,451.0,4.8,45.7
Одер,,,Балтийское море,866.0,17.52,49.61,Судьбы,634.0,14.59,53.6
Санга,Заир,,,530.0,15.0,6.0,,,17.0,-2.0
Мюррей Ривер,,Озеро Хьюм,Индийский океан,2589.0,148.0,-38.0,Снежные горы,,138.88,-35.55
Оулуйоки,,,Балтийское море,107.0,27.25,64.3,,123.0,25.2,65.3
Нил,,Озеро Насер,Средиземное море,,32.5,15.6,,,31.0,31.5
Рио Сан-Франциско,,Lago de Sobradinho,Атлантический океан,2830.0,-43.0,-20.3,,1200.0,-36.4,-10.5
Исар,Донау,,,295.0,11.4,47.37,Альпы,1.16,12.98,48.8
Шари,,Чадское озеро,,1400.0,21.0,8.0,,,14.0,13.2
Парана,,,Атлантический океан,3998.0,-46.5,-19.0,,,-58.2,-34.5
Семлики,,Озеро Сесе Секо/Альбертзе,,230.0,29.6,-0.35,Восточноафриканский хребет,920.0,30.9,1.7
Луар,,,Атлантический океан,1013.0,4.22,44.84,Севенны,1408.0,-2.18,47.27
Донау,,,Черное море,2845.0,8.52,47.95,Черный лес,686.0,29.65,45.16
Рио-Негро,Амазонки,,,2253.0,-70.0,-2.0,Анды,,-60.0,-3.1
Аллер,Уэсер,,,211.0,11.23,52.1,,130.0,9.18,52.94
Маас,,,Северное море,925.0,5.63,47.97,,409.0,4.67,51.72
Хванхо,,,Желтое море,4845.0,96.2,35.3,,4500.0,119.14,37.74
Куило,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Уэсер,,,Северное море,440.0,9.65,51.4,,116.5,8.5,53.5
Аммер,Исар,Аммерзе,,168.0,11.05,47.57,Альпы,850.0,11.96,48.5
Сенегал,,,Атлантический океан,1430.0,-12.0,11.5,,,-16.5,15.96
Вааль,Оранье,,,1251.0,30.0,-26.0,Дракенсберг,,24.0,-29.0
Река Юкон,,,Беременное море,3185.0,-134.5,60.54,,668.0,-163.98,62.574
март,Донау,,,358.0,16.85,50.21,Судьбы,1380.0,16.98,48.17
Некар,Рейн,,,367.0,8.5,48.05,,706.0,8.44,49.51
Нельсон Ривер,,,Северный Ледовитый океан,664.0,-97.97,52.77,,218.0,-92.33,57.15
Бригач,Донау,,,43.0,8.28,48.11,Черный лес,940.0,8.52,47.95
Саскачеванская река,,Озеро Виннипег,,1392.0,-123.0,52.5,,1920.0,-97.97,52.77
Янгце,,,Восточно-Китайское море,6380.0,91.2,33.5,,5405.0,121.5,32.0
Река Колумбия,,Франклин Д. Рузвельтское озеро,Тихоокеанский океан,1953.0,-115.85,50.2,,808.0,-124.06,46.24
Пибор,Собачья,,,,,,,,,
Днестр,,,Черное море,1352.0,23.0,49.0,Карпатен,1000.0,30.23,46.35
Колима,,,Сибирианское море,2129.0,145.0,61.5,,,161.49,69.63
Кокемаенейоки,,,Балтийское море,121.0,23.0,61.3,,,21.2,61.3
Тичино,Po,Лаго Маггиоре,,248.0,8.42,46.475,Альпы,2400.0,9.235,45.14
Ангара,Джениссдж,Ozero Baykal,,1779.0,113.0,56.5,,,92.5,58.2
Арувими,Заир,,,1287.0,14.7,-11.3,,,29.5,2.5
Интенсивность,Донау,,,517.0,9.67,46.41,Альпы,2484.0,13.47,48.57
Далаэльв,,,Балтийское море,520.0,15.1,60.7,,,17.2,60.7
Фими,Ква,,,200.0,18.2,-2.7,,,16.9,3.0
Сирдарья,,Ozero Aral,,2129.0,71.7,41.0,,,60.5,46.0
Лимпопо,,,Индийский океан,1750.0,28.0,-26.0,,1800.0,34.0,-25.2
Вуокси,,Ozero Ladoga,,162.0,28.75,61.2,,,31.54,60.81
Токантины,,,Атлантический океан,2640.0,-49.0,-16.0,,,-48.0,-0.5
Петшора,,,Море Баренцев,1809.0,59.0,62.0,Урал,,54.0,68.5
Урал,,Каспийское море,,2428.0,59.0,54.0,Урал,,51.9,47.1
Нигер,,Озеро Каинджи,Атлантический океан,4184.0,-10.87,9.65,,490.0,6.42,5.32
Умеэльв,,Сторуман,Балтийское море,470.0,15.0,66.1,,,20.1,63.5
О,,,Сибирианское море,3650.0,85.0,52.43,,162.0,71.35,66.48
Уругвай,,,Атлантический океан,1790.0,-52.0,-27.5,,1800.0,-58.4,-33.9
Сомнения,Сон,,,453.0,6.2,46.7,Юра,937.0,5.0,46.9
Мозель,Рейн,,,544.0,6.89,47.89,Вогесен,715.0,7.61,50.37
Замбези,,Озеро Кариба,Индийский океан,2574.0,24.2,-11.0,,1500.0,36.0,-19.0
Северная Двина,,,Море Баренцев,740.0,60.9,46.3,,180.0,40.5333,64.55
Атбара,Нил,,,1120.0,37.3,12.8,Эфиопские горы,,33.97,17.68
Ольт,Донау,,,615.0,25.8,46.65,Карпатен,1280.0,24.8,43.7
Длинная кость,,,Средиземное море,152.0,20.4,42.1,,,19.6,41.8
Джубба,,,Индийский океан,1658.0,,,,,42.7,-0.5
Пьэндш,Амударья,,,1125.0,73.0,37.0,Памир,4130.0,68.3,37.1
Прокрутка,,Ozero Ladoga,,224.0,35.49,60.99,,33.0,32.79,60.51
Сохранить,Донау,,,945.0,13.6,46.2,Альпы,,20.4667,44.8
Рио Сан-Хуан,,Озеро Манагуа,Карибское море,199.0,-85.35,11.6,,31.0,-83.7,10.9
Карун,&lt; &lt; Шатт аль-Араб &gt; &gt;,,,950.0,50.1,32.35,Загрос,,48.17,30.43
Главное,Рейн,,,524.0,11.4,50.1,Фихтельгебридж,887.0,8.29,49.99
Южная Морава,Морава,,,295.0,21.4,42.1,,,21.4,43.7
Мёр,Драу,,,453.0,13.35,47.13,Альпы,1898.0,16.88,46.3
Aare,Рейн,Брайенцерзе,,288.0,8.2,46.55,Альпы,2310.0,8.22,47.61
Сена,,,Канал,776.0,4.71,47.48,,470.0,0.1,49.42
Река Грузовик,,Пирамидское озеро,,225.0,-120.0,39.0,,1900.0,-119.43,39.85
Касаи,Ква,,,1983.0,19.3,-10.96,,,17.4,3.3
Убанги,Заир,,,1120.0,22.5,4.0,,,17.7,-0.8
Черный кусок,Длинная кость,,,133.0,20.7,41.0,,695.0,20.4,42.1
Днепр,,,Черное море,2201.0,34.0,55.5,Уолдай-Хиллз,220.0,32.252,46.5257
Иртыш,О,,,4248.0,90.0,47.9,Алтай,2930.0,68.93,61.07
&lt; &lt; Рио Гранде &gt; &gt;,,,Мексиканский залив,3034.0,-107.5,38.0,,3900.0,-97.18,25.96
Adda,Po,Лаго-ди-Комо,,313.0,10.3,46.55,Альпы,2235.0,9.88,45.13
Вольта,,Озеро Вольта,Атлантический океан,1500.0,-4.5,11.0,,,0.68,5.77
Лимат,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Минсио,Po,,,75.0,10.7,45.4,Альпы,65.0,10.95,45.1
Эльба,,,Северное море,1091.0,15.54,50.78,Судьбы,1.386,8.71,53.89
Амур,,,Охотское море,2824.0,121.48,53.33,,305.0,140.73,53.1
Etsch,,,Средиземное море,415.0,10.5,46.7,Альпы,1525.0,7.09,44.8
Бому,Убанги,,,280.0,27.0,5.0,,,22.5,4.0
Рузизи,,Озеро Танганджика,,104.0,29.2,-1.8,Восточноафриканский хребет,1462.0,29.3,-3.4
