year,lgid,tmid,franchid,confid,divid,rank,confrank,playoff,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,o_tmrebound,d_tmrebound,homewon,homelost,awaywon,awaylost,neutwon,neutloss,confwon,confloss,divwon,divloss,pace,won,lost,games,min,arena,attendance,bbtmid
1964,NBA,BAL,WAS,,WD,3,0,DF,Baltimore Bullets,3421,7734,2245,3144,0,0,0,0,5298,1676,2119,0,0,0,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9264,634,0,23,14,12,19,2,10,0,0,22,18,0,37,43,80,19375.0,Baltimore Civic Center,32767,BLT
1964,NBA,BOS,BOS,,ED,1,0,NC,Boston Celtics,3567,8609,1890,2587,0,0,0,0,5748,1772,2065,0,0,0,9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,654,0,27,3,27,11,8,4,0,0,20,10,0,62,18,80,19275.0,Boston Garden,32767,BOS
1964,NBA,CIN,SAC,,ED,2,0,DS,Cincinnati Royals,3482,7797,2170,2866,0,0,0,0,5387,1843,1992,0,0,0,9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952,601,0,25,7,17,21,6,4,0,0,16,14,0,48,32,80,19325.0,Cincinnati Gardens,32767,CIN
1964,NBA,DET,DET,,WD,4,0,,Detroit Pistons,3467,8297,1747,2537,0,0,0,0,5394,1609,2058,0,0,0,8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954,690,0,13,17,11,20,7,12,0,0,18,22,0,31,49,80,19325.0,Cobo Arena,32767,DET
1964,NBA,NYK,NYK,,ED,4,0,,New York Knicks,3339,7834,1915,2684,0,0,0,0,5206,1550,2283,0,0,0,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8886,674,638,16,19,8,22,7,8,0,0,10,20,0,31,49,80,19500.0,Madison Square Garden (III),32767,NYK
1964,NBA,PHI,PHI,,ED,3,0,DF,Philadelphia 76ers,3391,8028,2221,3011,0,0,0,0,5246,1692,2096,0,0,0,9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9015,612,0,13,12,9,21,18,7,0,0,14,16,0,40,40,80,19275.0,Convention Hall,32767,PHI
1965,NBA,BAL,WAS,,WD,2,0,DS,Baltimore Bullets,3599,8210,2267,3186,0,0,0,0,5542,1890,2199,0,0,0,9465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9560,654,0,29,9,4,25,5,8,0,0,20,20,0,38,42,80,19250.0,Baltimore Civic Center,32767,BLT
1965,NBA,BOS,BOS,,ED,2,0,NC,Boston Celtics,3488,8367,2038,2758,0,0,0,0,5591,1795,2012,0,0,0,9014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623,661,0,26,5,19,18,9,3,0,0,19,11,0,54,26,80,19225.0,Boston Garden,32767,BOS
1965,NBA,CIN,SAC,,ED,3,0,DS,Cincinnati Royals,3610,8123,2204,2906,0,0,0,0,5559,1818,2033,0,0,0,9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9331,583,0,25,6,11,23,9,6,0,0,16,14,0,45,35,80,19275.0,Cincinnati Gardens,32767,CIN
1965,NBA,DET,DET,,WD,5,0,,Detroit Pistons,3475,8502,1877,2734,0,0,0,0,5427,1569,2016,0,0,0,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373,680,0,13,17,4,22,5,19,0,0,11,29,0,22,58,80,19200.0,Cobo Arena,32767,DET
1965,NBA,NYK,NYK,,ED,4,0,,New York Knicks,3559,7910,2217,3078,0,0,0,0,5119,1896,2227,0,0,0,9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9543,708,634,20,14,4,30,6,6,0,0,5,25,0,30,50,80,19275.0,Madison Square Garden (III),32767,NYK
1965,NBA,PHI,PHI,,ED,1,0,DF,Philadelphia 76ers,3650,8189,2087,3141,0,0,0,0,5652,1905,2095,0,0,0,9387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9013,638,0,22,3,20,17,13,5,0,0,20,10,0,55,25,80,19250.0,Convention Hall,32767,PHI
1966,NBA,BAL,WAS,,ED,5,0,,Baltimore Bullets,3664,8578,2025,2771,0,0,0,0,5342,1652,2153,0,0,0,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9881,593,0,12,20,3,30,5,11,0,0,7,29,0,20,61,81,19540.0,Baltimore Civic Center,32767,BLT
1966,NBA,BOS,BOS,,ED,2,0,DF,Boston Celtics,3724,8325,2216,2963,0,0,0,0,5703,1962,2138,0,0,0,9664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9012,724,0,27,4,25,11,8,6,0,0,30,6,0,60,21,81,19615.0,Boston Garden,32767,BOS
1966,NBA,CHI,CHI,,WD,4,0,DS,Chicago Bulls,3565,8505,2037,2784,0,0,0,0,5295,1827,2205,0,0,0,9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9470,749,0,17,19,9,17,7,12,0,0,17,19,0,33,48,81,19490.0,International Amphitheatre,32767,CHI
1966,NBA,CIN,SAC,,ED,3,0,DS,Cincinnati Royals,3654,8137,2179,2806,0,0,0,0,5198,1858,2073,0,0,0,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9508,536,0,20,11,12,24,7,7,0,0,14,22,0,39,42,81,19515.0,Cincinnati Gardens,32767,CIN
1966,NBA,DET,DET,,WD,5,0,,Detroit Pistons,3523,8542,1969,2725,0,0,0,0,5511,1465,2198,0,0,0,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463,697,0,12,18,9,19,9,14,0,0,14,22,0,30,51,81,19590.0,Cobo Arena,32767,DET
1966,NBA,NYK,NYK,,ED,4,0,DS,New York Knicks,3637,8025,2151,2980,0,0,0,0,5178,1782,2110,0,0,0,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9672,640,644,20,15,9,24,7,6,0,0,11,25,0,36,45,81,19490.0,Madison Square Garden (III),32767,NYK
1966,NBA,PHI,PHI,,ED,1,0,NC,Philadelphia 76ers,3912,8103,2319,3411,0,0,0,0,5701,2138,1906,0,0,0,10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,600,0,28,2,26,8,14,3,0,0,28,8,0,68,13,81,19515.0,Convention Hall,32767,PHI
1967,NBA,BAL,WAS,,ED,6,0,,Baltimore Bullets,3691,8428,2245,2994,0,0,0,0,5431,1534,2127,0,0,0,9627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9659,578,0,17,19,12,23,7,4,0,0,15,25,0,36,46,82,19755.0,Baltimore Civic Center,32767,BLT
1967,NBA,BOS,BOS,,ED,2,0,NC,Boston Celtics,3686,8371,2151,2983,0,0,0,0,5666,1798,2147,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186,707,0,28,9,20,16,6,3,0,0,24,16,0,54,28,82,19705.0,Boston Garden,32767,BOS
1967,NBA,CHI,CHI,,WD,4,0,DS,Chicago Bulls,3488,8138,2006,2718,0,0,0,0,5117,1527,2130,0,0,0,8982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,660,0,11,22,12,23,6,8,0,0,11,29,0,29,53,82,19805.0,Chicago Stadium,32767,CHI
1967,NBA,CIN,SAC,,ED,5,0,,Cincinnati Royals,3679,7864,2204,2892,0,0,0,0,5129,2048,2016,0,0,0,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9631,610,0,18,12,13,23,8,8,0,0,18,22,0,39,43,82,19805.0,Cincinnati Gardens,32767,CIN
1967,NBA,DET,DET,,ED,4,0,DS,Detroit Pistons,3755,8386,2215,3129,0,0,0,0,5452,1700,2240,0,0,0,9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9889,790,0,21,11,12,23,7,8,0,0,15,25,0,40,42,82,19780.0,Cobo Arena,32767,DET
1967,NBA,NYK,NYK,,ED,3,0,DS,New York Knicks,3682,8070,2159,3042,0,0,0,0,5122,1967,2364,0,0,0,9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9374,715,659,20,17,21,16,2,6,0,0,19,21,0,43,39,82,19880.0,Madison Square Garden (III),32767,NYK
1967,NBA,PHI,PHI,,ED,1,0,DF,Philadelphia 76ers,3965,8414,2121,3338,0,0,0,0,5914,2197,1851,0,0,0,10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9346,760,0,27,8,25,12,10,0,0,0,29,11,0,62,20,82,19780.0,The Spectrum,32767,PHI
1968,NBA,ATL,ATL,,WD,2,0,DF,Atlanta Hawks,3605,7844,1913,2785,0,0,0,0,4599,2069,2082,0,0,0,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8942,0,0,28,12,18,21,2,1,0,0,26,14,0,48,34,82,19730.0,Alexander Memorial Coliseum,32767,ATL
1968,NBA,BAL,WAS,,ED,1,0,DS,Baltimore Bullets,3770,8567,2002,2734,0,0,0,0,4963,1682,2038,0,0,0,9542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9193,0,0,29,9,24,15,4,1,0,0,26,14,0,57,25,82,19755.0,Baltimore Civic Center,32767,BLT
1968,NBA,BOS,BOS,,ED,4,0,NC,Boston Celtics,3583,8316,1936,2657,0,0,0,0,4840,1953,2073,0,0,0,9102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8645,0,0,24,12,21,19,3,3,0,0,23,17,0,48,34,82,19830.0,Boston Garden,32767,BOS
1968,NBA,CHI,CHI,,WD,5,0,,Chicago Bulls,3355,8021,1877,2577,0,0,0,0,4550,1597,2064,0,0,0,8587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8772,0,0,19,21,12,25,2,3,0,0,19,21,0,33,49,82,19755.0,Chicago Stadium,32767,CHI
1968,NBA,CIN,SAC,,ED,5,0,,Cincinnati Royals,3565,7742,2262,3012,0,0,0,0,4525,1983,2031,0,0,0,9392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9476,0,0,15,13,16,21,10,7,0,0,20,20,0,41,41,82,19805.0,Cincinnati Gardens,32767,CIN
1968,NBA,DET,DET,,ED,6,0,,Detroit Pistons,3609,7997,2141,3025,0,0,0,0,4471,1757,2105,0,0,0,9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9618,0,0,21,17,7,30,4,3,0,0,13,27,0,32,50,82,19755.0,Cobo Arena,32767,DET
1968,NBA,MIL,MIL,,ED,7,0,,Milwaukee Bucks,3537,8258,1966,2638,0,0,0,0,4727,1882,2187,0,0,0,9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9460,0,0,15,19,8,27,4,9,0,0,7,29,0,27,55,82,19680.0,Milwaukee Arena,32767,MIL
1968,NBA,NYK,NYK,,ED,3,0,DF,New York Knicks,3588,7813,1911,2596,0,0,0,0,4246,2071,2175,0,0,0,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8616,0,0,30,7,19,20,5,1,0,0,26,14,0,54,28,82,19730.0,Madison Square Garden (IV),32767,NYK
