city,province,country,island
Кернарфон,Гвинедд,"Извините, но я не понимаю, что вы имеете в виду под «GB». Можете ли вы пояснить или предоставить дополнительный контекст?",Великобритания
Аберистуит,Кердиггон,"Извините, но я не понимаю, что вы имеете в виду под «GB». Можете ли вы пояснить или предоставить дополнительный контекст?",Великобритания
Линкольн,Линкольншир,"Извините, но я не понимаю, что вы имеете в виду под «GB». Можете ли вы пояснить или предоставить дополнительный контекст?",Великобритания
Порт-Талбот,Нет и Порт-Талбот,"Извините, но я не понимаю, что вы имеете в виду под «GB». Можете ли вы пояснить или предоставить дополнительный контекст?",Великобритания
Горонто,Индонезия,Р,Сулавеси
Оцу,Шига,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Хоккайдо
Чиаи,Тайвань,КР,Тайвань
Семаранг,Индонезия,Р,Ява
Мансанильо,Гранама,C,Куба
Наґасакі,Наґасакі,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Кюсю
Порт-Морсби,Папуа-Новая Гвинея,PNG — Portable Network Graphics,Новая Гвинея
Сурабая,Индонезия,Р,Ява
Манадо,Индонезия,Р,Сулавеси
Алофи,Ниуэ,Ниуэ,Ниуэ
Камбран,Монмутшир,"Извините, но я не понимаю, что вы имеете в виду под «GB». Можете ли вы пояснить или предоставить дополнительный контекст?",Великобритания
Палма-де-Майорка,Балеарские острова,"""Э""",Мальорка
Сибу,Саравак,МЛ,Борнео
Нагано,Нагано,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести.",Хоккайдо
Кирколл,Оркнейские острова,"Извините, но я не понимаю, что вы имеете в виду под «GB». Можете ли вы пояснить или предоставить дополнительный контекст?",Оркнейский материк
