year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1935,SF,A,DET,NHL,MTM,NHL,3,0,0,6,1,
1983,DSF,E,MNS,NHL,CHI,NHL,3,2,0,18,14,
1982,DSF,H,CAL,NHL,VAN,NHL,3,1,0,17,14,
2002,CF,M,NJD,NHL,OTT,NHL,4,3,0,17,13,
1991,DSF,C,NYR,NHL,NJD,NHL,4,3,0,28,25,
1996,CF,N,DET,NHL,COL,NHL,4,2,0,16,12,
1972,QF,A,MTL,NHL,BUF,NHL,4,2,0,21,16,
2011,CSF,L,PHO,NHL,NAS,NHL,4,1,0,12,9,
1993,CQF,G,TOR,NHL,CHI,NHL,4,2,0,15,10,
1999,CQF,F,DAL,NHL,EDM,NHL,4,1,0,14,11,
1943,SF,A,MTL,NHL,TOR,NHL,4,1,0,23,6,
2003,CQF,E,DET,NHL,NAS,NHL,4,2,0,12,9,
1971,SF,E,BOS,NHL,STL,NHL,4,0,0,28,8,
1979,SCF,O,NYI,NHL,PHI,NHL,4,2,0,26,25,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
2011,CQF,A,NYR,NHL,OTT,NHL,4,3,0,14,13,
1974,QF,,SDM,WHA,TOT,WHA,4,2,0,29,27,
1981,DSF,E,NYI,NHL,PIT,NHL,3,2,0,22,13,
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
1980,Pre,E,BUF,NHL,VAN,NHL,3,0,0,13,7,
1999,CQF,A,PHI,NHL,BUF,NHL,4,1,0,14,8,
1972,DSF,,CLC,WHA,PHB,WHA,4,0,0,19,6,
1966,SCF,C,TOR,NHL,MTL,NHL,4,2,0,17,16,
1990,DSF,G,LAK,NHL,VAN,NHL,4,2,0,26,16,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1948,SCF,C,TOR,NHL,DET,NHL,4,0,0,12,5,
1977,SCF,K,MTL,NHL,BOS,NHL,4,2,0,18,13,
1996,CSF,J,PHI,NHL,BUF,NHL,4,1,0,21,13,
1986,DSF,F,DET,NHL,CHI,NHL,4,0,0,15,6,
1974,QF,H,NYI,NHL,PIT,NHL,4,3,0,21,18,
1962,SF,B,DET,NHL,CHI,NHL,4,2,0,25,19,
2005,CQF,B,CAR,NHL,MTL,NHL,4,2,0,15,17,
1992,DSF,B,MTL,NHL,QUE,NHL,4,2,0,19,16,
1936,SF,D,NYR,NHL,MTM,NHL,2,0,0,5,0,
1984,DF,J,PHI,NHL,NYI,NHL,4,1,0,16,11,
1979,SF,M,PHI,NHL,MNS,NHL,4,1,0,27,14,
1998,CQF,C,BOS,NHL,CAR,NHL,4,2,0,16,10,
2007,CQF,D,NYR,NHL,NJD,NHL,4,1,0,19,12,
2008,CQF,B,WAS,NHL,NYR,NHL,4,3,0,19,11,
1943,SCF,C,MTL,NHL,CHI,NHL,4,0,0,16,8,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
2011,CQF,C,NJD,NHL,FLO,NHL,4,3,0,18,17,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1981,DSF,B,BOS,NHL,BUF,NHL,3,1,0,17,11,
2005,CQF,D,BUF,NHL,PHI,NHL,4,2,0,27,14,
1982,CF,M,NYI,NHL,BOS,NHL,4,2,0,30,21,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1916,SCF,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
1995,CQF,D,FLO,NHL,BOS,NHL,4,1,0,22,16,
1984,DSF,D,NYI,NHL,WAS,NHL,3,2,0,14,12,
2000,CSF,J,PIT,NHL,BUF,NHL,4,3,0,17,17,
1985,DSF,D,WAS,NHL,NYI,NHL,3,0,0,11,4,
1999,CF,M,NJD,NHL,PHI,NHL,4,3,0,18,15,
1957,SCF,C,MTL,NHL,BOS,NHL,4,2,0,16,14,
