playerid,year,stint,tmid,s,g,gdg
koivumi01,2011,1,MIN,4,12,0
lupuljo01,2010,2,TOR,2,0,0
stumpjo01,2005,1,FLO,3,0,0
robitra01,2006,2,NYI,3,2,1
bulisja01,2006,1,VAN,1,0,0
oshietj01,2009,1,STL,8,5,2
tkachke01,2006,1,STL,5,1,0
connoti01,2007,1,BUF,3,0,0
oleszro01,2009,1,FLO,9,2,1
malikma01,2005,1,NYR,1,1,1
whitnra01,2006,1,CAR,5,0,0
macarcl01,2006,1,BUF,1,0,0
yashial01,2005,1,NYI,7,2,0
spezzja01,2008,1,OTT,10,3,1
oneilje01,2006,1,TOR,2,1,1
edleral01,2007,1,VAN,7,2,2
satanmi01,2005,1,NYI,10,7,5
pisanfe01,2007,1,EDM,3,2,2
keslery01,2009,1,VAN,5,3,0
parkri01,2005,1,VAN,1,0,0
ovechal01,2007,1,WAS,6,1,0
kostian01,2011,2,NAS,1,2,1
nolanow01,2009,1,MIN,4,2,1
tyutife01,2008,1,CBS,1,1,1
brodzky01,2011,1,MIN,1,2,1
nashri01,2008,1,CBS,11,4,1
weissst01,2006,1,FLO,1,0,0
recchma01,2005,1,PIT,3,0,0
cammami01,2010,1,MTL,2,1,1
datsypa01,2009,1,DET,14,7,2
langro01,2007,1,CHI,2,1,1
wolskwo01,2009,2,PHO,7,0,0
kozlovi01,2006,1,NYI,13,5,2
stollja01,2010,1,LAK,10,9,4
datsypa01,2005,1,DET,6,3,1
tangual01,2007,1,CAL,2,0,0
fleisto01,2005,1,WAS,2,0,0
bailejo01,2011,1,NYI,1,1,1
stillco01,2005,1,CAR,3,1,1
langfjo01,2006,1,DET,2,0,0
umberrj01,2010,1,CBS,2,0,0
molleos01,2009,1,LAK,1,0,0
spurgja01,2011,1,MIN,0,1,0
williju01,2008,2,LAK,1,1,1
kostise01,2007,1,MTL,1,0,0
willija01,2005,1,DET,7,5,2
morrobr01,2009,1,DAL,2,0,0
nielsfr01,2009,1,NYI,12,7,2
miettan01,2011,1,WPG,0,1,0
brylise01,2007,1,NJD,1,0,0
