year,lgid,tmid,oppid,w,l,t,otl
1973,NHL,TOR,PIT,3,1,1.0,
1994,NHL,BOS,OTT,4,0,0.0,
2003,NHL,NJD,ATL,3,1,0.0,0.0
1994,NHL,PIT,MTL,2,2,0.0,
2003,NHL,FLO,OTT,1,2,0.0,1.0
1989,NHL,WAS,TOR,1,2,0.0,
2002,NHL,NAS,MTL,0,1,0.0,0.0
1976,NHL,PHI,BOS,3,1,0.0,
1984,NHL,EDM,PHI,0,3,0.0,
1999,NHL,PHI,DAL,0,1,1.0,0.0
2006,NHL,VAN,ATL,1,0,,0.0
2008,NHL,BOS,PHI,2,1,,1.0
2008,NHL,COL,AND,0,4,,0.0
1975,NHL,PIT,STL,2,2,0.0,
2005,NHL,NAS,COL,3,1,,0.0
2010,NHL,PHI,CBS,0,1,,0.0
2006,NHL,EDM,CAR,1,0,,0.0
2005,NHL,DAL,MIN,3,1,,0.0
1999,NHL,NYI,STL,0,1,0.0,0.0
1995,NHL,MTL,DET,0,2,0.0,
1989,NHL,EDM,HAR,0,1,2.0,
2000,NHL,DAL,PIT,2,0,0.0,0.0
2009,NHL,PHI,TBL,4,0,,0.0
2008,NHL,NJD,STL,1,0,,0.0
2000,NHL,PHI,PHO,0,2,0.0,0.0
1927,NHL,BOS,PIP,1,2,3.0,
1999,NHL,DAL,PHI,1,0,1.0,0.0
2002,NHL,FLO,LAK,1,0,0.0,0.0
1992,NHL,WIN,STL,2,2,0.0,
2002,NHL,BUF,CAR,2,1,0.0,1.0
2009,NHL,DAL,STL,1,2,,1.0
1980,NHL,LAK,WAS,2,1,1.0,
2007,NHL,CAR,PIT,2,1,,1.0
1984,NHL,DET,BUF,1,1,1.0,
1996,NHL,VAN,STL,2,2,0.0,
2003,NHL,MTL,CAR,2,0,1.0,1.0
1989,NHL,PIT,MTL,1,2,0.0,
1989,NHL,STL,TOR,1,7,0.0,
1932,NHL,MTM,BOS,2,4,0.0,
1985,NHL,STL,NYR,1,1,1.0,
2005,NHL,SJS,DET,1,2,,1.0
1976,NHL,ATF,DET,2,1,1.0,
2008,NHL,WAS,NYR,3,0,,1.0
2002,NHL,NAS,BOS,1,1,0.0,0.0
2001,NHL,ANA,LAK,0,3,1.0,1.0
2000,NHL,ATL,CAL,0,0,1.0,0.0
1974,WHA,IND,NEW,1,5,0.0,
1991,NHL,CAL,CHI,1,1,1.0,
1992,NHL,PIT,PHI,5,1,1.0,
2000,NHL,OTT,CBS,0,0,2.0,0.0
2006,NHL,WAS,SJS,0,0,,1.0
1997,NHL,TOR,TBL,2,0,0.0,
2010,NHL,MTL,NYR,3,1,,0.0
2008,NHL,BOS,PHO,0,1,,0.0
1983,NHL,PHI,WIN,2,1,0.0,
1980,NHL,CAL,NYR,2,1,1.0,
1991,NHL,EDM,NYR,1,1,0.0,
2009,NHL,NAS,BOS,0,1,,0.0
1935,NHL,BOS,NYA,4,2,0.0,
1975,NHL,PIT,DET,4,1,1.0,
1978,NHL,NYI,BUF,1,2,1.0,
1972,NHL,PHI,NYI,4,1,0.0,
2011,NHL,VAN,NAS,2,2,,0.0
2010,NHL,OTT,PIT,1,3,,0.0
1970,NHL,MNS,MTL,1,3,2.0,
1988,NHL,NYI,CAL,0,2,1.0,
1995,NHL,PHI,NJD,2,4,0.0,
2001,NHL,MTL,BOS,2,2,0.0,1.0
1979,NHL,NYR,HAR,2,1,1.0,
2003,NHL,ANA,SJS,2,4,0.0,0.0
1974,WHA,VAB,CLC,3,3,0.0,
1997,NHL,NYI,CAR,2,2,0.0,
2002,NHL,VAN,MTL,1,0,1.0,0.0
2011,NHL,OTT,TBL,4,0,,0.0
1999,NHL,LAK,CAR,0,1,0.0,0.0
1970,NHL,VAN,PIT,1,4,1.0,
1996,NHL,CAL,PIT,1,1,0.0,
2009,NHL,MIN,OTT,0,1,,0.0
2008,NHL,VAN,EDM,3,3,,0.0
2009,NHL,OTT,VAN,1,1,,0.0
2005,NHL,PHI,CHI,1,0,,0.0
2009,NHL,AND,FLO,1,0,,0.0
1997,NHL,DET,CAR,1,1,0.0,
1975,WHA,PHR,CIN,3,3,0.0,
2001,NHL,PHO,ANA,1,2,0.0,2.0
1974,WHA,SDM,QUN,4,2,0.0,
1985,NHL,NYR,BOS,2,1,0.0,
1997,NHL,STL,BUF,0,1,1.0,
1997,NHL,SJS,PHO,0,4,0.0,
2007,NHL,NJD,TBL,3,1,,0.0
1977,NHL,LAK,MTL,1,4,1.0,
1944,NHL,DET,CHI,7,3,0.0,
1996,NHL,LAK,CHI,1,3,0.0,
1993,NHL,NYI,MTL,4,0,1.0,
1922,WCHL,CAT,EDE,2,6,0.0,
1996,NHL,PHO,OTT,1,1,0.0,
2003,NHL,DAL,STL,3,1,0.0,0.0
1989,NHL,BOS,PIT,2,1,0.0,
2007,NHL,SJS,CAL,1,1,,2.0
1991,NHL,CHI,BUF,1,2,0.0,
1983,NHL,NYI,WIN,1,2,0.0,
1998,NHL,PHO,NAS,2,2,0.0,
1984,NHL,WIN,MNS,2,1,0.0,
1993,NHL,BOS,NYR,2,1,1.0,
2011,NHL,CBS,DET,2,3,,1.0
1975,NHL,MNS,WAS,2,0,2.0,
2011,NHL,NJD,MIN,0,1,,0.0
1949,NHL,TOR,DET,5,8,1.0,
2002,NHL,CHI,EDM,1,2,1.0,0.0
2006,NHL,NYI,STL,0,0,,1.0
1984,NHL,BUF,STL,1,2,0.0,
1927,NHL,PIP,CHI,5,1,0.0,
1975,WHA,NEW,IND,2,7,3.0,
1996,NHL,MTL,STL,0,1,1.0,
2003,NHL,PHO,BOS,0,0,1.0,0.0
1987,NHL,NJD,WIN,0,2,1.0,
2008,NHL,SJS,EDM,3,0,,1.0
1992,NHL,BOS,OTT,7,0,0.0,
2002,NHL,BOS,PHI,1,0,2.0,1.0
2011,NHL,CAR,NJD,1,3,,0.0
1995,NHL,VAN,CHI,1,2,1.0,
1972,WHA,CLC,HOU,3,3,0.0,
1973,WHA,TOT,VAB,6,0,0.0,
2000,NHL,PHI,VAN,1,0,0.0,0.0
1933,NHL,MTL,BOS,1,5,0.0,
1977,NHL,STL,PIT,1,2,1.0,
1995,NHL,ANA,FLO,0,1,1.0,
1993,NHL,LAK,NYI,1,1,0.0,
2010,NHL,BOS,STL,0,0,,1.0
2011,NHL,BOS,NYR,1,2,,1.0
2002,NHL,LAK,WAS,1,0,0.0,0.0
1928,NHL,NYR,PIP,4,0,2.0,
1996,NHL,NYR,EDM,0,1,1.0,
1985,NHL,NJD,WIN,2,1,0.0,
1913,NHA,TBS,OT1,2,2,0.0,
1981,NHL,MTL,EDM,1,0,2.0,
2010,NHL,OTT,PHO,1,0,,0.0
1986,NHL,NYR,VAN,2,1,0.0,
1980,NHL,MTL,BUF,3,1,0.0,
1971,NHL,CLF,PHI,2,4,0.0,
2011,NHL,NJD,WAS,3,1,,0.0
1962,NHL,DET,MTL,3,9,2.0,
1991,NHL,NYI,WAS,2,4,1.0,
1982,NHL,HAR,BUF,2,5,1.0,
2007,NHL,PHO,CBS,1,3,,0.0
1978,NHL,LAK,CHI,3,1,0.0,
1980,NHL,WAS,PHI,2,2,0.0,
2008,NHL,FLO,TBL,3,1,,2.0
1981,NHL,PHI,DET,2,0,1.0,
1991,NHL,MNS,HAR,1,1,1.0,
1973,WHA,LAS,QUN,2,4,0.0,
1984,NHL,TOR,WAS,0,2,1.0,
1988,NHL,QUE,PHI,1,2,0.0,
2011,NHL,MIN,FLO,2,0,,0.0
1991,NHL,DET,MTL,0,3,0.0,
1976,WHA,CAC,MF2,2,2,1.0,
2006,NHL,WAS,MIN,0,0,,1.0
2010,NHL,CHI,CBS,4,2,,0.0
1988,NHL,TOR,PIT,1,2,0.0,
1982,NHL,NJD,WAS,0,6,1.0,
1976,NHL,BUF,COR,3,0,1.0,
1971,NHL,MTL,LAK,5,0,1.0,
1993,NHL,WIN,DAL,1,3,2.0,
1987,NHL,CAL,DET,1,1,1.0,
1995,NHL,OTT,FLO,1,3,0.0,
1973,WHA,CLC,EDO,3,2,1.0,
2008,NHL,CBS,TBL,0,0,,1.0
1989,NHL,STL,WIN,1,1,1.0,
1983,NHL,BOS,NYI,2,0,1.0,
1980,NHL,HAR,WAS,1,3,0.0,
2007,NHL,SJS,PIT,1,0,,0.0
2009,NHL,CAL,TBL,0,0,,1.0
1978,NHL,CHI,VAN,1,3,4.0,
1997,NHL,EDM,BUF,0,1,1.0,
1997,NHL,EDM,LAK,4,1,0.0,
1992,NHL,QUE,CHI,0,1,1.0,
1986,NHL,TOR,BOS,1,2,0.0,
1973,WHA,NYJ,HOU,1,5,0.0,
1991,NHL,QUE,WIN,2,0,1.0,
2011,NHL,WPG,TBL,3,1,,2.0
1996,NHL,STL,VAN,2,2,0.0,
1985,NHL,QUE,EDM,1,2,0.0,
1996,NHL,DET,STL,1,1,3.0,
1983,NHL,PHI,DET,1,0,2.0,
2010,NHL,CAL,AND,0,1,,3.0
2007,NHL,DAL,NYI,1,0,,0.0
2006,NHL,SJS,VAN,1,1,,2.0
1974,NHL,MTL,TOR,1,2,2.0,
1978,NHL,MTL,LAK,3,3,2.0,
1988,NHL,LAK,NYR,1,2,0.0,
1977,NHL,LAK,TOR,3,2,0.0,
2000,NHL,OTT,CAR,1,2,0.0,1.0
2008,NHL,DAL,COL,2,2,,0.0
1996,NHL,TBL,PHI,2,2,1.0,
1974,WHA,PHR,VAB,3,3,0.0,
1973,NHL,BOS,STL,4,1,0.0,
1975,NHL,WAS,STL,0,4,0.0,
2003,NHL,CHI,NYR,0,0,1.0,0.0
1980,NHL,CHI,HAR,3,0,1.0,
1974,NHL,VAN,PIT,1,3,0.0,
1976,WHA,NEW,CAC,5,1,0.0,
1982,NHL,TOR,WIN,0,3,0.0,
1971,NHL,PHI,CLF,4,2,0.0,
1983,NHL,WAS,DET,1,2,0.0,
2000,NHL,DAL,PHO,1,2,2.0,0.0
