playerid,year,stint,tmid,w,l,sa,ga
hardijo01,2006,1,MIN,0,1,3,1
varlasi01,2011,1,COL,8,0,24,2
peterju01,2011,1,CAR,0,2,6,3
halakja01,2010,1,STL,3,4,29,10
labarja01,2010,1,PHO,1,1,5,2
gigueje01,2005,1,ANA,3,7,31,12
backsni01,2010,1,MIN,1,4,17,8
garonma01,2010,1,CBS,1,3,12,4
masonst01,2008,1,CBS,6,5,31,9
ellisda01,2007,1,NAS,2,1,9,4
lundqhe01,2005,1,NYR,4,3,37,9
conklty01,2011,1,DET,1,0,3,0
khabini01,2010,1,EDM,1,3,18,4
smithmi02,2006,1,DAL,1,0,3,0
bryzgil01,2010,1,PHO,4,5,32,11
niittan01,2006,1,PHI,1,4,23,6
bouchbr01,2009,1,PHI,1,2,7,4
niittan01,2009,1,TBL,3,4,23,5
emeryra01,2009,1,PHI,2,1,9,2
markkju01,2006,1,EDM,0,1,3,2
lehtoka01,2009,1,DAL,1,0,4,0
danisya01,2008,1,NYI,0,2,5,3
halakja01,2011,1,STL,3,7,32,9
elliobr01,2010,1,OTT,0,4,8,6
gustajo01,2010,1,TOR,2,1,10,4
bobrose01,2011,1,PHI,1,2,8,4
fernama01,2008,1,BOS,0,2,9,4
masonch02,2008,1,STL,3,4,18,7
wardca01,2006,1,CAR,0,4,14,6
fleurma01,2009,1,PIT,6,2,23,6
rasktu01,2010,1,BOS,1,1,5,2
toivoha01,2005,1,BOS,0,1,3,2
backsni01,2007,1,MIN,1,6,21,12
quickjo01,2011,1,LAK,6,8,47,16
drouije01,2009,1,EDM,4,3,37,11
josepcu01,2006,1,PHO,2,1,13,2
vokouto01,2005,1,NAS,4,3,20,8
andercr01,2006,1,FLO,1,0,2,0
lindban01,2011,1,NAS,1,0,3,0
caronse01,2005,1,PIT,0,3,10,6
greisth01,2009,1,SJS,1,0,6,0
masonch02,2006,1,NAS,4,2,20,6
macdojo01,2006,1,DET,0,1,7,3
emeryra01,2007,1,OTT,1,3,15,7
vokouto01,2009,1,FLO,4,9,49,19
rolosdw01,2009,1,NYI,5,5,39,15
smithmi02,2010,1,TBL,1,0,4,0
neuvimi01,2011,1,WAS,3,2,17,7
masonst01,2008,1,CBS,6,5,31,9
turcoma01,2008,1,DAL,5,6,43,16
sanfocu01,2006,1,STL,0,2,6,5
garonma01,2011,1,TBL,1,1,6,1
vokouto01,2011,1,WAS,1,1,4,2
lalimpa01,2006,1,CHI,2,1,8,4
lundqhe01,2011,1,NYR,4,3,25,7
conklty01,2005,1,EDM,0,1,2,2
markkju01,2005,1,EDM,1,3,16,8
backsni01,2009,1,MIN,2,7,38,14
luongro01,2005,1,FLO,4,4,27,7
emeryra01,2006,1,OTT,1,4,19,8
andercr01,2010,1,COL,1,0,3,0
dubnyde01,2010,1,EDM,0,6,19,10
aubinje01,2006,1,TOR,1,1,11,3
lundqhe01,2010,1,NYR,7,3,46,7
rasktu01,2011,1,BOS,2,2,14,6
hasekdo01,2007,1,DET,3,2,12,3
luongro01,2008,1,VAN,3,4,29,8
bironma01,2005,1,BUF,2,3,12,5
budajpe01,2005,1,COL,0,5,14,9
bironma01,2011,1,NYR,0,2,7,3
bishobe01,2011,1,OTT,0,2,6,3
clemmsc01,2009,1,FLO,2,1,11,1
masonch02,2010,1,ATL,2,2,17,4
valiqst01,2006,1,NYR,1,0,4,2
ellisda01,2008,1,NAS,1,3,11,6
mclenja01,2006,1,CAL,0,1,11,4
norrefr01,2008,1,CBS,0,1,2,1
bernijo01,2010,1,LAK,0,2,5,3
greisth01,2011,1,SJS,1,1,7,2
lehtoka01,2008,1,ATL,4,1,22,5
weekeke01,2006,1,NYR,0,1,3,1
kiprumi01,2010,1,CAL,8,4,41,12
sanfocu01,2007,1,VAN,0,1,4,2
emeryra01,2005,1,OTT,0,2,5,2
varlasi01,2009,1,WAS,3,4,33,9
macdojo01,2011,1,DET,1,1,9,3
hedbejo01,2011,1,NJD,5,2,20,7
fleurma01,2006,1,PIT,9,5,39,9
millery01,2007,1,BUF,4,7,33,14
huetcr01,2007,2,WAS,2,0,5,0
ellisda01,2007,1,NAS,2,1,9,4
auldal01,2009,1,DAL,2,2,15,2
danisya01,2009,1,NJD,0,1,3,3
lundqhe01,2009,1,NYR,3,3,22,7
budajpe01,2008,1,COL,7,4,35,13
dipieri01,2005,1,NYI,8,3,41,12
johnsbr02,2005,1,WAS,3,1,13,2
nabokev01,2011,1,NYI,5,1,18,4
halakja01,2010,1,STL,3,4,29,10
toivoha01,2007,1,STL,1,2,9,2
crawfco01,2010,1,CHI,4,3,19,3
prusema01,2005,1,CBS,1,0,8,1
nabokev01,2006,1,SJS,2,1,10,4
cloutda01,2007,1,LAK,1,0,4,1
elliobr01,2009,1,OTT,2,4,21,7
nabokev01,2011,1,NYI,5,1,18,4
clemmsc01,2011,1,FLO,2,3,20,7
niittan01,2010,1,SJS,2,0,4,0
dipieri01,2005,1,NYI,8,3,41,12
gigueje01,2009,1,AND,1,2,8,4
theodjo01,2006,1,COL,2,0,6,0
khabini01,2008,1,CHI,2,5,19,9
josepcu01,2006,1,PHO,2,1,13,2
dipieri01,2009,1,NYI,1,0,8,3
garonma01,2005,1,LAK,4,1,16,3
scrivbe01,2011,1,TOR,1,1,5,2
luongro01,2008,1,VAN,3,4,29,8
macdojo01,2008,1,NYI,3,3,15,6
sabouda01,2007,1,PIT,4,1,26,6
niittan01,2008,1,PHI,2,3,18,6
toivoha01,2006,1,BOS,1,1,8,3
lalimpa01,2005,1,STL,0,2,5,3
theodjo01,2005,1,MTL,1,1,6,1
kolesvi01,2005,1,COL,1,0,7,0
andercr01,2010,1,COL,1,0,3,0
hackema01,2011,1,MIN,1,0,5,2
luongro01,2010,1,VAN,3,5,26,12
fleurma01,2011,1,PIT,9,2,39,9
gigueje01,2011,1,COL,1,2,7,5
garonma01,2011,1,TBL,1,1,6,1
raycran01,2007,1,TOR,0,1,6,2
masonch02,2005,1,NAS,2,0,5,0
denisma01,2007,1,TBL,1,0,3,0
pavelon01,2011,1,WPG,3,3,20,8
osgooch01,2006,1,DET,1,2,14,6
drouije01,2009,1,EDM,4,3,37,11
norrefr01,2007,1,CBS,0,4,10,4
weekeke01,2008,1,NJD,2,0,6,2
millery01,2008,1,BUF,8,2,40,9
gigueje01,2009,2,TOR,1,2,8,4
ersbeer01,2008,1,LAK,1,4,20,8
nabokev01,2006,1,SJS,2,1,10,4
weekeke01,2005,1,NYR,3,1,13,6
bironma01,2011,1,NYR,0,2,7,3
toskave01,2009,1,TOR,1,1,4,2
lundqhe01,2007,1,NYR,6,7,42,13
lenevda01,2005,1,PHO,0,1,3,1
auldal01,2009,1,DAL,2,2,15,2
hedbejo01,2009,1,ATL,4,2,21,5
valiqst01,2008,1,NYR,1,2,12,3
niemian02,2010,1,SJS,3,5,28,8
ellisda01,2010,1,TBL,2,3,24,6
mclenja01,2006,1,CAL,0,1,11,4
lundqhe01,2010,1,NYR,7,3,46,7
toivoha01,2005,1,BOS,0,1,3,2
halakja01,2007,1,MTL,0,1,3,1
bironma01,2007,1,PHI,2,6,20,13
theodjo01,2011,1,FLO,4,7,37,14
sabouda01,2008,1,PIT,3,2,19,5
sanfocu01,2011,1,CBS,2,3,15,5
aebisda01,2006,1,MTL,2,2,18,6
gustajo01,2011,1,TOR,1,3,11,4
neuvimi01,2010,1,WAS,3,3,21,6
turcoma01,2008,1,DAL,5,6,43,16
lundqhe01,2011,1,NYR,4,3,25,7
wardca01,2005,1,CAR,1,0,3,0
garonma01,2009,1,CBS,2,3,18,8
nabokev01,2007,1,SJS,6,6,40,18
bouchbr01,2005,1,PHO,1,0,3,0
hedbejo01,2005,1,DAL,4,0,17,3
ersbeer01,2009,1,LAK,1,2,16,7
emeryra01,2009,1,PHI,2,1,9,2
masonst01,2011,1,CBS,2,2,10,4
garonma01,2007,1,EDM,10,0,32,2
leclapa01,2008,1,CBS,0,1,3,2
rolosdw01,2009,1,NYI,5,5,39,15
bouchbr01,2008,1,SJS,1,1,6,2
fleurma01,2008,1,PIT,3,4,22,6
valiqst01,2006,1,NYR,1,0,4,2
