year,hofid,name,category
1971,sawchte01h,Terry Sawchuk,Player
2010,jamesan01h,Angela James,Player
1958,conneal01h,Alec Connell,Player
1945,morenho01h,Howie Morenz,Player
1962,smithfr01h,Frank Smith,Builder
1950,patrifr01h,Frank Patrick,Builder
1965,hornere01h,Red Horner,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1945,allanmo01h,Montagu Allan,Builder
1966,lindste01h,Ted Lindsay,Player
1972,geoffbe01h,Bernie Geoffrion,Player
1958,moranpa01h,Paddy Moran,Player
1960,selkefr01h,Frank Selke,Builder
1994,conacli01h,Lionel Conacher,Player
1970,lebelro01h,Bob LeBel,Builder
1966,brimsfr01h,Frank Brimsek,Player
1995,robinla01h,Larry Robinson,Player
1973,harvedo01h,Doug Harvey,Player
1962,westwha01h,Harry Westwick,Player
1962,wilsoph01h,Phat Wilson,Player
1978,tuttwi01h,William Tutt,Builder
1996,salmibo01h,Borje Salming,Player
1965,scanlfr01h,Fred Scanlon,Player
2002,federbe01h,Bernie Federko,Player
1968,dunnji01h,Jimmy Dunn,Builder
1979,richahe01h,Henri Richard,Player
1952,goheemo01h,Moose Goheen,Player
1963,dandule01h,Leo Dandurand,Builder
2003,lafonpa01h,Pat LaFontaine,Player
1963,gormato01h,Tommy Gorman,Builder
2001,gartnmi01h,Mike Gartner,Player
1964,bentldo01h,Doug Bentley,Player
1966,bentlma01h,Max Bentley,Player
1984,imlacpu01h,Punch Imlach,Builder
1965,marshja02h,Jack Marshall,Player
1945,vezinge01h,Georges Vezina,Player
2010,granaca01h,Cammi Granato,Player
1984,lemaija01h,Jacques Lemaire,Player
1981,ashlejo01h,John Ashley,Referee/Linesman
1962,simpsjo01h,Joe Simpson,Player
1950,drinkgr01h,Graham Drinkwater,Player
1964,durnabi01h,Bill Durnan,Player
1952,cookbi01h,Bill Cook,Player
1968,hendyji01h,Jim Hendy,Builder
1964,chadwbi01h,Bill Chadwick,Referee/Linesman
2000,bushwa01h,Walter Bush,Builder
1981,stanlal01h,Allan Stanley,Player
1965,russebl01h,Blair Russell,Player
1972,smithho01h,Hooley Smith,Player
1961,seibeol01h,Oliver Seibert,Player
1998,stastpe01h,Peter Stastny,Player
1987,giacoed01h,Ed Giacomin,Player
1987,laperja01h,Jacques Laperriere,Player
1971,jacksbu01h,Busher Jackson,Player
1962,camerha01h,Harry Cameron,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1947,robincl01h,Claude Robinson,Builder
1980,lumleha01h,Harry Lumley,Player
1978,plantja01h,Jacques Plante,Player
1962,norrija03h,James Norris,Builder
1960,kilpajo01h,John Kilpatrick,Builder
2007,gregoji01h,Jim Gregory,Builder
1961,schmimi01h,Milt Schmidt,Player
1993,shuttst01h,Steve Shutt,Player
1993,grifffr01h,Frank Griffiths,Builder
1947,nighbfr01h,Frank Nighbor,Player
1962,huttobo01h,Bowse Hutton,Player
2007,stevesc01h,Scott Stevens,Player
1976,quackbi01h,Bill Quackenbush,Player
1977,delveal01h,Alex Delvecchio,Player
1966,reardke01h,Ken Reardon,Player
1983,sindeha01h,Harry Sinden,Builder
1974,ivanto01h,Tommy Ivan,Builder
1968,cowlebi01h,Bill Cowley,Player
1963,hewitbo01h,Bobby Hewitson,Referee/Linesman
1998,murraat01h,Athol Murray,Builder
2005,costemu01h,Murray Costello,Builder
1991,smithcl01h,Clint Smith,Player
2009,leetcbr01h,Brian Leetch,Player
1988,hayesge01h,George Hayes,Referee/Linesman
1945,phillto01h,Tommy Phillips,Player
2001,patricr01h,Craig Patrick,Builder
1983,drydeke01h,Ken Dryden,Player
1974,tarasan01h,Anatoli Tarasov,Builder
1958,lehmahu01h,Hugh Lehman,Player
1990,perregi01h,Gilbert Perreault,Player
1947,joliaau01h,Aurel Joliat,Player
1982,ullmano01h,Norm Ullman,Player
1994,watsoha02h,Harry Watson,Player
2009,lamorlo01h,Lou Lamoriello,Builder
2011,howema01h,Mark Howe,Player
1958,turnell01h,Lloyd Turner,Builder
1961,appssy01h,Syl Apps,Player
1950,davidal01h,Scotty Davidson,Player
1960,walkeja01h,Jack Walker,Player
1985,cheevge01h,Gerry Cheevers,Player
1962,hernri01h,Riley Hern,Player
2008,andergl01h,Glenn Anderson,Player
1947,shoreed01h,Eddie Shore,Player
1947,bowieru01h,Russell Bowie,Player
1971,robergo02h,Gord Roberts,Player
1950,grantmi01h,Mike Grant,Player
1975,pilotpi01h,Pierre Pilote,Player
1993,lapraed01h,Edgar Laprade,Player
1966,prattba01h,Babe Pratt,Player
1990,barbebi01h,Bill Barber,Player
1974,haych01h,Charles Hay,Builder
2006,hotchha01h,Harley Hotchkiss,Builder
1961,conacch01h,Charlie Conacher,Player
2000,savarde01h,Denis Savard,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1967,storere01h,Red Storey,Referee/Linesman
1992,johnsbo02h,Bob Johnson,Builder
1972,howego01h,Gordie Howe,Player
2002,langwro01h,Rod Langway,Player
1973,smithto01h,Tommy Smith,Player
1962,broadpu01h,Punch Broadbent,Player
1995,torrebi01h,Bill Torrey,Builder
1975,armstge01h,George Armstrong,Player
2000,mullejo01h,Joe Mullen,Player
2006,duffdi01h,Dick Duff,Player
1981,mahovfr01h,Frank Mahovlich,Player
1993,pagefr01h,Fred Page,Builder
1973,raynech01h,Chuck Rayner,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1986,hanlebi01h,Bill Hanley,Builder
1978,pollosa01h,Sam Pollock,Builder
1987,ziegljo01h,John Ziegler,Builder
1945,gardich01h,Charlie Gardiner,Player
1983,hullbo01h,Bobby Hull,Player
1982,gilbero01h,Rod Gilbert,Player
1965,hewitfo01h,Foster Hewitt,Builder
1947,nelsofr01h,Francis Nelson,Builder
1949,bainda01h,Dan Bain,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
2010,develji01h,Jim Devellano,Builder
1964,stewaja01h,Jack Stewart,Player
2011,nieuwjo01h,Joe Nieuwendyk,Player
1974,mooredi01h,Dickie Moore,Player
1974,vossca01h,Carl Voss,Builder
1945,pulfoha01h,Harvey Pulford,Player
1958,smythco01h,Conn Smythe,Builder
1975,hallgl01h,Glenn Hall,Player
1947,hewitwi01h,William Hewitt,Builder
