year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1989,NHL,EDM,22,16,6,0,93,60,288.0,0.0,21.0,99.0,2.0,14.0,98.0,4.0
1988,NHL,LAK,11,4,7,0,36,42,270.0,2.0,15.0,54.0,,11.0,57.0,1.0
1980,NHL,NYR,14,7,7,0,60,56,402.0,6.0,11.0,59.0,4.0,18.0,65.0,2.0
1987,NHL,NJD,20,11,9,0,67,71,871.0,10.0,23.0,117.0,,22.0,128.0,4.0
1992,NHL,VAN,12,6,6,0,46,43,188.0,2.0,12.0,56.0,2.0,12.0,56.0,0.0
2011,NHL,NYR,20,10,10,0,43,41,218.0,2.0,13.0,73.0,0.0,11.0,69.0,0.0
1995,NHL,TBL,6,2,4,0,13,26,190.0,0.0,3.0,35.0,0.0,10.0,43.0,2.0
1992,NHL,PIT,12,7,5,0,50,37,200.0,0.0,12.0,52.0,5.0,9.0,61.0,2.0
1923,PCHA,VAM,5,2,2,1,11,13,,,,,,,,
1928,NHL,BOS,5,5,0,0,9,3,76.0,,,,,,,
1995,NHL,MTL,6,2,4,0,17,19,72.0,2.0,3.0,31.0,1.0,8.0,31.0,2.0
1983,NHL,BOS,3,0,3,0,2,10,77.0,0.0,1.0,13.0,0.0,2.0,12.0,0.0
2003,NHL,DET,12,6,6,0,24,20,135.0,0.0,5.0,52.0,1.0,2.0,50.0,1.0
2010,NHL,PIT,7,3,4,0,14,22,82.0,0.0,1.0,35.0,1.0,8.0,27.0,0.0
1996,NHL,NJD,10,5,5,0,27,21,186.0,0.0,11.0,50.0,2.0,3.0,37.0,3.0
2007,NHL,WAS,7,3,4,0,20,23,87.0,6.0,8.0,35.0,0.0,8.0,36.0,0.0
1981,NHL,MNS,4,1,3,0,14,14,145.0,2.0,5.0,25.0,1.0,3.0,18.0,0.0
1965,NHL,MTL,10,8,2,0,33,20,187.0,,,,,,,
1918,PCHA,SEA,2,1,1,0,7,5,,,,,,,,
1998,NHL,BUF,21,14,7,0,59,49,349.0,4.0,19.0,95.0,0.0,17.0,118.0,4.0
1971,NHL,NYR,16,10,6,0,52,41,275.0,,12.0,,4.0,10.0,,1.0
1993,NHL,BOS,13,6,7,0,39,42,168.0,2.0,10.0,54.0,0.0,11.0,51.0,1.0
1999,NHL,DAL,23,14,9,0,52,46,291.0,4.0,15.0,93.0,5.0,12.0,102.0,2.0
1988,NHL,EDM,7,3,4,0,20,25,161.0,2.0,6.0,32.0,,11.0,36.0,1.0
1972,NHL,PHI,11,5,6,0,27,31,205.0,,6.0,,0.0,8.0,,1.0
1994,NHL,PIT,12,5,7,0,37,43,236.0,4.0,11.0,58.0,1.0,10.0,61.0,1.0
1985,NHL,MTL,20,15,5,0,56,41,689.0,6.0,17.0,93.0,3.0,10.0,82.0,4.0
2000,NHL,PIT,18,9,9,0,38,44,214.0,2.0,11.0,61.0,3.0,16.0,73.0,1.0
1975,NHL,LAK,9,5,4,0,17,27,151.0,2.0,5.0,41.0,2.0,11.0,43.0,0.0
1933,NHL,MTM,4,1,2,1,4,7,26.0,,,,,,,
2011,NHL,FLO,7,3,4,0,17,18,66.0,0.0,9.0,27.0,0.0,5.0,25.0,1.0
1983,NHL,WIN,3,0,3,0,7,18,76.0,0.0,2.0,10.0,0.0,0.0,8.0,1.0
1999,NHL,PHO,5,1,4,0,10,17,75.0,0.0,3.0,19.0,0.0,7.0,27.0,0.0
2006,NHL,NJD,11,5,6,0,30,29,126.0,4.0,10.0,50.0,2.0,8.0,46.0,0.0
1989,NHL,HAR,7,3,4,0,21,23,143.0,2.0,3.0,34.0,1.0,8.0,32.0,0.0
1995,NHL,WAS,6,2,4,0,17,21,194.0,2.0,7.0,38.0,1.0,7.0,42.0,0.0
1946,NHL,BOS,5,1,4,0,10,16,58.0,,,,,,,
1968,NHL,NYR,4,0,4,0,7,16,38.0,,1.0,,0.0,5.0,,0.0
1997,NHL,PHO,6,2,4,0,18,24,127.0,0.0,6.0,33.0,0.0,7.0,42.0,2.0
1997,NHL,BOS,6,2,4,0,13,15,75.0,0.0,6.0,40.0,0.0,3.0,20.0,0.0
1956,NHL,MTL,10,8,2,0,37,18,122.0,,,,,,,
1989,NHL,LAK,10,4,6,0,39,48,164.0,2.0,11.0,65.0,3.0,7.0,49.0,2.0
1991,NHL,LAK,6,2,4,0,18,23,153.0,2.0,6.0,35.0,0.0,10.0,34.0,0.0
1927,NHL,MTL,2,0,1,1,2,3,35.0,,,,,,,
2001,NHL,SJS,12,7,5,0,34,32,124.0,0.0,5.0,48.0,0.0,5.0,48.0,0.0
1978,NHL,TOR,6,2,4,0,19,24,192.0,0.0,3.0,19.0,0.0,9.0,30.0,1.0
1991,NHL,MTL,11,4,7,0,29,32,208.0,0.0,9.0,59.0,2.0,10.0,57.0,1.0
2005,NHL,NJD,9,5,4,0,27,21,140.0,2.0,11.0,58.0,0.0,11.0,45.0,4.0
1983,NHL,CHI,5,2,3,0,14,18,134.0,0.0,3.0,23.0,1.0,4.0,23.0,1.0
1978,NHL,PIT,7,2,5,0,16,25,84.0,0.0,2.0,28.0,1.0,4.0,19.0,0.0
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
1980,NHL,CAL,16,9,7,0,55,60,365.0,2.0,17.0,74.0,5.0,19.0,65.0,0.0
1935,NHL,BOS,2,1,1,0,6,8,28.0,,,,,,,
1940,NHL,MTL,3,1,2,0,7,8,34.0,,,,,,,
1978,NHL,CHI,4,0,4,0,3,14,45.0,0.0,0.0,9.0,0.0,2.0,11.0,0.0
1941,NHL,NYR,6,2,4,0,12,13,60.0,,,,,,,
1951,NHL,TOR,4,0,4,0,3,13,90.0,,,,,,,
1988,NHL,WAS,6,2,4,0,19,25,155.0,0.0,9.0,43.0,,9.0,34.0,1.0
1976,NHL,ATF,3,1,2,0,7,11,96.0,0.0,2.0,11.0,0.0,3.0,14.0,1.0
1991,NHL,CHI,18,12,6,0,65,48,340.0,4.0,18.0,108.0,2.0,13.0,90.0,1.0
1963,NHL,TOR,14,8,6,0,39,31,262.0,,,,,,,
1972,WHA,MFS,5,1,4,0,16,23,,,4.0,11.0,0.0,7.0,13.0,0.0
1930,NHL,BOS,5,2,3,0,13,13,66.0,,,,,,,
1997,NHL,COL,7,3,4,0,16,19,209.0,0.0,5.0,35.0,0.0,7.0,46.0,1.0
1992,NHL,LAK,24,13,11,0,93,91,448.0,4.0,22.0,133.0,3.0,26.0,126.0,6.0
1967,NHL,PHI,7,3,4,0,17,17,142.0,,6.0,,3.0,4.0,,1.0
1983,NHL,MNS,16,7,9,0,47,53,335.0,2.0,14.0,67.0,4.0,12.0,66.0,3.0
1972,NHL,BOS,5,1,4,0,11,22,66.0,,1.0,,0.0,4.0,,1.0
1987,NHL,DET,16,9,7,0,69,57,550.0,0.0,21.0,80.0,,20.0,104.0,3.0
1973,WHA,EDO,5,1,4,0,14,22,,,,,,,,
1998,NHL,CAR,6,2,4,0,10,16,62.0,0.0,2.0,21.0,0.0,4.0,24.0,0.0
1958,NHL,TOR,12,5,7,0,32,39,173.0,,,,,,,
1954,NHL,BOS,5,1,4,0,9,16,55.0,,,,,,,
1972,WHA,WIJ,14,9,5,0,55,49,,,11.0,48.0,2.0,6.0,33.0,0.0
1974,NHL,CHI,8,3,5,0,22,35,142.0,0.0,5.0,36.0,1.0,9.0,35.0,0.0
1990,NHL,BUF,6,2,4,0,24,29,221.0,0.0,6.0,36.0,1.0,9.0,37.0,2.0
1984,NHL,MNS,9,5,4,0,38,38,258.0,0.0,12.0,44.0,1.0,6.0,47.0,1.0
1990,NHL,CAL,7,3,4,0,20,22,125.0,4.0,7.0,35.0,0.0,5.0,32.0,0.0
2002,NHL,NJD,24,16,8,0,63,41,214.0,2.0,13.0,84.0,2.0,8.0,74.0,1.0
1963,NHL,CHI,7,3,4,0,18,24,129.0,,,,,,,
1993,NHL,NYR,23,16,7,0,81,50,379.0,2.0,22.0,104.0,3.0,9.0,103.0,2.0
1941,NHL,DET,12,7,5,0,36,38,185.0,,,,,,,
2003,NHL,CAL,26,15,11,0,60,53,444.0,0.0,15.0,108.0,0.0,21.0,121.0,3.0
1939,NHL,TOR,10,6,4,0,21,19,123.0,,,,,,,
1998,NHL,DET,10,6,4,0,31,27,137.0,0.0,14.0,59.0,1.0,9.0,50.0,0.0
1972,WHA,LAS,6,2,4,0,16,23,,,4.0,25.0,0.0,9.0,20.0,1.0
1973,NHL,PHI,17,12,5,0,54,36,578.0,,14.0,,1.0,9.0,,2.0
1984,NHL,WAS,5,2,3,0,12,14,90.0,0.0,4.0,28.0,0.0,3.0,17.0,0.0
2003,NHL,VAN,7,3,4,0,16,19,99.0,2.0,8.0,39.0,1.0,6.0,40.0,0.0
1943,NHL,MTL,9,8,1,0,39,14,102.0,,,,,,,
1964,NHL,CHI,14,7,7,0,35,37,258.0,,,,,,,
1937,NHL,BOS,3,0,3,0,3,6,28.0,,,,,,,
1984,NHL,STL,3,0,3,0,5,9,72.0,0.0,2.0,15.0,0.0,2.0,9.0,1.0
1921,NHL,TRS,2,1,0,1,5,4,28.0,,,,,,,
1959,NHL,MTL,8,8,0,0,29,11,79.0,,,,,,,
1969,NHL,STL,16,8,8,0,46,46,301.0,,19.0,,2.0,12.0,,2.0
1932,NHL,BOS,5,2,3,0,7,9,50.0,,,,,,,
2001,NHL,PHI,5,1,4,0,2,11,75.0,2.0,1.0,16.0,0.0,4.0,24.0,0.0
1984,NHL,DET,3,0,3,0,8,23,101.0,0.0,2.0,16.0,0.0,7.0,16.0,0.0
1984,NHL,QUE,18,9,9,0,58,63,533.0,6.0,16.0,87.0,3.0,18.0,90.0,2.0
2007,NHL,DAL,18,10,8,0,45,41,218.0,0.0,18.0,90.0,4.0,13.0,76.0,0.0
1940,NHL,BOS,11,8,3,0,27,23,81.0,,,,,,,
1984,NHL,PHI,19,12,7,0,61,54,563.0,2.0,19.0,103.0,2.0,17.0,83.0,4.0
2000,NHL,DET,6,2,4,0,17,15,57.0,0.0,9.0,27.0,0.0,3.0,20.0,0.0
1998,NHL,COL,19,11,8,0,56,54,309.0,0.0,14.0,96.0,3.0,19.0,106.0,2.0
1975,NHL,CHI,4,0,4,0,3,13,67.0,2.0,2.0,16.0,1.0,3.0,17.0,0.0
2007,NHL,MIN,6,2,4,0,12,17,141.0,2.0,3.0,21.0,1.0,6.0,30.0,2.0
1924,NHL,TRS,2,0,2,0,2,5,21.0,,,,,,,
2007,NHL,CAL,7,3,4,0,17,19,70.0,2.0,6.0,22.0,0.0,6.0,31.0,0.0
1998,NHL,PHI,6,2,4,0,11,9,82.0,0.0,3.0,27.0,0.0,5.0,34.0,0.0
1997,NHL,DAL,17,10,7,0,36,32,300.0,4.0,10.0,100.0,2.0,11.0,93.0,1.0
1979,NHL,BUF,14,9,5,0,48,36,237.0,6.0,17.0,61.0,3.0,9.0,55.0,1.0
1982,NHL,BUF,10,6,4,0,31,35,208.0,2.0,7.0,36.0,2.0,5.0,41.0,0.0
2008,NHL,BOS,11,7,4,0,34,22,147.0,0.0,6.0,43.0,1.0,3.0,27.0,0.0
1997,NHL,WAS,21,12,9,0,53,44,319.0,6.0,14.0,84.0,2.0,15.0,115.0,3.0
1982,NHL,VAN,4,1,3,0,14,17,136.0,0.0,2.0,20.0,0.0,4.0,18.0,0.0
1988,NHL,VAN,7,3,4,0,20,26,160.0,2.0,7.0,44.0,,10.0,36.0,1.0
1926,NHL,MTM,2,0,1,1,1,2,18.0,,,,,,,
1996,NHL,PIT,5,1,4,0,13,20,68.0,0.0,4.0,23.0,2.0,4.0,29.0,2.0
1965,NHL,CHI,6,2,4,0,10,22,75.0,,,,,,,
1970,NHL,NYR,13,7,6,0,30,36,250.0,,5.0,,0.0,7.0,,1.0
1961,NHL,CHI,12,6,6,0,34,31,191.0,,,,,,,
2000,NHL,EDM,6,2,4,0,13,16,83.0,0.0,5.0,31.0,0.0,4.0,26.0,0.0
1985,NHL,TOR,10,6,4,0,40,33,284.0,0.0,12.0,48.0,1.0,9.0,45.0,0.0
2010,NHL,BOS,25,16,9,0,81,53,396.0,4.0,10.0,88.0,1.0,15.0,96.0,4.0
1999,NHL,FLO,4,0,4,0,6,12,54.0,0.0,1.0,14.0,1.0,2.0,16.0,0.0
2008,NHL,VAN,10,6,4,0,30,28,191.0,0.0,11.0,44.0,1.0,9.0,51.0,0.0
1971,NHL,CHI,8,4,4,0,23,25,129.0,,3.0,,2.0,4.0,,2.0
1987,NHL,MTL,11,5,6,0,33,35,219.0,4.0,6.0,52.0,,5.0,50.0,1.0
1926,NHL,NYR,2,0,1,1,1,3,36.0,,,,,,,
2002,NHL,OTT,18,11,7,0,43,34,214.0,2.0,12.0,83.0,1.0,6.0,73.0,3.0
1924,WCHL,SAS,2,0,1,1,4,6,,,,,,,,
2010,NHL,NYR,5,1,4,0,8,13,62.0,4.0,1.0,20.0,0.0,3.0,16.0,0.0
2009,NHL,CHI,22,16,6,0,78,62,223.0,8.0,18.0,80.0,2.0,15.0,90.0,4.0
1972,NHL,MNS,6,2,4,0,12,14,112.0,,3.0,,1.0,4.0,,0.0
2003,NHL,SJS,17,10,7,0,38,32,216.0,0.0,11.0,81.0,3.0,6.0,72.0,1.0
1935,NHL,DET,7,6,1,0,24,12,36.0,,,,,,,
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1976,NHL,STL,4,0,4,0,4,19,60.0,0.0,0.0,13.0,1.0,4.0,16.0,0.0
2010,NHL,MTL,7,3,4,0,17,17,54.0,4.0,6.0,27.0,0.0,0.0,21.0,1.0
1993,NHL,DAL,9,5,4,0,27,28,149.0,4.0,10.0,49.0,1.0,7.0,41.0,0.0
1952,NHL,DET,6,2,4,0,21,21,50.0,,,,,,,
1993,NHL,DET,7,3,4,0,27,21,98.0,2.0,5.0,35.0,1.0,6.0,36.0,2.0
1986,NHL,PHI,26,15,11,0,85,73,499.0,8.0,19.0,93.0,3.0,22.0,93.0,5.0
1936,NHL,BOS,3,1,2,0,6,8,15.0,,,,,,,
1966,NHL,MTL,10,6,4,0,30,25,142.0,,,,,,,
1990,NHL,STL,13,6,7,0,41,42,421.0,0.0,10.0,80.0,1.0,14.0,67.0,0.0
1931,NHL,CHI,2,1,1,0,2,6,18.0,,,,,,,
1980,NHL,TOR,3,0,3,0,4,20,56.0,4.0,1.0,12.0,2.0,6.0,16.0,0.0
1977,NHL,PHI,12,7,5,0,37,35,245.0,2.0,9.0,30.0,0.0,7.0,37.0,0.0
1981,NHL,CHI,15,8,7,0,50,51,547.0,4.0,11.0,62.0,1.0,14.0,72.0,2.0
2002,NHL,COL,7,3,4,0,17,16,68.0,2.0,4.0,26.0,1.0,7.0,29.0,0.0
1967,NHL,MTL,13,12,1,0,48,25,150.0,,10.0,,2.0,6.0,,3.0
1928,NHL,TOR,4,2,2,0,8,5,42.0,,,,,,,
1985,NHL,WIN,3,0,3,0,8,15,88.0,0.0,3.0,15.0,0.0,2.0,15.0,1.0
1957,NHL,BOS,12,6,6,0,42,32,147.0,,,,,,,
1974,WHA,PHR,5,1,4,0,12,23,,,,,,,,
1988,NHL,DET,6,2,4,0,18,25,187.0,0.0,6.0,37.0,,10.0,37.0,0.0
1981,NHL,STL,10,5,5,0,39,36,234.0,4.0,6.0,44.0,1.0,10.0,50.0,1.0
1988,NHL,NYR,4,0,4,0,11,19,214.0,0.0,6.0,29.0,,6.0,27.0,0.0
1978,NHL,LAK,2,0,2,0,2,9,45.0,0.0,2.0,10.0,0.0,3.0,8.0,0.0
1996,NHL,EDM,12,5,7,0,32,37,204.0,0.0,8.0,55.0,1.0,10.0,61.0,3.0
2006,NHL,AND,21,16,5,0,58,45,371.0,6.0,16.0,105.0,3.0,16.0,121.0,2.0
1991,NHL,STL,6,2,4,0,19,23,166.0,2.0,7.0,36.0,1.0,9.0,42.0,1.0
2008,NHL,SJS,6,2,4,0,10,18,85.0,0.0,4.0,24.0,0.0,5.0,23.0,0.0
1984,NHL,WIN,8,3,5,0,26,35,194.0,2.0,10.0,40.0,5.0,9.0,33.0,4.0
1972,WHA,NEW,15,12,3,0,70,49,,,14.0,75.0,0.0,13.0,64.0,1.0
1950,NHL,DET,6,2,4,0,12,13,26.0,,,,,,,
1975,WHA,SDM,11,5,6,0,36,39,,,,,,,,
2008,NHL,CBS,4,0,4,0,7,18,60.0,2.0,3.0,13.0,0.0,7.0,22.0,0.0
1983,NHL,PHI,3,0,3,0,5,15,126.0,0.0,1.0,7.0,0.0,3.0,11.0,0.0
2011,NHL,CHI,6,2,4,0,12,17,89.0,0.0,1.0,19.0,0.0,4.0,19.0,0.0
2010,NHL,VAN,25,15,10,0,58,69,435.0,12.0,19.0,93.0,6.0,19.0,99.0,1.0
1974,NHL,VAN,5,1,4,0,9,20,77.0,2.0,2.0,18.0,0.0,3.0,20.0,0.0
1926,NHL,OTS,6,3,0,3,12,4,85.0,,,,,,,
2001,NHL,MTL,12,6,6,0,32,39,172.0,2.0,9.0,48.0,2.0,11.0,48.0,0.0
1993,NHL,MTL,7,3,4,0,20,22,106.0,0.0,6.0,28.0,1.0,7.0,31.0,0.0
1990,NHL,LAK,12,6,6,0,46,37,306.0,2.0,12.0,53.0,1.0,8.0,56.0,1.0
1971,NHL,PIT,4,0,4,0,8,14,71.0,,1.0,,1.0,0.0,,1.0
1925,NHL,MTM,4,2,0,2,8,5,40.0,,,,,,,
2000,NHL,CAR,6,2,4,0,8,20,115.0,0.0,3.0,29.0,1.0,2.0,24.0,0.0
2008,NHL,PIT,24,16,8,0,79,64,283.0,4.0,20.0,97.0,2.0,14.0,84.0,1.0
1993,NHL,WAS,11,5,6,0,32,32,256.0,0.0,5.0,55.0,0.0,6.0,52.0,3.0
2002,NHL,PHI,13,6,7,0,34,33,152.0,4.0,5.0,50.0,4.0,9.0,50.0,1.0
1994,NHL,BOS,5,1,4,0,5,14,47.0,2.0,2.0,20.0,1.0,5.0,17.0,0.0
2002,NHL,WAS,6,2,4,0,15,14,88.0,4.0,5.0,27.0,1.0,4.0,27.0,0.0
1991,NHL,BOS,15,8,7,0,40,51,254.0,2.0,11.0,61.0,3.0,15.0,77.0,1.0
1946,NHL,TOR,11,8,3,0,31,27,144.0,,,,,,,
2011,NHL,DET,5,1,4,0,9,13,55.0,0.0,4.0,23.0,0.0,2.0,22.0,0.0
1995,NHL,PIT,18,11,7,0,57,52,351.0,2.0,16.0,100.0,0.0,14.0,96.0,2.0
1968,NHL,BOS,10,6,4,0,40,20,226.0,,11.0,,1.0,7.0,,5.0
1970,NHL,PHI,4,0,4,0,8,20,57.0,,4.0,,1.0,7.0,,0.0
1944,NHL,DET,14,7,7,0,31,31,40.0,,,,,,,
1924,NHL,MTL,2,2,0,0,5,2,17.0,,,,,,,
1976,WHA,WIJ,20,11,9,0,80,73,,,,,,,,
2001,NHL,OTT,12,7,5,0,29,18,115.0,0.0,9.0,55.0,0.0,6.0,41.0,0.0
1986,NHL,LAK,5,1,4,0,20,32,118.0,0.0,5.0,28.0,1.0,8.0,30.0,0.0
1920,NHL,OTS,2,2,0,0,7,0,31.0,,,,,,,
1987,NHL,STL,10,5,5,0,35,38,321.0,0.0,16.0,71.0,,12.0,50.0,2.0
2006,NHL,DAL,7,3,4,0,12,13,104.0,4.0,4.0,40.0,0.0,3.0,38.0,0.0
2009,NHL,PIT,13,7,6,0,42,38,136.0,4.0,15.0,57.0,1.0,12.0,43.0,1.0
1962,NHL,DET,11,5,6,0,35,36,170.0,,,,,,,
1951,NHL,DET,8,8,0,0,24,5,118.0,,,,,,,
1997,NHL,NJD,6,2,4,0,12,13,92.0,0.0,3.0,23.0,0.0,4.0,25.0,2.0
1974,NHL,STL,2,0,2,0,6,9,56.0,2.0,2.0,6.0,1.0,3.0,10.0,0.0
1997,NHL,PHI,5,1,4,0,9,18,90.0,4.0,3.0,36.0,2.0,9.0,31.0,0.0
2005,NHL,TBL,5,1,4,0,13,23,125.0,2.0,4.0,31.0,1.0,8.0,24.0,0.0
1983,NHL,NYR,5,2,3,0,14,13,87.0,0.0,4.0,23.0,0.0,0.0,21.0,1.0
1989,NHL,NYI,5,1,4,0,13,22,175.0,0.0,4.0,26.0,2.0,10.0,31.0,0.0
1985,NHL,NYR,16,8,8,0,47,55,426.0,4.0,13.0,70.0,3.0,14.0,81.0,4.0
1980,NHL,STL,11,5,6,0,42,50,281.0,4.0,14.0,53.0,3.0,10.0,47.0,0.0
2002,NHL,TOR,7,3,4,0,16,24,89.0,2.0,3.0,25.0,1.0,5.0,33.0,2.0
1996,NHL,COL,17,10,7,0,59,41,380.0,6.0,21.0,95.0,4.0,7.0,86.0,0.0
2010,NHL,PHI,11,4,7,0,29,38,173.0,4.0,7.0,49.0,0.0,9.0,47.0,0.0
1981,NHL,NYI,19,15,4,0,85,52,458.0,0.0,23.0,77.0,0.0,16.0,84.0,4.0
1974,NHL,PIT,9,5,4,0,27,27,126.0,0.0,5.0,32.0,1.0,7.0,36.0,2.0
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1939,NHL,NYA,3,1,2,0,7,9,18.0,,,,,,,
1999,NHL,EDM,5,1,4,0,11,14,84.0,0.0,3.0,25.0,0.0,2.0,26.0,1.0
1985,NHL,WAS,9,5,4,0,36,24,209.0,0.0,9.0,40.0,1.0,7.0,36.0,2.0
1929,NHL,BOS,6,3,3,0,14,12,90.0,,,,,,,
1992,NHL,STL,11,7,4,0,24,28,185.0,0.0,10.0,51.0,0.0,9.0,57.0,1.0
1917,NHL,TOA,2,1,1,0,10,7,68.0,,,,,,,
1994,NHL,SJS,11,4,7,0,32,59,135.0,2.0,9.0,48.0,8.0,13.0,46.0,0.0
2007,NHL,SJS,13,6,7,0,30,32,100.0,0.0,8.0,56.0,0.0,11.0,44.0,2.0
1985,NHL,QUE,3,0,3,0,7,16,116.0,0.0,3.0,16.0,1.0,5.0,14.0,1.0
1937,NHL,NYA,6,3,3,0,13,12,42.0,,,,,,,
1989,NHL,MTL,11,5,6,0,29,29,235.0,4.0,2.0,51.0,2.0,9.0,56.0,0.0
1974,NHL,BUF,17,10,7,0,53,58,276.0,6.0,13.0,75.0,1.0,15.0,72.0,2.0
1921,PCHA,VML,4,3,1,0,7,2,,,,,,,,
1918,NHL,MTL,5,4,1,0,26,18,87.0,,,,,,,
2010,NHL,AND,6,2,4,0,20,22,109.0,0.0,8.0,22.0,0.0,6.0,27.0,1.0
1941,NHL,CHI,3,1,2,0,7,5,10.0,,,,,,,
1988,NHL,PIT,11,7,4,0,43,42,452.0,2.0,16.0,70.0,,17.0,69.0,1.0
2011,NHL,PHI,11,5,6,0,41,44,225.0,2.0,15.0,42.0,1.0,13.0,47.0,4.0
1975,WHA,WIJ,13,12,1,0,68,35,,,,,,,,
1998,NHL,EDM,4,0,4,0,7,11,85.0,0.0,2.0,17.0,0.0,2.0,22.0,0.0
1978,WHA,EDO,13,6,7,0,61,50,,,,,,,,
1970,NHL,CHI,18,11,7,0,59,42,289.0,,17.0,,1.0,11.0,,1.0
1959,NHL,CHI,4,0,4,0,6,14,30.0,,,,,,,
1960,NHL,MTL,6,2,4,0,15,16,120.0,,,,,,,
2007,NHL,COL,10,4,6,0,26,33,134.0,2.0,10.0,48.0,4.0,10.0,44.0,1.0
1981,NHL,NYR,10,5,5,0,39,42,216.0,4.0,13.0,46.0,4.0,11.0,43.0,0.0
1969,NHL,BOS,14,12,2,0,65,33,330.0,,14.0,,0.0,14.0,,5.0
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
1988,NHL,STL,10,5,5,0,35,34,216.0,6.0,8.0,56.0,,6.0,38.0,1.0
2009,NHL,NAS,6,2,4,0,15,17,52.0,4.0,1.0,27.0,1.0,4.0,23.0,1.0
1977,NHL,BUF,8,3,5,0,22,22,188.0,0.0,4.0,29.0,0.0,7.0,22.0,0.0
1941,NHL,TOR,13,8,5,0,38,31,117.0,,,,,,,
1966,NHL,CHI,6,2,4,0,14,18,81.0,,,,,,,
1967,NHL,MNS,14,7,7,0,48,39,104.0,,9.0,,1.0,8.0,,1.0
1984,NHL,NYR,3,0,3,0,10,14,76.0,0.0,4.0,11.0,0.0,5.0,16.0,0.0
1938,NHL,NYA,2,0,2,0,0,6,50.0,,,,,,,
2000,NHL,SJS,6,2,4,0,11,16,88.0,0.0,0.0,22.0,1.0,5.0,27.0,1.0
