name,id,award,year,lgid,note
Jim Devellano,,Patrick,2008,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
David Poile,,Patrick,2000,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Jerry York,,Patrick,2009,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Neal Broten,brotene01,Patrick,1997,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Ray Miron,,Patrick,2003,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
