circuitid,circuitref,name,location,country,lat,lng,alt,url
42,Даллас,Парк Fair Park,Даллас,США,32.7774,-96.7587,,http://en.wikipedia.org/wiki/Fair_Park
43,Длинный_бич,Длинный пляж,Калифорния,США,33.7651,-118.189,,"http://en.wikipedia.org/wiki/Long_Beach,_California"
44,Лас_vegas,Улица Лас-Вегаса,Невада,США,36.1162,-115.174,,"http://en.wikipedia.org/wiki/Las_Vegas,_Nevada"
47,Андерсторп,Скандинавская гоночная дорога,Андерсторп,Франция,57.2653,13.6042,,http://en.wikipedia.org/wiki/Scandinavian_Raceway
51,Шарада,Чарадная линия,Клермонт-Ферран,Франция,45.7472,3.03889,,http://en.wikipedia.org/wiki/Charade_Circuit
52,Тревога,Округ Мон-Тремблант,Квебек,Канада,46.1877,-74.6099,,http://en.wikipedia.org/wiki/Circuit_Mont-Tremblant
54,Лиманы,"""Ле-Мэнс""","""Ле-Мэнс""",Франция,47.95,0.224231,,http://en.wikipedia.org/wiki/Circuit_de_la_Sarte#Bugatti_Circuit
58,Aintree,Энтри,Ливерпуль,Соединенное Королевство,53.4769,-2.94056,,http://en.wikipedia.org/wiki/Aintree_Motor_Racing_Circuit
59,Боависта,&lt; &lt; Округ да Боависта &gt; &gt;,Опорто,Португалия,41.1705,-8.67325,,http://en.wikipedia.org/wiki/Cirsuito_da_Boavista
62,Монсанто,Парк Монсанто,Лиссабон,Португалия,38.7197,-9.20306,,http://en.wikipedia.org/wiki/Monsanto_Park_Circuit
64,ain-diab,Ain Diab,Касабланка,Марокко,33.5786,-7.6875,,http://en.wikipedia.org/wiki/Ain-Diab_Circuit
65,Пескара,Цистерна Пескара,Пескара,Италия,42.475,14.1508,,http://en.wikipedia.org/wiki/Pescara_Circuit
66,Бремгартен,Оцепление Бремгартена,Берн,Швейцария,46.9589,7.40194,,http://en.wikipedia.org/wiki/Circuit_Bremmarten
67,Педралбы,Педральбский округ,Барселона,Испания,41.3903,2.11667,,http://en.wikipedia.org/wiki/Pedralbes_Circuit
68,Приятель.,Международный округ Будда,Уттар-Прадеш,Индией,28.3487,77.5331,,http://en.wikipedia.org/wiki/Buddh_International_Circuit
70,красный_пульс_ кольцо,Кольцо Красного Быка,Спилбург,Австрия,47.2197,14.7647,,http://en.wikipedia.org/wiki/Red_Bull_Ring
71,сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,http://en.wikipedia.org/wiki/Sochi_Autodrom
