circuitid,circuitref,name,location,country,lat,lng,alt,url
18,Интерлаго,Аутродромо Хосе Карлос Пейс,Сан-Паулу,Бразилия,-23.7036,-46.6997,,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
19,Индианаполис,Индианаполис Моторная Спидвей,Индианаполис,США,39.795,-86.2347,,http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway
20,urburging,Нюрбургринг,Нюрбург,Германия,50.3356,6.9475,,http://en.wikipedia.org/wiki/N%C3%BCrburgring
21,Имола,Autodromo Enzo e Dino Ferrari,Имола,Италия,44.3439,11.7167,,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
22,Сузука,Округ Сузуки,Сузука,Япония,34.8431,136.541,,http://en.wikipedia.org/wiki/Suzuka_Circuit
23,Остеррейхринг,A1 - Кольцо,Спилбург,Австрия,47.2197,14.7647,,http://en.wikipedia.org/wiki/A1-Ring
24,yas_marina,Округ Яс Марина,Абу-Даби,ОАЭ,24.4672,54.6031,,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
25,Гальвез,Аутродромо Хуан и Оскар Гальвес,Буэнос-Айрес,Аргентина,-34.6943,-58.4593,,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Oscar_Alfredo_G%C3%A1lvez
26,Говнюк.,Окружной округ Жерес,Жерес де ла Фронтера,Испания,36.7083,-6.03417,,http://en.wikipedia.org/wiki/Cirsuito_Постоянная_de_Jerez
27,estoril,Autódromo do Estoril,Эсторил,Португалия,38.7506,-9.39417,,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_do_Estoril
28,Окияма,Международный округ Окаяма,Окаяма,Япония,34.915,134.221,,http://en.wikipedia.org/wiki/TI_Circuit
30,Кьялами,Кьялами,Мидранд,Южная Африка,-25.9894,28.0767,,http://en.wikipedia.org/wiki/Kyalami
31,Донингтон,Парк Донингтон,Касл Донингтон,Соединенное Королевство,52.8306,-1.37528,,http://en.wikipedia.org/wiki/Donington_Park
32,Родригез,Autódromo Hermanos Родригес,Мехико,Мексика,19.4042,-99.0907,,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
33,Феникс,Улица Феникса,Феникс,США,33.4479,-112.075,,http://en.wikipedia.org/wiki/Phoenix_street_classing
34,&lt; &lt; Рикард &gt; &gt;,Округ Пол Рикард,Кастелье,Франция,43.2506,5.79167,,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
35,йонгама,Корейский международный округ,Округ Ёнгам,Корейская Народно-Демократическая Республика,34.7333,126.417,,http://en.wikipedia.org/wiki/Korea_International_Circuit
36,jacarepagua,Autódromo Internacional Nelson Piquet,Рио-де-Жанейро,Бразилия,-22.9756,-43.395,,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet
37,Детройт,Улица Детройта,Детройт,США,42.3298,-83.0401,,http://en.wikipedia.org/wiki/Detroit_street_classing
38,бренды_хэтч,Шляпа с брендами,Кент,Соединенное Королевство,51.3569,0.263056,,http://en.wikipedia.org/wiki/Brands_Hatch
39,zandvoort,Парк Зандворт,Зандворт,Нидерланды,52.3888,4.54092,,http://en.wikipedia.org/wiki/Circuit_Zandvoort
40,Золдер,Золдер,Хьюстен-Золдер,Бельгия,50.9894,5.25694,,http://en.wikipedia.org/wiki/Zolder
41,Дижон,Дижон-Пренуис,Дижон,Франция,47.3625,4.89913,,http://en.wikipedia.org/wiki/Dijon-Prenois
43,Длинный_бич,Длинный пляж,Калифорния,США,33.7651,-118.189,,"http://en.wikipedia.org/wiki/Long_Beach,_California"
44,Лас_vegas,Улица Лас-Вегаса,Невада,США,36.1162,-115.174,,"http://en.wikipedia.org/wiki/Las_Vegas,_Nevada"
45,Джарама,Джарама,Мадрид,Испания,40.6171,-3.58558,,http://en.wikipedia.org/wiki/Cirsuito_Постоянно_Del_Jarama
46,watkins_ glen,Уоткинс Глен,Штат Нью-Йорк,США,42.3369,-76.9272,,http://en.wikipedia.org/wiki/Watkins_Glen_International
47,Андерсторп,Скандинавская гоночная дорога,Андерсторп,Франция,57.2653,13.6042,,http://en.wikipedia.org/wiki/Scandinavian_Raceway
48,Моспорт,Международная организация &lt; &lt; Моспорт &gt; &gt;,Онтарио,Канада,44.0481,-78.6756,,http://en.wikipedia.org/wiki/Mosport
49,Монтжуик,Монтжуйк,Барселона,Испания,41.3664,2.15167,,http://en.wikipedia.org/wiki/Montju%C3%AFc_classing
51,Шарада,Чарадная линия,Клермонт-Ферран,Франция,45.7472,3.03889,,http://en.wikipedia.org/wiki/Charade_Circuit
52,Тревога,Округ Мон-Тремблант,Квебек,Канада,46.1877,-74.6099,,http://en.wikipedia.org/wiki/Circuit_Mont-Tremblant
53,&lt; &lt; эссерты &gt; &gt;,Руэн-Лес-Эссартс,Руан,Франция,49.3306,1.00458,,http://en.wikipedia.org/wiki/Rouen-Les-Essarts
54,Лиманы,"""Ле-Мэнс""","""Ле-Мэнс""",Франция,47.95,0.224231,,http://en.wikipedia.org/wiki/Circuit_de_la_Sarte#Bugatti_Circuit
55,Реймс,Реймс-Гео,Реймс,Франция,49.2542,3.93083,,http://en.wikipedia.org/wiki/Reims-Gueux
57,Зелтвег,Зельтвег,Штирия,Австрия,47.2039,14.7478,,http://en.wikipedia.org/wiki/Zeltweg_Airfield
58,Aintree,Энтри,Ливерпуль,Соединенное Королевство,53.4769,-2.94056,,http://en.wikipedia.org/wiki/Aintree_Motor_Racing_Circuit
59,Боависта,&lt; &lt; Округ да Боависта &gt; &gt;,Опорто,Португалия,41.1705,-8.67325,,http://en.wikipedia.org/wiki/Cirsuito_da_Boavista
60,река,Международная гоночная магистраль &lt; &lt; Риверсайд &gt; &gt;,Калифорния,США,33.937,-117.273,,http://en.wikipedia.org/wiki/Riverside_International_Raceway
61,avus,АВУС,Берлин,Германия,52.4806,13.2514,,http://en.wikipedia.org/wiki/AVUS
62,Монсанто,Парк Монсанто,Лиссабон,Португалия,38.7197,-9.20306,,http://en.wikipedia.org/wiki/Monsanto_Park_Circuit
63,себрация,Международная гоночная магистраль &lt; &lt; Себра &gt; &gt;,Флорида,США,27.4547,-81.3483,,http://en.wikipedia.org/wiki/Sebring_Raceway
64,ain-diab,Ain Diab,Касабланка,Марокко,33.5786,-7.6875,,http://en.wikipedia.org/wiki/Ain-Diab_Circuit
65,Пескара,Цистерна Пескара,Пескара,Италия,42.475,14.1508,,http://en.wikipedia.org/wiki/Pescara_Circuit
66,Бремгартен,Оцепление Бремгартена,Берн,Швейцария,46.9589,7.40194,,http://en.wikipedia.org/wiki/Circuit_Bremmarten
67,Педралбы,Педральбский округ,Барселона,Испания,41.3903,2.11667,,http://en.wikipedia.org/wiki/Pedralbes_Circuit
68,Приятель.,Международный округ Будда,Уттар-Прадеш,Индией,28.3487,77.5331,,http://en.wikipedia.org/wiki/Buddh_International_Circuit
69,Америки,Округ Северной и Южной Америки,Остин,США,30.1328,-97.6411,,http://en.wikipedia.org/wiki/Circuit_of_the_Americas
70,красный_пульс_ кольцо,Кольцо Красного Быка,Спилбург,Австрия,47.2197,14.7647,,http://en.wikipedia.org/wiki/Red_Bull_Ring
71,сочи,Сочи Автодром,Сочи,Россия,43.4057,39.9578,,http://en.wikipedia.org/wiki/Sochi_Autodrom
72,Портативный_империальный,Портовая имперская улица,Нью-Джерси,США,40.7769,-74.0111,,http://en.wikipedia.org/wiki/Port_Impire_Street_Circuit
73,БАК,Городской округ Баку,Баку,Азербайджан,40.3725,49.8533,,http://en.wikipedia.org/wiki/Baku_City_Circuit
