schoolid,schoolname,schoolcity,schoolstate,schoolnick
linfieldor,Linfield College,McMinnville,OR,Wildcats
newberry,Newberry College,Newberry,SC,Indians
txtech,Texas Tech University,Lubbock,TX,Red Raiders
carthagewi,Carthage College,Kenosha,WI,Redmen
valdostast,Valdosta State University,Valdosta,GA,Blazers
cconnst,Central Connecticut State University,New Britain,CT,Blue Devils
marist,Marist College,Poughkeepsie,NY,Red Foxes
muskingum,Muskingum College,New Concord,OH,Fighting Muskies
ilwesleyan,Illinois Wesleyan University,Bloomington,IL,Titans
sterlingks,Sterling University,Sterling,KS,Warriors
ucsb,"University of California, Santa Barbara",Santa Barbara,CA,Gauchos
stlouis,Saint Louis University,Saint Louis,MO,Billikens
wvstate,West Virginia State College,Institute,WV,Yellow Jackets
sarkansas,Southern Arkansas University,Magnolia,AR,Muleriders
pittsbst,Pittsburg State University,Pittsburg,KS,Gorillas
sanjosest,San Jose State University,San Jose,CA,Spartans
creighton,Creighton University,Omaha,NE,Bluejays
uniontn,Union University,Jackson,TN,Bulldogs
sela,Southeastern Louisiana University,Hammond,LA,Lions
wheaton,Wheaton College,Wheaton,IL,Thunder
carkansas,University of Central Arkansas,Conway,AR,Bears
emporiast,Emporia State University,Emporia,KS,Hornets
ouachitab,Ouachita Baptist University,Arkadelphia,AR,Tigers
longbeach,"California State University, Long Beach",Long Beach,CA,49ers
lamar,Lamar University,Beaumont,TX,Cardinals
california,University of California,Berkeley,CA,Golden Bears
samhouston,Sam Houston State University,Huntsville,TX,Bearkats
wlmjewell,William Jewell College,Liberty,MO,Cardinals
bartonnc,Barton College,Wilson,NC,Bulldogs
austincol,Austin College,Sherman,TX,Kangaroos
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,Mocs
schreiner,Schreiner University,Kerrville,TX,Mountaineers
grovecity,Grove City College,Grove City,PA,Wolverines
wiwhitewtr,University of Wisconsin-Whitewater,Whitewater,WI,Warhawks
furman,Furman University,Greenville,SC,Paladins
northwood,Northwood University,Midland,MI,Timberwolves
morganst,Morgan State University,Baltimore,MD,Bears
arkansas,University of Arkansas,Fayetteville,AR,Razorbacks
stjohns,St. John's University,Jamaica,NY,Red Storm
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,Engineers
swarthmore,Swarthmore College,Swarthmore,PA,Garnet Tide
alabamast,Alabama State University,Montgomery,AL,Hornets
iowa,University of Iowa,Iowa City,IA,Hawkeyes
humboldtst,Humboldt State University,Arcata,CA,Lumberjacks
wshngtonmo,Washington University in Saint Louis,Saint Louis,MO,Bears
newhaven,University of New Haven,New Haven,CT,Chargers
upenn,University of Pennsylvania,Philadelphia,PA,Quakers
edinboro,Edinboro University of Pennsylvania,Edinboro,PA,Fighting Scots
arizonast,Arizona State University,Tempe,AZ,Sun Devils
georgtwnky,Georgetown College,Georgetown,KY,Tigers
mercer,Mercer University,Macon,GA,Bears
hawaiipac,Hawai'i Pacific University,Honolulu,HI,Sea Warriors
nebraska,University of Nebraska,Lincoln,NE,Huskers
bryant,Bryant College,Smithfield,RI,Bulldogs
arkansaslr,University of Arkansas at Little Rock,Little Rock,AR,Trojans
etxbaptist,East Texas Baptist University,Marshall,TX,Tigers
missst,Mississippi State University,Starkville,MS,Bulldogs
calstnorth,"California State University, Northridge",Northridge,CA,Matadors
setonhall,Seton Hall University,South Orange,NJ,Pirates
seattle,Seattle University,Seattle,WA,Redhawks
bostoncoll,Boston College,Chestnut Hill,MA,Eagles
grandview,Grand View College,Des Moines,IA,Vikings
lincolnmem,Lincoln Memorial University,Harrogate,TN,Railsplitters
ecarolina,East Carolina University,Greenville,NC,Pirates
okcity,Oklahoma City University,Oklahoma City,OK,Stars
sindiana,University of Southern Indiana,Evansville,IN,Screaming Eagles
saginawval,Saginaw Valley State University,University Center,MI,Cardinals
iawesleyan,Iowa Wesleyan College,Mount Pleasant,IA,Tigers
frankmarsh,Franklin & Marshall College,Lancaster,PA,Diplomats
virginiast,Virginia State University,Petersburg,VA,Trojans
csdomhills,"California State University, Dominguez Hills",Carson,CA,Toros
fltech,Florida Institute of Technology,Melbourne,FL,Panthers
baruchcuny,"Baruch College, The City University of New York",New York,NY,Bearcats
mnmorris,"University of Minnesota, Morris",Morris,MN,Cougars
genevapa,Geneva College,Beaver Falls,PA,Golden Tornadoes
gaswestern,Georgia Southwestern State University,Americus,GA,Hurricanes
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,Tigers
savstate,Savannah State University,Savannah,GA,Tigers
cshayward,"California State University, Hayward",Hayward,CA,Pioneers
sunybing,State University of New York at Binghamton,Binghamton,NY,Bearcats
deltast,Delta State University,Cleveland,MS,Statesmen
cornellia,Cornell College,Mount Vernon,IA,Rams
ferrumva,Ferrum College,Ferrum,VA,Panthers
trinitytx,Trinity University,San Antonio,TX,Tigers
iupui,Indiana University-Purdue University Indianapolis,Indianapolis,IN,Jaguars
dominican,Dominican College,Orangeburg,NY,Chargers
fairldick,Fairleigh Dickinson University,Teaneck,NJ,Knights
american,American University,Washington,DC,Eagles
kansasst,Kansas State University,Manhattan,KS,Wildcats
estroud,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Warriors
ucsd,"University of California, San Diego",La Jolla,CA,Tritons
gonzaga,Gonzaga University,Spokane,WA,Bulldogs
mastersca,The Master's College,Santa Clarita,CA,Mustangs
millersvil,Millersville University of Pennsylvania,Millersville,PA,Marauders
sunybuff,State University of New York at Buffalo,Buffalo,NY,Bulls
byu,Brigham Young University,Provo,UT,Cougars
delaware,University of Delaware,Newark,DE,Blue Hens
uscaiken,University of South Carolina Aiken,Aiken,SC,Pacers
youngst,Youngstown State University,Youngstown,OH,Penguins
colbyme,Colby College,Waterville,ME,Mules
crdstritch,Cardinal Stritch University,Milwaukee,WI,Wolves
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,Mountaineers
nyoneonta,State University College at Oneonta,Oneonta,NY,Red Dragons
tuftsma,Tufts University,Medford,MA,Jumbos
dayton,University of Dayton,Dayton,OH,Flyers
muhlenberg,Muhlenberg College,Allentown,PA,Mules
albanyst,Albany State University,Albany,GA,Golden Rams
macollege,Massachusetts College of Liberal Arts,North Adams,MA,Trailblazers
citadel,The Citadel,Charleston,SC,Bulldogs
radford,Radford University,Radford,VA,Highlanders
ohwesleyan,Ohio Wesleyan University,Delaware,OH,Battling Bishops
knoxil,Knox College (and Lombard College),Galesburg,IL,Prairie Fire
michigan,University of Michigan,Ann Arbor,MI,Wolverines
stmichaels,Saint Michael's College,Colchester,VT,Purple Knights
mcdaniel,McDaniel College,Westminster,MD,Green Terror
harvard,Harvard University,Cambridge,MA,Crimson
utsa,University of Texas at San Antonio,San Antonio,TX,Roadrunners
utahst,Utah State University,Logan,UT,Aggies
bluefield,Bluefield College,Bluefield,VA,Rams
airforce,United States Air Force Academy,Colorado Springs,CO,Falcons
lipscomb,Lipscomb University,Nashville,TN,Bisons
sacheart,Sacred Heart University,Fairfield,CT,Pioneers
rowannj,Rowan University,Glassboro,NJ,Profs
ekentucky,Eastern Kentucky University,Richmond,KY,Colonels
nycortland,State University of New York College at Cortland,Cortland,NY,Red Dragons
stonybrook,Stony Brook University,Stony Brook,NY,Seawolves
gardwebb,Gardner-Webb University,Boiling Springs,NC,Bulldogs
stmarysca,Saint Mary's College of California,Moraga,CA,Gaels
wyoming,University of Wyoming,Laramie,WY,Cowboys
umes,University of Maryland Eastern Shore,Princess Anne,MD,Fighting Hawks
bethanywv,Bethany College,Bethany,WV,Bison
ulamo,University of Louisiana at Monroe,Monroe,LA,Indians
wesleyanct,Wesleyan University,Middletown,CT,Cardinals
cflorida,University of Central Florida,Orlando,FL,Golden Knights
forthays,Fort Hays State University,Hays,KS,Tigers
wlmpennia,William Penn University,Oskaloosa,IA,Statesmen
mankatost,"Minnesota State University, Mankato",Mankato,MN,Mavericks
batesme,Bates College,Lewiston,ME,Bobcats
providence,Providence College,Providence,RI,Friars
wminstermo,Westminster College,Fulton,MO,Blue Jays
amherstma,Amherst College,Amherst,MA,Lord Jeffs
smaine,University of Southern Maine,Gorham,ME,Huskies
lutheria,Luther College,Decorah,IA,Norse
benedctnks,Benedictine College,Atchison,KS,Ravens
tarletonst,Tarleton State University,Stephenville,TX,Texans
portland,University of Portland,Portland,OR,Pilots
clarion,Clarion University of Pennsylvania,Clarion,PA,Golden Eagles
sanfran,University of San Francisco,San Francisco,CA,Dons
flbarry,Barry University,Miami Shores,FL,Buccaneers
bowlgreen,Bowling Green State University,Bowling Green,OH,Falcons
sdcity,San Diego City College,San Diego,CA,Knights
glenvilst,Glenville State College,Glenville,WV,Pioneers
thielpa,Thiel College,Greenville,PA,Tomcats
liberty,Liberty University,Lynchburg,VA,Flames
beloitwi,Beloit College,Beloit,WI,Buccaneers
troyst,Troy State University,Troy,AL,Trojans
wittnbrgoh,Wittenberg University,Springfield,OH,Tigers
wilacrosse,University of Wisconsin-La Crosse,La Crosse,WI,Eagles
southernu,Southern University and A&M College,Baton Rouge,LA,Jaguars
bridgwtrst,Bridgewater State College,Bridgewater,MA,Bears
nmexico,University of New Mexico,Albuquerque,NM,Lobos
wgeorgia,State University of West Georgia,Carrollton,GA,Braves
tntech,Tennessee Technological University,Cookeville,TN,Golden Eagles
brklyncuny,"Brooklyn College, The City University of New York",Brooklyn,NY,Bridges
carsnewm,Carson-Newman College,Jefferson City,TN,Eagles
utpanam,University of Texas-Pan American,Edinburg,TX,Broncs
willmary,College of William and Mary,Williamsburg,VA,Tribe
cmissouri,Central Missouri State University,Warrensburg,MO,Mules
nytech,New York Institute of Technology,Old Westbury,NY,Bears
cameronok,Cameron University,Lawton,OK,Aggies
oberlinoh,Oberlin College,Oberlin,OH,Yeoman
belmontab,Belmont Abbey College,Belmont,NC,Crusaders
montreatnc,Montreat College,Montreat,NC,Cavaliers
stbonny,St. Bonaventure University,St. Bonaventure,NY,Bonnies
wkentucky,Western Kentucky University,Bowling Green,KY,Hilltoppers
colgate,Colgate University,Hamilton,NY,Raiders
kywesleyan,Kentucky Wesleyan College,Owensboro,KY,Panthers
hobartny,Hobart and William Smith Colleges,Geneva,NY,Statesmen
hamlinemn,Hamline University,St. Paul,MN,Pipers
sanfranst,San Francisco State University,San Francisco,CA,Gators
wpaterson,William Paterson University,Wayne,NJ,Pioneers
tennessee,University of Tennessee,Knoxville,TN,Volunteers
etennst,East Tennessee State University,Johnson City,TN,Buccaneers
grvalleyst,Grand Valley State University,Allendale,MI,Lakers
arizona,University of Arizona,Tucson,AZ,Wildcats
