managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
donovbi01m,1916,NYA,AL,1,156,80,74,4,Y
mackco01m,1904,PHA,AL,1,155,81,70,5,N
sciosmi01m,2011,LAA,AL,1,162,86,76,2,N
russejo02m,2008,PIT,NL,1,162,67,95,6,N
mcgeami01m,1880,PRO,NL,1,16,8,7,2,Y
weaveea99m,1973,BAL,AL,1,162,97,65,1,N
rickebr01m,1913,SLA,AL,3,12,5,6,8,N
friscfr01m,1940,PIT,NL,1,156,78,76,4,N
smithbi01m,1873,BL4,NA,1,5,0,5,9,Y
rignebi01m,1970,MIN,AL,1,162,98,64,1,N
tracyji01m,2004,LAN,NL,1,162,93,69,1,N
martibi02m,1975,TEX,AL,1,95,44,51,3,N
hemusso01m,1960,SLN,NL,1,155,86,68,3,N
wrighha01m,1883,PRO,NL,1,98,58,40,3,N
dooinre01m,1912,PHI,NL,1,152,73,79,5,Y
andersp01m,1991,DET,AL,1,162,84,78,2,N
gardnbi02m,1981,MIN,AL,2,73,30,43,4,N
hobsobu01m,1992,BOS,AL,1,162,73,89,7,N
showabu99m,1993,NYA,AL,1,162,88,74,2,N
bakerde01m,1960,BOS,AL,2,7,2,5,7,N
gonzami01m,1940,SLN,NL,2,6,1,5,3,N
merrist99m,1991,NYA,AL,1,162,71,91,5,N
herzowh01m,1979,KCA,AL,1,162,85,77,2,N
melesa01m,1962,MIN,AL,1,163,91,71,2,N
howear01m,2004,NYN,NL,1,162,71,91,4,N
darkal01m,1971,CLE,AL,1,103,42,61,6,N
valenbo02m,1987,TEX,AL,1,162,75,87,6,N
seleefr99m,1893,BSN,NL,1,131,86,43,1,N
rolfere01m,1952,DET,AL,1,73,23,49,8,N
campaco01m,1890,SL4,AA,4,42,27,14,3,Y
metroch01m,1970,KCA,AL,1,52,19,33,4,N
seleefr99m,1892,BSN,NL,1,152,102,48,1,N
ryanco01m,1975,ATL,NL,2,27,9,18,5,N
klingjo01m,1912,BSN,NL,1,155,52,101,8,Y
runnepe01m,1966,BOS,AL,2,16,8,8,9,N
mcnamjo99m,1977,SDN,NL,1,48,20,28,5,N
hodgegi01m,1964,WS2,AL,1,162,62,100,9,N
rogerji01m,1897,LS3,NL,1,44,17,24,11,Y
seleefr99m,1894,BSN,NL,1,133,83,49,3,N
boudrlo01m,1949,CLE,AL,1,154,89,65,3,Y
lachere01m,2002,CHN,NL,2,1,0,1,5,N
dykesji01m,1958,CIN,NL,2,41,24,17,4,N
melesa01m,1966,MIN,AL,1,162,89,73,2,N
leylaji99m,1993,PIT,NL,1,162,75,87,5,N
hendebi99m,1884,BLU,UA,1,106,58,47,4,N
chapmbe01m,1945,PHI,NL,2,85,28,57,8,Y
fletcar01m,1923,PHI,NL,1,155,50,104,8,N
torrejo01m,2005,NYA,AL,1,162,95,67,1,N
johnswa01m,1929,WS1,AL,1,153,71,81,5,N
watkibi01m,1886,DTN,NL,1,126,87,36,2,N
hoeyfr99m,1899,NY1,NL,2,87,31,55,10,N
lemonji01m,1968,WS2,AL,1,161,65,96,10,N
powerpa99m,1890,RC2,AA,1,133,63,63,5,N
tigheja99m,1957,DET,AL,1,154,78,76,4,N
bushdo01m,1933,CIN,NL,1,153,58,94,8,N
oneilst01m,1950,BOS,AL,2,95,63,32,3,N
comisch01m,1890,CHP,PL,1,138,75,62,4,Y
gibsoki01m,2012,ARI,NL,1,162,81,81,3,N
coxbo01m,1990,ATL,NL,2,97,40,57,6,N
torrejo01m,1982,ATL,NL,1,162,89,73,1,N
mauchge01m,1967,PHI,NL,1,162,82,80,5,N
willite01m,1972,TEX,AL,1,154,54,100,6,N
tannech01m,1988,ATL,NL,1,39,12,27,6,N
friscfr01m,1935,SLN,NL,1,154,96,58,2,Y
willidi02m,1988,SEA,AL,1,56,23,33,7,N
manuech01m,2007,PHI,NL,1,162,89,73,1,N
gastoci01m,1989,TOR,AL,2,126,77,49,1,N
gerenbo01m,2011,OAK,AL,1,63,27,36,4,N
greenda02m,1989,NYA,AL,1,121,56,65,5,N
kellyto01m,1996,MIN,AL,1,162,78,84,4,N
mcgrajo01m,1923,NY1,NL,1,153,95,58,1,N
harribu01m,1952,WS1,AL,1,157,78,76,5,N
gibsoge01m,1934,PIT,NL,1,51,27,24,5,N
gardnbi02m,1985,MIN,AL,1,62,27,35,4,N
lamonge01m,2000,PIT,NL,1,162,69,93,5,N
friscfr01m,1950,CHN,NL,1,154,64,89,7,N
whitewa01m,1874,BL1,NA,1,47,9,38,8,Y
holliho01m,1884,WS7,AA,1,62,12,50,12,N
hargrmi01m,2002,BAL,AL,1,162,67,95,4,N
huggimi01m,1929,NYA,AL,1,143,82,61,2,N
leylaji99m,1995,PIT,NL,1,144,58,86,5,N
frazege99m,1890,SR2,AA,3,46,20,25,6,N
manueje01m,1998,CHA,AL,1,162,80,82,2,N
mcgrajo01m,1921,NY1,NL,1,153,94,59,1,N
amalfjo01m,1979,CHN,NL,2,7,2,5,5,N
craftha01m,1964,HOU,NL,1,149,61,88,9,N
bancrda01m,1926,BSN,NL,1,153,66,86,7,Y
mckeoja99m,1999,CIN,NL,1,163,96,67,2,N
grimmch01m,1953,ML1,NL,1,157,92,62,2,N
guilloz01m,2005,CHA,AL,1,162,99,63,1,N
simmojo01m,1875,KEO,NA,1,13,1,12,12,Y
fletcar01m,1929,NYA,AL,2,11,6,5,2,N
dentbu01m,1990,NYA,AL,1,49,18,31,7,N
southbi01m,1947,BSN,NL,1,154,86,68,3,N
lemonbo01m,1982,NYA,AL,1,14,6,8,5,N
mckeoja99m,1974,KCA,AL,1,162,77,85,5,N
williji03m,1988,TOR,AL,1,162,87,75,3,N
ripkeca99m,1987,BAL,AL,1,162,67,95,6,N
mcnamjo99m,1990,CLE,AL,1,162,77,85,4,N
weaveea99m,1979,BAL,AL,1,159,102,57,1,N
greenda02m,1994,NYN,NL,1,113,55,58,3,N
schmegu99m,1890,CL4,NL,1,78,21,55,7,N
bakerdu01m,2012,CIN,NL,1,162,97,65,1,N
trembda99m,2010,BAL,AL,1,54,15,39,5,N
dooinre01m,1910,PHI,NL,1,157,78,75,4,Y
heffndo01m,1966,CIN,NL,1,83,37,46,7,N
bellbu01m,1997,DET,AL,1,162,79,83,3,N
hattogr01m,1968,HOU,NL,1,61,23,38,10,N
zimmedo01m,1981,TEX,AL,1,105,57,48,2,N
buckeal99m,1892,PIT,NL,1,29,15,14,6,N
mcguide01m,1908,BOS,AL,1,115,53,62,5,Y
francte01m,2010,BOS,AL,1,162,89,73,3,N
dykesji01m,1941,CHA,AL,1,156,77,77,3,N
lemonbo01m,1979,NYA,AL,1,65,34,31,4,N
tannech01m,1987,ATL,NL,1,161,69,92,5,N
weaveea99m,1978,BAL,AL,1,161,90,71,4,N
jonesfi01m,1907,CHA,AL,1,157,87,64,3,Y
fregoji01m,1992,PHI,NL,1,162,70,92,6,N
narroje01m,2002,TEX,AL,1,162,72,90,4,N
bambege01m,1978,ML4,AL,1,162,93,69,3,N
lemonbo01m,1970,KCA,AL,2,110,46,64,4,N
melvibo01m,2007,ARI,NL,1,162,90,72,1,N
yostne01m,2007,MIL,NL,1,162,83,79,2,N
sherrno01m,1976,CAL,AL,2,66,37,29,4,N
popowed99m,1969,BOS,AL,2,9,5,4,3,N
larusto01m,1992,OAK,AL,1,162,96,66,1,N
bluegos01m,1945,WS1,AL,1,156,87,67,2,N
harrebu01m,1991,NYN,NL,1,154,74,80,5,N
duffyhu01m,1905,PHI,NL,1,155,83,69,4,Y
bragabo01m,1957,PIT,NL,1,104,36,67,7,N
jonesfi01m,1905,CHA,AL,1,158,92,60,2,Y
hartnga01m,1938,CHN,NL,2,73,44,27,1,Y
aloufe01m,2006,SFN,NL,1,161,76,85,3,N
reganph01m,1995,BAL,AL,1,144,71,73,3,N
pinielo01m,2001,SEA,AL,1,162,116,46,1,N
tebeapa01m,1894,CL4,NL,1,130,68,61,6,Y
nixonru01m,1988,ATL,NL,2,121,42,79,6,N
ewingbu01m,1896,CIN,NL,1,128,77,50,3,Y
marioma01m,1955,CHA,AL,1,155,91,63,3,N
baylodo01m,2000,CHN,NL,1,162,65,97,6,N
lamonge01m,1998,PIT,NL,1,162,69,93,6,N
gibsoge01m,1921,PIT,NL,1,154,90,63,2,N
deaneha01m,1871,FW1,NA,2,5,2,3,8,Y
scanlmi99m,1884,WSU,UA,1,114,47,65,7,N
waltebu01m,1949,CIN,NL,1,153,61,90,7,N
mathemi01m,2012,SLN,NL,1,162,88,74,2,N
woodji01m,1872,TRO,NA,1,25,15,10,5,Y
williji03m,2003,HOU,NL,1,162,87,75,2,N
metroch01m,1962,CHN,NL,3,112,43,69,9,N
huggimi01m,1925,NYA,AL,1,156,69,85,7,N
bragabo01m,1964,ML1,NL,1,162,88,74,5,N
lumleha01m,1909,BRO,NL,1,155,55,98,6,Y
johnsda01m,1979,SEA,AL,1,162,67,95,6,N
martibi02m,1981,OAK,AL,1,109,64,45,1,N
russejo02m,2009,PIT,NL,1,161,62,99,6,N
clarkfr01m,1906,PIT,NL,1,154,93,60,3,Y
rigglji99m,2009,WAS,NL,2,75,33,42,5,N
harribu01m,1929,DET,AL,1,155,70,84,6,Y
cronijo01m,1944,BOS,AL,1,156,77,77,4,Y
hackech99m,1885,BR3,AA,1,37,15,22,5,N
highadi01m,1874,NY2,NA,2,40,29,11,2,Y
bristda99m,1972,ML4,AL,1,30,10,20,6,N
hartji99m,1885,LS2,AA,1,112,53,59,6,N
fohlle01m,1916,CLE,AL,1,157,77,77,6,N
tinkejo01m,1914,CHF,FL,1,158,87,67,2,Y
schoere01m,1969,SLN,NL,1,162,87,75,4,N
pinielo01m,1988,NYA,AL,2,93,45,48,5,N
melvibo01m,2005,ARI,NL,1,162,77,85,2,N
houkra01m,1966,NYA,AL,2,140,66,73,10,N
prothdo01m,1940,PHI,NL,1,153,50,103,8,N
dyered01m,1946,SLN,NL,1,156,98,58,1,N
bancrda01m,1924,BSN,NL,1,154,53,100,8,Y
ottme01m,1943,NY1,NL,1,156,55,98,8,Y
southbi01m,1941,SLN,NL,1,155,97,56,2,N
williji03m,2001,BOS,AL,1,118,65,53,2,N
hutchfr01m,1956,SLN,NL,1,156,76,78,4,N
zimmedo01m,1978,BOS,AL,1,163,99,64,2,N
lachere01m,1993,FLO,NL,1,162,64,98,6,N
mcgrajo01m,1926,NY1,NL,1,151,74,77,5,N
richapa01m,1955,BAL,AL,1,156,57,97,7,N
griffcl01m,1910,CIN,NL,1,156,75,79,5,Y
alstowa01m,1974,LAN,NL,1,162,102,60,1,N
mcgrajo01m,1924,NY1,NL,1,29,16,13,1,N
phillle99m,1970,CAL,AL,1,162,86,76,3,N
prothdo01m,1939,PHI,NL,1,152,45,106,8,N
mcgunbi01m,1896,LS3,NL,2,115,36,76,12,N
friscfr01m,1942,PIT,NL,1,151,66,81,5,N
rodgebu01m,1986,MON,NL,1,161,78,83,4,N
dierkla01m,1999,HOU,NL,3,74,46,28,1,N
guilloz01m,2012,FLO,NL,1,162,69,93,5,N
millsbr01m,2012,HOU,NL,1,121,39,82,6,N
schefbo01m,1961,DET,AL,1,163,101,61,2,N
donovpa01m,1907,BRO,NL,1,153,65,83,5,Y
larusto01m,1990,OAK,AL,1,162,103,59,1,N
larusto01m,1985,CHA,AL,1,163,85,77,3,N
sewellu01m,1946,SLA,AL,1,125,53,71,7,N
lowebo01m,1904,DET,AL,2,78,30,44,7,Y
wrighha01m,1890,PHI,NL,5,46,22,23,3,N
gonzafr99m,2012,ATL,NL,1,162,94,68,2,N
gaffnjo99m,1887,WS8,NL,1,126,46,76,7,N
actama99m,2007,WAS,NL,1,162,73,89,4,N
coxbo01m,1978,ATL,NL,1,162,69,93,6,N
bakerdu01m,2003,CHN,NL,1,162,88,74,1,N
ferrami01m,1983,CLE,AL,1,100,40,60,7,N
matheed01m,1973,ATL,NL,1,162,76,85,5,N
gibsoki01m,2010,ARI,NL,2,83,34,49,5,N
wrighha01m,1876,BSN,NL,1,70,39,31,4,Y
clappjo01m,1872,MID,NA,1,24,5,19,9,Y
hydebr99m,2011,FLO,NL,2,1,0,1,5,N
howear01m,2002,OAK,AL,1,162,103,59,1,N
hoffmgl01m,1998,LAN,NL,2,88,47,41,3,N
herzowh01m,1984,SLN,NL,1,162,84,78,3,N
foutzda01m,1896,BRO,NL,1,133,58,73,10,Y
knighra01m,1996,CIN,NL,1,162,81,81,3,N
aloufe01m,2005,SFN,NL,1,162,75,87,3,N
armoubi99m,1903,CLE,AL,1,140,77,63,3,N
stanked01m,1953,SLN,NL,1,157,83,71,3,Y
fohlle01m,1924,BOS,AL,1,157,67,87,7,N
speaktr01m,1925,CLE,AL,1,155,70,84,6,Y
houkra01m,1977,DET,AL,1,162,74,88,4,N
morrijo01m,1882,BSN,NL,1,85,45,39,4,Y
peskyjo01m,1964,BOS,AL,1,160,70,90,8,N
rignebi01m,1963,LAA,AL,1,161,70,91,9,N
lopezal01m,1955,CLE,AL,1,154,93,61,2,N
tebeapa01m,1893,CL4,NL,1,129,73,55,3,Y
martibi02m,1973,DET,AL,1,134,71,63,3,N
johnsda02m,1986,NYN,NL,1,162,108,54,1,N
bakerdu01m,1998,SFN,NL,1,163,89,74,2,N
howear01m,1991,HOU,NL,1,162,65,97,6,N
mcgeami01m,1875,PH2,NA,1,63,34,27,5,Y
mcaleji01m,1901,CLE,AL,1,138,54,82,7,Y
melvibo01m,2003,SEA,AL,1,162,93,69,2,N
mathech01m,1918,CIN,NL,1,120,61,57,3,N
schaebo99m,1991,KCA,AL,2,1,1,0,6,N
gastoci01m,1997,TOR,AL,1,157,72,85,5,N
torrejo01m,2006,NYA,AL,1,162,97,65,1,N
shepala99m,1968,PIT,NL,1,163,80,82,6,N
mackco01m,1909,PHA,AL,1,153,95,58,2,N
baylodo01m,1997,COL,NL,1,162,83,79,3,N
griffcl01m,1902,CHA,AL,1,138,74,60,4,Y
mcveyca01m,1873,BL1,NA,1,33,20,13,3,Y
hornsro01m,1933,SLA,AL,3,54,19,33,8,Y
tannech01m,1979,PIT,NL,1,163,98,64,1,N
wrighha01m,1892,PHI,NL,1,155,87,66,3,N
mccarjo99m,1942,NYA,AL,1,154,103,51,1,N
coxbo01m,1982,TOR,AL,1,162,78,84,6,N
bezdehu99m,1918,PIT,NL,1,126,65,60,4,N
bancrda01m,1927,BSN,NL,1,155,60,94,7,Y
mckecbi01m,1937,BSN,NL,1,152,79,73,5,N
bowala01m,1988,SDN,NL,1,46,16,30,3,N
fregoji01m,1996,PHI,NL,1,162,67,95,5,N
yorkto01m,1878,PRO,NL,1,62,33,27,3,Y
slattja01m,1928,BSN,NL,1,31,11,20,7,N
hitchbi01m,1960,DET,AL,2,1,1,0,6,N
mackco01m,1916,PHA,AL,1,154,36,117,8,N
nichoki01m,1905,SLN,NL,1,14,5,9,6,Y
lavagco01m,1961,MIN,AL,1,49,19,30,7,N
woodji01m,1873,PH2,NA,2,43,28,15,2,Y
coxbo01m,1992,ATL,NL,1,162,98,64,1,N
irwinar01m,1895,PHI,NL,1,133,78,53,3,N
robinwi01m,1917,BRO,NL,1,156,70,81,7,N
freyji99m,1985,CHN,NL,1,162,77,84,4,N
randowi01m,2006,NYN,NL,1,162,97,65,1,N
kellyto01m,1992,MIN,AL,1,162,90,72,2,N
bladera01m,1939,SLN,NL,1,155,92,61,2,N
aloufe01m,2004,SFN,NL,1,162,91,71,2,N
rodgebu01m,1991,MON,NL,1,49,20,29,6,N
martibi02m,1976,NYA,AL,1,159,97,62,1,N
sciosmi01m,2008,LAA,AL,1,162,100,62,1,N
herzowh01m,1986,SLN,NL,1,161,79,82,3,N
westrwe01m,1965,NYN,NL,2,68,19,48,10,N
buckeal99m,1902,BSN,NL,1,142,73,64,3,N
alstowa01m,1962,LAN,NL,1,165,102,63,2,N
willidi02m,1985,SDN,NL,1,162,83,79,3,N
pinielo01m,2002,SEA,AL,1,162,93,69,3,N
chapmja01m,1885,BFN,NL,2,88,31,57,7,N
gardero01m,2009,MIN,AL,1,163,87,76,1,N
bancrfr99m,1880,WOR,NL,1,85,40,43,5,N
bensove01m,1977,ATL,NL,3,1,1,0,6,N
buckeal99m,1893,PIT,NL,1,131,81,48,2,N
toscaca99m,2004,TOR,AL,1,111,47,64,5,N
bowala01m,2001,PHI,NL,1,162,86,76,2,N
schmegu99m,1891,CL6,AA,1,138,61,76,6,N
hornsro01m,1930,CHN,NL,2,4,4,0,2,Y
mcnamjo99m,1984,CAL,AL,1,162,81,81,2,N
moorete01m,1954,PHI,NL,2,77,35,42,4,N
craigro01m,1979,SDN,NL,1,161,68,93,5,N
grimebu01m,1937,BRO,NL,1,155,62,91,6,N
wardjo01m,1891,BRO,NL,1,137,61,76,6,Y
larusto01m,2006,SLN,NL,1,161,83,78,1,N
tebeapa01m,1890,CLP,PL,2,52,21,30,7,Y
bochybr01m,2003,SDN,NL,1,162,64,98,5,N
wedgeer01m,2012,SEA,AL,1,162,75,87,4,N
durocle01m,1944,BRO,NL,1,155,63,91,7,N
