yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1985,WS,sundbji01,KCA,AL,7,24,6,6,2,0,0,1,0,0.0,6,4,0.0,0.0,0.0,0.0,1.0
1981,NEDIV,reardje01,MON,NL,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2001,NLCS,johnsra05,ARI,NL,2,6,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
2004,NLDS2,cruzju02,ATL,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1968,WS,sparmjo01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1951,WS,hearnji01,NY1,NL,2,3,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1923,WS,meuseir01,NY1,NL,6,25,3,7,1,1,1,2,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1988,WS,belchti01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,NLCS,averyst01,ATL,NL,3,2,0,0,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0
1974,WS,ceyro01,LAN,NL,5,17,1,3,0,0,0,0,0,0.0,3,3,0.0,0.0,0.0,0.0,1.0
1942,WS,brownji03,SLN,NL,5,20,2,6,0,0,0,1,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0
2007,WS,coraal01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0
1992,NLCS,glavito02,ATL,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1985,WS,wilsowi02,KCA,AL,7,30,2,11,0,1,0,3,3,0.0,1,4,0.0,0.0,0.0,0.0,1.0
2009,ALDS1,jeterde01,NYA,AL,3,10,4,4,2,0,1,2,0,0.0,3,0,1.0,0.0,0.0,0.0,0.0
2009,ALDS2,izturma01,LAA,AL,2,7,1,1,0,0,0,1,1,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1927,WS,collipa01,NYA,AL,2,5,0,3,1,0,0,0,0,0.0,3,0,0.0,0.0,0.0,0.0,0.0
1979,WS,robindo01,PIT,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,NLDS1,bielemi01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2010,NLDS2,renteed01,SFN,NL,2,2,0,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2001,ALDS1,martial03,SEA,AL,3,2,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1983,WS,dauerri01,BAL,AL,5,19,2,4,1,0,0,3,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1978,WS,smithre06,LAN,NL,6,25,3,5,0,0,1,5,0,1.0,2,6,0.0,0.0,0.0,0.0,1.0
1913,WS,doylela01,NY1,NL,5,20,1,3,0,0,0,2,0,0.0,0,1,0.0,1.0,0.0,0.0,0.0
1960,WS,coateji01,NYA,AL,3,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2009,ALCS,teixema01,NYA,AL,6,27,2,6,1,0,0,4,0,0.0,3,8,0.0,0.0,0.0,1.0,1.0
2002,NLDS1,holmeda01,ATL,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1975,WS,doylede01,BOS,AL,7,30,3,8,1,1,0,0,0,0.0,2,1,0.0,0.0,1.0,0.0,0.0
1953,WS,wadebe01,BRO,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2001,WS,oneilpa01,NYA,AL,5,15,1,5,1,0,0,0,1,0.0,2,2,0.0,0.0,0.0,0.0,2.0
2003,WS,pierrju01,FLO,NL,6,21,2,7,2,0,0,3,1,1.0,5,2,1.0,1.0,0.0,0.0,0.0
1988,NLCS,hamilje01,LAN,NL,7,23,2,5,0,0,0,1,0,0.0,3,4,0.0,1.0,0.0,0.0,0.0
2009,NLDS1,larueja01,SLN,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,ALDS1,bellicl01,NYA,AL,2,1,0,1,1,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1973,NLCS,hallto01,CIN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1967,WS,jonesda03,BOS,AL,6,18,2,7,0,0,0,1,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1983,NLCS,grossgr01,PHI,NL,4,5,1,0,0,0,0,0,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,bellda01,SEA,AL,3,11,0,4,1,0,0,1,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
1973,WS,rudijo01,OAK,AL,7,27,3,9,2,0,0,4,0,1.0,3,4,0.0,0.0,1.0,0.0,0.0
2005,NLCS,sprinru01,HOU,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2005,ALDS1,uribeju01,CHA,AL,3,10,4,4,1,0,1,4,0,0.0,0,2,0.0,0.0,1.0,0.0,0.0
1995,WS,lopezja01,ATL,NL,6,17,1,3,2,0,1,3,0,0.0,1,1,0.0,1.0,0.0,0.0,1.0
1976,NLCS,tolanbo01,PHI,NL,3,2,0,0,0,0,0,0,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0
1976,ALCS,quirkja01,KCA,AL,4,8,1,1,0,1,0,2,0,0.0,0,3,0.0,0.0,0.0,1.0,0.0
1973,ALCS,baylodo01,BAL,AL,4,11,3,3,0,0,0,1,0,0.0,3,5,0.0,0.0,0.0,0.0,1.0
1992,NLCS,varshga01,PIT,NL,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1915,WS,paskedo01,PHI,NL,5,19,2,3,0,0,0,0,0,1.0,1,2,0.0,0.0,0.0,0.0,0.0
1933,WS,russeja01,WS1,AL,3,2,0,0,0,0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
2004,ALDS2,posadjo01,NYA,AL,4,18,2,4,0,0,0,0,0,0.0,0,6,0.0,0.0,0.0,0.0,1.0
1910,WS,sheckji01,CHN,NL,5,14,5,5,2,0,0,1,1,0.0,7,2,0.0,0.0,1.0,0.0,0.0
1967,WS,yastrca01,BOS,AL,7,25,4,10,2,0,3,5,0,0.0,4,1,1.0,1.0,0.0,0.0,1.0
1982,NLCS,mcgeewi01,SLN,NL,3,13,4,4,0,2,1,5,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
2001,NLCS,batismi01,ARI,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1925,WS,grantge01,PIT,NL,5,15,0,2,0,0,0,0,1,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2004,WS,renteed01,SLN,NL,4,15,2,5,3,0,0,1,0,0.0,2,2,0.0,0.0,0.0,0.0,1.0
1990,WS,jennido01,OAK,AL,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1983,ALCS,murraed02,BAL,AL,4,15,5,4,0,0,1,3,1,0.0,3,3,1.0,0.0,0.0,0.0,0.0
1938,WS,jurgebi01,CHN,NL,4,13,0,3,1,0,0,0,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0
1980,NLCS,morelke01,PHI,NL,2,1,0,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1980,ALCS,wilsowi02,KCA,AL,3,13,2,4,2,1,0,4,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
2001,NLDS1,bagweje01,HOU,NL,3,7,0,3,0,0,0,0,0,1.0,5,1,0.0,0.0,0.0,0.0,0.0
1913,WS,snodgfr01,NY1,NL,2,3,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1928,WS,roberge01,NYA,AL,3,8,1,1,0,0,0,2,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1957,WS,larsedo01,NYA,AL,2,2,1,0,0,0,0,0,0,0.0,2,1,0.0,0.0,0.0,0.0,0.0
2000,ALDS2,pauljo01,CHA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1929,WS,foxxji01,PHA,AL,5,20,5,7,1,0,2,5,0,0.0,1,1,1.0,0.0,0.0,0.0,1.0
1943,WS,johnsbi03,NYA,AL,5,20,3,6,1,1,0,3,0,0.0,0,3,0.0,0.0,0.0,0.0,2.0
1970,NLCS,merriji01,CIN,NL,1,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1966,WS,johnsda02,BAL,AL,4,14,1,4,1,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,2.0
2009,ALDS1,puntoni01,MIN,AL,3,9,0,4,1,0,0,1,0,0.0,3,1,0.0,0.0,0.0,0.0,0.0
1979,NLCS,auerbri01,CIN,NL,2,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1996,NLCS,petkoma01,SLN,NL,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2004,NLDS2,gryboke01,ATL,NL,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1993,WS,anderla02,PHI,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
