playerid,awardid,yearid,lgid,tie,notes
henrito01,Baseball Magazine All-Star,1949,ML,,1B
kellge01,Baseball Magazine All-Star,1949,ML,,3B
parneme01,Baseball Magazine All-Star,1949,ML,,P4
polleho01,Baseball Magazine All-Star,1949,ML,,P2
raschvi01,Baseball Magazine All-Star,1949,ML,,P1
robinja02,Baseball Magazine All-Star,1949,ML,,2B
spahnwa01,Baseball Magazine All-Star,1949,ML,,P3
stephve01,Baseball Magazine All-Star,1949,ML,,SS
wertzvi01,Baseball Magazine All-Star,1949,ML,,RF
willite01,Baseball Magazine All-Star,1949,ML,,LF
camparo01,Baseball Magazine All-Star,1949,NL,,C
gordosi01,Baseball Magazine All-Star,1949,NL,,3B
hodgegi01,Baseball Magazine All-Star,1949,NL,,1B
kinerra01,Baseball Magazine All-Star,1949,NL,,LF
musiast01,Baseball Magazine All-Star,1949,NL,,CF
newcodo01,Baseball Magazine All-Star,1949,NL,,P3
polleho01,Baseball Magazine All-Star,1949,NL,,P1
reesepe01,Baseball Magazine All-Star,1949,NL,,SS
robinja02,Baseball Magazine All-Star,1949,NL,,2B
slaugen01,Baseball Magazine All-Star,1949,NL,,RF
spahnwa01,Baseball Magazine All-Star,1949,NL,,P2
willite01,Most Valuable Player,1949,AL,,
robinja02,Most Valuable Player,1949,NL,,
sievero01,Rookie of the Year,1949,AL,,
camparo01,TSN All-Star,1949,ML,,C
henrito01,TSN All-Star,1949,ML,,1B
kellge01,TSN All-Star,1949,ML,,3B
santoro01,Gold Glove,1965,NL,,3B
morneju01,Silver Slugger,2006,AL,,1B
killeha01,TSN Player of the Year,1969,AL,,
palmede01,Silver Slugger,1998,AL,,3B
tananfr01,TSN All-Star,1977,AL,,LHP
guilloz01,Rookie of the Year,1985,AL,,
cramedo01,TSN All-Star,1935,ML,,OF
vaughar01,Baseball Magazine All-Star,1942,NL,,3B
yountro01,TSN All-Star,1989,AL,,OF
collied01,Baseball Magazine All-Star,1922,AL,,2B
kluszte01,TSN All-Star,1955,ML,,1B
planked01,Baseball Magazine All-Star,1914,AL,,P3
sandbry01,TSN All-Star,1988,NL,,2B
musiast01,TSN All-Star,1948,ML,,OF
mattido01,TSN Player of the Year,1985,AL,,
jonesra01,TSN All-Star,1975,NL,,LHP
chapmra01,Baseball Magazine All-Star,1918,AL,,SS
sandbry01,TSN All-Star,1989,NL,,2B
clemero02,Cy Young Award,1998,AL,,
ripkeca01,TSN Player of the Year,1983,AL,,
schmimi01,TSN All-Star,1983,NL,,3B
shantbo01,TSN Pitcher of the Year,1952,AL,,
demarfr02,Baseball Magazine All-Star,1937,NL,,CF
graveda01,Lou Gehrig Memorial Award,2002,ML,,
johnsho01,Silver Slugger,1989,NL,,3B
hunteto01,Silver Slugger,2009,AL,,OF
guerrpe01,World Series MVP,1981,ML,Y,
grohhe01,Baseball Magazine All-Star,1918,ML,,3B
robinja02,Baseball Magazine All-Star,1950,NL,,2B
benchjo01,Babe Ruth Award,1976,NL,,C
robinbr01,Lou Gehrig Memorial Award,1966,ML,,
grissma02,Gold Glove,1993,NL,,OF
reynoha01,Gold Glove,1990,AL,,2B
scottge02,Gold Glove,1976,AL,,1B
piazzmi01,Silver Slugger,2002,NL,,C
fellebo01,TSN All-Star,1939,ML,,P
bibbyji01,TSN All-Star,1980,NL,,RHP
rixeyep01,Baseball Magazine All-Star,1922,NL,,P2
belanma01,Gold Glove,1971,AL,,SS
leede02,Silver Slugger,2005,NL,,1B
carribi02,Baseball Magazine All-Star,1909,AL,,C1
deandi01,TSN Guide MVP,1934,NL,,
buehrma01,Gold Glove,2009,AL,,P
willibi01,TSN Player of the Year,1972,NL,,
ottme01,TSN All-Star,1936,ML,,OF
morgajo02,Gold Glove,1973,NL,,2B
jonesdo01,TSN Fireman of the Year,1992,NL,Y,
biggicr01,Hutch Award,2005,ML,,
fordwh01,TSN Pitcher of the Year,1961,AL,,
collied01,Baseball Magazine All-Star,1914,ML,,2B
scottmi03,TSN Pitcher of the Year,1986,NL,,
evansdw01,Silver Slugger,1987,AL,,OF
leonadu01,Baseball Magazine All-Star,1914,AL,,P2
mauerjo01,Silver Slugger,2010,AL,,C
roushed01,Baseball Magazine All-Star,1921,NL,,OF
guerrvl01,Silver Slugger,2007,AL,,OF
larkiba01,TSN All-Star,1994,NL,,SS
foxxji01,Triple Crown,1933,AL,,
pettiga01,Gold Glove,1989,AL,,OF
johnsra05,Cy Young Award,1995,AL,,
mayswi01,TSN All-Star,1965,NL,,OF
santajo01,Cy Young Award,2006,AL,,
willite01,Most Valuable Player,1946,AL,,
verbaem01,Baseball Magazine All-Star,1945,NL,,2B
riceji01,TSN All-Star,1986,AL,,OF
hamptmi01,TSN Pitcher of the Year,1999,NL,,
murphda05,Gold Glove,1984,NL,,OF
puckeki01,Silver Slugger,1992,AL,,OF
robinbr01,TSN All-Star,1966,AL,,3B
jonesra01,TSN All-Star,1976,NL,,LHP
smoltjo01,Branch Rickey Award,2007,ML,,
belleal01,TSN All-Star,1998,AL,,OF
gedmari01,TSN All-Star,1986,AL,,C
sosasa01,TSN All-Star,1995,NL,,OF
rhoderi01,Silver Slugger,1986,NL,,P
jonesan01,Gold Glove,2003,NL,,OF
riverma01,Rolaids Relief Man Award,2001,AL,,
lemonbo01,TSN All-Star,1948,ML,,P
archeji01,Baseball Magazine All-Star,1913,ML,,C
loftoke01,Gold Glove,1996,AL,,OF
bondsba01,TSN All-Star,1990,NL,,OF
landiji01,Gold Glove,1961,AL,,OF
finlest01,Gold Glove,1996,NL,,OF
aparilu01,TSN All-Star,1972,AL,,SS
parneme01,TSN All-Star,1949,ML,,P
