resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
20919,846,10,166,24,20,,R,23,0.0,30,,,30.0,22.0,1:22.102,146.451,22
20959,848,155,15,16,14,16.0,16,16,0.0,56,,,42.0,9.0,1:43.517,188.456,11
5691,277,121,1,7,7,5.0,5,5,2.0,64,,,,,,,11
12270,508,117,1,8,18,6.0,6,6,1.0,72,+1:22.62,5976450.0,,,,,1
6168,294,110,25,4,10,,R,20,0.0,9,,,,,,,6
13150,539,177,59,32,24,,R,20,0.0,21,,,,,,,3
3801,197,14,1,7,1,,R,15,0.0,18,,,,,,,37
9243,397,167,18,23,19,,R,23,0.0,3,,,,,,,10
16966,698,341,167,7,1,1.0,1,1,9.0,65,2:06:35.34,7595340.0,,,,,1
22370,910,154,208,8,14,,R,21,0.0,11,,,7.0,21.0,1:46.312,148.352,3
7701,8,8,6,4,9,8.0,8,8,1.0,60,+1:09.622,5038950.0,14.0,7.0,1:21.656,226.653,1
17034,701,360,170,4,9,3.0,3,3,4.0,31,,,,,,,11
2988,160,50,21,19,16,14.0,14,14,0.0,59,,,,,,,13
18371,759,427,170,14,8,11.0,11,11,0.0,36,,,,,,,111
15430,624,338,32,33,12,14.0,14,14,0.0,79,,,,,,,16
11273,473,196,37,18,21,,R,24,0.0,0,,,,,,,4
13642,556,224,56,28,0,,F,26,0.0,0,,,,,,,81
8744,380,105,6,27,4,4.0,4,4,3.0,44,+1:40.912,5675100.0,,,,,1
240,29,17,9,10,14,12.0,12,12,0.0,56,,,27.0,14.0,1:40.264,194.570,11
11713,488,216,21,30,14,,R,18,0.0,14,,,,,,,69
8962,387,123,22,20,10,5.0,5,5,2.0,81,,,,,,,11
16534,675,347,194,3,19,6.0,6,6,1.0,64,,,,,,,14
1598,94,4,4,8,8,4.0,4,4,5.0,66,+32.952,5285793.0,27.0,3.0,1:17.556,214.776,1
21716,880,1,131,10,3,5.0,5,5,10.0,58,+45.561,5448786.0,45.0,5.0,1:29.759,212.689,1
17450,721,346,176,36,17,7.0,7,7,0.0,77,,,,,,,13
5826,282,65,32,12,13,10.0,10,10,0.0,44,,,,,,,11
5687,277,117,3,2,1,1.0,1,1,10.0,65,1:32:27.685,5547685.0,,,,,1
4351,222,58,18,21,20,,R,15,0.0,46,,,,,,,6
823,56,26,5,21,18,15.0,15,15,0.0,61,,,57.0,14.0,1:26.248,206.989,11
22056,896,821,15,12,16,15.0,15,15,0.0,59,,,49.0,5.0,1:28.682,208.046,11
15338,620,339,66,6,21,,R,21,0.0,1,,,,,,,3
13563,554,224,56,28,23,11.0,11,11,0.0,53,,,,,,,11
16404,668,304,187,1,3,2.0,2,2,6.0,90,+15.9,8118000.0,,,,,1
3132,167,18,3,10,18,5.0,5,5,2.0,70,,,,,,,11
21417,867,39,164,23,22,18.0,18,18,0.0,56,,,42.0,21.0,1:46.388,183.370,11
14478,588,252,202,16,14,6.0,6,6,1.0,52,+1:15.9,5038500.0,,,,,1
15039,608,238,32,2,1,,R,15,0.0,56,,,,,,,6
2677,146,54,20,23,17,11.0,11,11,0.0,69,,,,,,,12
4918,247,77,6,28,4,,R,20,0.0,20,,,,,,,36
12801,527,241,57,23,22,,R,22,0.0,28,,,,,,,5
14149,575,252,58,16,14,,R,14,0.0,46,,,,,,,68
23303,965,835,4,30,15,13.0,13,13,0.0,55,,,18.0,16.0,1:44.724,189.515,11
17600,726,450,98,19,0,,W,24,0.0,0,,,,,,,54
17965,742,289,66,20,11,,R,22,0.0,43,,,,,,,5
8268,366,140,46,36,15,8.0,8,8,0.0,43,,,,,,,11
