playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
jordami01,Майкл,Майкл,Jeffrey,Иордания,,,,"Воздушный, Супермен, Майк, М.Дж., Эйр Джордан",G-F,0,0,78.0,195,Северная Каролина,,1963-02-17,Бруклин,Нью-Йорк,США,Эмсли А. Лэйни,Вильнингтон,НГ,США,0000-00-00,Привет! Как я могу тебе помочь?
malonka01,Карл,Карл,Anthony,Малоне,,,,Почтальон,F-Ц,0,0,81.0,250,Луизиана Тек,,1963-07-24,Зеленое поле,Лос-Анджелес,США,Зеленое поле,Зеленое поле,Лос-Анджелес,США,0000-00-00,Привет! Как я могу тебе помочь?
malonmo01,Моисей,Моисей,Eugene,Малоне,,,,Мо,С-Ф,0,0,82.0,215,Ответ: нет,,1955-03-23,Санкт-Петербург,Да,США,Санкт-Петербург,Санкт-Петербург,Да,США,0000-00-00,Привет! Как я могу тебе помочь?
mcadobo01,Боб,Роберт,Allen,Макаддо,,,Jr.,Боб,С-Ф,0,0,81.0,210,Северная Каролина,Винсенны,1951-09-25,Гринсвилл,НГ,США,Бен Смит,Гринсвилл,НГ,США,0000-00-00,Привет! Как я могу тебе помочь?
mcginge01,Джордж,Джордж,F.,Макгинис,,,,,F-Ц,0,0,80.0,235,Индиана,,1950-08-12,Индианаполис,В,США,Джордж Вашингтон,Индианаполис,В,США,0000-00-00,Привет! Как я могу тебе помочь?
nashst01,Стив,Стивен,John,Наш,,,,Стив,"Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,75.0,195,Сан-Хосе,,1974-02-07,Йоханнесбург,,Безопасность,Святого Михаила,Виктория,Бис-хемус,КАН,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
nowitdi01,Дирк,Дирк,Werner,Новицки,,,,,С,0,0,83.0,237,Ответ: нет,,1978-06-19,Вюрцбург,,GER,Ронксен Гимназия,Вюрцбург,,GER,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
olajuha01,Хаким,Хаким,Abdul,Оладжуюван,,Акеем Абдул-Оладжювон,,Мечта,С,0,0,82.0,250,Хьюстон,,1963-01-21,Лагос,,НГР,Мусульманский учительский колледж,Лагос,,НГР,0000-00-00,Привет! Как я могу тебе помочь?
onealsh01,Шакил,Шакил,Rashaun,О'Нил,,,,Шак,С,0,0,85.0,300,Луизиана,,1972-03-06,Ньюарк,НЖ,США,Коль,Сан-Антонио,TX,США,0000-00-00,Привет! Как я могу тебе помочь?
reedwi01,Уиллис,Уиллис,,Рид,,,Jr.,Капитан,С-Ф,0,0,81.0,235,Грамблинг,,1942-06-25,Хико,Лос-Анджелес,США,Западный берег,Лиллье,Лос-Анджелес,США,0000-00-00,Привет! Как я могу тебе помочь?
roberos01,Оскар,Оскар,Palmer,Робертсон,,,,"О, Конь, Дойч, Оз",G-F,0,0,77.0,205,Цинциннати,,1938-11-24,Шарлотта,ТН,США,Криспус Аттакс,Индианаполис,В,США,0000-00-00,Привет! Как я могу тебе помочь?
robinda01,Дэвид,Дэвид,Maurice,Робинсон,,,,Адмирал,С,0,0,85.0,235,Военный флот,,1965-08-06,Кей-Вест,ФЛ,США,Оузборн Парк,Манаус,Да,США,0000-00-00,Привет! Как я могу тебе помочь?
rosede01,Деррик,Деррик,Martell,Розы,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,75.0,190,Мемфис,,1988-10-04,Чикаго,Я,США,Симеон,Чикаго,Я,США,0000-00-00,Привет! Как я могу тебе помочь?
russebi01,Билл,Уильям,Felton,Расселл,,,,Билл,С,0,0,81.0,215,Сан-Франциско,,1934-02-12,Монро,Лос-Анджелес,США,Макклим,Окленд,Калифорния,США,0000-00-00,Привет! Как я могу тебе помочь?
unselwe01,Уэс,Уэсли,Sissel,Унсельд,,,,Уэс,С-Ф,0,0,79.0,245,Луизвилл,,1946-03-14,Луизвилл,КЭ,США,Сенека,Луизвилл,КЭ,США,0000-00-00,Привет! Как я могу тебе помочь?
waltobi01,Билл,Уильям,Theodore,Уолтон,,,III,Билл,С-Ф,0,0,83.0,210,Калифорнийский университет в Лос-Анджелесе,,1952-11-05,Ла-Меса,Калифорния,США,Хеликс,Ла-Меса,Калифорния,США,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
osullda01,Дэн,Даниэль,James,О'Саллivan,,,,Дэн,С,0,0,82.0,245,Фордхам,,1968-03-03,Брукс,Нью-Йорк,США,Баяне,Баяне,НЖ,США,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
whitewi01,Уилли,Уилли,,Белый,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,75.0,195,Теннесси-Чаттануга,,1962-08-20,Мемфис,ТН,США,Карвер,Мемфис,ТН,США,0000-00-00,Привет! Как я могу тебе помочь?
jeffech01,Крис,Кристофер,Allen,Джефри,,,,Крис,"Добро пожаловать в Чат-бот Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,80.0,215,Фресно Стейт,Арканзас,1980-02-13,Фресно,Калифорния,США,Вашингтон Унион,Фресно,Калифорния,США,0000-00-00,Привет! Как я могу тебе помочь?
catebu01,,Друг,,Кейт,,,,,"Добро пожаловать в Чат-бот Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,77.0,195,Западный Кентукки,,0000-00-00,,,,Брэдли,Кливленд,ТН,США,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
suttogr01,Грег,Грегори,Ray,Сутон,,,,Грег,"Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,74.0,170,Ораль Робертс,Ланстон,1967-12-03,Сан-Крус,Калифорния,США,Дуглас,Оклахома-Сити,Хорошо,США,0000-00-00,Привет! Как я могу тебе помочь?
mooredo01,Докси,Джон,,Моор,,,,Докси,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
reavejo01,Джо,Джо,L.,Ривз,,,,,"Добро пожаловать в Чат-бот Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,77.0,210,Бетел (Теннесси),,1950-05-27,Боливар,ТН,США,Боливар-Индустриал,Боливар,ТН,США,0000-00-00,Привет! Как я могу тебе помочь?
paineal01,,Альва,L.,Пайн,,,,Алли,"Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,72.0,165,Оклахома,,1919-07-22,Харрах,Хорошо,США,Оклахома-Сити-Централ,Оклахома-Сити,Хорошо,США,2008-03-22,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
pondequ01,Квинси,Квинси,Coe,Пондекстер,,,,,"Добро пожаловать в Чат-бот Coral! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст для перевода.",0,0,78.0,225,Вашингтон,,1988-03-10,Фресно,Калифорния,США,Сан-Хоакин Мемориал,Фресно,Калифорния,США,0000-00-00,Привет! Как я могу тебе помочь?
danieji01,,Джеймс,,Даниэлы,,,,"Джим, Джимми","Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,72.0,160,Южная Дакота,,1935-12-13,,,,,,,,0000-00-00,Привет! Как я могу тебе помочь?
thompbi02,,Билл,,Томпсон,,,,,G-F,0,0,76.0,0,Десалес,Сент-Джонс (Оχάио),0000-00-00,,,,,,,,0000-00-00,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода."
jonesdo02,Доминик,Доминик,O'Neal,Джоннз,,,,,"Добро пожаловать в Coral! Я готов помочь вам с переводом любого текста с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я предоставлю точный и естественный перевод.",0,0,76.0,215,Южный Флорида,,1988-10-15,Озеро Уэльс,ФЛ,США,Озеро Уэльс,Озеро Уэльс,ФЛ,США,0000-00-00,Привет! Как я могу тебе помочь?
