playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
karakmi01,1939,1,MTL,NHL,5,310,0,4,1,,0,18,,,,,,,,,,
woodwa01,1974,1,VAB,WHA,11,512,4,4,0,0,0,30,263,,,,,,,,,
wreggke01,1983,1,TOR,NHL,3,165,1,1,1,0,0,14,128,,,,,,,,,
potvife01,1998,2,NYI,NHL,11,606,2,7,1,0,0,37,345,,,,,,,,,
emeryra01,2010,1,AND,NHL,10,527,7,2,0,2,0,20,272,6,319,2,3,,1,0,17,165
barrato01,1989,1,PIT,NHL,24,1294,7,12,3,2,0,101,748,,,,,,,,,
scottro01,1986,1,NYR,NHL,1,65,0,0,1,0,0,5,35,,,,,,,,,
desropa01,2002,2,CAR,NHL,2,122,1,1,0,0,0,7,71,,,,,,,,,
storrja01,2000,1,LAK,NHL,45,2498,19,18,6,7,4,114,1131,,,,,,,,,
farrro01,1972,1,BUF,NHL,1,29,0,1,0,0,0,3,,,,,,,,,,
lemelre01,1981,1,CAL,NHL,34,1866,10,15,6,2,0,135,,,,,,,,,,
sharpsc01,1991,1,CAL,NHL,1,65,0,0,1,0,0,4,40,,,,,,,,,
tabarri01,1992,1,WIN,NHL,19,959,5,10,0,0,0,70,496,,,,,,,,,
berthda01,1988,1,WIN,NHL,9,443,0,8,0,2,0,44,255,,,,,,,,,
fitzpma01,1990,1,NYI,NHL,2,120,1,1,0,0,0,6,60,,,,,,,,,
wreggke01,1991,2,PIT,NHL,9,448,5,3,0,2,0,31,202,1,40,0,0,,0,0,4,16
vachoro01,1966,1,MTL,NHL,19,1137,11,3,4,1,1,47,,9,555,6,3,,0,0,22,
walshfl01,1932,1,MTM,NHL,22,1303,8,11,3,,2,56,,,,,,,,,,
millery01,2002,1,BUF,NHL,15,912,6,8,1,1,1,40,410,,,,,,,,,
newtoca01,1975,2,CLC,WHA,15,896,7,7,1,0,0,48,468,1,60,0,1,,0,0,6,
bowerjo01,1958,1,TOR,NHL,39,2340,15,17,7,,3,107,,12,746,5,7,,,0,39,
vernomi01,2000,1,CAL,NHL,41,2246,12,23,5,3,3,121,1034,,,,,,,,,
soetado01,1983,1,WIN,NHL,47,2539,18,15,7,1,0,182,1385,1,20,0,1,,0,0,5,19
cudewi01,1933,1,MTL,NHL,1,60,1,0,0,,1,0,,,,,,,,,,
backljo01,2009,1,PHI,NHL,1,40,0,1,0,0,0,2,24,1,1,0,0,,0,0,0,0
bibeapa01,1943,1,TOR,NHL,29,1740,13,14,2,,5,87,,5,300,1,4,,,0,23,
plassmi01,1979,1,COR,NHL,6,327,0,3,2,0,0,26,,,,,,,,,,
lairdbi01,1922,1,REG,WCHL,28,1701,16,12,0,,3,83,,2,150,0,1,1,,0,4,
mcleoji01,1973,2,LAS,WHA,17,969,4,13,0,1,1,69,481,,,,,,,,,
zabama01,2009,1,NYR,NHL,1,34,0,0,0,0,0,2,16,,,,,,,,,
brathfr01,1994,1,EDM,NHL,14,601,2,5,1,1,0,40,292,,,,,,,,,
deguimi01,1975,1,QUN,WHA,18,835,6,5,2,1,0,60,460,,,,,,,,,
hasekdo01,2000,1,BUF,NHL,67,3904,37,24,4,2,11,137,1726,13,833,7,6,,1,1,29,347
hirscco01,1998,1,VAN,NHL,20,919,3,8,3,0,1,48,435,,,,,,,,,
tugnuro01,1988,1,QUE,NHL,26,1367,10,10,3,1,0,82,756,,,,,,,,,
kiddtr01,1995,1,CAL,NHL,47,2570,15,21,8,2,3,119,1130,2,83,0,1,,0,0,9,40
baumaga01,1966,1,MTL,NHL,2,120,1,1,0,0,0,5,,,,,,,,,,
binklle01,1971,1,PIT,NHL,31,1673,7,15,5,4,0,98,,,,,,,,,,
wreggke01,1995,1,PIT,NHL,37,2132,20,13,2,4,3,115,1205,9,599,7,2,,1,0,23,328
macdojo01,2010,1,DET,NHL,15,721,5,5,3,1,1,31,372,,,,,,,,,
kolziol01,2003,1,WAS,NHL,63,3738,19,35,9,7,2,180,1958,,,,,,,,,
laxtogo01,1977,1,PIT,NHL,2,73,0,1,0,0,0,9,,,,,,,,,,
fuhrgr01,1981,1,EDM,NHL,48,2847,28,5,14,2,0,157,,5,309,2,3,,1,0,26,
worthch01,1968,1,OAK,NHL,14,786,4,6,3,0,0,54,,,,,,,,,,
richtmi01,1999,1,NYR,NHL,61,3622,22,31,8,4,0,173,1815,,,,,,,,,
brophfr01,1919,1,QUB,NHL,21,1249,3,18,0,,0,148,,,,,,,,,,
bakerst01,1982,1,NYR,NHL,3,102,0,1,0,2,0,5,44,,,,,,,,,
hrudeke01,1993,1,LAK,NHL,64,3713,22,31,7,9,1,228,2219,,,,,,,,,
tannejo01,1989,1,QUE,NHL,1,60,0,1,0,0,0,3,30,,,,,,,,,
lemelre01,1990,1,BOS,NHL,33,1829,17,10,3,2,1,111,841,2,32,0,0,,0,0,0,18
garonma01,2008,1,EDM,NHL,15,815,6,8,0,1,0,43,408,,,,,,,,,
delguma01,1990,1,BOS,NHL,1,10,0,0,0,0,0,0,7,,,,,,,,,
forbeja01,1924,1,HAM,NHL,30,1833,19,10,1,,6,60,,,,,,,,,,
janecbo01,1983,1,CHI,NHL,8,412,2,3,1,0,0,28,237,,,,,,,,,
woodwa01,1977,1,BIR,WHA,32,1551,12,10,2,0,1,99,794,1,29,0,0,,0,0,3,
thibajo01,1993,1,QUE,NHL,29,1504,8,13,3,3,0,83,768,,,,,,,,,
dalesco01,1992,1,HAR,NHL,1,11,0,0,0,0,0,0,3,,,,,,,,,
chadwed01,1955,1,TOR,NHL,5,300,2,0,3,,2,3,,,,,,,,,,
hurmeja01,2000,1,OTT,NHL,22,1296,12,5,4,4,2,54,563,,,,,,,,,
hainsge01,1926,1,MTL,NHL,44,2732,28,14,2,,14,67,,4,252,1,1,2,,1,6,
smithbi01,1982,1,NYI,NHL,41,2340,18,14,7,2,1,112,1195,17,962,13,3,,0,2,43,
riendvi01,1989,1,STL,NHL,43,2551,17,19,5,2,1,149,1271,8,397,3,4,,1,0,24,223
lalimpa01,1999,1,OTT,NHL,38,2038,19,14,3,1,3,79,834,,,,,,,,,
emeryra01,2002,1,OTT,NHL,3,85,1,0,0,0,0,2,26,,,,,,,,,
berthda01,1991,1,BOS,NHL,8,399,1,4,2,0,0,21,156,,,,,,,,,
ranfobi01,1989,1,EDM,NHL,56,3107,24,16,9,5,1,165,1463,22,1401,16,6,,1,1,59,672
mclacmu01,1970,1,TOR,NHL,2,25,0,1,0,0,0,4,,,,,,,,,,
osgooch01,2005,1,DET,NHL,32,1846,20,6,5,3,2,85,828,,,,,,,,,
lindsbe01,1911,1,VA1,PCHA,16,974,7,9,0,,0,90,,,,,,,,,,
edwarma01,1972,1,CLF,NHL,21,1207,4,14,2,0,1,87,,,,,,,,,,
dipieri01,2003,1,NYI,NHL,50,2844,23,18,5,1,5,112,1261,5,303,1,4,,1,1,11,120
brodema01,1997,1,NJD,NHL,70,4128,43,17,8,4,10,130,1569,6,366,2,4,,1,0,12,164
nichobi01,1909,1,HAI,NHA,1,60,1,0,0,,0,3,,,,,,,,,,
clemmsc01,2001,1,NJD,NHL,2,20,0,0,0,0,0,1,5,,,,,,,,,
kerrda01,1933,1,MTM,NHL,48,3060,19,18,11,,6,122,,4,240,1,2,1,,1,7,
liutmi01,1989,2,WAS,NHL,8,478,4,4,0,3,1,17,217,9,507,4,4,,1,0,28,223
blakemi02,1981,1,LAK,NHL,2,51,0,0,0,0,0,2,,,,,,,,,,
josepcu01,2000,1,TOR,NHL,68,4100,33,27,8,5,6,163,1907,11,685,7,4,,0,3,24,329
pangda01,1988,1,CHI,NHL,35,1644,10,11,6,1,0,120,915,2,10,0,0,,0,0,0,4
