year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1991,NHL,DET,24,12,4.0,,19,13,8.0,,,,,,5,6,1,,9,3,2,,9,2,1,,5.0,4.0,3.0,,8.0,4.0,2.0,,5,6,3,,2,0,0,
1995,NHL,CAL,18,18,5.0,,16,19,6.0,,,,,,1,7,3,,3,8,2,,7,6,2,,7.0,2.0,2.0,,6.0,5.0,2.0,,7,6,0,,3,3,0,
1934,NHL,MTM,12,9,3.0,,12,10,2.0,,,,,,,,,,4,2,0,,6,4,1,,6.0,5.0,1.0,,7.0,6.0,0.0,,1,2,3,,,,,
2006,NHL,PHI,10,24,,7,12,24,,5,,,,,3,7,,1,5,8,,2,2,9,,1,2.0,8.0,,2,4.0,5.0,,4,5,9,,1,1,2,,1
1955,NHL,TOR,19,10,6.0,,5,23,7.0,,,,,,4,5,1,,4,7,3,,4,7,3,,5.0,6.0,0.0,,5.0,6.0,3.0,,2,2,3,,,,,
1915,PCHA,SEA,7,3,0.0,,2,6,0.0,,,,,,,,,,,,,,3,2,0,,1.0,5.0,0.0,,5.0,2.0,0.0,,,,,,,,,
1918,PCHA,SEA,5,5,0.0,,6,4,0.0,,,,,,,,,,,,,,,,,,5.0,5.0,0.0,,4.0,4.0,0.0,,2,0,0,,,,,
1972,WHA,ALB,25,12,2.0,,13,25,1.0,,,,,,5,5,1,,7,7,1,,3,8,0,,7.0,4.0,0.0,,6.0,9.0,0.0,,10,4,1,,,,,
1972,NHL,CLF,11,15,13.0,,5,31,3.0,,,,,,2,6,1,,2,9,3,,2,7,4,,3.0,7.0,4.0,,1.0,11.0,2.0,,6,6,2,,,,,
1988,NHL,QUE,16,20,4.0,,11,26,3.0,,,,,,5,7,0,,3,9,2,,5,7,2,,5.0,6.0,2.0,,4.0,8.0,0.0,,5,7,1,,0,2,0,
1977,WHA,CZE,0,0,0.0,,1,6,1.0,,,,,,,,,,,,,,1,6,1,,,,,,,,,,,,,,,,,
1951,NHL,NYR,16,13,6.0,,7,21,7.0,,,,,,2,4,1,,4,5,4,,5,8,1,,4.0,5.0,4.0,,5.0,4.0,3.0,,3,8,0,,,,,
1940,NHL,TOR,16,5,3.0,,12,9,3.0,,,,,,,,,,8,2,0,,6,4,1,,6.0,2.0,2.0,,5.0,3.0,2.0,,3,3,1,,,,,
1973,NHL,BOS,33,4,2.0,,19,13,7.0,,,,,,7,2,1,,9,2,1,,8,2,1,,9.0,2.0,3.0,,9.0,2.0,1.0,,9,5,2,,1,2,0,
1973,WHA,EDO,24,14,1.0,,14,23,2.0,,,,,,6,1,0,,9,5,0,,5,9,0,,5.0,8.0,0.0,,5.0,7.0,0.0,,7,6,3,,1,1,0,
1927,NHL,NYA,6,13,3.0,,5,14,3.0,,,,,,,,,,2,3,0,,4,6,2,,2.0,6.0,1.0,,3.0,4.0,3.0,,0,8,0,,,,,
2005,NHL,CAL,30,7,,4,16,18,,7,,,,,4,7,,2,10,2,,1,9,3,,1,7.0,4.0,,2,3.0,2.0,,1,8,6,,1,5,1,,3
1989,NHL,MTL,26,8,6.0,,15,20,5.0,,,,,,9,6,0,,8,4,2,,3,7,3,,6.0,4.0,1.0,,9.0,3.0,1.0,,6,4,3,,0,0,1,
1995,NHL,COL,24,10,7.0,,23,15,3.0,,,,,,7,3,1,,8,2,3,,7,6,1,,4.0,4.0,4.0,,9.0,3.0,1.0,,8,5,0,,4,2,0,
1957,NHL,CHI,15,17,3.0,,9,22,4.0,,,,,,4,4,1,,3,7,3,,3,7,2,,7.0,6.0,0.0,,3.0,8.0,0.0,,4,7,1,,,,,
1980,NHL,LAK,22,11,7.0,,21,13,6.0,,,,,,7,1,1,,9,5,0,,8,4,3,,7.0,5.0,3.0,,3.0,6.0,2.0,,9,2,3,,0,1,1,
2006,NHL,LAK,16,16,,9,11,25,,5,,,,,4,8,,2,5,6,,2,5,8,,1,3.0,8.0,,1,4.0,2.0,,4,5,6,,4,1,3,,0
1915,NHA,QU1,7,3,2.0,,3,9,0.0,,,,,,,,,,,,,,2,1,0,,5.0,3.0,1.0,,1.0,5.0,1.0,,2,3,0,,,,,
1924,NHL,BOS,3,12,0.0,,3,12,0.0,,,,,,,,,,,,,,1,8,0,,1.0,9.0,0.0,,2.0,6.0,0.0,,2,1,0,,,,,
1961,NHL,NYR,16,11,8.0,,10,21,4.0,,,,,,6,4,2,,4,2,4,,4,7,2,,2.0,10.0,0.0,,6.0,5.0,3.0,,4,4,1,,,,,
1999,NHL,MTL,18,17,5.0,1,17,17,4.0,3,,,,,3,8,1,0,6,5,0,1,3,7,3,0,5.0,3.0,3.0,1,8.0,4.0,0.0,1,8,5,2,0,2,2,0,1
1985,NHL,CAL,23,11,6.0,,17,20,3.0,,,,,,5,5,0,,8,2,3,,4,8,0,,6.0,7.0,2.0,,7.0,3.0,2.0,,7,6,2,,3,0,0,
1935,NHL,CHI,15,7,2.0,,6,12,6.0,,,,,,,,,,4,2,1,,5,4,1,,6.0,4.0,1.0,,4.0,5.0,3.0,,2,4,2,,,,,
2006,NHL,TOR,21,15,,5,19,16,,6,,,,,6,4,,3,7,6,,1,4,7,,2,8.0,4.0,,0,5.0,4.0,,3,8,4,,2,2,2,,0
1975,WHA,QUN,33,7,0.0,,17,20,4.0,,,,,,5,4,0,,11,4,1,,8,6,1,,7.0,2.0,1.0,,7.0,3.0,1.0,,8,8,0,,4,0,0,
1924,WCHL,VMR,6,7,0.0,,6,9,0.0,,,,,,,,,,,,,,3,7,0,,4.0,5.0,0.0,,5.0,3.0,0.0,,0,1,0,,,,,
2001,NHL,OTT,21,13,3.0,4,18,14,6.0,3,,,,,6,6,1,0,6,2,2,0,8,6,1,1,7.0,3.0,2.0,2,4.0,1.0,1.0,1,6,6,1,3,2,3,1,0
1990,NHL,HAR,18,16,6.0,,13,22,5.0,,,,,,4,7,2,,6,4,2,,6,9,0,,6.0,5.0,1.0,,6.0,5.0,2.0,,3,8,4,,,,,
1996,NHL,DAL,25,13,3.0,,23,13,5.0,,,,,,9,2,0,,7,6,1,,6,5,2,,7.0,5.0,1.0,,9.0,4.0,0.0,,8,1,2,,2,3,2,
1990,NHL,WIN,17,18,5.0,,9,25,6.0,,,,,,5,7,1,,4,9,2,,4,6,4,,5.0,7.0,1.0,,5.0,5.0,3.0,,3,9,0,,,,,
1987,NHL,BUF,19,14,7.0,,18,18,4.0,,,,,,4,4,3,,5,7,1,,4,6,3,,10.0,4.0,2.0,,6.0,5.0,0.0,,8,5,1,,0,1,1,
2009,NHL,CBS,20,12,,9,12,23,,6,,,,,6,5,,1,7,4,,3,2,9,,5,7.0,8.0,,0,3.0,2.0,,1,7,4,,3,0,3,,2
1945,NHL,TOR,10,13,2.0,,9,11,5.0,,,,,,0,0,1,,3,9,0,,4,6,2,,5.0,3.0,0.0,,2.0,4.0,3.0,,5,2,1,,,,,
1997,NHL,BOS,19,16,6.0,,20,14,7.0,,,,,,7,5,1,,4,6,4,,6,5,2,,6.0,4.0,2.0,,1.0,2.0,3.0,,9,4,1,,6,4,0,
1993,NHL,NYI,23,15,4.0,,13,21,8.0,,,,,,3,7,1,,6,6,1,,6,4,1,,2.0,8.0,2.0,,9.0,4.0,1.0,,5,6,4,,5,1,2,
2002,NHL,NYI,18,18,5.0,0,17,16,6.0,2,,,,,3,6,1,0,5,7,2,0,8,3,2,0,8.0,4.0,0.0,2,5.0,4.0,3.0,0,5,8,2,0,1,2,1,0
1949,NHL,MTL,17,8,10.0,,12,14,9.0,,,,,,4,3,1,,5,4,3,,4,5,5,,6.0,4.0,2.0,,3.0,4.0,4.0,,7,2,4,,,,,
1995,NHL,DET,36,3,2.0,,26,10,5.0,,,,,,5,4,2,,9,2,0,,13,1,0,,8.0,2.0,2.0,,11.0,2.0,0.0,,12,1,1,,4,1,2,
2000,NHL,NJD,24,11,6.0,0,24,8,6.0,3,,,,,6,2,2,0,6,6,1,0,8,3,3,0,7.0,2.0,3.0,2,4.0,4.0,3.0,1,13,2,0,0,4,0,0,0
1976,NHL,CLE,14,17,9.0,,11,25,4.0,,,,,,3,5,2,,3,6,4,,5,10,1,,4.0,6.0,1.0,,4.0,7.0,2.0,,5,7,3,,1,1,0,
1987,NHL,LAK,19,18,3.0,,11,24,5.0,,,,,,3,7,1,,4,6,3,,4,11,0,,7.0,7.0,1.0,,7.0,6.0,0.0,,4,5,2,,1,0,1,
1963,NHL,NYR,14,13,8.0,,8,25,2.0,,,,,,4,5,0,,2,8,2,,2,7,4,,9.0,3.0,1.0,,3.0,9.0,1.0,,2,6,2,,,,,
1915,PCHA,PO1,8,2,0.0,,5,3,0.0,,,,,,,,,,,,,,4,1,0,,4.0,2.0,0.0,,5.0,2.0,0.0,,,,,,,,,
1995,NHL,TBL,22,14,5.0,,16,18,7.0,,,,,,2,4,4,,7,6,1,,7,5,1,,5.0,5.0,1.0,,7.0,5.0,1.0,,6,4,4,,4,3,0,
1978,NHL,TOR,20,12,8.0,,14,21,5.0,,,,,,4,5,1,,8,3,3,,5,8,2,,4.0,4.0,4.0,,3.0,6.0,1.0,,8,6,1,,2,1,1,
1939,NHL,MTL,5,14,5.0,,5,19,0.0,,,,,,,,,,4,2,2,,3,8,0,,1.0,10.0,1.0,,1.0,8.0,1.0,,1,5,1,,,,,
2001,NHL,PHO,27,8,3.0,3,13,19,6.0,3,,,,,5,3,2,1,5,6,1,2,7,5,3,0,6.0,5.0,1.0,1,3.0,3.0,1.0,1,10,2,1,1,4,3,0,0
1984,NHL,DET,19,14,7.0,,8,27,5.0,,,,,,3,6,0,,3,7,3,,7,6,2,,2.0,11.0,2.0,,4.0,3.0,4.0,,7,7,0,,1,1,1,
1928,NHL,DTC,11,6,5.0,,8,10,4.0,,,,,,,,,,2,1,2,,5,5,2,,5.0,4.0,1.0,,5.0,3.0,3.0,,2,3,1,,,,,
2011,NHL,LAK,22,14,,5,18,13,,10,,,,,6,3,,2,6,5,,2,7,6,,2,5.0,2.0,,4,5.0,7.0,,2,10,4,,1,1,0,,2
2006,NHL,MIN,29,7,,5,19,19,,3,,,,,9,2,,0,4,8,,1,7,7,,1,7.0,4.0,,2,8.0,2.0,,2,10,3,,2,3,0,,0
2011,NHL,SJS,26,12,,3,17,17,,7,,,,,6,4,,0,7,3,,1,6,4,,3,9.0,3.0,,2,5.0,8.0,,1,7,7,,3,3,0,,0
1997,NHL,TBL,11,23,7.0,,6,32,3.0,,,,,,2,9,2,,2,8,2,,5,6,3,,0.0,12.0,1.0,,3.0,3.0,1.0,,5,8,0,,0,9,1,
1930,NHL,CHI,13,8,1.0,,11,9,2.0,,,,,,,,,,5,0,1,,4,5,1,,7.0,3.0,0.0,,3.0,5.0,1.0,,5,4,0,,,,,
1972,NHL,DET,22,12,5.0,,15,17,7.0,,,,,,6,3,0,,4,6,2,,5,7,4,,9.0,3.0,1.0,,7.0,2.0,4.0,,6,8,0,,0,0,1,
1981,NHL,BUF,23,8,9.0,,16,18,6.0,,,,,,5,3,3,,7,2,4,,8,5,1,,9.0,4.0,1.0,,4.0,5.0,3.0,,5,6,3,,1,1,0,
1943,NHL,MTL,22,0,3.0,,16,5,4.0,,,,,,0,0,1,,9,0,2,,6,2,0,,8.0,1.0,3.0,,8.0,1.0,1.0,,7,1,0,,,,,
1967,NHL,BOS,22,9,6.0,,15,18,4.0,,,,,,5,1,1,,8,4,1,,6,6,2,,5.0,7.0,2.0,,6.0,4.0,4.0,,7,5,0,,,,,
1982,NHL,NYR,24,13,3.0,,11,22,7.0,,,,,,6,7,0,,6,4,1,,6,5,2,,5.0,7.0,3.0,,5.0,4.0,2.0,,7,7,1,,0,1,1,
1923,NHL,TRS,7,5,0.0,,3,9,0.0,,,,,,,,,,,,,,3,2,0,,4.0,5.0,0.0,,3.0,5.0,0.0,,0,2,0,,,,,
1928,NHL,MTM,11,8,3.0,,4,12,6.0,,,,,,,,,,3,3,1,,5,4,1,,3.0,4.0,5.0,,4.0,5.0,2.0,,0,4,0,,,,,
1915,NHA,OT1,8,4,0.0,,5,7,0.0,,,,,,,,,,,,,,1,2,0,,5.0,3.0,0.0,,5.0,4.0,0.0,,2,2,0,,,,,
1986,NHL,EDM,29,6,5.0,,21,18,1.0,,,,,,8,4,0,,6,6,1,,10,2,1,,10.0,2.0,2.0,,4.0,6.0,1.0,,11,4,0,,1,0,1,
1922,PCHA,SEA,8,6,0.0,,7,9,0.0,,,,,,,,,,5,1,0,,1,4,0,,6.0,4.0,0.0,,3.0,5.0,0.0,,0,1,0,,,,,
1973,NHL,VAN,14,18,7.0,,10,25,4.0,,,,,,4,3,1,,1,9,3,,3,8,2,,4.0,9.0,1.0,,5.0,5.0,3.0,,5,8,1,,2,1,0,
1995,NHL,DAL,14,18,9.0,,12,24,5.0,,,,,,5,4,2,,3,3,3,,2,10,2,,4.0,7.0,4.0,,5.0,7.0,1.0,,5,7,1,,2,4,1,
1993,NHL,BUF,22,17,3.0,,21,15,6.0,,,,,,4,7,1,,6,5,1,,8,5,1,,5.0,5.0,2.0,,8.0,4.0,2.0,,8,3,2,,4,3,0,
2009,NHL,SJS,27,6,,8,24,14,,3,,,,,9,4,,1,9,2,,3,8,2,,3,10.0,2.0,,2,4.0,3.0,,0,7,7,,1,4,0,,1
1958,NHL,NYR,14,16,5.0,,12,16,7.0,,,,,,2,3,5,,6,6,2,,5,4,2,,6.0,6.0,1.0,,4.0,7.0,1.0,,3,6,1,,,,,
1965,NHL,NYR,12,16,7.0,,6,25,4.0,,,,,,1,2,0,,4,6,4,,2,9,3,,4.0,7.0,1.0,,3.0,9.0,1.0,,4,7,1,,0,1,1,
1996,NHL,NYI,19,18,4.0,,10,23,8.0,,,,,,1,5,4,,5,5,4,,6,7,0,,4.0,9.0,1.0,,4.0,6.0,1.0,,8,4,1,,1,5,1,
1909,NHA,MOW,6,0,0.0,,5,1,0.0,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,6.0,0.0,0.0,,3,0,0,,,,,
1980,NHL,HAR,14,17,9.0,,7,24,9.0,,,,,,5,4,2,,3,8,2,,5,3,4,,2.0,10.0,3.0,,2.0,5.0,5.0,,3,9,2,,1,2,0,
1981,NHL,COR,14,21,5.0,,4,28,8.0,,,,,,2,7,2,,1,10,3,,6,6,1,,2.0,11.0,2.0,,3.0,6.0,3.0,,3,8,2,,1,1,0,
2000,NHL,CAL,12,18,9.0,2,15,18,6.0,2,,,,,3,8,1,0,3,4,4,4,7,3,2,0,4.0,6.0,2.0,0,5.0,4.0,2.0,0,4,9,3,0,1,2,1,0
1995,NHL,PHI,27,9,5.0,,18,15,8.0,,,,,,7,1,3,,9,5,1,,6,5,2,,2.0,3.0,5.0,,7.0,4.0,1.0,,9,4,1,,5,2,0,
1986,NHL,NYI,20,15,5.0,,15,18,7.0,,,,,,4,4,1,,9,5,0,,6,7,2,,6.0,5.0,3.0,,3.0,5.0,3.0,,6,6,2,,1,1,1,
2011,NHL,TBL,25,14,,2,13,22,,6,,,,,5,4,,2,6,7,,0,6,6,,1,5.0,6.0,,1,7.0,5.0,,2,7,7,,1,2,1,,1
1976,NHL,ATF,22,11,7.0,,12,23,5.0,,,,,,5,6,2,,6,2,4,,7,5,1,,5.0,4.0,4.0,,3.0,9.0,0.0,,7,8,0,,1,0,1,
1998,NHL,PIT,21,10,10.0,,17,20,4.0,,,,,,4,3,2,,6,3,3,,5,4,2,,8.0,5.0,0.0,,9.0,5.0,0.0,,4,5,6,,2,5,1,
1969,NHL,PIT,17,13,8.0,,9,25,4.0,,,,,,1,4,3,,5,6,2,,5,7,0,,3.0,7.0,3.0,,8.0,5.0,0.0,,3,7,4,,1,2,0,
1994,NHL,WIN,10,10,4.0,,6,15,3.0,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,,5.0,6.0,2.0,,3,8,2,,7,5,2,
1986,NHL,NYR,18,18,4.0,,16,20,4.0,,,,,,2,4,4,,5,7,2,,8,6,0,,5.0,6.0,2.0,,7.0,5.0,0.0,,7,7,0,,0,3,0,
1973,NHL,DET,21,12,6.0,,8,27,4.0,,,,,,2,7,1,,7,5,0,,5,7,3,,5.0,4.0,3.0,,3.0,8.0,1.0,,6,6,2,,1,2,0,
1973,WHA,CHC,23,13,3.0,,15,22,2.0,,,,,,5,4,1,,6,3,0,,5,9,1,,5.0,4.0,1.0,,6.0,10.0,0.0,,10,4,2,,1,1,0,
1952,NHL,CHI,14,11,10.0,,13,17,5.0,,,,,,5,2,3,,6,4,3,,3,6,3,,4.0,7.0,3.0,,4.0,6.0,0.0,,5,3,3,,,,,
1968,NHL,CHI,20,14,4.0,,14,19,5.0,,,,,,6,2,0,,5,7,1,,8,4,1,,6.0,6.0,2.0,,4.0,9.0,2.0,,5,5,3,,,,,
1983,NHL,VAN,20,16,4.0,,12,23,5.0,,,,,,5,6,1,,6,6,1,,4,8,2,,4.0,8.0,2.0,,7.0,7.0,1.0,,6,4,2,,,,,
1998,NHL,CHI,20,17,4.0,,9,24,8.0,,,,,,4,4,1,,2,10,2,,5,6,1,,3.0,6.0,4.0,,3.0,11.0,0.0,,6,3,4,,6,1,0,
2000,NHL,PHO,21,11,7.0,2,14,16,10.0,1,,,,,9,1,2,0,4,6,4,0,3,2,4,1,7.0,6.0,2.0,0,6.0,6.0,0.0,1,5,5,4,1,1,1,1,0
1974,NHL,DET,17,17,6.0,,6,28,6.0,,,,,,5,4,0,,2,9,2,,3,7,3,,3.0,6.0,4.0,,4.0,9.0,1.0,,5,8,2,,1,2,0,
2008,NHL,CAL,27,10,,4,19,20,,2,,,,,6,3,,1,8,6,,0,8,2,,3,8.0,3.0,,0,7.0,4.0,,2,6,9,,0,3,3,,0
1988,NHL,HAR,21,17,2.0,,16,21,3.0,,,,,,5,5,0,,4,8,1,,6,7,2,,6.0,6.0,1.0,,7.0,5.0,0.0,,8,6,1,,1,1,0,
1926,NHL,MTL,15,5,2.0,,13,9,0.0,,,,,,,,,,1,4,0,,7,2,1,,5.0,5.0,0.0,,6.0,2.0,1.0,,9,1,0,,,,,
1976,NHL,BOS,27,7,6.0,,22,16,2.0,,,,,,9,3,0,,9,2,1,,5,6,2,,7.0,5.0,2.0,,5.0,5.0,2.0,,12,2,1,,2,0,0,
2008,NHL,TOR,16,16,,9,18,19,,4,,,,,4,3,,3,4,6,,3,7,7,,0,4.0,7.0,,2,6.0,3.0,,4,6,6,,1,3,3,,0
1993,NHL,EDM,17,22,3.0,,8,23,11.0,,,,,,2,10,1,,2,9,2,,7,5,2,,2.0,7.0,3.0,,4.0,7.0,2.0,,5,5,2,,3,2,2,
1997,NHL,ANA,12,23,6.0,,14,20,7.0,,,,,,5,4,4,,6,8,1,,2,8,2,,4.0,7.0,2.0,,3.0,2.0,0.0,,4,9,2,,2,5,2,
1993,NHL,LAK,18,19,5.0,,9,26,7.0,,,,,,6,5,2,,3,8,0,,5,7,1,,5.0,5.0,3.0,,2.0,8.0,3.0,,4,7,2,,2,5,1,
1974,WHA,MIB,15,21,3.0,,6,32,1.0,,,,,,2,5,0,,3,10,0,,6,7,3,,2.0,9.0,0.0,,2.0,11.0,0.0,,3,9,1,,3,2,0,
