year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1992,NHL,WAS,6,2,4,0,22,23,134,2,9,26,1,2,30,1
1987,NHL,STL,10,5,5,0,35,38,321,0,16,71,,12,50,2
1934,NHL,BOS,4,1,3,0,2,7,25,,,,,,,
1998,NHL,NJD,7,3,4,0,18,21,86,2,5,27,0,4,26,1
2007,NHL,OTT,4,0,4,0,5,16,85,0,1,13,0,6,23,0
1974,NHL,NYR,3,1,2,0,13,10,113,2,3,20,1,3,16,1
1997,NHL,STL,10,6,4,0,29,31,185,4,13,75,3,7,69,1
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
1997,NHL,BOS,6,2,4,0,13,15,75,0,6,40,0,3,20,0
1977,NHL,ATF,2,0,2,0,5,8,24,0,0,4,1,3,6,0
1927,NHL,MTL,2,0,1,1,2,3,35,,,,,,,
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
1997,NHL,LAK,4,0,4,0,8,16,108,0,1,29,0,8,36,0
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
1970,NHL,STL,6,2,4,0,15,16,120,,4,,0,6,,1
1974,NHL,CHI,8,3,5,0,22,35,142,0,5,36,1,9,35,0
1929,NHL,MTL,6,5,0,1,14,6,100,,,,,,,
1976,WHA,IND,9,5,4,0,33,34,,,,,,,,
1921,NHL,OTS,2,0,1,1,4,5,30,,,,,,,
2011,NHL,NAS,10,5,5,0,22,21,92,2,5,41,0,5,35,0
1971,NHL,MNS,7,3,4,0,19,19,111,,4,,0,6,,0
1939,NHL,TOR,10,6,4,0,21,19,123,,,,,,,
1976,WHA,HOU,11,6,5,0,43,40,,,,,,,,
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1994,NHL,QUE,6,2,4,0,19,25,89,2,2,25,1,7,29,2
1967,NHL,PHI,7,3,4,0,17,17,142,,6,,3,4,,1
1959,NHL,MTL,8,8,0,0,29,11,79,,,,,,,
1926,NHL,BOS,8,2,2,4,16,13,125,,,,,,,
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
1975,WHA,HOU,17,8,9,0,56,64,,,,,,,,
1989,NHL,MTL,11,5,6,0,29,29,235,4,2,51,2,9,56,0
1990,NHL,VAN,6,2,4,0,16,26,154,0,5,23,0,5,24,1
2001,NHL,CAR,23,13,10,0,47,43,263,4,16,103,2,15,96,1
1966,NHL,TOR,12,8,4,0,35,30,150,,,,,,,
1953,NHL,DET,12,8,4,0,29,20,120,,,,,,,
2003,NHL,DET,12,6,6,0,24,20,135,0,5,52,1,2,50,1
1965,NHL,DET,12,6,6,0,36,28,154,,,,,,,
1956,NHL,BOS,10,5,5,0,21,29,127,,,,,,,
1973,WHA,MFS,11,6,5,0,39,40,,,,,,,,
1989,NHL,BUF,6,2,4,0,13,17,126,2,6,30,0,2,29,0
2007,NHL,MTL,12,5,7,0,33,35,133,2,8,55,2,7,44,1
1992,NHL,NJD,5,1,4,0,13,23,99,0,4,28,1,7,27,1
1994,NHL,DAL,5,1,4,0,10,17,95,0,3,26,0,9,30,1
1952,NHL,BOS,11,5,6,0,30,37,109,,,,,,,
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1979,NHL,HAR,3,0,3,0,8,18,22,0,0,7,0,2,10,1
1989,NHL,LAK,10,4,6,0,39,48,164,2,11,65,3,7,49,2
1981,NHL,VAN,17,11,6,0,57,50,675,2,14,62,1,18,70,0
1982,NHL,QUE,4,1,3,0,8,11,117,0,2,12,0,3,24,1
1997,NHL,EDM,12,5,7,0,24,25,245,4,8,72,1,7,67,0
1948,NHL,DET,11,4,7,0,22,26,164,,,,,,,
1990,NHL,EDM,18,9,9,0,57,60,400,2,12,91,2,21,95,0
1996,NHL,DAL,7,3,4,0,18,21,136,0,3,40,1,6,34,1
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
1979,NHL,PIT,5,2,3,0,14,21,125,4,5,18,2,4,18,0
1975,NHL,BUF,9,4,5,0,25,29,162,0,2,42,1,7,41,1
2008,NHL,PIT,24,16,8,0,79,64,283,4,20,97,2,14,84,1
1974,WHA,QUN,15,8,7,0,55,48,,,,,,,,
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1932,NHL,BOS,5,2,3,0,7,9,50,,,,,,,
1963,NHL,TOR,14,8,6,0,39,31,262,,,,,,,
1976,NHL,MNS,2,0,2,0,3,11,25,0,0,6,0,1,5,0
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1992,NHL,NYI,18,9,9,0,58,65,313,2,8,85,2,15,76,5
1965,NHL,MTL,10,8,2,0,33,20,187,,,,,,,
1991,NHL,BUF,7,3,4,0,24,19,80,0,10,40,0,6,28,2
1924,WCHL,CAT,2,0,1,1,1,3,,,,,,,,
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
1981,NHL,LAK,10,4,6,0,41,42,309,0,14,44,3,6,32,0
1999,NHL,WAS,5,1,4,0,8,17,83,0,3,21,0,6,29,1
1974,NHL,PIT,9,5,4,0,27,27,126,0,5,32,1,7,36,2
1981,NHL,MNS,4,1,3,0,14,14,145,2,5,25,1,3,18,0
