year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1997,NHL,CHI,CHI,WC,CE,5,,82,30,39,13.0,,73,,,192,199,Chicago Blackhawks,1546,12,47,364,5,58,381,13
2010,NHL,DET,DET,WC,CE,1,CSF,82,47,25,,10,104,4,4,261,241,Detroit Red Wings,754,6,67,301,7,53,300,5
1972,NHL,ATF,CAL,,WD,7,,78,25,38,15.0,,65,,,191,239,Atlanta Flames,852,10,38,265,5,48,266,4
1989,NHL,PHI,PHI,WA,PT,6,,80,30,39,11.0,,71,,,290,297,Philadelphia Flyers,2067,18,65,338,13,77,406,14
1959,NHL,NYR,NYR,,,6,,70,17,38,15.0,,49,,,187,247,New York Rangers,850,,,,,,,
1978,NHL,BUF,BUF,WA,AD,2,PRE,80,36,28,16.0,,88,,,280,263,Buffalo Sabres,1026,16,55,267,4,55,258,9
2002,NHL,NYI,NYI,EC,AT,3,CQF,82,35,34,11.0,2,83,,,224,231,New York Islanders,1244,30,58,384,5,67,405,12
1974,NHL,MNS,DAL,CC,SM,4,,80,23,50,7.0,,53,,,221,341,Minnesota North Stars,1106,14,45,293,10,81,303,3
1999,NHL,MTL,MTL,EC,NE,4,,82,35,34,9.0,4,83,,,196,194,Montreal Canadiens,1067,14,54,323,8,40,302,7
1914,NHA,TBS,TBS,,,4,,20,8,12,0.0,,16,,,66,84,Toronto Blueshirts,,,,,,,,
1954,NHL,MTL,MTL,,,2,F,70,41,18,11.0,,93,,,228,157,Montreal Canadiens,890,,,,,,,
1979,NHL,EDM,EDM,CC,SM,4,PRE,80,28,39,13.0,,69,,,301,322,Edmonton Oilers,1528,16,61,282,4,74,315,11
1965,NHL,TOR,TOR,,,3,SF,70,34,25,11.0,,79,,,208,187,Toronto Maple Leafs,811,,52,256,4,53,274,6
1972,WHA,NRA,SDM,,EW,6,,78,33,43,2.0,,68,,,303,334,New York Raiders,900,6,60,305,12,63,268,10
2006,NHL,MTL,MTL,EC,NE,4,,82,42,34,,6,90,6,5,245,256,Montreal Canadiens,1133,14,86,378,6,69,419,17
1978,NHL,NYI,NYI,CC,PT,1,SF,80,51,15,14.0,,116,,,358,214,New York Islanders,1077,4,81,260,4,57,287,7
2003,NHL,FLO,FLO,EC,SE,4,,82,28,35,15.0,4,75,,,188,221,Florida Panthers,1192,22,52,310,12,51,373,7
2000,NHL,MIN,MIN,WC,NW,5,,82,25,39,13.0,5,68,,,168,210,Minnesota Wild,1200,26,36,374,14,57,373,13
2003,NHL,ANA,ANA,WC,PC,4,,82,29,35,10.0,8,76,,,184,213,Mighty Ducks of Anaheim,1131,14,56,310,4,54,353,5
1980,NHL,WAS,WAS,CC,PT,5,,80,26,36,18.0,,70,,,286,317,Washington Capitals,1872,38,74,394,14,83,318,8
1940,NHL,CHI,CHI,,,5,SF,48,16,25,7.0,,39,,,112,139,Chicago Black Hawks,335,,,,,,,
2001,NHL,SJS,SJS,WC,PC,1,CSF,82,44,27,8.0,3,99,,,248,199,San Jose Sharks,1249,8,59,368,6,54,380,15
1969,NHL,BOS,BOS,,ED,2,SC,76,40,17,19.0,,99,,,277,216,Boston Bruins,1196,12,81,279,4,80,360,13
1977,WHA,EDO,EDM,,,5,AVQF,80,38,39,3.0,,79,,,309,307,Edmonton Oilers,1296,10,62,283,8,60,292,11
1936,NHL,CHI,CHI,,AM,4,,48,14,27,7.0,,35,,,99,131,Chicago Black Hawks,291,,,,,,,
2002,NHL,DET,DET,WC,CE,1,CQF,82,48,20,10.0,4,110,,,269,203,Detroit Red Wings,1214,26,76,319,4,55,377,11
1998,NHL,OTT,OTT,EC,NE,1,CQF,82,44,23,15.0,,103,,,239,179,Ottawa Senators,892,12,59,397,13,44,317,6
1912,NHA,TO1,TOO,,,6,,20,7,13,0.0,,14,,,59,98,Toronto Tecumsehs,,,,,,,,
2003,NHL,LAK,LAK,WC,PC,3,,82,28,29,16.0,9,81,,,205,217,Los Angeles Kings,1163,6,50,356,4,65,336,9
1970,NHL,TOR,TOR,,ED,4,QF,78,37,33,8.0,,82,,,248,211,Toronto Maple Leafs,1133,6,53,290,6,46,283,14
1973,WHA,CHC,CHC,,EW,4,AVF,78,38,35,5.0,,81,,,271,273,Chicago Cougars,1041,26,51,245,8,45,289,7
2008,NHL,CAL,CAL,WC,NW,2,CQF,82,46,30,,6,98,3,2,254,248,Calgary Flames,1299,18,61,358,15,58,349,6
1978,NHL,BOS,BOS,WA,AD,1,SF,80,43,23,14.0,,100,,,316,270,Boston Bruins,1222,20,59,249,9,72,285,6
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,New Jersey Devils,859,16,51,273,5,41,239,7
2002,NHL,MIN,MIN,WC,NW,3,CF,82,42,29,10.0,1,95,,,198,178,Minnesota Wild,1063,28,52,366,5,43,308,9
2007,NHL,MTL,MTL,EC,NE,1,CSF,82,47,25,,10,104,5,6,262,222,Montreal Canadiens,1090,18,90,374,3,60,342,8
1912,PCHA,VA1,SPO,,,1,WCS,15,10,5,0.0,,20,,,68,56,Victoria Aristocrats,,,,,,,,
2002,NHL,ATL,WPG,EC,SE,3,,82,31,39,7.0,5,74,,,226,284,Atlanta Thrashers,1253,26,64,371,14,65,355,8
1983,NHL,BUF,BUF,WA,AD,2,DSF,80,48,25,7.0,,103,,,315,257,Buffalo Sabres,1190,8,71,329,14,50,277,11
1997,NHL,BUF,BUF,EC,NE,3,CF,82,36,29,17.0,,89,,,211,187,Buffalo Sabres,1768,16,51,396,12,65,413,15
1971,NHL,MNS,DAL,,WD,2,QF,78,37,29,12.0,,86,,,212,191,Minnesota North Stars,853,8,53,262,6,49,277,4
2002,NHL,CAL,CAL,WC,NW,5,,82,29,36,13.0,4,75,,,186,228,Calgary Flames,1391,22,47,389,10,65,389,5
1962,NHL,CHI,CHI,,,2,SF,70,32,21,17.0,,81,,,194,178,Chicago Black Hawks,906,,,,,,,
1983,NHL,TOR,TOR,CC,NO,5,,80,26,45,9.0,,61,,,303,387,Toronto Maple Leafs,1682,10,82,383,7,101,382,10
1974,WHA,VAB,CAC,,CW,4,,78,37,39,2.0,,76,,,256,270,Vancouver Blazers,1075,,59,271,7,62,267,8
1993,NHL,EDM,EDM,WC,PC,6,,84,25,45,14.0,,64,,,261,305,Edmonton Oilers,1858,12,74,402,9,78,401,2
1929,NHL,TOR,TOR,,CA,4,,44,17,21,6.0,,40,,,116,124,Toronto Maple Leafs,607,,,,,,,
2005,NHL,DAL,DAL,WC,PC,1,CQF,82,53,23,,6,112,12,1,265,218,Dallas Stars,1496,12,88,498,7,82,504,10
1959,NHL,TOR,TOR,,,2,F,70,35,26,9.0,,79,,,199,195,Toronto Maple Leafs,859,,,,,,,
1985,NHL,QUE,COL,WA,AD,1,DSF,80,43,31,6.0,,92,,,330,289,Quebec Nordiques,1847,28,99,423,20,71,379,11
1977,NHL,PIT,PIT,WA,NO,4,,80,25,37,18.0,,68,,,254,321,Pittsburgh Penguins,1300,14,53,261,7,61,251,5
2005,NHL,FLO,FLO,EC,SE,4,,82,37,34,,11,85,4,5,240,257,Florida Panthers,1279,24,63,411,12,91,514,5
1978,NHL,PIT,PIT,WA,NO,2,QF,80,36,31,13.0,,85,,,281,279,Pittsburgh Penguins,1039,16,56,261,4,57,250,7
