year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1975,WHA,CLC,3,0,3,0,6,14,,,,,,,,
1981,NHL,PIT,5,2,3,0,13,22,112,2,3,25,0,4,21,0
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1941,NHL,DET,12,7,5,0,36,38,185,,,,,,,
1956,NHL,NYR,5,1,4,0,12,22,48,,,,,,,
2002,NHL,EDM,6,2,4,0,11,20,131,2,1,23,0,7,39,1
1972,WHA,OTN,5,1,4,0,17,24,,,5,27,0,8,30,0
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1999,NHL,WAS,5,1,4,0,8,17,83,0,3,21,0,6,29,1
1974,NHL,PHI,17,12,5,0,53,34,335,0,11,65,0,14,89,1
1986,NHL,LAK,5,1,4,0,20,32,118,0,5,28,1,8,30,0
2007,NHL,BOS,7,3,4,0,15,19,87,0,3,30,0,3,33,1
1995,NHL,BOS,5,1,4,0,16,22,147,0,7,27,0,5,30,2
1993,NHL,BUF,7,3,4,0,14,14,157,0,4,38,0,6,32,0
1935,NHL,CHI,2,1,1,0,5,7,8,,,,,,,
2003,NHL,NAS,6,2,4,0,9,12,76,0,1,29,1,2,29,1
1990,NHL,HAR,6,2,4,0,17,24,192,0,6,23,0,10,36,1
2002,NHL,NJD,24,16,8,0,63,41,214,2,13,84,2,8,74,1
1967,NHL,NYR,6,2,4,0,12,18,68,,2,,0,3,,0
2006,NHL,DAL,7,3,4,0,12,13,104,4,4,40,0,3,38,0
1966,NHL,NYR,4,0,4,0,8,14,58,,,,,,,
1991,NHL,WIN,7,3,4,0,17,29,167,4,7,38,1,5,39,0
1964,NHL,CHI,14,7,7,0,35,37,258,,,,,,,
1976,WHA,SDM,7,3,4,0,19,28,,,,,,,,
1997,NHL,OTT,11,5,6,0,20,30,135,2,8,51,4,7,39,1
1979,NHL,MTL,10,6,4,0,39,26,77,0,7,33,2,5,30,1
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1997,NHL,COL,7,3,4,0,16,19,209,0,5,35,0,7,46,1
1981,NHL,MTL,5,2,3,0,16,11,201,2,4,36,1,3,26,3
1973,NHL,TOR,4,0,4,0,9,17,45,,1,,1,2,,0
1998,NHL,BOS,12,6,6,0,30,27,126,2,9,59,1,8,47,0
2006,NHL,OTT,20,13,7,0,59,47,246,6,18,95,0,12,99,3
1980,NHL,CHI,3,0,3,0,9,15,43,2,1,11,0,3,11,1
1976,NHL,BUF,6,2,4,0,21,19,96,0,6,23,1,2,20,0
1987,NHL,TOR,6,2,4,0,20,32,189,0,6,41,,11,32,2
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
1984,NHL,WAS,5,2,3,0,12,14,90,0,4,28,0,3,17,0
1978,NHL,PHI,8,3,5,0,23,37,173,2,6,31,5,8,49,0
2010,NHL,NAS,12,6,6,0,33,34,121,0,7,48,2,12,40,2
1991,NHL,MNS,7,3,4,0,19,23,156,0,7,35,3,5,32,0
1992,NHL,QUE,6,2,4,0,16,19,94,2,4,18,0,4,21,0
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
2010,NHL,CHI,7,3,4,0,22,16,76,0,6,29,0,4,18,1
2005,NHL,NYR,4,0,4,0,4,17,71,2,2,21,3,8,27,0
1940,NHL,CHI,5,2,3,0,10,12,62,,,,,,,
1982,NHL,BOS,17,9,8,0,65,61,332,2,13,77,1,15,67,4
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1975,NHL,PIT,3,1,2,0,3,8,25,0,1,13,0,2,9,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1978,WHA,EDO,13,6,7,0,61,50,,,,,,,,
1982,NHL,MNS,9,4,5,0,34,40,192,4,12,42,2,10,42,0
1996,NHL,CHI,6,2,4,0,14,28,160,0,1,27,0,12,45,2
1933,NHL,NYR,2,0,1,1,1,2,18,,,,,,,
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
2009,NHL,WAS,7,3,4,0,22,20,69,4,1,33,0,6,30,2
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
2009,NHL,MTL,19,9,10,0,46,57,216,10,12,73,3,13,84,1
1941,NHL,BOS,5,2,3,0,10,16,30,,,,,,,
1978,NHL,BUF,3,1,2,0,9,9,41,0,1,8,0,0,13,0
1952,NHL,CHI,7,3,4,0,14,18,59,,,,,,,
1976,NHL,PHI,10,4,6,0,27,32,199,4,7,28,1,11,43,1
1943,NHL,MTL,9,8,1,0,39,14,102,,,,,,,
1922,WCHL,EDE,2,1,0,1,4,3,,,,,,,,
1937,NHL,NYA,6,3,3,0,13,12,42,,,,,,,
1988,NHL,BOS,10,5,5,0,29,30,229,2,6,47,,7,44,2
2001,NHL,NYI,7,3,4,0,21,22,169,2,11,38,0,5,43,0
