year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1929,NHL,CHI,CHI,,AM,2,QF,44,21,18,5.0,,47,,,117,111,Chicago Black Hawks,573,,,,,,,
1964,NHL,MTL,MTL,,,2,SC,70,36,23,11.0,,83,,,211,185,Montreal Canadiens,1033,,57,328,8,42,301,5
1987,NHL,VAN,VAN,CC,SM,5,,80,25,46,9.0,,59,,,272,320,Vancouver Canucks,2196,12,81,435,18,83,404,10
1992,NHL,QUE,COL,WA,AD,2,DSF,84,47,27,10.0,,104,,,351,300,Quebec Nordiques,1846,14,101,464,16,85,438,21
1925,WCHL,SAS,SAS,,,2,WSF,30,18,11,1.0,,37,,,93,64,Saskatoon Sheiks,,,,,,,,
1977,NHL,WAS,WAS,WA,NO,5,,80,17,49,14.0,,48,,,195,321,Washington Capitals,1332,10,34,278,15,73,260,2
1948,NHL,BOS,BOS,,,2,SF,60,29,23,8.0,,66,,,178,163,Boston Bruins,434,,,,,,,
1993,NHL,NJD,NJD,EC,AT,2,CF,84,47,25,12.0,,106,,,306,220,New Jersey Devils,1734,16,61,333,8,71,376,10
1941,NHL,DET,DET,,,5,F,48,19,25,4.0,,42,,,140,147,Detroit Red Wings,440,,,,,,,
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,Washington Capitals,1233,16,67,408,14,82,414,12
2007,NHL,BUF,BUF,EC,NE,4,,82,39,31,,12,90,4,9,255,242,Buffalo Sabres,1004,14,66,366,8,56,333,9
1922,WCHL,CAT,CAT,,,3,,30,12,18,0.0,,24,,,91,106,Calgary Tigers,,,,,,,,
2009,NHL,CAL,CAL,WC,NW,3,,82,40,32,,10,90,3,7,204,210,Calgary Flames,1143,14,43,268,2,54,305,8
1993,NHL,OTT,OTT,EC,NE,7,,84,14,61,9.0,,37,,,201,397,Ottawa Senators,1710,22,63,435,14,110,412,9
1952,NHL,NYR,NYR,,,6,,70,17,37,16.0,,50,,,152,211,New York Rangers,548,,,,,,,
1974,WHA,SDM,SDM,,WW,2,AVSF,78,43,31,4.0,,90,,,326,268,San Diego Mariners,1058,,60,218,8,53,275,11
1950,NHL,MTL,MTL,,,3,F,70,25,30,15.0,,65,,,173,184,Montreal Canadiens,835,,,,,,,
1974,NHL,BUF,BUF,WA,AD,1,F,80,49,16,15.0,,113,,,354,240,Buffalo Sabres,1229,18,83,303,5,56,326,17
2003,NHL,NJD,NJD,EC,AT,2,CQF,82,43,25,12.0,2,100,,,213,164,New Jersey Devils,894,14,51,312,5,39,266,8
1979,NHL,MNS,DAL,WA,AD,3,SF,80,36,28,16.0,,88,,,311,253,Minnesota North Stars,1064,6,75,316,7,43,240,4
1971,NHL,STL,STL,,WD,3,SF,78,28,39,11.0,,67,,,208,247,St. Louis Blues,1150,12,38,270,11,65,280,13
2011,NHL,DAL,DAL,WC,PC,4,,82,42,35,,5,89,7,4,211,222,Dallas Stars,1032,24,33,244,3,52,303,5
1980,NHL,WIN,PHO,CC,SM,6,,80,9,57,14.0,,32,,,246,400,Winnipeg Jets,1191,30,60,345,15,67,261,8
1974,WHA,EDO,EDM,,CW,5,,78,36,38,4.0,,76,,,279,279,Edmonton Oilers,896,,40,262,4,52,236,10
2005,NHL,SJS,SJS,WC,PC,2,CSF,82,44,27,,11,99,1,7,266,242,San Jose Sharks,1058,14,91,500,11,77,399,10
1983,NHL,MNS,DAL,CC,NO,1,CF,80,39,31,10.0,,88,,,345,344,Minnesota North Stars,1696,8,91,340,8,89,407,18
1952,NHL,CHI,CHI,,,4,SF,70,27,28,15.0,,69,,,169,175,Chicago Black Hawks,736,,,,,,,
1923,WCHL,REG,POR,,,2,WF,30,17,11,2.0,,36,,,83,67,Regina Capitals,,,,,,,,
1984,NHL,QUE,COL,WA,AD,2,CF,80,41,30,9.0,,91,,,323,275,Quebec Nordiques,1643,12,64,306,12,66,307,11
1997,NHL,NYI,NYI,EC,AT,4,,82,30,41,11.0,,71,,,212,225,New York Islanders,1646,10,61,364,16,54,384,11
1966,NHL,CHI,CHI,,,1,SF,70,41,17,12.0,,94,,,264,170,Chicago Black Hawks,757,,51,232,3,37,234,10
1925,NHL,TRS,TOR,,,6,,36,12,21,3.0,,27,,,92,114,Toronto St. Patricks,325,,,,,,,
1999,NHL,DET,DET,WC,CE,2,CSF,82,48,22,10.0,2,108,,,278,210,Detroit Red Wings,1014,20,69,338,6,44,311,15
2011,NHL,PIT,PIT,EC,AT,2,CQF,82,51,25,,6,108,9,3,282,221,Pittsburgh Penguins,880,12,57,289,10,33,270,11
1998,NHL,PIT,PIT,EC,AT,3,CSF,82,38,30,14.0,,90,,,242,225,Pittsburgh Penguins,977,12,65,363,14,56,302,10
2008,NHL,PIT,PIT,EC,AT,2,SC,82,45,28,,9,99,6,6,264,239,Pittsburgh Penguins,1114,8,62,360,13,60,347,7
1965,NHL,DET,DET,,,4,F,70,31,27,12.0,,74,,,221,194,Detroit Red Wings,804,,42,245,9,44,273,7
1995,NHL,FLO,FLO,EC,AT,3,F,82,41,31,10.0,,92,,,254,234,Florida Panthers,1494,16,81,468,12,63,370,11
1972,NHL,CHI,CHI,,WD,1,F,78,42,27,9.0,,93,,,284,225,Chicago Black Hawks,864,4,52,244,4,51,255,10
