schoolid,schoolname,schoolcity,schoolstate,schoolnick
lewclarkst,Государственный колледж Льюис-Кларк,Льюистон,Идентификационный номер,Воины
willamette,Университет Уилламета,Салем,ИЛИ,Медвежие
northwood,Университет Нортвуда,Мидленд,МИ,Лесоводы
lambuthtn,Университет Лумбута,Джексон,TN,Орлы
tarletonst,Тарлтонский государственный университет,Стивенвилль,TX,Техасцы
buffalost,Колледж Государственного университета в Буффало,Буффало,Нью-Йорк,Бенгалы
rowannj,Университет Роуэна,Стеклоборо,NJ,Профессоры
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
flbarry,Университет Барри,Майами Шорс,ФЛ,Букканеры
highpoint,Университет высокого уровня,Высокий пункт,НС,Пантеры
army,Военная академия Соединенных Штатов,Вест-Пойнт,Нью-Йорк,Черные рыцари
mntclairst,Монклерский государственный университет,Верхний Монтклер,NJ,Красные ястребы
concordny,Колледж Конкордии,Бронксвилль,Нью-Йорк,Клипперы
nwmost,Северо-западный государственный университет Миссури,Мэривилль,МО,Медвежие
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Джасперсы
txchrist,Техасский христианский университет,Жилье стоит,TX,Рыжие лягушатники
riogrande,Университет Рио-Гранде,&lt; &lt; Рио Гранде &gt; &gt;,Ооо.,Редмены
wichitast,Университет штата Вичита,Уичита,KS,Ужасы
drake,Университет Дрейка,Де Мойнс,IA,Бульдоги
ncentralil,Северный центральный колледж,Напервиль,Ил,Кардиналы
robertmor,Университет Роберта Морриса,Лунный поселок,ПА,Колониальные
eillinois,Восточный Иллинойский университет,Чарльстон,Ил,Пантеры
tnwesleyan,Теннесси Уэслианский колледж,Афины,TN,Бульдоги
adelphi,Адельфийский университет,Садовой город,Нью-Йорк,Пантеры
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллс",Карсон,КА,Торос
purdue,Университет Пурду,Западный Лафайетт,ВНУТРЕННИЕ,Котлоагрегаты
clrmuddscr,Клэрмонтский колледж МакКенна,Клэрмонт,КА,Олени
centreky,Центральный колледж,Дэнвилль,KY,Полковники
missouri,Университет Миссури,Колумбия,МО,Тигры
piedmontga,Колледж Пьемонта,Демократия,GA,Львы
pugetsound,Звуковой университет Пугетского университета,Такома,WA,Журналисты
sflorida,Университет Южной Флориды,Тампа,ФЛ,Буллс
flatlantic,Флоридский Атлантический университет,Бока Ратон,ФЛ,Совы
houstnbapt,Хьюстонский баптистский университет,Хьюстон,TX,Хаски
citadel,Цитадель,Чарльстон,ПК,Бульдоги
philly,Филадельфийский университет,Филадельфия,ПА,Рамс
ohiost,Университет штата Огайо,Колумб,Ооо.,Приманки
woosteroh,Колледж Вустера,Вустер,Ооо.,Борьба со шотландцами
nytech,Нью-Йоркский технологический институт,Старый Вестбери,Нью-Йорк,Медведи
lehigh,Лехайский университет,Вифлеем,ПА,Горные Ястребы
dartmouth,Дартмутский колледж,Ганновер,NH,Большой зелёный
txtech,Техасский технологический университет,Любобок,TX,Красные бойцы
indiana,Индианский университет,Блумингтон,ВНУТРЕННИЕ,Гусеницы
swmost,Государственный университет Миссури,Спрингфилд,МО,Медведи
dickinson,Колледж Дикинсона,Карлайл,ПА,Красные дьяволы
shorterga,Более короткий колледж,Рим,GA,Ястребы
calstla,"Калифорнийский государственный университет, Лос-Анджелес",Лос-Анджелес,КА,Золотые орехи
harding,Университет Хардинга,Циркуляция,ОАР,Бизон
ecentralok,Восточный центральный университет,Ада,Хорошо.,Тигры
blackbrnil,Колледж Блэкберн,Карлинвилль,Ил,Бэтлин Биверс
wagner,Вагнерский колледж,Стейтен-Айленд,Нью-Йорк,Морские ястребы
chicago,Чикагский университет,Чикаго,Ил,Маруны
longbeach,"Калифорнийский государственный университет, Лонг-Бич",Длинный пляж,КА,49 ч. 00 м.
ccri,Общинный колледж Род-Айленда,Уорвик,РИ,Рыцари
csstanisl,"Калифорнийский государственный университет, Станислаус",Черепаха,КА,Воины
ucsb,"Калифорнийский университет, Санта-Барбара",Санта-Барбара,КА,Гаучос
indpolis,Индианаполисский университет,Индианаполис,ВНУТРЕННИЕ,Грейхаунды
niowa,Университет Северной Айовы,Кедарские водопады,IA,Пантеры
shipnsburg,Шиппенсбургский университет Пенсильвании,Шиппенсбург,ПА,Красные бойцы
stanselm,Сент-Ансельмский колледж,Манчестер,NH,Ястребы
lemoyne,Колледж ЛеМойна,Сиракуз,Нью-Йорк,Дельфины
quincy,Университет Квинси,Квинси,Ил,Ястребы
wconnst,Университет штата Западный Коннектикут,Дэнбери,КТ,Колониальные
siena,Сиенский колледж,Лудонвилль,Нью-Йорк,Святые
lubbchrist,Луббокский христианский университет,Любобок,TX,Чарралы
mtennst,Средний университет штата Теннесси,Мурфрисборо,TN,&lt; &lt; Голубые рейдеры &gt; &gt;
edinboro,Пенсильванский университет им. Эдинборо,Эдинборо,ПА,Борьба со шотландцами
hobartny,Хобарт и Уильям Смит колледжи,Женева,Нью-Йорк,Государственные деятели
shenandoah,Университет Шенандоа,Винчестер,VA,Шершень
centralst,Центральный государственный университет,Уилберфорс,Ооо.,Мародеры
tennst,Теннессиский государственный университет,Нэшвилл,TN,Тигры
sillinois,Университет Южного Иллинойса,Карбондейл,Ил,Салукис
villanova,Университет Вильяновой,Вильянова,ПА,Дикие кошки
hawaiipac,Тихоокеанский университет Хавайи,Гонолулу,Привет.,Морские воины
quinnipiac,Университет Квиннипиака,Хамден,КТ,Бобкоты
stpeters,Колледж Святого Петра,Город Джерси,NJ,Павлины
austinpeay,Остинский государственный университет,Кларксвилль,TN,Губернаторы
kalamazoo,Колледж Каламазу,Каламазоо,МИ,Шершень
stanford,Стэнфордский университет,Palo Alto,КА,Кардинал
ucdavis,"Калифорнийский университет, Дэвис",Дэвис,КА,Агги
mtunionoh,Колледж Маунт Юнион,Альянс,Ооо.,Рейдеры
manchester,Манчестерский колледж,Северный Манчестер,ВНУТРЕННИЕ,Спартанцы
allegheny,Аллегенский колледж,Мэдвилль,ПА,Гейтеры
virginia,Университет Вирджинии,Шарлоттвилль,VA,Кавалеры
tnmartin,"Теннессийский университет, Мартин",Мартин,TN,Скайхоуки
wofford,Воффордский колледж,Спартанбург,ПК,Терьеры
wminsterpa,Вестминстерский колледж,Новый Уилмингтон,ПА,Титаны
tuftsma,Университет Тафтса,Медфорд,МЭТ,Jumbos
bryant,Колледж Брайанта,Смитфилд,РИ,Бульдоги
wistvnspt,Висконсинско-Стивенсский университет,Стивенс Пойнт,ЖИ,Указатели
cornell,Корнельский университет,Итака,Нью-Йорк,Большой красный
drexel,Университет Дрекселя,Филадельфия,ПА,Драконы
radford,Рэдфордский университет,Рэдфорд,VA,Горцы
wminstermo,Вестминстерский колледж,Фултон,МО,Голубые Джеи
oglethrpga,Оглеторпский университет,Атланта,GA,Сторми Петрельс
johnbrwnar,Университет Джона Брауна,Шилоам Спрингс,ОАР,Золотые орехи
stlouis,Университет Сент-Луиса,Сент-Луис,МО,Билликен
albionmi,Албионский колледж,Альбион,МИ,Британцы
mrningside,Утренний колледж,Город Сиу,IA,Мустанги
washcollmd,Вашингтонский колледж,Честертаун,MD,Шормены
utchat,Теннессийский университет в Чаттануге,Чаттануга,TN,Мокры
marshall,Маршаллский университет,Хантингтон,WV,Громкое стадо
wmichigan,Университет Западного Мичигана,Каламазоо,МИ,Бронкос
waynesburg,Уэйнесбургский колледж,Уэйнесбург,ПА,Желтые пекарни
uniontn,Юнионный университет,Джексон,TN,Бульдоги
emoryga,Университет им. Эмори,Атланта,GA,Орлы
wcarolina,Университет Западной Каролины,Каллоухи,НС,Катагоны
bluefield,Блюфилдский колледж,Блюфилд,VA,Рамс
liberty,Университет свободы,Линчбург,VA,Пламя
pennst,Пенсильванский государственный университет,Государственный колледж,ПА,Нитани Львы
riponwi,Рипонский колледж,Рипон,ЖИ,Красные ястребы
mtvernnaz,Университет им. Маунт-Вернона Назарена,Гора Вернон,Ооо.,Кугары
dubuque,Университет Дубуке,Дюбук,IA,Спартанцы
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Кугары
belmontab,Колледж аббатства Бельмонта,Бельмонт,НС,Крестоносцы
baldwalloh,Коллегия Болдуин-Уэллас,Берея,Ооо.,Желтые пекарни
ohvalley,Университет долины Огайо,Вена,WV,Борьба со шотландцами
princeton,Принстонский университет,Принстон,NJ,Тигры
howard,Университет Говарда,Вашингтон,РС,Бизон
haskellks,Индийский университет &quot; Хаскел &quot;,Лоуренс,KS,Индейцы
cornellia,Корнеллский колледж,Гора Вернон,IA,Рамс
monroecc,Муниципальный колледж Монро,Брайтон,Нью-Йорк,Трибуны
nkentucky,Северный Кентукский университет,Нагорные высоты,KY,Норвежский
duke,Университет Дюка,Дурхем,НС,Голубые дьяволы
fordham,Фордхемский университет,Бронкс,Нью-Йорк,Рамс
washcolltn,Вашингтонский колледж (ТН),Джонсборо,TN,
usc,Университет Южной Калифорнии,Лос-Анджелес,КА,Троянцы
mercyhurst,Колледж Мерсерст,Эри,ПА,Лейкеры
georgewash,Университет Джорджа Вашингтона,Вашингтон,РС,Колониальные
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
macollege,Массачусетский колледж либерального искусства,Северный Адамс,МЭТ,Трубопроводы
baruchcuny,"Колледж Баруха, Университет города Нью-Йорка",Нью-Йорк,Нью-Йорк,Медвежие
wisuperior,Университет Висконсин-Супериор,Высший,ЖИ,Желтые рубашки
american,Американский университет,Вашингтон,РС,Орлы
albrightpa,Колледж Олбрайта,Чтение,ПА,Львы
wwashngton,Университет Западного Вашингтона,Беллингхем,WA,Викинги
lockhaven,Университет Лок Хейвена Пенсильвании,Замок Хэйвен,ПА,Лысые орехи
norwichvt,Норвичский университет,Нортфилд,VT,Кадеты
jamesmad,Университет Джеймса Мэдисона,Харрисонбург,VA,Дюки
stleo,Сент-Леоский университет,Святой Лео,ФЛ,Львы
pfeiffer,Пфайферский университет,Мисенхаймер,НС,Соколы
lanecol,Колледж Лэйна,Джексон,TN,Драконы
calutheran,Калифорнийский лютеранский университет,Тысяча огурцов,КА,Корольцы
uab,Университет Алабамы в Бирмингеме,Бирмингем,AL,Блейзеры
nicholls,Никольский государственный университет,Тибодо,Лос-Анджелес,Полковники
idahost,Государственный университет Айдахо,Покателло,Идентификационный номер,Бенгалы
fayetvilst,Фейетвильский государственный университет,Фейетвилль,НС,Бронкос
howrdpayne,Университет Говарда Пейна,Brownwood,TX,Желтые пекарни
lynchbrgva,Линчбургский колледж,Линчбург,VA,Шершень
sandiegost,Сан-Диегоский государственный университет,Сан-Диего,КА,Ацтеки
nalabama,Университет Северной Алабамы,Флоренция,AL,Львы
lakeforest,Колледж Лейк Форест,Лейк Форест,Ил,Лесоводы
duquesne,Университет Дюкесне,Питтсбург,ПА,Дюки
georgiasou,Южный университет Грузии,Соединенные Штатыboro,GA,Орлы
inbethel,Вефильский колледж,Мишавака,ВНУТРЕННИЕ,Экспериментальные проекты
viterbowi,Университет Витербо,Лакросс,ЖИ,Ястребы
alverniapa,Алвернийский колледж,Чтение,ПА,Крестоносцы
centok,Центральный Оклахомский университет,Эдмонд,Хорошо.,Бронхос
neillinois,Северо-восточный Иллинойский университет,Чикаго,Ил,
psubehrend,"Пенсильванский государственный университет Эри, Бехрендский колледж",Эри,ПА,Львы
auburnmont,Университет Оберна в Монтгомери,Монтгомери,AL,Сенаторы
huntercuny,"Охотничий колледж, Университет города Нью-Йорка",Нью-Йорк,Нью-Йорк,Ястребы
ohdominican,Доминиканский университет Огайо,Колумб,Ооо.,Пантеры
nebomaha,Небраскский университет в Омахе,Омаха,Нет,Маверики
wflorida,Университет Западной Флориды,Пенсакола,ФЛ,Аргонавты
indianast,Университет штата Индиана,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Симаморы
stthomasfl,Университет Сент-Томаса,Майами,ФЛ,Бобкоты
wingate,Уингейтский университет,Уингейт,НС,Бульдоги
troyst,Тройский государственный университет,Трой,AL,Троянцы
willmary,Колледж Уильяма и Мэри,Вильямсбург,VA,Площадь
ucriver,"Калифорнийский университет, Риверсайд",Риверсайд,КА,Горцы
lacollege,Колледж Луизианы,Пайнвиль,Лос-Анджелес,Дикие кошки
calstfull,"Калифорнийский государственный университет, Фуллертон",Фуллертон,КА,Титаны
almami,Альма-колледж,Альма,МИ,Шотландцы
grcanyon,Большой каньонский университет,Феникс,AZ,Антелопы
cwpost,"Лонг-Айлендский университет, К.В., Пост-кампус",Бруквилль,Нью-Йорк,Пионеры
stetson,Стетсонский университет,Обезвреживание,ФЛ,Шляпы
depaul,Университет ДеПола,Чикаго,Ил,Синие демоны
iupui,Индианский университет/Пурдуский университет Индианаполис,Индианаполис,ВНУТРЕННИЕ,Ягуары
notredame,Нотр-Дамский университет,Южное изгиб,ВНУТРЕННИЕ,Борьба с ирландцами
hampton,Хэмптонский университет,Хэмптон,VA,Пираты
stcloudst,Сент-Клаудский государственный университет,Сент-Облако,МН,Хаски
roanokeva,Колледж Роанок,Салем,VA,Маруны
iona,Колледж Иона,Новая Рошель,Нью-Йорк,Галстук
cameronok,Университет Кэмерон,Лоутон,Хорошо.,Агги
stjosephs,Университет Святого Иосифа,Филадельфия,ПА,Ястребы
stonybrook,Университет Стони Брук,Стони Брук,Нью-Йорк,Морские волки
colgate,Университет Колгейта,Гамильтон,Нью-Йорк,Рейдеры
lincolnmem,Мемориальный университет Линкольна,Харрогат,TN,Железнодорожный транспорт
kansas,Канзасский университет,Лоуренс,KS,Джейхокс
eutah,Колледж Восточной Юты,Цена,UT,Золотые орехи
mesast,Государственный колледж &lt; &lt; Меса &gt; &gt;,Большой блок,CO,Маверики
ptparkpa,Университет Пойнт-Парка,Питтсбург,ПА,Пионеры
campbell,Кэмпбеллский университет,Бьюз Крик,НС,Верблюды
ucla,"Калифорнийский университет, Лос-Анджелес",Лос-Анджелес,КА,Бруины
mariettaoh,Колледж &lt; &lt; Мариетта &gt; &gt;,Мариетта,Ооо.,Пионеры
sandiego,Университет Сан-Диего,Сан-Диего,КА,Торерос
wvirginia,Университет Западной Вирджинии,Моргантаун,WV,Горные горы
utahvalley,Университет долины Юта,Орем,UT,Извержение
lsu,Университет штата Луизиана,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Тигры
casewestrn,Университет западной резервной системы,Кливленд,Ооо.,Спартанцы
nflorida,Университет Северной Флориды,Джексонвилль,ФЛ,Оспрей
upperiowa,Верхний университет Айовы,Фейетт,IA,Павлины
dominican,Доминиканский колледж,Оранжбург,Нью-Йорк,Зарядные устройства
macmurryil,МакМюррейский колледж,Джексонвилль,Ил,Горцы
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
grovecity,Городской колледж Гроув,Город Гроув,ПА,Извержение
lasalle,Университет ЛаСалле,Филадельфия,ПА,Исследователи
plymouth,Плимутский государственный университет,Плимут,NH,Пантеры
batesme,Колледж Бейтса,Льюистон,Я,Бобкоты
eurekail,Колледж Эврика,Эврика,Ил,Красные дьяволы
concrdiatx,Университет Конкордии в Остине,Остин,TX,Торнадо
fairldick,Университет Фейрли Дикинсона,Тинек,NJ,Рыцари
loyolamd,Колледж Лойолы в Мэриленде,Балтимор,MD,Грейхаунды
tamukvill,Техасский университет АиМ-Кингсвиль,Кингсвилль,TX,Javelinas
vcu,Университет Содружества Вирджинии,Ричмонд,VA,Рамс
nebraska,Небраскский университет,Линкольн,Нет,Шухожилия
rhodestn,Родосский колледж,Мемфис,TN,Линкс
trumanst,Труманский государственный университет,Кирксвилль,МО,Бульдоги
wpaterson,Университет Уильяма Патерсона,Уэйн,NJ,Пионеры
keenest,Кинский государственный колледж,Кин,NH,Совы
amherstma,Амхерстский колледж,Амхерст,МЭТ,Лорд Джеффс
brandeisma,Университет Брандейса,Вальтам,МЭТ,Судьи
hawaiihilo,Гавайский университет в Хило,Хило,Привет.,Вулканцы
lorasia,Колледж Лораса,Дюбук,IA,Дохауки
miamifl,Университет Майами,Коралловые гейблы,ФЛ,Ураганы
monmouth,Монмутский университет,Западный Лонг Бранч,NJ,Ястребы
shepherdwv,Шепардский колледж,Шепардстаун,WV,Рамс
mtstmarys,Колледж и семинария Маунт-Сент-Мэри,Эммитсбург,MD,Горные горы
latech,Технологический университет Луизианы,Рустон,Лос-Анджелес,Бульдоги
smethodist,Южный методистский университет,Даллас,TX,Мустанги
rhodeisle,Университет Род-Айленда,Кингстон,РИ,Рамс
arizonast,Университет штата Аризона,Температура,AZ,Солнечные дьяволы
utahst,Университет штата Юта,Логан,UT,Агги
washington,Вашингтонский университет,Сиэтл,WA,Хаски
arkansasst,Арканзасский государственный университет,Джонсборо,ОАР,Индейцы
oralrob,Оральный университет Робертса,Талса,Хорошо.,Золотые орехи
centenary,Сентенарный колледж Луизианы,Шревпорт,Лос-Анджелес,Джентльмены
valpo,Университет Вальпараисо,Вальпараисо,ВНУТРЕННИЕ,Крестоносцы
cwashngton,Центральный Вашингтонский университет,Элленсбург,WA,Дикие кошки
baconeok,Колледж Баконе,Мускоге,Хорошо.,Воины
wittnbrgoh,Виттенбергский университет,Спрингфилд,Ооо.,Тигры
ric,Колледж Род-Айленда,Провидение,РИ,Анкормены
utpanam,Техасский и Панамериканский университет,Эдинбург,TX,Бронки
jksonvilst,Джексонвильский государственный университет,Джексонвилль,AL,Игровые петухи
mtolive,Колледж Маунт-Олив,Оливковая гора,НС,Троянцы
grvalleyst,Государственный университет Гранд-Вэлли,Аллендейл,МИ,Лейкеры
arkmont,Университет Арканзаса-Монтичелло,Монтичелло,ОАР,Болл Уитвилз
amerintl,Американский международный колледж,Спрингфилд,МЭТ,Желтые пекарни
bostoncoll,Бостонский колледж,Каштановый холм,МЭТ,Орлы
pace,Университет Пейс,Нью-Йорк,Нью-Йорк,Заряды
buenavista,Университет Буэна-Виста,Бурное озеро,IA,Биверы
nyoneonta,Колледж Государственного университета в Одинонте,Одинонта,Нью-Йорк,Красные драконы
midlndluth,Мидлендский лютеранский колледж,Фремонт,Нет,Воины
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
southernu,Южный университет и колледж АиМ,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Ягуары
sprngfldma,Спрингфилдский колледж,Спрингфилд,МЭТ,Гордость
mcneese,Университет штата Макнез,Озеро Чарльз,Лос-Анджелес,Ковбои
utarl,Техасский университет в Арлингтоне,Арлингтон,TX,Маверики
oakland,Оклендский университет,Рочестер,МИ,Гризли
hampsydney,Колледж Хэмпден-Сидни,Хэмпден-Сидни,VA,Тигры
airforce,Академия военно-воздушных сил Соединенных Штатов,Колорадо Спрингс,CO,Соколы
gannon,Университет Гэннона,Эри,ПА,Золотые Рыцари
trnsylvnia,Университет Трансильвании,Лексингтон,KY,Пионеры
louisville,Университет Луивиля,Луисвилль,KY,Кардиналы
hofstra,Университет Хофстра,Хэмпстед,Нью-Йорк,Гордость
pittsbst,Питтсбургский государственный университет,Питтсбург,KS,Гориллы
stlawrence,Университет Св. Лоренса,Кантон,Нью-Йорк,Святые
nebkearney,Университет Небраски в Керни,Керни,Нет,Лоуперс
albertsnid,Альбертсонский колледж Айдахо,Колдвелл,Идентификационный номер,Койоты
semost,Юго-восточный государственный университет Миссури,Мыс Жирардо,МО,Красные ястребы
nwstate,Северо-западный государственный университет Луизианы,Начотосы,Лос-Анджелес,Демоны
frankmarsh,Колледж им. Франклина и Маршалла,Ланкастер,ПА,Дипломаты
depauwin,Университет ДеПоу,Гринкасл,ВНУТРЕННИЕ,Тигры
lewclarkor,Колледж Льюиса и Кларка,Портленд,ИЛИ,Пионеры
iowast,Университет штата Айова,Эймс,IA,Циклоны
lewisil,Университет Льюиса,Ромеовиль,Ил,Флаеры
sunybuff,Университет штата Нью-Йорк в Буффало,Буффало,Нью-Йорк,Буллс
kentst,Кентский государственный университет,Кент,Ооо.,Золотые флэшки
missst,Государственный университет Миссисипи,Старквилль,MS,Бульдоги
tennessee,Теннессийский университет,Ноксвилль,TN,Добровольцы
wilkespa,Университет Уилкса,Уилкс-Барре,ПА,Полковники
shaw,Университет Шоу,Роли,НС,Медведи
mit,Массачусетский технологический институт,Кембридж,МЭТ,Инженеры
mryvilletn,Мэривильский колледж,Мэривилль,TN,Борьба со шотландцами
winstsalst,Уинстон-Салемский государственный университет,Уинстон-Салем,НС,Рамс
calpoly,"Калифорнийский государственный политехнический университет, Сан-Луис-Обиспо",Сан-Луис Обиспо,КА,Мустанги
stjosephin,Колледж Святого Иосифа,Ренсалаер,ВНУТРЕННИЕ,Пума
armstratl,Университет Атлантики Армстронг,Саванна,GA,Пираты
davidson,Колледж Дэвидсона,Дэвидсон,НС,Дикие кошки
muskingum,Мускиндумский колледж,Новый Конкорд,Ооо.,Борьба с мусками
colbyme,Колби Колледж,Уотервилль,Я,Мулы
eckerd,Экердский колледж,Санкт-Петербург,ФЛ,Тритоны
andersonsc,Андерсонский колледж,Андерсон,ПК,Троянцы
arkansas,Университет Арканзаса,Фейетвилль,ОАР,Бритва
brewparker,Колледж Брютон-Паркер,Гора Вернон,GA,Бароны
deltast,Университет штата Дельта,Кливленд,MS,Государственные деятели
ncat,Сельскохозяйственный и технический государственный университет Северной Каролины,Гринсборо,НС,Агги
tamucc,Техасский университет &lt; &lt; АиМ &gt; &gt; -- &lt; &lt; Корпус Кристи &gt; &gt;,Корпус Кристи,TX,Жители островов
okstate,Оклахомский государственный университет,Стилуотер,Хорошо.,Ковбои
georgemas,Университет Джорджа Мейсона,Фэрфакс,VA,Патриоты
bowlgreen,Университет &lt; &lt; Боулинг зеленый &gt; &gt;,Зеленый боулинг,Ооо.,Соколы
longisland,"Лонг-Айлендский университет, Бруклинский кампус",Бруклин,Нью-Йорк,Черные птицы
wgeorgia,Государственный университет Западной Грузии,Кэрролтон,GA,Храбрые
txsouth,Университет Южного Техаса,Хьюстон,TX,Тигры
unionny,Юнионный колледж,Шенектани,Нью-Йорк,Голландцы
milligantn,Миллиганский колледж,Миллиганский колледж,TN,Буйволы
jacksonst,Университет штата Джексон,Джексон,MS,Тигры
tulane,Университет Тулейна,Новый Орлеан,Лос-Анджелес,Зеленая волна
coppinst,Копинский государственный колледж,Балтимор,MD,Орлы
prairview,Прерийский университет A&M,Вид прерии,TX,Пантеры
furman,Университет Фурмана,Гринвилль,ПК,Паладины
calipa,Калифорнийский университет Пенсильвании,Калифорния,ПА,Вулканцы
ferrumva,Колледж Феррума,Феррум,VA,Пантеры
sterlingks,Стерлингский университет,Стерлинг,KS,Воины
gacollege,Грузинский колледж и Государственный университет,Миллиджвиль,GA,Бобкоты
linfieldor,Линфилдский колледж,МакМиннвилль,ИЛИ,Дикие кошки
savcolad,Колледж искусств и дизайна Саванны,Саванна,GA,Пчёлы
stmarysmn,"Университет Сент-Мэри, Миннесота",Винона,МН,Кардиналы
ntexas,Университет Северного Техаса,Дентон,TX,Средний зелёный
denver,Денверский университет,Денвер,CO,Пионеры
brown,Университет Брауна,Провидение,РИ,Медведи
stfranny,Колледж Сент-Фрэнсиса,Бруклинские высоты,Нью-Йорк,Терьеры
harvard,Гарвардский университет,Кембридж,МЭТ,Красота
stfrncisil,Университет Сент-Фрэнсиса,Джулиет,Ил,Боевые святые
tampa,Университет Тампы,Тампа,ФЛ,Спартанцы
glenvilst,Гленвильский государственный колледж,Гленвилль,WV,Пионеры
scranton,Скрэнтонский университет,Скрэнтон,ПА,Королевские власти
maryhrdbay,Университет Мэри Хардин-Бейлор,Белтон,TX,Крестоносцы
ekentucky,Восточный Кентукский университет,Ричмонд,KY,Полковники
charlsouth,Южный университет Чарльстона,Чарльстон,ПК,Букканеры
