yearid,teamid,lgid,playerid,g_all,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr
1926,WS1,AL,fergual01,19,,19,19,19,0,0,0,0,0,0,0,0,0,,
1919,NY1,NL,gonzami01,58,,58,58,0,52,4,0,0,0,0,0,0,0,,
1985,MON,NL,nicosst01,42,16.0,42,25,0,23,2,0,0,0,0,0,0,0,0.0,18.0
2009,SEA,AL,corcoro01,16,0.0,3,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0
1911,PHI,NL,loberha01,147,,147,147,0,0,0,0,147,0,0,0,0,0,,
1888,LS2,AA,chambel01,26,,26,26,24,0,0,0,0,0,1,1,2,4,,
1971,NYN,NL,mcgratu01,51,,51,51,51,0,0,0,0,0,0,0,0,0,,
1911,CHN,NL,slapncy01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1936,CHA,AL,kenneve01,36,,36,36,35,0,0,0,0,0,0,0,0,0,,
1991,CLE,AL,whitema01,70,70.0,70,67,0,0,0,0,0,0,0,8,63,67,3.0,0.0
1911,BRO,NL,raganpa01,22,,22,22,22,0,0,0,0,0,0,0,0,0,,
1988,CHN,NL,blankke01,1,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1977,CIN,NL,conceda01,156,154.0,156,156,0,0,0,0,0,156,0,0,0,0,0.0,0.0
1990,KCA,AL,coninje01,9,5.0,9,9,0,0,9,0,0,0,0,0,0,0,0.0,1.0
1918,DET,AL,mitchwi01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1983,SLN,NL,hendrge01,144,136.0,144,141,0,0,92,0,0,0,0,0,51,51,0.0,6.0
1925,CHN,NL,ofarrbo01,17,,17,17,0,3,0,0,0,0,0,0,0,0,,
2005,TOR,AL,gaudich01,5,0.0,0,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0
1981,SEA,AL,clarkbr01,30,0.0,1,29,29,0,0,0,0,0,0,0,0,0,0.0,0.0
1946,BRO,NL,minnepa01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1966,HOU,NL,harrich02,119,,119,119,0,0,114,0,0,0,0,0,0,0,,
1980,CIN,NL,howelja01,5,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0
1962,NYA,AL,fordwh01,38,,38,38,38,0,0,0,0,0,0,0,0,0,,
1948,SLN,NL,beerscl01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1926,DET,AL,burkele01,38,,38,38,0,0,0,15,7,1,0,0,0,0,,
1998,MIL,NL,nilssda01,102,87.0,102,90,0,7,49,0,0,0,37,0,3,37,0.0,14.0
2005,CIN,NL,romanja01,19,7.0,19,14,0,0,0,0,0,0,7,5,2,14,0.0,6.0
1973,DET,AL,hillejo01,0,,0,0,65,0,0,0,0,0,0,0,0,0,,
2005,HOU,NL,taverwi01,152,144.0,152,148,0,0,0,0,0,0,0,148,0,148,0.0,1.0
1993,PHI,NL,prattto02,33,19.0,33,26,0,26,0,0,0,0,0,0,0,0,0.0,7.0
2004,PHI,NL,liebemi01,131,123.0,131,129,0,129,0,0,0,0,0,0,0,0,0.0,5.0
1997,SEA,AL,raabebr01,2,1.0,2,2,0,0,0,1,2,0,0,0,0,0,0.0,0.0
2005,LAN,NL,houltdj01,35,18.0,34,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0
1997,FLO,NL,eisenji01,120,66.0,120,76,0,0,29,0,0,0,43,0,13,55,4.0,44.0
1951,CLE,AL,dobyla01,134,,134,134,0,0,0,0,0,0,0,132,0,132,,
1958,CHN,NL,freemhe01,9,,9,9,9,0,0,0,0,0,0,0,0,0,,
1973,SLN,NL,cruzjo01,132,,132,132,0,0,0,0,0,0,1,85,37,118,,
1889,BR3,AA,obrieda01,136,,136,136,0,0,0,0,0,0,136,0,0,136,,
2009,KCA,AL,guilljo01,81,78.0,81,69,0,0,0,0,0,0,4,0,65,69,10.0,3.0
1953,SLN,NL,fussele01,11,,11,11,0,11,0,0,0,0,0,0,0,0,,
1986,CHA,AL,karkoro01,37,35.0,37,37,0,37,0,0,0,0,0,0,0,0,0.0,0.0
1966,MIN,AL,ollomji01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1991,HOU,NL,simmsmi01,49,38.0,49,41,0,0,0,0,0,0,1,0,41,41,0.0,10.0
1990,BAL,AL,gomezle02,12,12.0,12,12,0,0,0,0,12,0,0,0,0,0,0.0,0.0
1980,SLN,NL,mooredo01,11,0.0,11,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0
1967,HOU,NL,raderdo02,47,,47,47,0,0,36,0,7,0,0,0,0,0,,
1915,DET,AL,peterjo02,1,,1,1,0,1,0,0,0,0,0,0,0,0,,
1965,CAL,AL,ranewme01,41,,41,41,0,24,0,0,0,0,0,0,0,0,,
1954,NYA,AL,mantlmi01,146,,146,146,0,0,0,1,0,4,0,143,1,144,,
1955,CHA,AL,adamsbo03,28,,28,28,0,0,0,1,9,0,0,0,0,0,,
1986,ATL,NL,thomaan01,102,79.0,102,97,0,0,0,0,0,97,0,0,0,0,0.0,6.0
1894,SLN,NL,clarkda02,33,,33,33,32,0,0,0,0,0,0,0,0,0,,
1937,NYA,AL,jorgear01,13,,13,13,0,11,0,0,0,0,0,0,0,0,,
1978,KCA,AL,gaudeji01,3,2.0,3,3,0,3,0,0,0,0,0,0,0,0,0.0,0.0
1979,NYN,NL,twitcwa01,33,2.0,33,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1992,CLE,AL,chrismi02,10,0.0,0,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0
2010,ATL,NL,ankieri01,47,34.0,47,45,0,0,0,0,0,0,0,45,0,45,0.0,3.0
1989,CHN,NL,lawva01,130,115.0,130,120,0,0,0,0,119,0,1,0,0,1,0.0,11.0
1994,CHA,AL,assenpa01,44,0.0,0,44,44,0,0,0,0,0,0,0,0,0,0.0,0.0
1957,ML1,NL,pafkoan01,83,,83,83,0,0,0,0,0,0,32,1,36,69,,
1979,ATL,NL,pocorbi01,28,6.0,28,7,0,7,0,0,0,0,0,0,0,0,0.0,22.0
2004,BAL,AL,leonjo01,31,17.0,31,21,0,0,16,0,6,0,0,0,0,0,3.0,7.0
1997,NYN,NL,reedri01,33,29.0,31,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
2000,SDN,NL,clemema01,34,31.0,31,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1968,SFN,NL,mcdanli01,12,,12,12,12,0,0,0,0,0,0,0,0,0,,
1925,NYA,AL,hofmafr01,3,,3,3,0,1,0,0,0,0,0,0,0,0,,
1999,NYN,NL,kinkami01,28,9.0,28,21,0,1,1,0,3,0,12,0,8,17,0.0,11.0
1916,NY1,NL,rodrijo01,1,,1,1,0,0,0,0,0,0,0,0,0,0,,
1991,TEX,AL,sierrru01,161,160.0,161,161,0,0,0,0,0,0,0,3,161,161,0.0,1.0
1914,BSN,NL,kraftcl01,3,,3,3,0,0,1,0,0,0,0,0,0,0,,
1958,LAN,NL,erskica01,32,,32,32,31,0,0,0,0,0,0,0,0,0,,
1979,LAN,NL,reussje01,39,21.0,39,39,39,0,0,0,0,0,0,0,0,0,0.0,0.0
1998,TBA,AL,robinke02,2,0.0,2,2,0,0,0,0,0,0,2,0,0,2,0.0,0.0
1964,SLN,NL,sadecra01,39,,39,39,37,0,0,0,0,0,0,0,0,0,,
2007,LAA,AL,saundjo01,18,0.0,0,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
1978,LAN,NL,motama01,37,0.0,37,0,0,0,0,0,0,0,0,0,0,0,0.0,37.0
1913,BRO,NL,smithre02,151,,151,151,0,0,0,0,151,0,0,0,0,0,,
1963,KC1,AL,siebeno01,152,,152,152,0,0,131,0,0,0,16,0,1,16,,
1973,BOS,AL,tiantlu01,0,,0,0,35,0,0,0,0,0,0,0,0,0,,
1887,NY1,NL,brownwi01,49,,49,49,0,46,0,0,3,0,0,0,2,2,,
1903,SLA,AL,heidrem01,120,,120,120,0,1,0,0,0,0,0,119,0,119,,
1926,NY1,NL,greenke01,39,,39,39,39,0,0,0,0,0,0,0,0,0,,
1952,PHI,NL,ashburi01,154,,154,154,0,0,0,0,0,0,0,154,0,154,,
1941,SLA,AL,harribo01,34,,34,34,34,0,0,0,0,0,0,0,0,0,,
2008,NYA,AL,mussimi01,34,2.0,2,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
2007,BAL,AL,cabreda01,34,1.0,1,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1876,CN1,NL,gouldch01,61,,61,61,2,0,61,0,0,0,0,0,0,0,,
1979,CHA,AL,burnsbr01,6,0.0,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0
1973,SFN,NL,bryanro01,42,,42,42,41,0,0,0,0,0,0,0,0,0,,
1947,NY1,NL,hartucl01,34,,34,34,23,0,0,0,0,0,7,0,0,7,,
1899,CL4,NL,mcallsp01,113,,113,113,3,17,6,1,7,3,9,3,70,79,,
1998,PIT,NL,vanpoto01,18,7.0,18,18,18,0,0,0,0,0,0,0,0,0,0.0,0.0
1909,NYA,AL,wardjo04,9,,9,9,0,0,1,7,0,0,0,0,0,0,,
1969,CLE,AL,simsdu01,114,,114,114,0,102,1,0,0,0,2,0,1,3,,
1909,CHN,NL,reulbed01,35,,35,35,35,0,0,0,0,0,0,0,0,0,,
1930,CLE,AL,jamiech01,103,,103,103,0,0,0,0,0,0,93,2,0,95,,
2005,CIN,NL,denorch01,18,7.0,18,12,0,0,0,0,0,0,2,10,2,12,0.0,8.0
2003,MIL,NL,fordma01,25,3.0,23,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0
1987,MIN,AL,beanebi01,12,2.0,12,7,0,0,0,0,0,0,0,0,7,7,0.0,4.0
1967,NYA,AL,howsedi01,63,,63,63,0,0,0,22,12,3,0,0,0,0,,
1938,CHN,NL,hackst01,152,,152,152,0,0,0,0,152,0,0,0,0,0,,
1938,WS1,AL,wasdeji01,53,,53,53,0,0,26,0,0,0,0,0,6,6,,
1886,LS2,AA,brownpe01,112,,112,112,0,0,0,0,0,0,31,82,0,112,,
1936,CHN,NL,grimmch01,39,,39,39,0,0,35,0,0,0,0,0,0,0,,
1933,WS1,AL,gosligo01,132,,132,132,0,0,0,0,0,0,3,0,125,128,,
2008,FLO,NL,greggke01,72,0.0,69,72,72,0,0,0,0,0,0,0,0,0,0.0,0.0
1900,PHI,NL,myersbe01,7,,7,7,0,0,0,0,7,0,0,0,0,0,,
1892,WSN,NL,draubja01,10,,10,10,0,0,0,0,10,0,0,0,0,0,,
1943,CHN,NL,erickpa01,15,,15,15,15,0,0,0,0,0,0,0,0,0,,
1971,MIN,AL,dempsri01,6,,6,6,0,6,0,0,0,0,0,0,0,0,,
1946,PIT,NL,guintbe01,2,,2,2,0,0,0,0,0,0,0,0,1,1,,
1973,ATL,NL,milleno01,9,,9,9,0,0,0,0,0,0,1,0,0,1,,
1941,PHA,AL,daviscr01,39,,39,39,0,0,12,20,0,0,0,0,0,0,,
1976,CHA,AL,kellypa01,107,78.0,107,26,0,0,0,0,0,0,14,0,12,26,56.0,25.0
1905,WS1,AL,sullide02,3,,3,3,0,0,0,0,0,0,0,0,3,3,,
1999,SDN,NL,owenser01,149,98.0,149,129,0,0,12,1,4,0,69,47,27,116,0.0,27.0
1992,MON,NL,vandejo02,105,45.0,105,62,0,0,7,0,0,0,55,0,4,57,0.0,49.0
1978,SLN,NL,swishst01,45,34.0,45,42,0,42,0,0,0,0,0,0,0,0,0.0,3.0
1989,TEX,AL,fletcsc01,83,80.0,83,81,0,0,0,0,0,81,0,0,0,0,1.0,1.0
1976,SDN,NL,reynoke01,19,2.0,19,19,19,0,0,0,0,0,0,0,0,0,0.0,0.0
1884,BSU,UA,flynnjo01,9,,9,9,0,7,1,0,0,0,1,2,2,4,,
1966,KC1,AL,blasido01,12,,12,12,0,0,0,4,0,0,0,0,0,0,,
1972,OAK,AL,knowlda01,54,,54,54,54,0,0,0,0,0,0,0,0,0,,
1964,NYA,AL,pepitjo01,160,,160,160,0,0,155,0,0,0,0,28,3,30,,
1919,SLN,NL,sherdbi01,40,,40,40,36,0,0,0,0,0,0,0,0,0,,
2000,KCA,AL,batismi01,14,2.0,2,14,14,0,0,0,0,0,0,0,0,0,0.0,0.0
1911,WS1,AL,herrewa01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
2002,TOR,AL,bowlebr01,17,0.0,0,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0
1918,SLN,NL,mchenau01,80,,80,80,0,0,0,0,0,0,80,0,0,80,,
1978,ATL,NL,solomed01,38,8.0,38,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0
1956,CLE,AL,carrach01,141,,141,141,0,0,0,0,1,141,0,0,0,0,,
1898,BLN,NL,stenzja01,35,,35,35,0,0,0,0,0,0,0,35,0,35,,
1982,CIN,NL,milneed01,113,96.0,113,107,0,0,0,0,0,0,64,30,37,107,0.0,6.0
1875,SL2,,galvipu01,13,,13,13,8,0,0,0,0,0,2,1,3,6,,
1942,PHI,NL,livinmi01,89,,89,89,0,78,6,0,0,0,0,0,0,0,,
1943,CHN,NL,hackst01,144,,144,144,0,0,0,0,136,0,0,0,0,0,,
1998,CLE,AL,bransje01,63,19.0,63,54,0,0,3,31,20,2,0,0,0,0,0.0,21.0
1998,SFN,NL,hershor01,34,34.0,34,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1985,HOU,NL,reynocr01,107,89.0,107,102,0,0,0,1,0,102,0,0,0,0,0.0,11.0
1988,SEA,AL,valleda01,93,80.0,93,85,0,84,1,0,0,0,0,0,0,0,3.0,10.0
1974,OAK,AL,davalvi01,17,2.0,17,6,0,0,0,0,0,0,2,2,2,6,0.0,12.0
1940,PHA,AL,milesde01,88,,88,88,0,0,0,0,0,0,15,18,18,50,,
1926,CHA,AL,gulleto01,16,,16,16,0,0,0,0,0,0,0,0,12,12,,
2000,CLE,AL,wilsoen01,40,23.0,40,25,0,0,0,7,12,7,0,0,0,0,5.0,10.0
1972,CAL,AL,obriesy01,36,,36,36,0,0,1,3,8,4,0,0,0,0,,
1911,DET,AL,willeed01,39,,39,39,38,0,0,0,0,0,0,0,0,0,,
1892,PHI,NL,hamilbi01,139,,139,139,0,0,0,0,0,0,138,1,0,139,,
1911,BRO,NL,burksa01,13,,13,13,13,0,0,0,0,0,0,0,0,0,,
1946,PIT,NL,gerheal01,36,,36,36,35,0,0,0,0,0,0,0,1,1,,
1977,BOS,AL,burtoji01,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
2005,COL,NL,dohmasc01,32,0.0,32,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0
1940,PHI,NL,scharge01,7,,7,7,0,0,0,0,0,7,0,0,0,0,,
1958,DET,AL,bollimi01,24,,24,24,0,0,0,1,1,13,0,0,0,0,,
1984,KCA,AL,wathajo01,97,51.0,97,90,0,58,34,0,0,0,1,0,0,1,0.0,4.0
1965,CAL,AL,mcgloji01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1994,BOS,AL,farrst01,11,0.0,0,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0
1950,CIN,NL,lowrepe01,91,,91,91,0,0,0,1,0,0,66,2,6,72,,
1982,CHA,AL,luzingr01,159,156.0,159,0,0,0,0,0,0,0,0,0,0,0,156.0,3.0
1976,BOS,AL,clevere01,41,0.0,0,41,41,0,0,0,0,0,0,0,0,0,0.0,0.0
1995,BAL,AL,moyerja01,27,0.0,0,27,27,0,0,0,0,0,0,0,0,0,0.0,0.0
1954,SLN,NL,lowrepe01,74,,74,74,0,0,0,0,0,0,3,1,9,12,,
1898,BSN,NL,klobefr01,43,,43,43,35,0,6,0,0,0,0,1,1,2,,
1981,NYA,AL,underto01,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1936,WS1,AL,powelja03,53,,53,53,0,0,0,0,0,0,0,53,0,53,,
2003,TOR,AL,cashke01,34,31.0,34,34,0,34,0,0,0,0,0,0,0,0,0.0,0.0
1951,BSN,NL,bickfve01,25,,25,25,25,0,0,0,0,0,0,0,0,0,,
1910,PHA,AL,mcinnst01,38,,38,38,0,0,0,5,4,17,1,0,0,1,,
1969,MIN,AL,mittege01,69,,69,69,0,63,0,0,0,0,1,0,0,1,,
1963,HOU,NL,johnske02,38,,38,38,37,0,0,0,0,0,0,0,0,0,,
1936,BOS,AL,dahlgba01,16,,16,16,0,0,16,0,0,0,0,0,0,0,,
1985,TEX,AL,tollewa01,123,89.0,123,110,0,0,0,29,11,81,0,0,0,0,0.0,7.0
1998,SDN,NL,hernaca01,129,102.0,129,123,0,122,1,0,0,0,0,0,0,0,0.0,13.0
1952,DET,AL,taylobe02,7,,7,7,0,0,4,0,0,0,0,0,0,0,,
1951,PIT,NL,yochile01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1992,CHA,AL,corajo01,68,27.0,68,38,0,0,0,28,5,6,0,0,0,0,1.0,12.0
1953,BRO,NL,morgabo01,69,,69,69,0,0,0,0,36,21,0,0,0,0,,
1890,CHP,PL,lathaar01,52,,52,52,0,0,0,0,52,0,0,0,0,0,,
1967,WS2,AL,epstemi01,96,,96,96,0,0,80,0,0,0,0,0,0,0,,
2000,CHA,AL,graffto01,57,35.0,57,50,0,0,0,19,12,21,0,0,0,0,0.0,7.0
1935,BOS,AL,soltemo01,24,,24,24,0,0,0,0,0,0,10,0,11,21,,
1964,ML1,NL,woodwwo01,77,,77,77,0,0,1,40,7,18,0,0,0,0,,
1990,SLN,NL,lankfra01,39,30.0,39,35,0,0,0,0,0,0,0,35,0,35,0.0,7.0
1964,BOS,AL,willidi02,61,,61,61,0,0,21,0,13,0,4,1,0,5,,
1919,CHN,NL,newkijo01,1,,1,1,1,0,0,0,0,0,0,0,0,0,,
1917,PHI,NL,byrnebo01,13,,13,13,0,0,0,0,4,0,0,0,0,0,,
1990,CAL,AL,frasewi01,45,0.0,0,45,45,0,0,0,0,0,0,0,0,0,0.0,0.0
1975,LAN,NL,garvest01,160,160.0,160,160,0,0,160,0,0,0,0,0,0,0,0.0,0.0
2001,MIL,NL,belliro01,101,93.0,101,96,0,0,0,96,0,0,0,0,0,0,0.0,5.0
1928,SLN,NL,sherdbi01,38,,38,38,38,0,0,0,0,0,0,0,0,0,,
1906,CHN,NL,beebefr01,14,,14,14,14,0,0,0,0,0,0,0,0,0,,
1989,CIN,NL,scuddsc01,23,17.0,23,23,23,0,0,0,0,0,0,0,0,0,0.0,0.0
1978,OAK,AL,johnsjo04,34,0.0,1,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1946,CHA,AL,jordato01,10,,10,10,0,2,0,0,0,0,0,0,0,0,,
1996,SDN,NL,caminke01,146,142.0,146,145,0,0,0,0,145,0,0,0,0,0,0.0,3.0
1975,MON,NL,lintzla01,46,37.0,46,41,0,0,0,39,0,2,0,0,0,0,0.0,1.0
1891,BRO,NL,obrieda01,103,,103,103,0,0,0,0,0,0,103,0,0,103,,
1973,CLE,AL,kilkemi01,0,,0,0,5,0,0,0,0,0,0,0,0,0,,
1889,NY1,NL,murphpa01,9,,9,9,0,9,0,0,0,0,0,0,0,0,,
1909,CIN,NL,hoblidi01,142,,142,142,0,0,142,0,0,0,0,0,0,0,,
1975,CAL,AL,figueed01,33,0.0,0,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0
1892,CHN,NL,dahlebi01,143,,143,143,0,0,0,1,68,72,0,2,0,2,,
1986,CHN,NL,ceyro01,97,75.0,97,77,0,0,0,0,77,0,0,0,0,0,0.0,20.0
1986,OAK,AL,javiest01,59,34.0,59,51,0,0,0,0,0,0,3,49,0,51,0.0,0.0
2002,SDN,NL,lankfra01,81,55.0,81,59,0,0,0,0,0,0,59,3,0,59,1.0,23.0
1911,DET,AL,tutwigu01,13,,13,13,0,0,0,6,0,0,3,0,0,3,,
1943,SLN,NL,hoppjo01,91,,91,91,0,0,27,0,0,0,40,12,0,52,,
1965,WS2,AL,cottich01,7,,7,7,0,0,0,0,0,0,0,0,0,0,,
1908,PHI,NL,morenle01,28,,28,28,28,0,0,0,0,0,0,0,0,0,,
1950,BSN,NL,coleda01,4,,4,4,4,0,0,0,0,0,0,0,0,0,,
1937,PHA,AL,finnelo01,92,,92,92,0,0,50,1,0,0,2,37,0,39,,
1884,PT1,AA,creamge01,98,,98,98,0,0,0,98,0,0,0,0,0,0,,
2002,SLN,NL,fasseje01,16,0.0,16,16,16,0,0,0,0,0,0,0,0,0,0.0,0.0
1916,BSN,NL,knetzel01,2,,2,2,2,0,0,0,0,0,0,0,0,0,,
1960,BOS,AL,muffebi01,23,,23,23,23,0,0,0,0,0,0,0,0,0,,
1990,SFN,NL,garresc01,42,31.0,42,31,31,0,0,0,0,0,0,0,0,0,0.0,0.0
1977,CAL,AL,guerrma01,86,51.0,86,42,0,0,0,12,0,31,0,0,0,0,16.0,30.0
1914,BUF,FL,schlibi01,3,,3,3,3,0,0,0,0,0,0,0,0,0,,
1872,BR2,,barloto01,37,,37,37,0,36,0,0,1,4,0,0,0,0,,
2005,TEX,AL,rileyma01,7,0.0,0,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0
1953,CHN,NL,lowntu01,49,,49,49,49,0,0,0,0,0,0,0,0,0,,
2011,MIL,NL,almoner01,16,6.0,16,9,0,0,2,0,0,0,0,0,7,7,0.0,8.0
1959,PIT,NL,virdobi01,144,,144,144,0,0,0,0,0,0,0,144,0,144,,
1927,SLN,NL,roettwa01,5,,5,5,0,0,0,0,0,0,3,0,0,3,,
1971,LAN,NL,garvest01,81,,81,81,0,0,0,0,79,0,0,0,0,0,,
1993,CHN,NL,smithdw01,111,76.0,111,89,0,0,0,0,0,0,14,53,28,89,0.0,28.0
1917,SLA,AL,millewa02,43,,43,43,0,0,0,0,0,0,12,4,9,25,,
1987,LAN,NL,penaal01,37,7.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0
1913,CIN,NL,granted01,27,,27,27,0,0,0,0,26,0,0,0,0,0,,
1987,TOR,AL,leachri01,98,47.0,98,47,0,0,5,0,0,0,21,0,22,43,18.0,40.0
1914,CHA,AL,walshed01,10,,10,10,8,0,0,0,0,0,0,0,0,0,,
1959,CLE,AL,cicotal01,26,,26,26,26,0,0,0,0,0,0,0,0,0,,
1966,BOS,AL,petrori01,139,,139,139,0,0,0,0,5,127,0,0,0,0,,
1982,KCA,AL,creelke01,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1999,CLE,AL,burbada01,34,2.0,2,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
2011,HOU,NL,cancero01,2,2.0,2,2,0,2,0,0,0,0,0,0,0,0,0.0,0.0
1884,KCU,UA,connojo01,3,,3,3,2,0,0,0,0,0,0,2,0,2,,
1979,KCA,AL,terreje01,31,8.0,31,26,1,0,0,7,19,1,0,0,0,0,0.0,6.0
1882,DTN,NL,caseybo01,9,,9,9,0,0,0,1,8,0,0,0,0,0,,
1947,BRO,NL,gionfal01,37,,37,37,0,0,0,0,0,0,11,0,6,17,,
1972,DET,AL,zachach02,25,,25,25,25,0,0,0,0,0,0,0,0,0,,
1993,CIN,NL,varshga01,77,12.0,77,22,0,0,0,0,0,0,13,0,9,22,0.0,58.0
1985,ATL,NL,smithza01,43,18.0,43,42,42,0,0,0,0,0,0,0,0,0,0.0,0.0
1997,CHA,AL,kreutch01,19,8.0,19,15,0,13,2,0,0,0,0,0,0,0,0.0,9.0
1906,PHI,NL,nichoki01,4,,4,4,4,0,0,0,0,0,0,0,0,0,,
1920,PHI,NL,enzmajo01,17,,17,17,16,0,0,0,0,0,1,0,0,1,,
1889,BSN,NL,broutda01,126,,126,126,0,0,126,0,0,0,0,0,0,0,,
1911,CIN,NL,beschbo01,153,,153,153,0,0,0,0,0,0,153,0,0,153,,
1915,SLF,FL,herbeer01,13,,13,13,11,0,0,0,0,0,0,0,0,0,,
2002,SDN,NL,kotsama01,153,143.0,153,147,0,0,0,0,0,0,0,147,0,147,0.0,7.0
2010,CIN,NL,rhodear01,70,0.0,66,70,70,0,0,0,0,0,0,0,0,0,0.0,0.0
1994,FLO,NL,drahmbr01,9,0.0,9,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
1916,BOS,AL,shoreer01,38,,38,38,38,0,0,0,0,0,0,0,0,0,,
2000,CLE,AL,bereja01,11,0.0,0,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0
1998,LAN,NL,loducpa01,6,2.0,6,4,0,4,0,0,0,0,0,0,0,0,0.0,4.0
1972,DET,AL,simsdu01,38,,38,38,0,25,0,0,0,0,0,0,4,4,,
1925,CIN,NL,pinelba01,130,,130,130,0,0,0,0,109,17,0,0,0,0,,
1927,DET,AL,billijo02,10,,10,10,10,0,0,0,0,0,0,0,0,0,,
2001,TBA,AL,standja01,9,0.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0
2007,NYN,NL,seleaa01,34,0.0,31,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0
1916,DET,AL,harpege02,44,,44,44,0,0,0,0,0,0,2,4,8,14,,
1919,SLN,NL,clemove01,88,,88,88,0,75,0,0,0,0,0,0,0,0,,
1987,SDN,NL,jonesji02,32,22.0,32,30,30,0,0,0,0,0,0,0,0,0,0.0,0.0
