constructorid,constructorref,name,nationality,url
30,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
41,leyton,Leyton House,British,http://en.wikipedia.org/wiki/Leyton_House
45,osella,Osella,Italian,http://en.wikipedia.org/wiki/Osella
46,onyx,Onyx,British,http://en.wikipedia.org/wiki/Onyx_(racing_team)
49,zakspeed,Zakspeed,German,http://en.wikipedia.org/wiki/Zakspeed
55,theodore,Theodore,Hong Kong,http://en.wikipedia.org/wiki/Theodore_Racing
57,ensign,Ensign,British,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29
59,wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
77,trojan,Trojan,British,http://en.wikipedia.org/wiki/Trojan_(Racing_team)
90,protos,Protos,British,http://en.wikipedia.org/wiki/Protos_(constructor)
94,brp,BRP,British,http://en.wikipedia.org/wiki/British_Racing_Partnership
95,porsche,Porsche,German,http://en.wikipedia.org/wiki/Porsche_in_Formula_One
184,lds-climax,LDS-Climax,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
201,lotus-pw,Lotus-Pratt &amp; Whitney,British,http://en.wikipedia.org/wiki/Team_Lotus
202,shadow-ford,Shadow-Ford,British,http://en.wikipedia.org/wiki/Shadow_Racing_Cars
13,mf1,MF1,Russian,http://en.wikipedia.org/wiki/Midland_F1_Racing
42,coloni,Coloni,Italian,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems
194,mclaren-brm,McLaren-BRM,British,http://en.wikipedia.org/wiki/McLaren_(racing)
121,elder,Elder,American,http://en.wikipedia.org/wiki/Elder_(constructor)
195,cooper-brm,Cooper-BRM,British,http://en.wikipedia.org/wiki/Cooper_Car_Company
154,lago,Talbot-Lago,French,http://en.wikipedia.org/wiki/Talbot-Lago
132,lancia,Lancia,Italian,http://en.wikipedia.org/wiki/Lancia_in_Formula_One
102,ferguson,Ferguson,British,http://en.wikipedia.org/wiki/Ferguson_Research_Ltd.
204,brabham-alfa_romeo,Brabham-Alfa Romeo,British,http://en.wikipedia.org/wiki/Brabham
99,emeryson,Emeryson,British,http://en.wikipedia.org/wiki/Emeryson
