charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
844680,5948,460,7,1999-06-27T10:47:04,4883.0,5948,
946867,8964,456,7,1999-07-11T10:47:13,68.0,8964,
936608,1902,345,5,1999-10-08T10:46:26,604.0,21902,
1644436,9362,337,9,1999-08-22T10:47:02,3431.0,19362,
583636,6017,388,7,1999-09-09T10:50:04,4290.0,16017,
681106,2149,429,5,1999-06-29T10:49:52,2346.0,2149,
1130785,9060,498,5,1999-07-20T10:45:58,1229.0,9060,
1446281,9067,353,9,1999-08-20T10:47:11,4507.0,19067,
975510,7763,311,2,1999-08-08T10:49:26,4437.0,7763,
1679490,8256,454,6,1999-10-01T10:49:44,113.0,28256,
661494,8104,500,2,1999-09-29T10:48:20,137.0,28104,
1325305,7938,403,10,1999-07-20T10:45:33,1701.0,7938,
940302,2871,455,4,1999-07-24T10:46:43,2944.0,2871,
1303879,5996,427,6,1999-06-19T10:43:54,1933.0,5996,
1709114,3968,473,8,1999-09-12T10:44:18,4500.0,13968,
1755352,8857,463,2,1999-07-11T10:47:52,2668.0,8857,
1032733,9885,494,4,1999-09-17T10:46:09,1362.0,29885,
1291149,9194,401,9,1999-10-12T10:50:39,3998.0,29194,
833041,7615,465,7,1999-08-02T10:46:10,4176.0,7615,
1167363,5495,496,9,1999-09-03T10:48:48,2658.0,15495,
1100381,9959,500,4,1999-06-24T10:43:39,4732.0,9959,
712538,9994,492,10,1999-06-23T10:44:33,867.0,9994,
1583792,6914,498,3,1999-07-17T10:50:04,2229.0,6914,
646334,5329,500,10,1999-06-18T10:47:11,1894.0,5329,
1054306,7888,500,3,1999-07-12T10:47:48,1687.0,7888,
1644416,5380,482,8,1999-07-27T10:47:02,911.0,5380,
1458666,3015,487,8,1999-08-27T10:48:07,2919.0,13015,
1442473,7977,489,6,1999-10-04T10:46:53,937.0,27977,
1918033,8171,453,7,1999-06-19T10:44:58,1023.0,8171,
1978410,5416,368,5,1999-06-27T10:49:39,432.0,5416,
794573,9537,352,4,1999-08-02T10:50:55,1269.0,9537,
534864,6754,376,7,1999-08-07T10:46:18,2235.0,6754,
611406,9106,500,3,1999-08-19T10:44:28,4337.0,19106,
1743300,8658,446,2,1999-09-26T10:46:57,1479.0,28658,
1500194,4939,354,2,1999-08-23T10:43:39,3782.0,14939,
1562156,7802,499,9,1999-09-20T10:48:23,241.0,27802,
543954,7402,350,4,1999-10-07T10:47:00,2534.0,27402,
673785,9924,497,4,1999-08-04T10:49:18,4057.0,9924,
949167,4209,454,8,1999-08-10T10:47:24,1919.0,4209,
