playerid,year,stint,tmid,s,g,gdg
stlouma01,2011,1,TBL,1,2,0
connoti01,2005,1,BUF,5,2,0
cammami01,2010,1,MTL,2,1,1
bellbr02,2008,1,OTT,1,0,0
cullema01,2010,1,MIN,3,1,0
strakma01,2007,1,NYR,1,0,0
pruchpe01,2006,1,NYR,6,0,0
batessh01,2005,1,NYI,3,2,0
heatlda01,2010,1,SJS,1,0,0
parenpi01,2011,1,NYI,2,6,1
letowtr01,2005,1,CBS,4,2,1
nylanmi01,2005,1,NYR,11,5,0
zidlima01,2010,1,MIN,1,0,0
wheelbl01,2008,1,BOS,7,4,1
widemde01,2006,1,STL,1,0,0
dawesni01,2010,2,MTL,1,1,0
cammami01,2005,1,LAK,1,0,0
hensitj01,2008,1,COL,1,0,0
atkinca01,2011,1,CBS,1,1,1
coutulo01,2011,1,SJS,0,4,0
steckda01,2007,1,WAS,1,0,0
clymebe01,2006,1,WAS,1,0,0
eratma01,2008,1,NAS,5,2,1
nummepe01,2007,1,MIN,3,2,0
perroda01,2007,1,STL,5,0,0
samuemi01,2011,1,VAN,0,1,0
barnest01,2006,1,DAL,2,1,1
crosbsi01,2007,1,PIT,7,2,2
staaler01,2007,1,CAR,2,1,0
huselkr01,2005,2,CAL,2,0,0
kostise01,2010,1,NAS,1,0,0
gilroma01,2010,1,NYR,1,0,0
clarkno02,2006,1,LAK,1,0,0
voracja01,2010,1,CBS,3,0,0
spezzja01,2011,1,OTT,6,10,3
alfreda01,2007,1,OTT,7,2,1
zidlima01,2011,1,MIN,0,1,0
sakicjo01,2006,1,COL,8,4,2
laichbr01,2006,1,WAS,2,0,0
ruututu01,2009,1,CAR,6,2,1
coleer01,2005,1,CAR,3,1,1
reinpst01,2008,1,PHO,3,2,0
boyesbr01,2006,2,STL,1,0,0
macarcl01,2009,1,BUF,2,0,0
savarma01,2009,1,BOS,6,3,1
wolskwo01,2008,1,COL,12,10,2
marlepa01,2008,1,SJS,2,1,0
gomezsc01,2008,1,NYR,2,0,0
lindsjo01,2008,1,PHO,3,0,0
koistvi01,2009,1,FLO,2,1,1
lupuljo01,2010,2,TOR,2,0,0
cheecjo01,2005,1,SJS,6,1,0
peverri01,2008,2,ATL,3,0,0
stewach02,2010,2,STL,2,0,0
vanekth01,2008,1,BUF,6,1,1
gaborma01,2005,1,MIN,6,0,0
pennedu01,2009,1,EDM,6,1,0
maddejo01,2010,1,MIN,1,1,1
craigry01,2006,1,TBL,1,0,0
dumonjp01,2007,1,NAS,4,0,0
laaksan01,2005,1,COL,3,1,1
nealja01,2008,1,DAL,7,5,2
mcdonan01,2007,1,AND,2,2,0
lehtije01,2006,1,DAL,3,1,1
ribeimi01,2008,1,DAL,11,6,2
berglpa01,2009,1,STL,1,0,0
paveljo01,2007,1,SJS,11,7,0
oreilca01,2011,3,PIT,0,1,0
mcginja01,2009,1,SJS,1,0,0
savarma01,2007,1,BOS,1,0,0
perroda01,2009,1,STL,5,1,1
laddan01,2009,1,CHI,4,1,1
shawan01,2011,1,CHI,0,2,0
brulegi01,2011,1,PHO,1,3,0
oleszro01,2009,1,FLO,9,2,1
vermean01,2011,1,CBS,0,1,0
okposky01,2009,1,NYI,4,0,0
alfreda01,2005,1,OTT,8,2,1
datsypa01,2010,1,DET,4,2,2
hemskal01,2009,1,EDM,4,2,1
demitpa01,2007,1,MIN,4,1,0
jeffrdu01,2010,1,PIT,1,1,1
amontto01,2006,1,CAL,2,0,0
stillco01,2005,1,CAR,3,1,1
caldeky01,2005,1,CHI,1,0,0
burroal01,2007,1,VAN,1,0,0
crosbsi01,2008,1,PIT,10,3,2
hossama02,2007,1,NYR,4,1,0
malkiev01,2006,1,PIT,12,3,2
wrighty01,2005,1,CBS,1,0,0
fowleca01,2011,1,AND,0,2,0
porteke01,2010,1,COL,2,1,1
samsose01,2006,1,MTL,3,1,0
jovaned01,2007,1,PHO,1,0,0
kapansa01,2006,1,PHI,1,0,0
boyesbr01,2006,1,BOS,5,0,0
wolskwo01,2007,1,COL,8,4,1
roenije01,2008,1,SJS,4,1,0
lombama01,2008,2,PHO,1,0,0
parisza01,2009,1,NJD,11,5,1
tyutife01,2011,1,CBS,0,1,0
tangual01,2007,1,CAL,2,0,0
cullema01,2007,1,CAR,3,2,0
carteje01,2005,1,PHI,3,0,0
bennja01,2009,1,DAL,5,1,1
pettima01,2005,1,WAS,7,3,2
brouwtr01,2010,1,CHI,1,0,0
pyattta01,2007,1,VAN,8,1,1
datsypa01,2006,1,DET,10,5,0
yzermst01,2005,1,DET,2,1,0
brouwtr01,2009,1,CHI,5,1,1
brierda01,2006,1,BUF,14,6,3
vrbatra01,2008,1,TBL,1,0,0
seguity01,2011,1,BOS,6,12,4
averyse01,2006,1,LAK,1,0,0
myersty01,2009,1,BUF,3,1,1
colbojo01,2011,1,TOR,0,1,0
wheelbl01,2008,1,BOS,7,4,1
oshietj01,2009,1,STL,8,5,2
kunitch01,2006,1,AND,6,2,0
kostian01,2008,1,MTL,5,0,0
richami02,2007,1,PHI,6,2,1
setogde01,2008,1,SJS,2,0,0
staaler01,2005,1,CAR,4,1,1
brouwtr01,2011,1,WAS,0,1,0
eliaspa01,2007,1,NJD,6,5,2
peverri01,2007,1,NAS,1,1,0
kaneev01,2010,1,ATL,4,0,0
zajactr01,2010,1,NJD,2,1,1
mooredo01,2011,1,TBL,2,4,2
krejcda01,2007,1,BOS,5,1,0
metrogl01,2007,1,BOS,1,0,0
backsni02,2011,1,WAS,0,2,0
pyorami01,2009,1,PHI,1,1,1
kovalal01,2010,2,PIT,6,3,2
boyesbr01,2006,1,BOS,5,0,0
letesma01,2010,1,PIT,4,1,1
jokinol01,2010,1,CAL,5,1,1
setogde01,2011,1,MIN,5,9,4
doansh01,2008,1,PHO,4,2,0
hortona01,2011,1,BOS,1,1,0
leblalo01,2011,1,MTL,0,2,0
tkachke01,2006,2,ATL,1,1,0
butlebo01,2010,1,OTT,1,0,0
plekato01,2007,1,MTL,4,0,0
emingst01,2005,1,WAS,1,0,0
hejdumi01,2008,1,COL,13,6,1
dupuipa01,2007,1,ATL,1,1,1
drurych01,2007,1,NYR,5,0,0
cartean01,2006,1,CBS,1,1,0
kostise01,2011,1,NAS,0,2,0
johnsja02,2011,2,CBS,0,1,0
berglpa01,2008,1,STL,1,0,0
sykorpe01,2011,1,NJD,0,1,0
zidlima01,2009,1,MIN,7,2,0
havlama01,2010,1,MIN,2,0,0
paveljo01,2008,1,SJS,10,4,2
duchema01,2011,1,COL,3,6,1
pisanfe01,2009,1,EDM,1,0,0
samsose01,2005,1,BOS,3,0,0
edleral01,2007,1,VAN,7,2,2
hartima01,2005,1,CBS,2,1,0
callary01,2007,1,NYR,1,0,0
miettan01,2009,1,MIN,7,2,0
kostian01,2010,1,MTL,3,0,0
zubruda01,2006,1,WAS,1,0,0
backsni02,2010,1,WAS,9,2,0
rydermi01,2007,1,MTL,1,0,0
kesseph01,2008,1,BOS,8,1,0
carteje01,2006,1,PHI,2,0,0
brouwtr01,2011,1,WAS,0,1,0
zubovse01,2005,1,DAL,12,7,4
prospva01,2009,1,NYR,1,1,0
kunitch01,2009,1,PIT,2,1,1
kostian01,2011,1,MTL,0,2,0
sjostfr01,2007,2,NYR,2,1,0
smythry01,2007,1,COL,3,1,1
kapanni01,2005,1,DAL,1,0,0
vescery01,2009,1,SJS,1,0,0
staffdr01,2008,1,BUF,11,4,0
nashri01,2009,1,CBS,12,5,0
bourqre01,2005,1,CHI,5,1,0
fishemi01,2007,1,OTT,2,1,0
ruututu01,2009,1,CAR,6,2,1
froloal01,2005,1,LAK,4,3,1
voracja01,2009,1,CBS,6,2,1
mcdonan01,2010,1,STL,5,3,1
vanekth01,2006,1,BUF,11,2,1
hensitj01,2007,1,COL,2,0,0
afinoma01,2006,1,BUF,6,2,1
ovechal01,2008,1,WAS,7,2,0
bergepa01,2010,1,BOS,3,0,0
lindsjo01,2007,1,CBS,1,0,0
torrera01,2006,1,EDM,1,1,1
sykorpe01,2005,1,ANA,1,0,0
ortmeje01,2005,1,NYR,1,0,0
boyleda01,2010,1,SJS,3,3,0
willsbr01,2007,1,LAK,1,0,0
datsypa01,2007,1,DET,10,4,1
malkiev01,2011,1,PIT,8,11,3
zidlima01,2008,1,MIN,5,3,3
santomi01,2011,1,FLO,1,3,0
whitnra01,2011,1,PHO,6,11,3
rolstbr01,2008,1,NJD,1,0,0
gueribi01,2007,1,NYI,4,2,0
weighdo01,2009,1,NYI,1,0,0
nashri01,2005,1,CBS,8,3,2
parrima01,2008,1,DAL,1,0,0
wingeto01,2011,1,SJS,0,1,0
gagnesa01,2007,1,EDM,17,5,4
langro01,2009,1,PHO,8,5,2
bergfni01,2010,2,FLO,1,0,0
vermean01,2009,1,CBS,4,0,0
daugaka01,2011,1,OTT,0,1,0
moulsma01,2011,1,NYI,2,4,1
lupuljo01,2005,1,ANA,2,0,0
jokinol01,2009,1,CAL,9,5,1
comeabl01,2010,1,NYI,1,0,0
brulegi01,2006,1,CBS,1,0,0
perezal01,2005,1,MTL,3,0,0
jokinol01,2011,1,CAL,3,8,0
bozakty01,2011,1,TOR,1,3,0
bouchpi02,2011,1,MIN,1,5,0
comeabl01,2007,1,NYI,2,1,0
staaler01,2006,1,CAR,3,0,0
demitpa01,2008,1,VAN,7,3,1
heatlda01,2009,1,SJS,6,1,0
hossama01,2005,1,ATL,9,3,2
carteje01,2009,1,PHI,1,0,0
erikslo01,2006,1,DAL,2,0,0
coleer01,2011,1,MTL,0,3,0
dawesni01,2010,1,ATL,2,1,1
turriky01,2008,1,PHO,4,1,1
larosch01,2011,1,CAR,0,2,0
giroucl01,2008,1,PHI,2,0,0
mackede01,2010,1,CBS,1,0,0
jokinju01,2009,1,CAR,9,4,1
deshada01,2010,1,MTL,2,1,0
ruutuja01,2006,1,PIT,2,1,1
svatoma01,2009,1,COL,7,4,0
sourash01,2007,1,EDM,1,0,0
clarkch01,2009,1,WAS,1,1,1
ryanbo01,2007,1,AND,3,0,0
richami02,2006,1,PHI,3,0,0
montast01,2007,1,FLO,2,0,0
sharppa01,2008,1,CHI,4,1,0
nolanow01,2009,1,MIN,4,2,1
stajama01,2008,1,TOR,1,0,0
jonesry01,2009,2,EDM,1,0,0
thorbch01,2007,1,ATL,1,0,0
pruchpe01,2006,1,NYR,6,0,0
mitchjo02,2009,1,TOR,3,2,1
beechkr01,2006,1,WAS,1,0,0
bonkra01,2008,1,NAS,2,0,0
niedeni01,2011,1,NYI,0,1,0
modanmi01,2006,1,DAL,3,0,0
wheelbl01,2010,1,BOS,2,1,1
littlbr01,2011,1,WPG,2,5,2
laichbr01,2009,1,WAS,3,1,0
parrima01,2005,2,LAK,1,0,0
stralan01,2009,1,CBS,2,0,0
royde01,2005,1,BUF,2,1,0
fischpa01,2006,1,PHO,1,0,0
holikbo01,2007,1,ATL,1,0,0
enstrto01,2007,1,ATL,1,0,0
richabr02,2009,1,LAK,1,0,0
gomezsc01,2007,1,NYR,4,2,1
bergepa01,2005,1,BOS,9,2,1
oshietj01,2010,1,STL,5,4,1
mooredo01,2005,1,NYR,1,0,0
molleos01,2009,1,LAK,1,0,0
roenije01,2006,1,PHO,1,0,0
simjo01,2009,1,NYI,1,0,0
eratma01,2010,1,NAS,7,2,1
pecami01,2007,1,CBS,4,1,0
antroni01,2008,2,NYR,2,1,0
streima01,2011,1,NYI,0,1,0
keslery01,2009,1,VAN,5,3,0
nealja01,2011,1,PIT,4,9,2
kozlovy01,2006,1,ATL,11,7,5
streima01,2007,1,MTL,2,0,0
higgich01,2009,1,NYR,1,0,0
crosbsi01,2005,1,PIT,6,2,1
stemple01,2008,2,TOR,5,1,0
stamkst01,2010,1,TBL,7,0,0
hechtjo01,2009,1,BUF,4,3,1
marlepa01,2007,1,SJS,8,4,1
willija01,2008,2,CBS,7,2,1
perrema01,2009,1,WAS,1,0,0
kopitan01,2008,1,LAK,7,2,0
chouima01,2005,1,MIN,1,0,0
datsypa01,2009,1,DET,14,7,2
pruchpe01,2005,1,NYR,5,2,2
youngsc01,2005,1,STL,1,0,0
visnolu01,2006,1,LAK,3,1,1
hornqpa01,2009,1,NAS,3,0,0
hartnsc01,2008,1,PHI,1,0,0
perrier01,2008,1,ATL,2,0,0
osullpa01,2008,2,EDM,2,1,1
bradlma01,2005,1,WAS,1,0,0
lupuljo01,2010,1,AND,3,1,0
thornjo01,2006,1,SJS,1,0,0
stewach02,2010,1,COL,2,1,0
niedero01,2005,1,ANA,1,1,1
clearda01,2006,1,DET,4,2,0
knublmi01,2005,1,PHI,2,0,0
plekato01,2006,1,MTL,3,1,0
kapansa01,2006,1,PHI,1,0,0
selante01,2009,1,AND,7,2,2
boyesbr01,2009,1,STL,12,7,3
nedvepe01,2006,1,PHI,2,0,0
