playerid,yearid,stint,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
cappsma01,2012,1,MIN,AL,1,4,30,0,0,0,14,88,28,12,5,4,18,,3.0,1.0,3.0,0.0,0,120.0,29.0,13,,,
pavanca01,2000,1,MON,NL,8,4,15,15,0,0,0,291,89,33,8,34,64,0.0,3.0,1.0,1.0,8.0,1,408.0,0.0,40,,,
hoeftbi01,1959,2,BOS,AL,0,3,5,3,0,0,0,53,22,11,1,8,8,0.0,5.0,1.0,0.0,1.0,0,83.0,0.0,12,,,
thompbr01,2008,1,SLN,NL,6,3,26,6,0,0,0,194,72,37,5,19,32,,5.0,1.0,2.0,3.0,0,273.0,10.0,38,,,
lucielo01,1945,1,PHI,NL,0,1,13,0,0,0,1,61,14,5,1,5,5,0.0,2.0,,0.0,0.0,0,80.0,10.0,9,,,
metzgbu01,1976,1,SDN,NL,11,4,77,0,0,0,16,370,119,40,5,52,89,0.0,2.0,14.0,0.0,3.0,1,528.0,62.0,44,,,
vogelry01,2004,1,PIT,NL,6,13,31,26,0,0,0,399,148,96,22,67,92,0.0,6.0,7.0,3.0,10.0,0,610.0,4.0,97,,,
edwarji01,1924,1,CLE,AL,4,3,10,7,5,1,0,171,64,18,3,34,15,0.0,2.0,,0.0,0.0,0,258.0,0.0,29,,,
baldwja01,1996,1,CHA,AL,11,6,28,28,0,0,0,507,168,83,24,57,127,0.0,4.0,3.0,12.0,4.0,1,719.0,0.0,88,,,
singlel01,1947,1,PIT,NL,2,2,36,3,0,0,1,201,70,47,9,39,24,0.0,6.0,,5.0,2.0,0,309.0,14.0,49,,,
colonro01,2005,1,ATL,NL,1,5,23,4,0,0,0,133,47,26,10,14,30,,5.0,1.0,2.0,0.0,1,191.0,6.0,28,,,
howarbr01,1968,1,BAL,AL,0,2,10,5,0,0,0,93,30,13,2,26,19,0.0,3.0,2.0,1.0,2.0,0,145.0,1.0,16,,,
youngcy01,1910,1,CLE,AL,7,10,21,20,14,1,0,490,149,46,0,27,58,0.0,2.0,,7.0,4.0,0,638.0,0.0,62,,,
bakersc02,2010,1,MIN,AL,12,9,29,29,0,0,0,511,186,85,23,43,148,,4.0,0.0,7.0,6.0,0,725.0,0.0,87,,,
bondeje01,2008,1,DET,AL,3,4,12,12,0,0,0,214,75,34,9,36,44,,4.0,2.0,1.0,3.0,0,319.0,0.0,39,,,
buhlbo01,1954,1,ML1,NL,2,7,31,14,2,1,3,331,117,49,5,65,57,0.0,4.0,,5.0,2.0,0,505.0,8.0,54,,,
watkisc01,1995,1,MIN,AL,0,0,27,0,0,0,0,65,22,13,2,11,11,0.0,5.0,1.0,0.0,0.0,0,94.0,7.0,14,,,
grayte01,1955,4,BAL,AL,1,2,9,1,0,0,0,46,21,14,3,11,8,0.0,8.0,1.0,1.0,0.0,0,77.0,5.0,19,,,
haddiha01,1961,1,PIT,NL,10,6,29,22,5,2,0,468,159,71,15,41,99,0.0,4.0,6.0,4.0,2.0,0,646.0,4.0,72,,,
griggha01,1959,1,WS1,AL,2,8,37,10,2,1,2,293,103,57,8,52,43,0.0,5.0,4.0,4.0,1.0,0,443.0,13.0,63,,,
mroziro01,1954,1,PHI,NL,1,1,15,4,1,0,0,144,49,24,10,25,26,0.0,4.0,,1.0,0.0,0,214.0,6.0,26,,,
spencge01,1958,1,DET,AL,1,0,7,0,0,0,0,30,11,3,0,4,5,0.0,2.0,0.0,0.0,0.0,0,44.0,2.0,4,,,
paceljo01,1977,1,NYN,NL,0,0,3,0,0,0,0,12,2,0,0,2,1,0.0,0.0,0.0,1.0,0.0,0,17.0,3.0,2,,,
breweji01,1975,1,LAN,NL,3,1,21,0,0,0,2,99,44,19,2,12,21,0.0,5.0,2.0,1.0,1.0,0,152.0,14.0,20,,,
hookja01,1957,1,CIN,NL,0,1,3,2,0,0,0,30,6,5,0,8,6,0.0,4.0,0.0,1.0,0.0,0,45.0,0.0,7,,,
valdese01,1989,1,ATL,NL,1,2,19,1,0,0,0,98,31,22,5,17,26,0.0,6.0,3.0,2.0,0.0,0,145.0,8.0,24,,,
ditmaar01,1957,1,NYA,AL,8,3,46,11,0,0,6,382,128,46,9,35,64,0.0,3.0,1.0,1.0,2.0,0,532.0,12.0,55,,,
willida07,2002,1,PIT,NL,2,5,9,9,0,0,0,130,38,24,9,24,33,,4.0,2.0,2.0,4.0,2,195.0,0.0,26,,,
delocik01,1960,1,BOS,AL,9,10,24,23,3,1,0,388,145,68,21,52,49,0.0,4.0,3.0,3.0,4.0,0,576.0,1.0,77,,,
brilene01,1970,1,SLN,NL,6,7,30,19,1,1,0,320,129,74,14,36,59,0.0,6.0,7.0,5.0,2.0,1,484.0,6.0,84,,,
tananfr01,1981,1,BOS,AL,4,10,24,23,5,2,0,424,142,63,17,43,78,0.0,4.0,4.0,2.0,4.0,0,596.0,0.0,70,,,
batesfr01,1899,2,CL4,NL,1,18,20,19,17,0,0,459,239,123,6,105,13,0.0,7.0,,5.0,23.0,2,0.0,1.0,181,,,
troutst01,1988,1,SEA,AL,4,7,15,13,0,0,0,169,86,49,6,31,14,0.0,7.0,2.0,5.0,5.0,7,278.0,1.0,53,,,
bailebi01,1922,1,SLN,NL,0,2,12,0,0,0,0,95,38,19,1,23,11,0.0,5.0,,2.0,0.0,0,149.0,5.0,22,,,
kirbycl01,1972,1,SDN,NL,12,14,34,34,9,2,0,716,197,83,21,116,175,0.0,3.0,11.0,8.0,2.0,0,1004.0,0.0,87,,,
cordefr01,2001,1,TEX,AL,0,1,3,0,0,0,0,7,3,1,0,2,1,,3.0,1.0,1.0,0.0,0,12.0,2.0,1,,,
sadowbo02,1964,1,ML1,NL,9,10,51,18,5,0,5,500,159,76,18,56,96,0.0,4.0,5.0,4.0,7.0,0,708.0,9.0,85,,,
adamswi01,1912,1,SLA,AL,2,3,13,5,0,0,0,139,50,20,0,19,16,0.0,3.0,,3.0,2.0,0,197.0,8.0,32,,,
bantaja01,1949,1,BRO,NL,10,6,48,12,2,1,3,457,125,57,12,68,97,0.0,3.0,,3.0,6.0,0,643.0,15.0,63,,,
simpsjo01,1983,1,KCA,AL,0,0,2,0,0,0,0,9,4,1,0,2,1,0.0,3.0,0.0,0.0,0.0,0,15.0,2.0,1,,,
gozzoma01,1993,1,NYN,NL,0,1,10,0,0,0,1,42,11,4,1,5,6,0.0,2.0,1.0,0.0,0.0,0,57.0,5.0,5,,,
portuma01,1992,1,HOU,NL,6,3,18,16,1,1,0,304,76,30,7,41,62,0.0,2.0,3.0,1.0,1.0,1,405.0,0.0,32,,,
grosske01,1988,1,PHI,NL,12,14,33,33,5,1,0,695,209,95,18,89,162,0.0,3.0,5.0,5.0,11.0,7,989.0,0.0,101,,,
grabojo02,2007,1,PIT,NL,3,2,63,0,0,0,1,155,56,26,6,19,42,,4.0,2.0,3.0,1.0,0,228.0,14.0,27,,,
murrada01,1979,1,NYN,NL,4,8,58,0,0,0,4,291,105,52,6,52,37,0.0,4.0,14.0,3.0,0.0,0,428.0,24.0,58,,,
morenju01,1952,1,WS1,AL,9,9,26,22,7,0,0,442,154,65,10,52,62,0.0,3.0,,3.0,5.0,0,633.0,3.0,75,,,
beenefr01,1969,1,BAL,AL,0,0,2,0,0,0,0,8,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,11.0,0.0,0,,,
hoype01,1992,1,BOS,AL,0,0,5,0,0,0,0,11,8,3,0,2,2,0.0,7.0,1.0,0.0,0.0,0,19.0,2.0,3,,,
chambel01,1890,2,CL6,AA,12,6,25,21,19,6,0,525,128,43,2,70,114,,2.0,,0.0,0.0,0,765.0,3.0,69,,,
reamebr01,2001,1,MON,NL,4,8,41,13,0,0,0,285,101,59,16,48,86,,5.0,3.0,2.0,5.0,0,432.0,3.0,68,,,
cocopa01,2001,1,TOR,AL,1,0,7,1,0,0,0,43,12,7,0,6,9,,4.0,0.0,0.0,2.0,0,63.0,3.0,8,,,
hallabi01,1935,1,SLN,NL,15,8,40,23,8,2,1,544,196,69,7,57,73,0.0,3.0,,10.0,1.0,1,785.0,8.0,91,,,
chandsp01,1941,1,NYA,AL,10,4,28,20,11,4,4,491,146,58,5,60,60,0.0,3.0,,3.0,0.0,0,682.0,5.0,68,,,
willigu01,1890,1,BR4,AA,0,1,2,2,1,0,0,36,13,10,0,12,2,,7.0,,0.0,0.0,0,0.0,0.0,15,,,
morgami01,1983,1,TOR,AL,0,3,16,4,0,0,0,136,48,26,6,21,22,0.0,5.0,0.0,3.0,0.0,0,198.0,2.0,26,,,
lundgca01,1903,1,CHN,NL,11,9,27,20,16,0,3,579,191,63,1,60,67,0.0,2.0,,5.0,6.0,0,796.0,6.0,102,,,
anderji02,2003,1,CIN,NL,1,5,8,7,0,0,0,116,60,38,8,14,13,0.0,8.0,1.0,0.0,0.0,0,184.0,1.0,39,,,
masonmi01,1985,1,TEX,AL,8,15,38,30,1,1,0,537,212,96,22,73,92,0.0,4.0,4.0,4.0,3.0,1,800.0,1.0,113,,,
niedda01,1995,1,COL,NL,0,0,2,0,0,0,0,13,11,10,2,3,3,0.0,20.0,0.0,0.0,0.0,0,27.0,0.0,10,,,
brazlal01,1947,1,SLN,NL,14,8,44,19,7,0,4,504,186,53,7,48,85,0.0,2.0,,4.0,2.0,0,713.0,11.0,65,,,
sundigo01,1956,1,BAL,AL,0,0,1,0,0,0,0,0,0,1,0,2,0,0.0,,0.0,0.0,0.0,0,2.0,0.0,1,,,
dailyed01,1887,2,WS8,NL,0,1,1,1,1,0,0,21,5,6,0,6,3,0.0,7.0,,1.0,0.0,0,30.0,0.0,6,,,
lerchra01,1982,1,ML4,AL,8,7,21,20,1,1,0,326,123,60,12,51,33,0.0,4.0,1.0,2.0,3.0,0,493.0,0.0,68,,,
milnaal01,1942,1,CLE,AL,6,8,28,19,8,2,0,471,146,72,3,85,35,0.0,4.0,,4.0,4.0,1,685.0,4.0,82,,,
abernwo01,1947,1,NY1,NL,0,0,1,0,0,0,0,6,4,2,0,1,0,0.0,9.0,,0.0,0.0,0,11.0,1.0,3,,,
reedri01,2002,1,MIN,AL,15,7,33,32,2,1,0,564,192,79,32,26,121,,3.0,0.0,1.0,6.0,1,778.0,0.0,89,,,
padilvi01,2003,1,PHI,NL,14,12,32,32,1,1,0,626,196,84,22,62,133,0.0,3.0,4.0,3.0,16.0,2,876.0,0.0,94,,,
gagneer01,2002,1,LAN,NL,4,1,77,0,0,0,52,247,55,18,6,16,114,,1.0,4.0,1.0,2.0,0,314.0,68.0,18,,,
smithza01,1996,1,PIT,NL,4,6,16,16,1,1,0,250,104,47,7,21,47,0.0,5.0,4.0,0.0,4.0,1,368.0,0.0,53,,,
garcija01,2012,1,SFN,NL,7,6,73,0,0,0,25,190,55,20,8,22,55,,2.0,4.0,1.0,2.0,0,272.0,37.0,24,,,
jennija01,2005,1,COL,NL,6,9,20,20,1,0,0,366,130,68,11,62,75,,5.0,4.0,8.0,5.0,0,551.0,0.0,73,,,
jacksro03,1985,1,SDN,NL,2,3,22,2,0,0,2,120,32,12,4,13,28,0.0,2.0,1.0,0.0,1.0,1,163.0,6.0,13,,,
perryji01,1967,1,MIN,AL,8,7,37,11,3,2,0,392,123,44,8,50,94,0.0,3.0,5.0,2.0,3.0,0,549.0,7.0,51,,,
martito02,2001,1,NYN,NL,1,0,14,0,0,0,0,51,23,19,4,10,12,,10.0,2.0,0.0,1.0,0,85.0,2.0,22,,,
stonebi01,1971,1,MON,NL,17,16,39,39,20,3,0,884,243,103,20,146,251,0.0,3.0,11.0,10.0,5.0,2,1243.0,0.0,112,,,
campsh01,2011,1,TOR,AL,6,3,67,0,0,0,1,199,79,31,3,22,32,,4.0,9.0,0.0,6.0,0,292.0,23.0,36,,,
kampik01,1924,1,BSN,NL,0,1,1,1,0,0,0,21,9,4,0,5,4,0.0,5.0,,0.0,0.0,0,32.0,0.0,5,,,
colliri01,1931,1,SLA,AL,5,5,17,14,2,0,0,321,130,45,5,38,34,0.0,3.0,,1.0,1.0,0,466.0,1.0,55,,,
rootch01,1928,1,CHN,NL,14,18,40,30,13,1,2,711,214,94,15,73,122,0.0,3.0,,0.0,7.0,0,992.0,6.0,109,,,
hoytwa01,1930,2,DET,AL,9,8,26,20,8,1,4,407,176,72,7,47,25,0.0,4.0,,4.0,2.0,0,628.0,5.0,89,,,
meadole01,1918,1,SLN,NL,8,14,30,23,12,0,1,496,176,66,1,56,49,0.0,3.0,,1.0,10.0,0,714.0,6.0,91,,,
mcdowsa01,1964,1,CLE,AL,11,6,31,24,6,2,1,520,148,52,8,100,177,0.0,2.0,6.0,11.0,3.0,2,760.0,3.0,60,,,
browncl01,1928,1,CLE,AL,0,1,2,1,1,0,0,33,14,6,0,2,2,0.0,4.0,,0.0,0.0,0,49.0,1.0,6,,,
folkeri01,1977,1,ML4,AL,0,1,3,0,0,0,0,19,7,3,2,4,6,0.0,4.0,1.0,1.0,0.0,0,31.0,2.0,7,,,
reddiph01,1913,1,SLN,NL,0,0,1,0,0,0,0,8,2,2,0,1,1,0.0,6.0,,0.0,0.0,0,10.0,0.0,2,,,
sewared01,1887,1,PH4,AA,25,25,55,52,52,3,0,1412,445,216,7,140,155,,4.0,,0.0,24.0,0,1990.0,2.0,293,,,
mesajo01,2004,1,PIT,NL,5,2,70,0,0,0,43,208,78,25,6,20,37,0.0,3.0,3.0,1.0,1.0,0,295.0,65.0,26,,,
myersmi01,1996,1,DET,AL,1,5,83,0,0,0,6,194,70,36,6,34,69,0.0,5.0,8.0,2.0,4.0,0,298.0,25.0,41,,,
allenbo04,1967,1,CLE,AL,0,5,47,0,0,0,5,163,49,18,4,25,50,0.0,2.0,7.0,4.0,1.0,1,232.0,23.0,22,,,
valvejo01,2009,1,HOU,NL,4,2,52,0,0,0,25,162,40,14,5,21,56,,2.0,1.0,1.0,2.0,0,219.0,45.0,15,,,
mamaual01,1922,1,BRO,NL,1,4,37,7,1,0,3,263,97,36,7,33,35,0.0,3.0,,1.0,2.0,0,383.0,15.0,46,,,
ryanno01,1977,1,CAL,AL,19,16,37,37,22,4,0,897,198,92,12,204,341,0.0,2.0,7.0,21.0,9.0,3,1272.0,0.0,110,,,
powelja01,1900,1,SLN,NL,17,16,38,37,28,3,0,863,325,142,9,77,77,0.0,4.0,,3.0,3.0,0,0.0,1.0,194,,,
jamesjo01,1960,1,NYA,AL,5,1,28,0,0,0,2,130,38,21,3,26,29,0.0,4.0,2.0,1.0,3.0,0,189.0,11.0,22,,,
newsobo01,1942,2,BRO,NL,2,2,6,5,2,1,0,96,28,12,1,14,21,0.0,3.0,,1.0,1.0,0,135.0,0.0,13,,,
kisonbr01,1985,1,BOS,AL,5,3,22,9,0,0,1,276,98,42,9,32,56,0.0,4.0,4.0,1.0,1.0,0,398.0,5.0,43,,,
ellerho01,1918,1,CIN,NL,16,12,37,22,14,0,1,653,205,57,1,59,84,0.0,2.0,,0.0,6.0,0,899.0,13.0,71,,,
winseto01,1937,1,BRO,NL,0,0,1,0,0,0,0,3,3,2,0,2,0,0.0,18.0,,0.0,0.0,0,7.0,1.0,2,,,
passecl01,1940,1,CHN,NL,20,13,46,31,20,4,5,842,259,78,8,59,124,0.0,2.0,,0.0,4.0,0,1172.0,13.0,97,,,
moyerja01,2006,1,SEA,AL,6,12,25,25,2,1,0,480,179,78,25,44,82,,4.0,3.0,3.0,3.0,1,685.0,0.0,85,,,
hendeha01,1886,1,BL2,AA,3,15,19,19,19,0,0,514,188,88,0,66,88,,4.0,,0.0,9.0,0,822.0,0.0,147,,,
byrdha01,1957,1,DET,AL,4,3,37,1,0,0,5,177,53,22,6,28,20,0.0,3.0,4.0,1.0,2.0,0,252.0,18.0,23,,,
maxwebe01,1908,1,PHA,AL,0,0,4,0,0,0,0,39,23,16,0,9,7,0.0,11.0,,0.0,2.0,0,77.0,2.0,21,,,
koosmje01,1984,1,PHI,NL,14,15,36,34,3,1,0,672,232,81,8,60,137,0.0,3.0,5.0,6.0,3.0,2,950.0,0.0,95,,,
thornma01,2009,1,CHA,AL,6,3,70,0,0,0,4,217,58,22,5,20,87,,2.0,2.0,4.0,1.0,0,291.0,17.0,22,,,
doberje01,1948,1,CHN,NL,7,2,54,0,0,0,1,257,67,30,8,40,48,0.0,3.0,,0.0,1.0,0,365.0,27.0,33,,,
grayte01,1950,1,DET,AL,10,7,27,21,7,0,1,448,139,73,22,72,102,0.0,4.0,,4.0,2.0,1,644.0,5.0,85,,,
schupfe01,1917,1,NY1,NL,21,7,36,32,25,6,0,816,202,59,7,70,147,0.0,1.0,,3.0,4.0,0,1067.0,3.0,69,,,
isrinja01,2007,1,SLN,NL,4,0,63,0,0,0,32,196,42,18,4,28,54,,2.0,3.0,3.0,2.0,0,267.0,54.0,21,,,
krollga01,1969,1,CLE,AL,0,0,19,0,0,0,0,72,16,11,3,22,28,0.0,4.0,0.0,1.0,0.0,1,109.0,7.0,14,,,
apontlu01,1984,1,CLE,AL,1,0,25,0,0,0,0,151,53,23,5,15,25,0.0,4.0,0.0,3.0,1.0,1,218.0,14.0,25,,,
brownpa01,1963,1,PHI,NL,0,1,6,2,0,0,0,46,15,7,2,5,11,0.0,4.0,0.0,0.0,2.0,0,71.0,3.0,10,,,
romerjc01,2009,1,PHI,NL,0,0,21,0,0,0,0,50,13,5,2,13,12,,2.0,0.0,0.0,2.0,0,73.0,5.0,6,,,
faberre01,1930,1,CHA,AL,8,13,29,26,10,0,1,507,188,79,7,49,62,0.0,4.0,,3.0,5.0,0,742.0,2.0,101,,,
embreal01,2002,2,BOS,AL,1,2,32,0,0,0,2,100,24,11,4,11,43,,2.0,1.0,0.0,1.0,0,133.0,7.0,12,,,
smithle02,1983,1,CHN,NL,4,10,66,0,0,0,29,310,70,19,5,41,91,0.0,1.0,14.0,5.0,1.0,2,413.0,56.0,23,,,
mcdanli01,1966,1,SFN,NL,10,5,64,0,0,0,6,365,103,36,5,35,93,0.0,2.0,9.0,2.0,0.0,0,495.0,32.0,48,,,
kolstha01,1963,1,BOS,AL,0,2,7,0,0,0,0,33,16,16,4,6,6,0.0,13.0,0.0,2.0,2.0,0,55.0,5.0,16,,,
dilliha01,1914,1,CLE,AL,0,1,11,2,1,0,0,101,41,17,0,25,11,0.0,4.0,,2.0,1.0,0,144.0,6.0,28,,,
lillide01,1991,1,SDN,NL,0,2,6,2,0,0,0,43,25,14,3,4,7,0.0,8.0,1.0,0.0,0.0,0,70.0,1.0,14,,,
tenerjo01,1890,1,PTP,PL,3,11,14,14,13,0,0,351,160,95,6,70,30,9.0,7.0,,15.0,4.0,0,626.0,0.0,147,,,
killefr01,1893,1,PIT,NL,36,14,55,48,38,2,0,1245,401,168,12,140,99,0.0,3.0,,10.0,0.0,1,0.0,6.0,235,,,
riggaje01,2001,1,NYN,NL,3,3,35,0,0,0,0,143,42,18,5,24,41,,3.0,7.0,4.0,0.0,0,202.0,12.0,19,,,
marquru01,1918,1,BRO,NL,9,18,34,29,19,4,0,717,231,70,7,59,89,0.0,2.0,,3.0,1.0,0,980.0,3.0,97,,,
roepr01,1954,1,BRO,NL,3,4,15,10,1,0,0,189,69,35,11,23,31,0.0,5.0,,0.0,0.0,0,275.0,1.0,40,,,
glavito02,2006,1,NYN,NL,15,7,32,32,0,0,0,594,202,84,22,62,131,,3.0,7.0,1.0,6.0,0,842.0,0.0,94,,,
guettle01,1992,2,NYN,NL,3,4,43,0,0,0,2,130,57,28,5,14,15,0.0,5.0,5.0,3.0,1.0,0,196.0,15.0,28,,,
roberna01,2007,1,DET,AL,9,13,30,30,0,0,0,533,199,94,22,63,119,,4.0,2.0,5.0,3.0,1,781.0,0.0,98,,,
foleyto02,1989,1,MON,NL,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,27.0,0.0,0.0,0.0,0,2.0,1.0,1,,,
balfogr01,2001,1,MIN,AL,0,0,2,0,0,0,0,8,3,4,2,3,2,,13.0,0.0,0.0,0.0,0,14.0,1.0,4,,,
bunkewa01,1964,1,BAL,AL,19,5,29,29,12,1,0,642,161,64,17,62,96,0.0,2.0,5.0,3.0,3.0,0,850.0,0.0,72,,,
swiftbi01,1937,1,PIT,NL,9,10,36,17,9,0,3,492,160,72,14,34,84,0.0,3.0,,3.0,3.0,0,676.0,12.0,79,,,
magrajo01,1993,2,CAL,AL,3,2,8,8,0,0,0,144,48,21,4,21,24,0.0,3.0,0.0,4.0,0.0,0,209.0,0.0,27,,,
quiseda01,1982,1,KCA,AL,9,7,72,0,0,0,35,410,126,39,12,12,46,0.0,2.0,2.0,1.0,0.0,0,529.0,68.0,43,,,
sweench01,1884,1,PRO,NL,17,8,27,24,22,4,1,663,153,38,4,29,145,0.0,1.0,,10.0,0.0,0,846.0,3.0,70,,,
downssc01,2003,1,MON,NL,0,1,1,1,0,0,0,9,5,5,2,3,4,0.0,15.0,2.0,0.0,0.0,1,17.0,0.0,5,,,
breweji01,1964,1,LAN,NL,4,3,34,5,1,1,1,279,79,31,5,25,63,0.0,3.0,5.0,3.0,0.0,0,374.0,11.0,33,,,
fellebo01,1946,1,CLE,AL,26,15,48,42,36,10,4,1114,277,90,11,153,348,0.0,2.0,,3.0,3.0,0,1512.0,5.0,101,,,
blakeed01,1957,1,KC1,AL,0,0,2,0,0,0,0,5,1,1,1,2,0,0.0,5.0,1.0,1.0,0.0,0,8.0,1.0,1,,,
daybi01,1890,2,PIT,NL,0,6,6,6,6,0,0,150,66,29,1,24,10,0.0,5.0,,1.0,1.0,0,241.0,0.0,50,,,
zachato01,1920,1,WS1,AL,15,16,44,31,19,3,2,788,289,110,7,78,53,0.0,3.0,,9.0,4.0,3,1141.0,10.0,141,,,
shielsc01,2010,1,LAA,AL,0,3,43,1,0,0,0,138,45,27,6,34,39,,5.0,1.0,7.0,2.0,0,218.0,17.0,31,,,
truckvi01,1951,1,DET,AL,13,8,37,18,6,1,1,461,153,74,9,75,89,0.0,4.0,,6.0,5.0,1,680.0,8.0,81,,,
