schoolid,schoolname,schoolcity,schoolstate,schoolnick
iona,Иона Колледж,Новый Рохелл,Нय,Гэловы
cameronok,Камеранский университет,Лоутон,Хорошо. Начнем перевод.,Аги
stjosephs,Университет Святого Иосифа,Филадельфия,ПА,Соколы
stonybrook,Университет Стони-Брук,Стони-Брук,Нय,Сирены
colgate,Университет Колгата,Гамильтон,Нय,Ниндзя
lincolnmem,Lincolnский мемориальный университет,Харрогейт,ТН,Разделители рельсов
kansas,Университет Канзаса,Лоуренс,КС,Джейхук
eutah,Колледж Восточной Юты,Цена,УТ,Золотые орлы
mesast,Меса-стейтский колледж,Великий Приключ,КОНТРОЛЬНАЯ ВЕРИФИКАЦИЯ,Маверики
ptparkpa,Парк-у-Бич Университет,Питтсбург,ПА,Пионеры
campbell,Университет Кэмпбелла,Буйес-Крик,Н/Д,Камели
ucla,"Университет Калифорнии, Лос-Анджелес",Лос-Анджелес,Калифорния,Брюинс
mariettaoh,Маркетский колледж,Маретт,О,Пионеры
sandiego,Университет Сан-Диего,Сан-Диего,Калифорния,Тореро
wvirginia,Западно-Вирджинский университет,Моргэнтаун,Западная Вирджиния,Горные альпинисты
utahvalley,Уют-Вэлли-Университи,Орем,УТ,Вольверины
lsu,Луизианский государственный университет,Батон-Руж,Лос-Анджелес,Тигры
casewestrn,Университет Кейс-Уэстерн-Резерв,Кливленд,О,Спартаны
nflorida,Университет Северной Флориды,Джексонвилл,ФЛ,Оспреи
upperiowa,Верховный университет Айовы,Файетт,Я,Пави
dominican,Доминиканский колледж,Орангебург,Нय,Заря
macmurryil,Колледж МакМэри,Джексонвилл,ЕЛ,Высокогорцы
stxavieril,Университет святого Ксавьера,Чикаго,ЕЛ,Пума
grovecity,Колледж Гров-Сити,Город-парк Гров-Сити,ПА,Вольверины
lasalle,Университет Ла Салл,Филадельфия,ПА,Исследователи
plymouth,Плимутский государственный университет,Плимут,НХ,Пантеры
batesme,Бейтс Колледж,Льюисон,Я,Бобкаты
eurekail,Еурека Колледж,Еврика,ЕЛ,Красные дьяволы
concrdiatx,Конкордия Университет в Остине,Остин,ТХ,Торнадо
fairldick,Университет Фэрлейри-Дикинсона,Теанек,Н/Д,Рыцари
loyolamd,Лойола-колледж в Мэриленде,Балтимор,МД,Грейхаундсы
tamukvill,Техасский университет А&М в Кингсвилле,Кингсвилл,ТХ,Явелиньяс
vcu,Университет Вирджинии Содружества,Ричмонд,ВА,Рамсы
nebraska,Университет Небраски,Линкольн,НЕ,Хускерсы
rhodestn,Колледж Родса,Мемфис,ТН,Линкс
trumanst,Государственный университет Трюмана,Кирксвилл,Мо,Бульдоги
wpaterson,Университет Уильяма Патсона,Вэйн,Н/Д,Пионеры
keenest,Универси́тет Кина,Кейн,НХ,Сыры
amherstma,Колледж Амхерст,Амхерст,МА,Лорд Джеффы
brandeisma,Университет Брандейса,Вэллэм,МА,Судьи
hawaiihilo,Университет Гавайи на Хило,Хило,Здравствуйте!,Вулканы
lorasia,Колледж Лорас,Дюбук,Я,Дуахки
miamifl,Мэйамский университет,Корал Гэйблс,ФЛ,Ураганы
monmouth,Университет Монмут,Западный Лонг-Бранч,Н/Д,Соколы
shepherdwv,Колледж Шепард,Шеппардстуун,Западная Вирджиния,Рамсы
mtstmarys,Колледж и семинария Святого Марии,Эммитсберн,МД,Горные альпинисты
latech,Луисианский технологический университет,Рустон,Лос-Анджелес,Бульдоги
smethodist,Южный методистский университет,Даллас,ТХ,Мустанги
rhodeisle,Университет Род-Айленда,Кингстон,Ри,Рамсы
arizonast,Аризонский государственный университет,Темпе,АЗ,Солнечные дьяволы
utahst,Утаский государственный университет,Логан,УТ,Аги
washington,Вашингтонский университет,Сиэтл,WA,Хаски
arkansasst,Арканзасский государственный университет,Джонсборо,АР,Индийцы
oralrob,Университет Орал Робертса,Тульса,Хорошо. Начнем перевод.,Золотые орлы
centenary,Центральный колледж Луизианы,Шревпорт,Лос-Анджелес,Господа
valpo,Валпараисский университет,Валпараисо,В,Крестоносцы
cwashngton,Центральный университет Вашингтона,Элленсбург,WA,Дикие кошки
baconeok,Колледж Бэкон,Мускоги,Хорошо. Начнем перевод.,Воины
wittnbrgoh,Универси́тет Виттенберга,Спрингфилд,О,Тигры
ric,Род-Айлендский колледж,Проживение,Ри,Анкормены
utpanam,Университет Техас-Пан-Американский,Эдинбург,ТХ,Бронки
jksonvilst,Джексонвилл Стейт Университет,Джексонвилл,АЛ,Кокеры
mtolive,Колледж Маунт-Олив,Маунт-Олив,Н/Д,Троянские кони
grvalleyst,Гراند-Вэлли-Стейт-Университи,Алландал,МИ,Лейкерс
arkmont,Университет Арканзаса-Монро,Монтицелло,АР,Жук-колер
amerintl,Американский международный колледж,Спрингфилд,МА,Желтые жакеты
bostoncoll,Бостонский колледж,Черешневый холм,МА,Орлы
pace,Универсиитет Пейс,Нью-Йорк,Нय,Установщики
buenavista,Университет Бьюна Виста,Шторм-Лейк,Я,Орины
nyoneonta,Университет штата Нью-Йорк в Онеонте,Онеонта,Нय,Красная драконы
midlndluth,Средне-Лютеранский колледж,Фрэмтон,НЕ,Воины
newyorku,Нью-Йоркский университет,Нью-Йорк,Нय,Фиалки
southernu,Южный университет и колледж А&М,Батон-Руж,Лос-Анджелес,Ягуары
sprngfldma,Колледж Спрингфилд,Спрингфилд,МА,Гордость
mcneese,Макнеес Стейт Университет,Озеро Чарльз,Лос-Анджелес,Ковбои
utarl,Университет Техаса в Арлингтоне,Арлингтон,ТХ,Маверики
oakland,Университет Окленда,Рочестер,МИ,Гризли
hampsydney,Колледж Хэмпден-Сидни,Гамден-Сидни,ВА,Тигры
airforce,Академия ВВС США,Колорадо-Спрингс,КОНТРОЛЬНАЯ ВЕРИФИКАЦИЯ,Соколы
gannon,Гэнонский университет,Эри,ПА,Золотые Рыцари
trnsylvnia,Трансильванский университет,Лексингтон,Ки,Пионеры
louisville,Университет Луизвилла,Луисвилл,Ки,Кардиналы
hofstra,Университет Хофстра,Хемпстед,Нय,Гордость
pittsbst,Питтсбургский государственный университет,Питтсбург,КС,Гориллы
stlawrence,Ст. Лоуренс-Эванс университет,Кантон,Нय,Святые
nebkearney,Университет Небраски в Кейносе,Керн,НЕ,Лоперы
albertsnid,Альберсон Колледж Айдахо,Кальдуэлл,"Пожалуйста, предоставьте текст для перевода.",Койоты
semost,Государственный университет юго-востока Миссури,Гиронде-Кап-Жеронд,Мо,Красная Сокола
nwstate,Северо-Западный государственный университет Луизианы,Натчи-Туше,Лос-Анджелес,Демоны
frankmarsh,Франклин и Маршалл Колледж,Ланкастер,ПА,Дипломаты
depauwin,Университет Дпау,Гренкастль,В,Тигры
lewclarkor,Льюис и Кларк колледж,Портленд,О'Р,Пионеры
iowast,ИОВА СТЭट УНИВЕРСИТИ,Амс,Я,Циклоны
lewisil,Льюисский университет,Римово́йлль,ЕЛ,Флайеры
sunybuff,государственный университет Нью-Йорка в Буффало,Баффало,Нय,Боуи
kentst,Университет штата Кент,Кент,О,Золотые искры
missst,Миссисипиский государственный университет,Старквилл,МС,Бульдоги
tennessee,Университет Теннеси,Ноксвилл,ТН,Волонтёры
wilkespa,Универси́тет Уилкса,Вильск-Барре,ПА,Колонели
shaw,Шоу Университи,Рали,Н/Д,Медведи
mit,Массачусетский технологический институт,Кембридж,МА,Инженеры
mryvilletn,Колледж Мэривиллл,Мэривилл,ТН,Борцы-шотисты
winstsalst,Университет штата Уинстон-Сэммит,Винстон-Сэмит,Н/Д,Рамсы
calpoly,"Калифорнийский הפולитехнический университет, Сан-Луис-Обиспо",Сан-Луи́с-Обиспо,Калифорния,Мустанги
stjosephin,Колледж Святого Иосифа,Ренссалаер,В,Пума
armstratl,Университет штата Армстронг-Атлантик,Саванна,ГА,Пираты
davidson,Университет Даймондона,Даймон,Н/Д,Дикие кошки
muskingum,Мускингемский колледж,Новый Конкорд,О,Борьба с мусками
colbyme,Колби-колледж,Ватерлоо,Я,Мулы
eckerd,Эккард Колледж,Санкт-Петербург,ФЛ,Тритоны
andersonsc,Колледж Андерсон,Андерсон,SC,Троянские кони
arkansas,Университет Аризоны,Файетвилл,АР,Рэзеры
brewparker,Колледж Бреутон-Паркер,Маунт-Вернон,ГА,Бароны
deltast,Δельтаский университета штата,Кливленд,МС,Дипломаты
ncat,Северный Каролинский сельскохозяйственный и технический государственный университет,Гринсборо,Н/Д,Аги
tamucc,Университет Техаса в Корпус-Кристи,Корпус-Кристи,ТХ,Островитяне
okstate,Оклахомский государственный университет,Стиль-Вода,Хорошо. Начнем перевод.,Ковбои
georgemas,Джорджийский университет Мейсона,Фэрфакс,ВА,Патриоты
bowlgreen,Стэнфордский университет,Боулинг-Грин,О,Соколы
longisland,"Лонг-Айлендский университет, кампус в Бруклине",Бруклин,Нय,Чёрные вороны
wgeorgia,Гос. ун. Западной Джорджии,Карролтон,ГА,Храбрые
txsouth,Текσαский южный университет,Хьюстон,ТХ,Тигры
unionny,Уионский колледж,Шенандоа,Нय,немцы
milligantn,Колледж Миллиган,Колледж Миллиган,ТН,Буффало
jacksonst,Университет штата Джексон,Джексон,МС,Тигры
tulane,Туланский университет,Новый Орлеан,Лос-Анджелес,Зелёная волна
coppinst,Колледж Коппин штата Вирджиния,Балтимор,МД,Орлы
prairview,Университет Прирая Вью А&М,Прайри-Вью,ТХ,Пантеры
furman,Университет Фурмана,Гринвилл,SC,Паладины
calipa,Калифорнийский университет в Пенсильвании,Калифорния,ПА,Вулканы
ferrumva,Колледж Феррум,Феррум,ВА,Пантеры
sterlingks,Университет Стерлинга,Стёрлинг,КС,Воины
gacollege,Грузинский колледж и государственный университет,Милледгвилл,ГА,Бобкаты
linfieldor,Колледж Линфилд,Макминнвилл,О'Р,Дикие кошки
savcolad,Университет искусств Саванны,Саванна,ГА,Бёсы
stmarysmn,Университет Святого Мэри из Миннесоты,Уинона,MN - МН,Кардиналы
ntexas,Университет Северной Техаса,Дентон,ТХ,Зелёный
denver,Университет Денвера,Денвер,КОНТРОЛЬНАЯ ВЕРИФИКАЦИЯ,Пионеры
brown,БROWНУниверсити,Проживение,Ри,Медведи
stfranny,Университет Святого Франциска,Бруклин-Хайтс,Нय,Терьеры
harvard,Гарвардский университет,Кембридж,МА,Кремовый
stfrncisil,Университет Святого Франциска,Джолит,ЕЛ,Борцы за свободу
tampa,Университет Тампы,Тампа,ФЛ,Спартаны
glenvilst,Гленвиллский государственный колледж,Гленвилл,Западная Вирджиния,Пионеры
scranton,Университет Скратона,Скрентон,ПА,Роялы
