lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
127,aldrija01,,,1961.0,4.0,14.0,США,Лос-Анджелес,Александр,,,,,,,Джей,Альдрич,,Джей Роберт,,210.0,75.0,r,r,6/5/1987,4/26/1990,Государственный университет Монтклира,aldrija01,aldrija01,aldrj001,aldrija01,aldrija01
130,alenoch01,,,1917.0,2.0,19.0,США,Мо,Сент-Луис,2003.0,2.0,10.0,США,ФЛ,Деланд,Чак,Алено,,Чарльз,,215.0,73.0,r,r,5/15/1941,9/23/1944,,alenoch01,alenoch01,alenc101,alenoch01,alenoch01
142,alfonan01,,,1972.0,4.0,16.0,Д.Р.,,Ла-Романа,,,,,,,Антонио,Альфонсека,,Антонио,"Овраг, Оварага",250.0,77.0,r,r,6/17/1997,9/23/2007,,alfonan01,alfonan01,alfoa001,alfonan01,alfonan01
143,alfoned01,,,1973.0,11.0,8.0,Венесуэла,,Санта-Тереса,,,,,,,Эдгаро,Альфонсо,,Эдгардо Антонио,,210.0,71.0,r,r,4/26/1995,6/11/2006,,alfoned01,alfoned01,alfoe001,alfoned01,alfoned01
148,allenbo01,allenbo01m,,1867.0,7.0,10.0,США,О,Марион,1943.0,5.0,14.0,США,АР,Малая Рок,Боб,Аллен,,Роберт Гилман,,175.0,71.0,r,r,4/19/1890,6/1/1900,,allenbo01,allenbo01,alleb103,allenbo01,allenbo01
167,allenmy01,,,1854.0,3.0,22.0,США,Нय,Кингстон,1924.0,3.0,8.0,США,Нय,Кингстон,Майрон,Аллен,,Мирон Смит,Зик,150.0,68.0,r,r,7/19/1883,7/1/1888,,allenmy01,allenmy01,allem101,allenmy01,allenmy01
171,allenro02,,,1959.0,10.0,5.0,США,Калифорния,Лос-Анджелес,,,,,,,Род,Аллен,,Родерик Бернет,,185.0,73.0,r,r,4/7/1983,10/2/1988,,allenro02,allenro02,aller001,allenro02,allenro02
174,allenga01,,,1955.0,2.0,4.0,США,Калифорния,Кульвер-Сити,,,,,,,Гэри,Алленсон,,Гэри Мартин,,185.0,71.0,r,r,4/8/1979,8/23/1985,Аризонский штат,allenga01,allenga01,alleg001,allenga01,allenga01
191,almeira01,,,1887.0,7.0,30.0,Куба,,Хавана,1968.0,3.0,19.0,Куба,,Хавана,Рафаэль,Алмейда,,Рафаэль Д.,Майк,164.0,69.0,r,r,7/4/1911,7/18/1913,,almeira01,almeira01,almer101,almeira01,almeira01
194,almonhe01,,,1975.0,10.0,17.0,Д.Р.,,Санто-Доминго,,,,,,,Хектор,Алмонт,,,,190.0,74.0,r,r,7/26/1999,9/28/2003,,almonhe01,almonhe01,almoh001,almonhe01,almonhe01
218,alvarga01,,,1974.0,3.0,6.0,Мексика,26,Навоё,,,,,,,Габе,Алварес,,,,185.0,73.0,r,r,6/22/1998,9/30/2000,,alvarga01,alvarga01,alvag001,alvarga01,alvarga01
227,alvorbi01,,,1863.0,8.0,10.0,США,Мо,Сент-Луис,1927.0,4.0,7.0,США,ФЛ,Санкт-Петербург,Билли,Алворд,,Уильям Крафорд,Дедушка Билл,187.0,70.0,,,4/30/1885,7/8/1893,,alvorbi01,alvorbi01,alvob101,alvorbi01,alvorbi01
234,amelued01,,,1959.0,4.0,13.0,США,Калифорния,Фуллертон,,,,,,,Эд,Амелен,,Эдвард Аллен,,180.0,71.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",7/28/1984,7/7/1986,Сан-Диего Стейт,amelued01,amelued01,amele001,amelued01,amelued01
237,amorvi01,,,1932.0,8.0,8.0,Куба,,Хавана,,,,,,,Винсенте,Амор,,Винченцо (Альварес),,182.0,75.0,r,r,4/16/1955,8/26/1957,,amorvi01,amorvi01,amorv101,amorvi01,amorvi01
250,anderda01,,,1868.0,10.0,10.0,США,ПА,Честер,1897.0,3.0,22.0,США,ПА,Честер,Дэйв,Андерсон,,Дэвид С.,,,,,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",8/24/1889,9/29/1890,,anderda01,anderda01,anded102,anderda01,anderda01
257,andergo01,,,1880.0,1.0,13.0,США,О,Кливленд,1923.0,3.0,15.0,США,В,Южный Бенд,коз,Андерсон,,Эдвард Джон,,,,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",r,4/11/1907,10/6/1907,,andergo01,andergo01,andeg101,andergo01,andergo01
273,andersc01,,,1962.0,8.0,1.0,США,О'Р,Корваллис,,,,,,,Скотт,Андерсон,,Скотт Ричард,,190.0,78.0,r,r,4/8/1987,8/26/1995,Орегон,andersc01,andersc01,andes001,andersc01,andersc01
275,anderva01,,,1866.0,6.0,18.0,США,ЕЛ,Женева,1941.0,11.0,5.0,США,ЕЛ,Рочестер,Варне,Андерсон,,Варней Самуэль,Варн,165.0,70.0,r,r,8/1/1889,5/6/1896,,anderva01,anderva01,andev101,anderva01,anderva01
288,andrejo02,,,1949.0,2.0,9.0,США,Калифорния,Монтерей-Парк,,,,,,,Джон,Андровы,,Джон Ричард,,175.0,70.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4/8/1973,9/19/1973,,andrejo02,andrejo02,andrj101,andrejo02,andrejo02
293,andrest01,,,1917.0,4.0,17.0,США,МА,Линн,1995.0,6.0,10.0,США,ФЛ,Брэдентон,Стан,Андровы,,Станли Джозеф,Пло,178.0,71.0,r,r,6/11/1939,9/30/1945,,andrest01,andrest01,andrs101,andrest01,andrest01
297,andruwi01,,,1858.0,10.0,14.0,КАН,ОН,Ороно,1935.0,6.0,17.0,США,МТ,Майлс-Сити,Виман,Андрус,,Уильям Уиман,,155.0,66.0,,,9/15/1885,9/15/1885,,andruwi01,andruwi01,andrw101,andruwi01,andruwi01
303,ankieri01,,,1979.0,7.0,19.0,США,ФЛ,Форт-Пирс,,,,,,,Рик,Анкиел,,,,205.0,74.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",8/23/1999,,,ankieri01,ankieri01,ankir001,ankieri01,ankieri01
311,aparilu01,,aparilu01h,1934.0,4.0,29.0,Венесуэла,,Маркизабал,,,,,,,Луис,Апарисио,,Луис Эрнесто (Монтьель),Маленький Луи,160.0,69.0,r,r,4/17/1956,9/28/1973,,aparilu01,aparilu01,aparl101,aparilu01,aparilu01
317,applepe01,,,1904.0,5.0,20.0,США,СЧ,Тери-Вилл,1974.0,1.0,18.0,США,Н/Д,Трентон,Пэт,Апплетон,родился Питер Уильям Яблоновский и в 1933 году официально изменил свое имя,Питер Уильям,Джейк,180.0,71.0,r,r,9/14/1927,9/20/1945,,applepe01,applepe01,applp101,applepe01,applepe01
327,arciajo01,,,1943.0,8.0,22.0,Куба,,Хавана,,,,,,,Хосе,Арция,,Жозе Рэймундо (Орта),,170.0,75.0,r,r,4/10/1968,9/30/1970,,arciajo01,arciajo01,arcij101,arciajo01,arciajo01
339,arlinst01,,,1945.0,9.0,25.0,США,WA,Сиэтл,,,,,,,Стив,Арлин,,Стивен Ральф,,195.0,75.0,r,r,6/17/1969,9/14/1974,,arlinst01,arlinst01,arlis101,arlinst01,arlinst01
367,arroyfe01,,,1952.0,3.0,21.0,США,Калифорния,Сакраменто,,,,,,,Фернάντο,Арроё,,Фернάντο,,180.0,74.0,r,r,6/28/1975,8/11/1986,,arroyfe01,arroyfe01,arrof001,arroyfe01,arroyfe01
372,asadora01,,,1962.0,10.0,20.0,США,Калифорния,Фресно,,,,,,,Рэнди,Асаدور,,Рандалл Карл,,185.0,73.0,r,r,9/14/1986,10/5/1986,Фресно Стейт,asadora01,asadora01,asadr001,asadora01,asadora01
383,asproke01,asproke01m,,1931.0,9.0,22.0,США,Нय,Бруклин,,,,,,,Кен,Аспромонте,,Кеннет Джозеф,,180.0,72.0,r,r,9/2/1957,6/21/1963,,asproke01,asproke01,asprk101,asproke01,asproke01
402,aucoide01,,,1970.0,3.0,27.0,КАН,ПК,Лашен,,,,,,,Дерек,Аукин,,Дерек Альфред,,235.0,79.0,r,r,5/21/1996,5/25/1996,Доуглесс,aucoide01,aucoide01,aucod001,aucoide01,aucoide01
406,augusda01,,,1949.0,11.0,28.0,США,Западная Вирджиния,Фолленсбее,,,,,,,Дэйв,Августин,,Дэвид Ральф,,174.0,74.0,r,r,9/3/1973,10/2/1974,,augusda01,augusda01,augud101,augusda01,augusda01
436,aylwadi01,,,1925.0,6.0,4.0,США,МД,Балтимор,1983.0,6.0,11.0,США,Калифорния,Весёлый Буй,Дик,Айлворд,,Ричард Джон,Дандий,190.0,72.0,r,r,5/1/1953,5/20/1953,,aylwadi01,aylwadi01,aylwd101,aylwadi01,aylwadi01
447,backmle01,,,1888.0,3.0,20.0,США,О,Клевес,1975.0,11.0,8.0,США,О,Цинциннати,Лес,Бэкман,,Лестер Джон,,195.0,72.0,r,r,7/3/1909,8/28/1910,,backmle01,backmle01,backl101,backmle01,backmle01
460,baezda01,,,1953.0,12.0,31.0,Д.Р.,,Сан-Кристобаль,,,,,,,Хосе,Бейс,Рожденный Хосе Антонио Мота (Бэз),Жозе Антонио,,160.0,68.0,r,r,4/6/1977,6/6/1978,,baezjo01,baezjo01,baezj101,baezjo01,baezjo01
479,baileho01,,,1957.0,7.0,31.0,США,МИ,Большой Гавань,,,,,,,Ховард,Бейли,,Говард Л.,,195.0,72.0,r,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4/12/1981,10/1/1983,Великий Долина штата,baileho01,baileho01,bailh101,baileho01,baileho01
485,bailesw01,,,1895.0,2.0,12.0,США,ЕЛ,Джолит,1939.0,9.0,27.0,США,ЕЛ,Джолит,Сладкие корневища,Бейли,,Абраам Линкольн,,184.0,72.0,r,r,5/23/1919,6/11/1921,,bailesw01,bailesw01,bails101,bailesw01,bailesw01
499,bakerch02,,,1952.0,12.0,6.0,США,WA,Сиэтл,,,,,,,Чак,Пекарь,,Чарльз Иосиф,,180.0,71.0,r,r,4/7/1978,10/4/1981,Лойола Мэримаунт,bakerch02,bakerch02,bakec101,bakerch02,bakerch02
505,bakerfl01,,,1916.0,10.0,10.0,США,ВА,Лурай,2004.0,11.0,17.0,США,О,Молодо́го-Таун,Флойд,Пекарь,,Флэйд Уилсон,,160.0,69.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",r,5/4/1943,5/4/1955,,bakerfl01,bakerfl01,bakef103,bakerfl01,bakerfl01
511,bakerho01,,,1888.0,3.0,1.0,США,СЧ,Бриджпорт,1964.0,1.0,16.0,США,СЧ,Бриджпорт,Ховард,Пекарь,,Ховард Фрэнсис,,175.0,71.0,r,r,8/11/1912,10/6/1915,,bakerho01,bakerho01,bakeh101,bakerho01,bakerho01
513,bakerje01,,,1888.0,6.0,3.0,США,WA,Остров Андерсон,1972.0,9.0,26.0,США,WA,Такома,Джесси,Пекарь,,Джесси Ормонд,,188.0,71.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4/23/1911,9/4/1911,,bakerje01,bakerje01,bakej101,bakerje01,bakerje01
514,bakerje02,,,1895.0,3.0,4.0,США,О,Кливленд,1976.0,7.0,29.0,США,Калифорния,В. Лос-Анджелес,Джесси,Пекарь,Мохаммед Мирон Сильверман,Джесси,,140.0,64.0,r,r,9/14/1919,9/14/1919,,bakerje02,bakerje02,bakej104,bakerje02,bakerje02
530,baldwbi01,,,1951.0,6.0,9.0,США,ВА,Тазуэлл,,,,,,,Билли,Балдвин,,Роберт Харви,,175.0,72.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",7/29/1975,9/28/1976,,baldwbi01,baldwbi01,baldb101,baldwbi01,baldwbi01
536,baldwje01,,,1965.0,9.0,5.0,США,ДЕ,Милфорд,,,,,,,Джефф,Балдвин,,Джеффри Аллен,,180.0,73.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5/22/1990,6/4/1990,Кемден СИ,baldwje01,baldwje01,baldj001,baldwje01,baldwje01
537,baldwki01,,,1864.0,11.0,1.0,США,Ки,Ньюпорт,1897.0,7.0,10.0,США,О,Цинциннати,Кид,Балдвин,,Клэрнесс Геган,,147.0,66.0,r,r,7/27/1884,9/16/1890,,baldwki01,baldwki01,baldk101,baldwki01,baldwki01
539,baldwma01,,,1863.0,10.0,29.0,США,ПА,Питтсбург,1929.0,11.0,10.0,США,ПА,Питтсбург,Марк,Балдвин,,Маркус Эльберто,Фидо,190.0,72.0,r,r,5/2/1887,9/30/1893,,baldwma01,baldwma01,baldm101,baldwma01,baldwma01
541,baldwre01,,,1954.0,8.0,19.0,США,МИ,Ривер Роу,,,,,,,Регги,Балдвин,,Реджинальд Конрад,,195.0,73.0,r,r,5/25/1978,9/24/1979,Грамблинг,baldwre01,baldwre01,baldr102,baldwre01,baldwre01
548,ballje01,,,1969.0,4.0,17.0,США,Калифорния,Мерседа,,,,,,,Джефф,Мяч,,,,185.0,70.0,r,r,6/10/1998,6/16/1998,Сакраменто Си-Си,ballje01,ballje01,ballj003,ballje01,ballje01
550,ballne01,,,1881.0,4.0,22.0,США,МИ,Большой Гавань,1957.0,10.0,15.0,США,СЧ,Бриджпорт,Нил,Мяч,,Корнелий,,145.0,67.0,r,r,9/12/1907,6/30/1913,,ballne01,ballne01,balln101,ballne01,ballne01
555,ballowi01,,,1897.0,11.0,30.0,США,Ки,Гора Морган,1963.0,1.0,30.0,США,Калифорния,Сан-Франциско,Выиграть,Балу,,Нобил Винфред,,170.0,70.0,r,r,8/24/1925,9/15/1929,,ballowi01,ballowi01,ballw101,ballowi01,ballowi01
569,banksbi01,,,1874.0,2.0,26.0,США,ПА,Дэнвилл,1936.0,9.0,8.0,США,ПА,Дэнвилл,Билл,Банки,Рожденный Уильям Джон Еррик,Уильям Джон,,150.0,71.0,r,r,9/27/1895,9/1/1896,,banksbi01,banksbi01,bankb102,banksbi01,banksbi01
573,bankswi01,,,1969.0,2.0,27.0,США,Н/Д,Джейрси-Сити,,,,,,,Уилли,Банки,,Уилли Энтони,,190.0,73.0,r,r,7/31/1991,9/26/2002,,bankswi01,bankswi01,bankw001,bankswi01,bankswi01
577,bannifl01,,,1955.0,6.0,10.0,США,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который необходимо перевести, и укажите направление перевода (с английского на русский).",Пьер,,,,,,,Флойд,Банистер,,Флойд Франклин,,190.0,73.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",4/19/1977,8/10/1992,Аризонский штат,bannifl01,bannifl01,bannf001,bannifl01,bannifl01
582,barajro01,,,1975.0,9.0,5.0,США,Калифорния,Онтарио,,,,,,,Род,Барajas,,Родриго Ричард,,245.0,73.0,r,r,9/25/1999,,,barajro01,barajro01,barar001,barajro01,barajro01
586,barbeda01,,,1905.0,5.0,7.0,США,Н/Д,Гринсборо,1968.0,7.0,1.0,США,Н/Д,Альберти,Дэйв,Барби,,Дэвид Монро,,178.0,71.0,r,r,7/29/1926,9/25/1932,,barbeda01,barbeda01,barbd101,barbeda01,barbeda01
588,barbech01,,,1854.0,,,США,ПА,Филадельфия,1910.0,11.0,23.0,США,ПА,Филадельфия,Чарли,Барбер,,Чарльз Д.,,148.0,70.0,r,r,4/17/1884,8/10/1884,,barbech01,barbech01,barbc101,barbech01,barbech01
590,barbest02,,,1948.0,3.0,13.0,США,МИ,Гранд-Рапидс,,,,,,,Стив,Барбер,,Стивен Ли,,190.0,73.0,r,r,4/9/1970,5/6/1971,,barbest02,barbest02,barbs101,barbest02,barbest02
609,barkera01,,,1936.0,3.0,12.0,США,Западная Вирджиния,Мартинсбург,,,,,,,Рей,Баркер,,Рэймонд Хёррелл,Буди,192.0,72.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",r,9/13/1960,5/21/1967,,barkera01,barkera01,barkr102,barkera01,barkera01
612,barklbr01,,,1975.0,12.0,8.0,США,ТХ,Конро,,,,,,,Брайан,Барклей,,,,180.0,74.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",5/28/1998,9/27/1998,,barklbr01,barklbr01,barkb002,barklbr01,barklbr01
630,barnejo01,,,1976.0,4.0,24.0,США,Калифорния,Сан-Диего,,,,,,,Джон,Бернс,,,,205.0,74.0,r,r,9/16/2000,8/26/2001,,barnejo01,barnejo01,barnj001,barnejo01,barnejo01
642,barnhcl01,,,1895.0,12.0,29.0,США,ПА,Бак-Вэлли,1980.0,1.0,21.0,США,МД,Хагерстаун,Клайд,Барнхарт,,Клайд Ли,Пёс,155.0,70.0,r,r,9/22/1920,8/23/1928,,barnhcl01,barnhcl01,barnc102,barnhcl01,barnhcl01
662,barredi01,,,1906.0,9.0,28.0,США,ПА,Монтёрс-Виллэ,1966.0,10.0,30.0,США,WA,Сиэтл,Дик,Барретт,,Трейси Сутер,Кьюпи Дик,175.0,69.0,r,r,6/27/1933,9/30/1945,,barredi01,barredi01,barrd101,barredi01,barredi01
664,barreji01,,,1875.0,3.0,28.0,США,МА,Афон,1921.0,10.0,24.0,США,МИ,Детройт,Джимми,Барретт,,Джеймс Эригена,,170.0,67.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",r,9/13/1899,5/13/1908,,barreji01,barreji01,barrj103,barreji01,barreji01
669,barrere01,,,1915.0,2.0,14.0,США,Калифорния,Сан-Барбара,1990.0,7.0,28.0,США,Н/Д,Уилсон,красный,Барретт,,Чарльз Генри,,183.0,71.0,r,r,9/15/1937,9/29/1949,,barrere01,barrere01,barrr101,barrere01,barrere01
679,barrocu01,,,1883.0,10.0,20.0,США,Я,Грей,1955.0,2.0,10.0,США,Я,Гордэм,Огурец,Барроу,,Роланд,,158.0,68.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",r,9/18/1909,9/10/1912,,barrocu01,barrocu01,barrc102,barrocu01,barrocu01
705,bashowa01,,,1909.0,10.0,6.0,США,ПА,Гаррисбург,1984.0,9.0,26.0,США,ФЛ,Себринг,Уолт,Башор,Уольтер Франклин Бешор,Уолтер Франклин,,170.0,72.0,r,r,7/14/1936,8/7/1936,,bashowa01,bashowa01,bashw101,bashowa01,bashowa01
718,batchjo01,,,1898.0,7.0,11.0,США,МА,Венна́м,1989.0,5.0,5.0,США,МА,Беверли,Джо,Батчелдер,,Иосиф Эдмунд,Выиграть,165.0,67.0,r,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",9/29/1923,5/20/1925,,batchjo01,batchjo01,batcj101,batchjo01,batchjo01
723,batesch01,,,1907.0,9.0,17.0,США,ПА,Филадельфия,1980.0,1.0,29.0,США,КС,Токва,Чарли,Бейтс,,Чарльз Уильям,,165.0,70.0,r,r,9/22/1927,10/2/1927,,batesch01,batesch01,batec101,batesch01,batesch01
734,batisto01,,,1973.0,12.0,9.0,Д.Р.,,Пуэрто-Плата,,,,,,,Тони,Батиста,,Леокадий,,180.0,72.0,r,r,6/3/1996,9/30/2007,,batisto01,batisto01,batit001,batisto01,batisto01
758,baumgha01,,,1892.0,10.0,8.0,США,ТН,Южный Питтсбург,1930.0,12.0,3.0,США,ГА,Августа,Гарри,Баумгартнер,,Гарри Э.,,175.0,71.0,r,r,9/6/1920,10/2/1920,,baumgha01,baumgha01,baumh101,baumgha01,baumgha01
760,baumgst01,,,1894.0,12.0,14.0,США,ТХ,Хьюстон,1955.0,10.0,4.0,США,ПА,Филадельфия,Стан,Баумгартнер,,Стэнвуд Фултон,,175.0,72.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.","Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",6/26/1914,5/30/1926,,baumgst01,baumgst01,baums101,baumgst01,baumgst01
762,bausege01,,,1869.0,3.0,22.0,США,ПА,Филадельфия,1947.0,7.0,29.0,США,ПА,Нористон,Джордж,Баусвин,,Джордж У.,,207.0,74.0,,,9/14/1889,10/11/1889,,bausege01,bausege01,bausg101,bausege01,bausege01
766,baxesji01,,,1928.0,7.0,5.0,США,Калифорния,Сан-Франциско,1996.0,11.0,14.0,США,Калифорния,Горячий Ключ,Джим,Баксы,,Дмитрий Сперос,,190.0,73.0,r,r,4/11/1959,9/26/1959,,baxesji01,baxesji01,baxej101,baxesji01,baxesji01
773,beachja01,,,1862.0,,,США,ВА,Александр,1896.0,7.0,23.0,США,ВА,Александр,Джек,Пляж,,Стоунволл Джексон,,,,,,5/1/1884,6/12/1884,,beachja01,beachja01,beacj101,beachja01,beachja01
780,beamoch01,,,1934.0,12.0,25.0,США,Калифорния,Оукленд,,,,,,,Чарли,Беамон,,Чарльз Альфонс (старший),,195.0,71.0,r,r,9/26/1956,9/13/1958,,beamoch01,beamoch01,beamc102,beamoch01,beamoch01
796,beaslch01,,,1962.0,6.0,23.0,США,ТН,Джексон,,,,,,,Крис,Бэзил,,Кристофер Чарльз,,190.0,74.0,r,r,7/20/1991,9/29/1991,Аризонский штат,beaslch01,beaslch01,beasc001,beaslch01,beaslch01
812,beckfr01,,,1860.0,4.0,29.0,США,Нय,Пуγκитсвилл,1941.0,2.0,8.0,США,МИ,Детройт,Франк,Бекк,Франк Дж. Хенгстебек,Франк Дж.,,141.0,69.0,,r,5/2/1884,9/18/1884,,beckfr01,beckfr01,beckf102,beckfr01,beckfr01
817,beckzi01,,,1885.0,9.0,30.0,США,О,Стюбенвилл,1981.0,3.0,19.0,США,ФЛ,У. Палм-Бич,Зинн,Бекк,,Цинн Берtram,,160.0,70.0,r,r,9/14/1913,7/22/1918,,beckzi01,beckzi01,beckz101,beckzi01,beckzi01
818,beckehe01,,,1884.0,6.0,15.0,США,Нय,Нью-Йорк,1949.0,9.0,15.0,США,Нय,Джексон-Хайтс,Гейнэ,Бекендорф,,Генри Уорд,,174.0,69.0,r,r,4/16/1909,9/10/1910,,beckehe01,beckehe01,beckh101,beckehe01,beckehe01
832,beckwjo01,,,1955.0,1.0,28.0,США,АЛ,Опеллика,,,,,,,Джо,Беквиц,,Томас Джозеф,,200.0,75.0,"Добрый день! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",r,7/21/1979,9/30/1986,Аубурн,beckwjo01,beckwjo01,beckj001,beckwjo01,beckwjo01
837,bediehu01,,,1889.0,10.0,23.0,США,Нय,Гери,1965.0,7.0,21.0,США,Нय,Джеймстаун,Хьюг,Бедиент,,Хью Карпентер,,185.0,72.0,r,r,4/26/1912,9/29/1915,,bediehu01,bediehu01,bedih101,bediehu01,bediehu01
