yearid,round,teamidwinner,lgidwinner,teamidloser,lgidloser,wins,losses,ties
2012,НЛДС1,SLN,NL,WAS,NL,3,2,0
1913,Вэ,PHA,AL,NY1,NL,4,1,0
2005,ALDS2,LAA,AL,NYA,AL,3,2,0
1972,Вэ,OAK,AL,CIN,NL,4,3,0
1996,НЛДС1,ATL,NL,LAN,NL,3,0,0
2011,НЛЦС,SLN,NL,MIL,NL,4,2,0
2011,АЛДС1,DET,AL,NYA,AL,3,2,0
1995,НЛЦС,ATL,NL,CIN,NL,4,0,0
2009,ALDS2,LAA,AL,BOS,AL,3,0,0
2004,Алькс,BOS,AL,NYA,AL,4,3,0
2006,АЛДС1,DET,AL,NYA,AL,3,1,0
2003,Вэ,FLO,NL,NYA,AL,4,2,0
1993,НЛЦС,PHI,NL,ATL,NL,4,2,0
1915,Вэ,BOS,AL,PHI,NL,4,1,0
2000,НЛЦС,NYN,NL,SLN,NL,4,1,0
1998,Вэ,NYA,AL,SDN,NL,4,0,0
2001,НЛЦС,ARI,NL,ATL,NL,4,1,0
1948,Вэ,CLE,AL,BSN,NL,4,2,0
1978,Алькс,NYA,AL,KCA,AL,3,1,0
1938,Вэ,NYA,AL,CHN,NL,4,0,0
2008,НЛЦС,PHI,NL,LAN,NL,4,1,0
1995,НЛДС1,ATL,NL,COL,NL,3,1,0
2001,АЛДС1,SEA,AL,CLE,AL,3,2,0
2002,Алькс,ANA,AL,MIN,AL,4,1,0
1941,Вэ,NYA,AL,BRO,NL,4,1,0
1972,Алькс,OAK,AL,DET,AL,3,2,0
1922,Вэ,NY1,NL,NYA,AL,4,0,0
1988,НЛЦС,LAN,NL,NYN,NL,4,3,0
1949,Вэ,NYA,AL,BRO,NL,4,1,0
1935,Вэ,DET,AL,CHN,NL,4,2,0
1971,Вэ,PIT,NL,BAL,AL,4,3,0
1979,НЛЦС,PIT,NL,CIN,NL,3,0,0
1992,Алькс,TOR,AL,OAK,AL,4,2,0
1981,НЕДВИЖИМЫЙ ВЕКТОР ДЕЙСТВІЯ,LAN,NL,HOU,NL,3,2,0
2008,Вэ,PHI,NL,TBA,AL,4,1,0
2005,АЛДС1,CHA,AL,BOS,AL,3,0,0
1976,НЛЦС,CIN,NL,PHI,NL,3,0,0
1984,Алькс,DET,AL,KCA,AL,3,0,0
2010,НЛЦС,SFN,NL,PHI,NL,4,2,0
1969,Вэ,NYN,NL,BAL,AL,4,1,0
1911,Вэ,PHA,AL,NY1,NL,4,2,0
1987,Алькс,MIN,AL,DET,AL,4,1,0
1995,АЛДС1,CLE,AL,BOS,AL,3,0,0
2000,ALDS2,SEA,AL,CHA,AL,3,0,0
1973,НЛЦС,NYN,NL,CIN,NL,3,2,0
2001,НЛДС1,ATL,NL,HOU,NL,3,0,0
1988,Вэ,LAN,NL,OAK,AL,4,1,0
1988,Алькс,OAK,AL,BOS,AL,4,0,0
2006,Вэ,SLN,NL,DET,AL,4,1,0
2011,Алькс,TEX,AL,DET,AL,4,2,0
1953,Вэ,NYA,AL,BRO,NL,4,2,0
1966,Вэ,BAL,AL,LAN,NL,4,0,0
1924,Вэ,WS1,AL,NY1,NL,4,3,0
1969,Алькс,BAL,AL,MIN,AL,3,0,0
1979,Вэ,PIT,NL,BAL,AL,4,3,0
2005,Алькс,CHA,AL,LAA,AL,4,1,0
1991,Алькс,MIN,AL,TOR,AL,4,1,0
1998,НЛЦС,SDN,NL,ATL,NL,4,2,0
1982,Алькс,ML4,AL,CAL,AL,3,2,0
1967,Вэ,SLN,NL,BOS,AL,4,3,0
2010,ALDS2,NYA,AL,MIN,AL,3,0,0
1996,ALDS2,NYA,AL,TEX,AL,3,1,0
1998,Алькс,NYA,AL,CLE,AL,4,2,0
1963,Вэ,LAN,NL,NYA,AL,4,0,0
2002,НЛДС1,SFN,NL,ATL,NL,3,2,0
1981,АВДИВ,OAK,AL,KCA,AL,3,0,0
1956,Вэ,NYA,AL,BRO,NL,4,3,0
2010,НЛДС2,SFN,NL,ATL,NL,3,1,0
1998,АЛДС1,CLE,AL,BOS,AL,3,1,0
1918,Вэ,BOS,AL,CHN,NL,4,2,0
1946,Вэ,SLN,NL,BOS,AL,4,3,0
1933,Вэ,NY1,NL,WS1,AL,4,1,0
1993,Вэ,TOR,AL,PHI,NL,4,2,0
1912,Вэ,BOS,AL,NY1,NL,4,3,0
2004,НЛЦС,SLN,NL,HOU,NL,4,3,0
1974,Вэ,OAK,AL,LAN,NL,4,1,0
1917,Вэ,CHA,AL,NY1,NL,4,2,0
1975,Алькс,BOS,AL,OAK,AL,3,0,0
1999,Вэ,NYA,AL,ATL,NL,4,0,0
1995,ALDS2,SEA,AL,NYA,AL,3,2,0
1997,НЛДС1,FLO,NL,SFN,NL,3,0,0
2011,НЛДС2,MIL,NL,ARI,NL,3,2,0
1959,Вэ,LAN,NL,CHA,AL,4,2,0
2002,АЛДС1,ANA,AL,NYA,AL,3,1,0
2001,Вэ,ARI,NL,NYA,AL,4,3,0
1925,Вэ,PIT,NL,WS1,AL,4,3,0
1975,НЛЦС,CIN,NL,PIT,NL,3,0,0
2007,Вэ,BOS,AL,COL,NL,4,0,0
2005,Вэ,CHA,AL,HOU,NL,4,0,0
1997,Алькс,CLE,AL,BAL,AL,4,2,0
1999,Алькс,NYA,AL,BOS,AL,4,1,0
2009,НЛДС1,LAN,NL,SLN,NL,3,0,0
1985,Алькс,KCA,AL,TOR,AL,4,3,0
2004,Вэ,BOS,AL,SLN,NL,4,0,0
2002,НЛДС2,SLN,NL,ARI,NL,3,0,0
1976,Вэ,CIN,NL,NYA,AL,4,0,0
2007,ALDS2,CLE,AL,NYA,AL,3,1,0
1927,Вэ,NYA,AL,PIT,NL,4,0,0
1981,Алькс,NYA,AL,OAK,AL,3,0,0
1977,НЛЦС,LAN,NL,PHI,NL,3,1,0
2009,Алькс,NYA,AL,LAA,AL,4,2,0
1996,НЛДС2,SLN,NL,SDN,NL,3,0,0
1968,Вэ,DET,AL,SLN,NL,4,3,0
1987,Вэ,MIN,AL,SLN,NL,4,3,0
1944,Вэ,SLN,NL,SLA,AL,4,2,0
1914,Вэ,BSN,NL,PHA,AL,4,0,0
2002,НЛЦС,SFN,NL,SLN,NL,4,1,0
1931,Вэ,SLN,NL,PHA,AL,4,3,0
1991,Вэ,MIN,AL,ATL,NL,4,3,0
