playerid,awardid,yearid,lgid,tie,notes
baylodo01,Most Valuable Player,1979,AL,,
evansdw01,Gold Glove,1985,AL,Да.,ОФ
davisjo02,Gold Glove,1986,NL,,С
maricju01,TSN All-Star,1963,NL,,П
munsoth01,Gold Glove,1974,AL,,С
jenkife01,TSN All-Star,1967,NL,,П
ottme01,Baseball Magazine All-Star,1938,NL,,ЧФ
edwarbr01,Baseball Magazine All-Star,1947,NL,,С
jacksre01,TSN All-Star,1980,AL,,ОФ
nettlgr01,ALCS MVP,1981,AL,,
benchjo01,Hutch Award,1981,ML,,
terrybi01,Baseball Magazine All-Star,1935,NL,,1б
musiast01,TSN Guide MVP,1943,NL,,
lonboji01,Cy Young Award,1967,AL,,
alomaro01,Gold Glove,2000,AL,,Две вей-системы
kalinal01,TSN All-Star,1955,ML,,ОФ
valvejo01,TSN All-Star,2007,NL,,RP
hornsro01,Baseball Magazine All-Star,1926,ML,,Две вей-системы
eversjo01,Baseball Magazine All-Star,1912,NL,,Две вей-системы
tiantlu01,Babe Ruth Award,1975,AL,,П
wettejo01,World Series MVP,1996,ML,,
koufasa01,TSN Major League Player of the Year,1965,ML,,
carewro01,TSN All-Star,1975,AL,,Две вей-системы
whitebi03,TSN All-Star,1964,NL,,1б
ordonma01,Silver Slugger,2000,AL,,ОФ
peskyjo01,TSN All-Star,1946,ML,,SS
carewro01,TSN All-Star,1972,AL,,Две вей-системы
oliveal01,TSN All-Star,1982,NL,,1б
eckstda01,Babe Ruth Award,2006,AL,,SS
mcdougi01,Lou Gehrig Memorial Award,1958,ML,,
clemero02,TSN Pitcher of the Year,1986,AL,,
hernake01,TSN All-Star,1986,NL,,1б
penato01,Gold Glove,1984,NL,,С
edmonji01,Gold Glove,1997,AL,,ОФ
smithoz01,TSN All-Star,1982,NL,,SS
victosh01,Lou Gehrig Memorial Award,2008,ML,,
grovele01,Baseball Magazine All-Star,1931,AL,,P1
cobbty01,Baseball Magazine All-Star,1914,AL,,ОФ
groatdi01,Most Valuable Player,1960,NL,,
hrbekke01,Lou Gehrig Memorial Award,1991,ML,,
bancrda01,Baseball Magazine All-Star,1923,ML,,SS
gehrich01,Baseball Magazine All-Star,1936,ML,,Две вей-системы
loberha01,Baseball Magazine All-Star,1911,NL,,Три B
rosepe01,Gold Glove,1969,NL,,ОФ
daubeja01,Baseball Magazine All-Star,1912,ML,,1б
karroer01,Rookie of the Year,1992,NL,,
giustda01,TSN Fireman of the Year,1971,NL,,
robinja02,TSN All-Star,1949,ML,,Две вей-системы
wilsoha01,Baseball Magazine All-Star,1927,NL,,ЧФ
suttebr01,Babe Ruth Award,1982,NL,,RP
reesepe01,Baseball Magazine All-Star,1946,NL,,SS
wagneho01,Baseball Magazine All-Star,1911,ML,,SS
ramirma02,Silver Slugger,1995,AL,,ОФ
gonzaad01,Gold Glove,2008,NL,,1б
gracema01,Gold Glove,1995,NL,,1б
bergewa01,Baseball Magazine All-Star,1933,ML,,ЧФ
kellge01,Baseball Magazine All-Star,1950,AL,,Три B
sislege01,Baseball Magazine All-Star,1918,AL,,1б
powervi01,Gold Glove,1962,AL,,1б
molitpa01,Lou Gehrig Memorial Award,1997,ML,,
robinfr02,World Series MVP,1966,ML,,
hartnga01,Baseball Magazine All-Star,1936,NL,,С
greenha01,Baseball Magazine All-Star,1940,ML,,LF
kaatji01,TSN All-Star,1966,AL,,П
hansero02,Rookie of the Year,1960,AL,,
lyonste01,Baseball Magazine All-Star,1930,ML,,P1
mauerjo01,TSN All-Star,2006,AL,,С
camniho01,Baseball Magazine All-Star,1909,NL,,П4
mattido01,Gold Glove,1991,AL,,1б
thondi01,TSN All-Star,1983,NL,,SS
mayswi01,TSN All-Star,1963,NL,,ОФ
cartega01,TSN All-Star,1980,NL,,С
mcinnst01,Baseball Magazine All-Star,1912,AL,,1б
jacksjo01,Baseball Magazine All-Star,1911,ML,,РЭ
kentje01,TSN All-Star,2000,NL,,Две вей-системы
grandcu01,Silver Slugger,2011,AL,,ОФ
rodriiv01,Gold Glove,1995,AL,,С
burksel01,Silver Slugger,1996,NL,,ОФ
doerrbo01,Baseball Magazine All-Star,1946,AL,,Две вей-системы
leiteal01,TSN All-Star,1996,NL,,ЛГП
gonzaju03,TSN All-Star,1993,AL,,ОФ
hornsro01,TSN All-Star,1928,ML,,Две вей-системы
martipe02,Pitching Triple Crown,1999,AL,,
murphda05,Silver Slugger,1982,NL,,ОФ
kammwi01,Baseball Magazine All-Star,1926,AL,,Три B
riceji01,TSN All-Star,1977,AL,,ОФ
rixeyep01,Baseball Magazine All-Star,1922,NL,,P2
greendi01,Babe Ruth Award,1974,AL,,Две вей-системы
hamptmi01,Silver Slugger,2003,NL,,П
simmote01,Silver Slugger,1980,NL,,С
gehrilo01,TSN Guide MVP,1934,AL,,
gehrich01,TSN Guide MVP,1937,AL,,
mayswi01,Rookie of the Year,1951,NL,,
hartnga01,TSN All-Star,1927,ML,,С
voisebi01,Baseball Magazine All-Star,1944,NL,,3P
jacksjo01,Baseball Magazine All-Star,1913,ML,,ОФ
jacksjo01,Baseball Magazine All-Star,1913,AL,,ОФ
fellebo01,Baseball Magazine All-Star,1947,ML,,P1
hubbeca01,TSN Guide MVP,1933,NL,,
brettge01,ALCS MVP,1985,AL,,
hoytla01,All-Star Game MVP,1985,ML,,
saberbr01,Babe Ruth Award,1985,AL,,П
saberbr01,Cy Young Award,1985,AL,,
goodedw01,Cy Young Award,1985,NL,,
brettge01,Gold Glove,1985,AL,,Три B
griffal01,Gold Glove,1985,AL,,SS
guidrro01,Gold Glove,1985,AL,,П
mattido01,Gold Glove,1985,AL,,1б
murphdw01,Gold Glove,1985,AL,Да.,ОФ
parrila02,Gold Glove,1985,AL,,С
pettiga01,Gold Glove,1985,AL,,ОФ
whitalo01,Gold Glove,1985,AL,,Две вей-системы
winfida01,Gold Glove,1985,AL,,ОФ
dawsoan01,Gold Glove,1985,NL,,ОФ
hernake01,Gold Glove,1985,NL,,1б
mcgeewi01,Gold Glove,1985,NL,,ОФ
murphda05,Gold Glove,1985,NL,,ОФ
penato01,Gold Glove,1985,NL,,С
reuscri01,Gold Glove,1985,NL,,П
sandbry01,Gold Glove,1985,NL,,Две вей-системы
smithoz01,Gold Glove,1985,NL,,SS
wallati01,Gold Glove,1985,NL,,Три B
reuscri01,Hutch Award,1985,ML,,
murphda05,Lou Gehrig Memorial Award,1985,ML,,
mattido01,Most Valuable Player,1985,AL,,
mcgeewi01,Most Valuable Player,1985,NL,,
smithoz01,NLCS MVP,1985,NL,,
goodedw01,Pitching Triple Crown,1985,NL,,
baylodo01,Roberto Clemente Award,1985,ML,,
quiseda01,Rolaids Relief Man Award,1985,AL,,
reardje01,Rolaids Relief Man Award,1985,NL,,
guilloz01,Rookie of the Year,1985,AL,,
baylodo01,Silver Slugger,1985,AL,,ДХ
bellge02,Silver Slugger,1985,AL,,ОФ
brettge01,Silver Slugger,1985,AL,,Три B
fiskca01,Silver Slugger,1985,AL,,С
henderi01,Silver Slugger,1985,AL,,ОФ
mattido01,Silver Slugger,1985,AL,,1б
ripkeca01,Silver Slugger,1985,AL,,SS
whitalo01,Silver Slugger,1985,AL,,Две вей-системы
winfida01,Silver Slugger,1985,AL,,ОФ
brookhu01,Silver Slugger,1985,NL,,SS
cartega01,Silver Slugger,1985,NL,,С
clarkja01,Silver Slugger,1985,NL,,1б
mcgeewi01,Silver Slugger,1985,NL,,ОФ
murphda05,Silver Slugger,1985,NL,,ОФ
parkeda01,Silver Slugger,1985,NL,,ОФ
rhoderi01,Silver Slugger,1985,NL,,П
sandbry01,Silver Slugger,1985,NL,,Две вей-системы
wallati01,Silver Slugger,1985,NL,,Три B
baineha01,TSN All-Star,1985,AL,,ОФ
baylodo01,TSN All-Star,1985,AL,,ДХ
boggswa01,TSN All-Star,1985,AL,,Три B
bradlph01,TSN All-Star,1985,AL,,ОФ
fiskca01,TSN All-Star,1985,AL,,С
garcida01,TSN All-Star,1985,AL,,Две вей-системы
guidrro01,TSN All-Star,1985,AL,,ЛГП
henderi01,TSN All-Star,1985,AL,,ОФ
mattido01,TSN All-Star,1985,AL,,1б
ripkeca01,TSN All-Star,1985,AL,,SS
saberbr01,TSN All-Star,1985,AL,,Правая рука
cartega01,TSN All-Star,1985,NL,,С
goodedw01,TSN All-Star,1985,NL,,Правая рука
hernake01,TSN All-Star,1985,NL,,1б
herrto01,TSN All-Star,1985,NL,,Две вей-системы
mcgeewi01,TSN All-Star,1985,NL,,ОФ
murphda05,TSN All-Star,1985,NL,,ОФ
parkeda01,TSN All-Star,1985,NL,,ОФ
smithoz01,TSN All-Star,1985,NL,,SS
tudorjo01,TSN All-Star,1985,NL,,ЛГП
quiseda01,TSN Fireman of the Year,1985,AL,,
reardje01,TSN Fireman of the Year,1985,NL,,
mattido01,TSN Major League Player of the Year,1985,ML,,
saberbr01,TSN Pitcher of the Year,1985,AL,,
goodedw01,TSN Pitcher of the Year,1985,NL,,
mattido01,TSN Player of the Year,1985,AL,,
mcgeewi01,TSN Player of the Year,1985,NL,,
saberbr01,World Series MVP,1985,ML,,
barrema02,ALCS MVP,1986,AL,,
clemero02,All-Star Game MVP,1986,ML,,
knighra01,Babe Ruth Award,1986,NL,,Три B
loftoke01,Gold Glove,1996,AL,,ОФ
foxxji01,Baseball Magazine All-Star,1941,AL,,1б
strawda01,Silver Slugger,1990,NL,,ОФ
floodcu01,Gold Glove,1968,NL,,ОФ
whitefr01,Gold Glove,1980,AL,,Две вей-системы
rayjo01,TSN All-Star,1988,AL,,Две вей-системы
chaseha01,Baseball Magazine All-Star,1909,ML,,1б
troutdi01,TSN All-Star,1944,ML,,П
powervi01,Gold Glove,1959,AL,,1б
schmimi01,Most Valuable Player,1980,NL,,
renteed01,TSN All-Star,2003,NL,,SS
vizquom01,Hutch Award,1996,ML,,
willite01,Baseball Magazine All-Star,1939,ML,,РЭ
slaugen01,Baseball Magazine All-Star,1942,ML,,РЭ
foxxji01,TSN All-Star,1932,ML,,1б
dimagjo01,Baseball Magazine All-Star,1936,ML,,LF
cuellmi01,TSN All-Star,1974,AL,,ЛГП
simmoal01,TSN All-Star,1931,ML,,ОФ
branded01,Baseball Magazine All-Star,1931,ML,,П4
elliobo01,TSN All-Star,1948,ML,,Три B
santibe01,TSN All-Star,1987,NL,,С
camparo01,Most Valuable Player,1955,NL,,
snidedu01,Baseball Magazine All-Star,1950,NL,,ЧФ
hortowi01,TSN All-Star,1968,AL,,ОФ
schilcu01,Branch Rickey Award,2001,ML,,
foxxji01,Baseball Magazine All-Star,1940,AL,,1б
friscfr01,TSN All-Star,1931,ML,,Две вей-системы
jeterde01,Lou Gehrig Memorial Award,2010,ML,,
bondsba01,Silver Slugger,1992,NL,,ОФ
johnswa01,Baseball Magazine All-Star,1916,ML,,P2
gibsobo01,Gold Glove,1967,NL,,П
bluevi01,TSN Pitcher of the Year,1971,AL,,
alomaro01,Gold Glove,2001,AL,,Две вей-системы
kenneve01,Baseball Magazine All-Star,1936,AL,,P2
puckeki01,Gold Glove,1986,AL,,ОФ
robinbr01,TSN All-Star,1962,AL,,Три B
buhneja01,Gold Glove,1996,AL,,ОФ
boudrlo01,Baseball Magazine All-Star,1946,AL,,SS
sandbry01,Gold Glove,1987,NL,,Две вей-системы
larkiba01,Roberto Clemente Award,1993,ML,,
jacksjo01,Baseball Magazine All-Star,1912,ML,,ОФ
guerrvl01,Silver Slugger,1999,NL,,ОФ
sutclri01,Cy Young Award,1984,NL,,
marioma01,TSN Major League Player of the Year,1944,ML,,
smithoz01,Branch Rickey Award,1994,ML,,
morame01,TSN All-Star,2004,AL,,Три B
brookhu01,Silver Slugger,1986,NL,,SS
simmoal01,TSN All-Star,1929,ML,,ОФ
traynpi01,Baseball Magazine All-Star,1926,NL,,Три B
santibe01,TSN All-Star,1991,NL,,С
seaveto01,Cy Young Award,1973,NL,,
wrighda03,Silver Slugger,2007,NL,,Три B
rolliji01,Silver Slugger,2007,NL,,SS
dibblro01,NLCS MVP,1990,NL,,
schoere01,TSN All-Star,1957,ML,,Две вей-системы
speaktr01,Baseball Magazine All-Star,1909,AL,,ЧФ
cartega01,TSN All-Star,1982,NL,,С
santibe01,Gold Glove,1989,NL,,С
rolensc01,Gold Glove,2001,NL,,Три B
schilcu01,TSN All-Star,2001,NL,,Правая рука
mantlmi01,TSN All-Star,1961,AL,,ОФ
waltebu01,Baseball Magazine All-Star,1939,ML,,P1
johnswa01,Baseball Magazine All-Star,1925,AL,,P1
parrila02,Silver Slugger,1984,AL,,С
hollima01,Silver Slugger,2007,NL,,ОФ
garcida01,TSN All-Star,1982,AL,,Две вей-системы
scottmi03,TSN Pitcher of the Year,1986,NL,,
piazzmi01,TSN All-Star,1994,NL,,С
robinbr01,Gold Glove,1962,AL,,Три B
schulfr01,Baseball Magazine All-Star,1908,NL,,РЭ
vizquom01,Gold Glove,2005,NL,,SS
nathajo01,TSN All-Star,2005,AL,Да.,RP
doerrbo01,TSN All-Star,1944,ML,,Две вей-системы
stanlmi01,Gold Glove,1970,AL,,ОФ
koufasa01,Cy Young Award,1965,ML,,
raschvi01,Baseball Magazine All-Star,1950,AL,,P1
stonege01,Baseball Magazine All-Star,1908,AL,,LF
bondsba01,Silver Slugger,2004,NL,,ОФ
fordwh01,TSN All-Star,1963,AL,,П
guerrvl01,TSN All-Star,2007,AL,,ОФ
ruelmu01,Baseball Magazine All-Star,1926,AL,,С
hollima01,Silver Slugger,2008,NL,,ОФ
gibsoge01,Baseball Magazine All-Star,1910,NL,,С1
martipe02,Cy Young Award,1999,AL,,
sandbry01,Gold Glove,1990,NL,,Две вей-системы
traynpi01,TSN All-Star,1933,ML,,Три B
mcgeewi01,Gold Glove,1983,NL,,ОФ
whiteer01,Baseball Magazine All-Star,1941,ML,,П4
wainwad01,Gold Glove,2009,NL,,П
alexape01,Pitching Triple Crown,1916,NL,,
suttodo01,All-Star Game MVP,1977,ML,,
cansejo01,Rookie of the Year,1986,AL,,
hillejo01,TSN Fireman of the Year,1973,AL,,
hernali01,NLCS MVP,1997,NL,,
torrejo01,TSN All-Star,1971,NL,,Три B
dimagjo01,Baseball Magazine All-Star,1940,AL,,ЧФ
bridgto01,Baseball Magazine All-Star,1936,AL,,P1
hernake01,TSN All-Star,1979,NL,,1б
scottmi03,TSN All-Star,1989,NL,,Правая рука
kaatji01,Gold Glove,1968,AL,,П
ruthba01,Most Valuable Player,1923,AL,,
grimebu01,TSN All-Star,1929,ML,,П
sislege01,Most Valuable Player,1922,AL,,
deandi01,Baseball Magazine All-Star,1934,ML,,P1
friscfr01,Baseball Magazine All-Star,1933,NL,,Две вей-системы
raderdo02,Gold Glove,1972,NL,,Три B
cravaga01,Baseball Magazine All-Star,1915,NL,,РЭ
campabe01,Babe Ruth Award,1973,AL,,SS
ferrewe01,Baseball Magazine All-Star,1935,AL,,P2
evansdw01,Silver Slugger,1981,AL,,ОФ
palmeji01,Gold Glove,1977,AL,,П
stargwi01,TSN Major League Player of the Year,1979,ML,,
gossari01,TSN Fireman of the Year,1975,AL,,
gagneer01,TSN All-Star,2003,NL,,Правая рука
cartega01,Silver Slugger,1981,NL,,С
rowanaa01,Gold Glove,2007,NL,,ОФ
griffke02,TSN Major League Player of the Year,1997,ML,,
glaustr01,World Series MVP,2002,ML,,
beckegl01,Gold Glove,1968,NL,,Две вей-системы
haddiha01,Gold Glove,1958,NL,,П
coopece01,Roberto Clemente Award,1983,ML,,
lindjo01,Gold Glove,1992,NL,,Две вей-системы
davisma01,Rolaids Relief Man Award,1989,NL,,
skowrbi01,TSN All-Star,1960,ML,,1б
evansdw01,Gold Glove,1984,AL,,ОФ
speiech01,TSN All-Star,1972,NL,,SS
mesajo01,TSN Fireman of the Year,1995,AL,,
rodriiv01,TSN All-Star,2004,AL,,С
snidedu01,TSN Major League Player of the Year,1955,ML,,
newhoha01,TSN Pitcher of the Year,1945,AL,,
morame01,Silver Slugger,2004,AL,,Три B
erstada01,TSN All-Star,2000,AL,,ОФ
olivato01,Gold Glove,1966,AL,,ОФ
fostege01,All-Star Game MVP,1976,ML,,
johnswa01,Baseball Magazine All-Star,1917,ML,,P2
snowjt01,Gold Glove,2000,NL,,1б
musiast01,TSN Major League Player of the Year,1951,ML,,
foxne01,Gold Glove,1960,AL,,Две вей-системы
canoro01,Silver Slugger,2011,AL,,Две вей-системы
mitchke01,Silver Slugger,1989,NL,,ОФ
beltrca01,Silver Slugger,2006,NL,,ОФ
collied01,Baseball Magazine All-Star,1914,AL,,Две вей-системы
willite01,TSN Player of the Year,1957,AL,,
rodrial01,TSN All-Star,2001,AL,,SS
kellge01,Baseball Magazine All-Star,1949,AL,,Три B
suttebr01,TSN Fireman of the Year,1979,NL,,
heilmha01,Baseball Magazine All-Star,1925,AL,,РЭ
nathajo01,TSN Reliever of the Year,2004,AL,Да.,
bonilbo01,Silver Slugger,1988,NL,,Три B
zimmery01,Silver Slugger,2010,NL,,Три B
deandi01,Baseball Magazine All-Star,1934,NL,,P1
mcgwima01,Rookie of the Year,1987,AL,,
suttebr01,TSN Fireman of the Year,1984,NL,,
youngdm01,Comeback Player of the Year,2007,NL,,
blairpa01,Gold Glove,1972,AL,,ОФ
lynnfr01,Gold Glove,1975,AL,,ОФ
mullige01,Baseball Magazine All-Star,1909,AL,,П4
larkiba01,Gold Glove,1995,NL,,SS
snowjt01,Gold Glove,1997,NL,,1б
cochrmi01,Baseball Magazine All-Star,1929,ML,,С
barfije01,Gold Glove,1986,AL,,ОФ
griffke02,Gold Glove,1999,AL,,ОФ
ortizda01,Roberto Clemente Award,2011,ML,,
butlebr01,Branch Rickey Award,1996,ML,,
dimagjo01,Most Valuable Player,1941,AL,,
averyst01,NLCS MVP,1991,NL,,
bandosa01,TSN All-Star,1973,AL,,Три B
caminke01,Gold Glove,1997,NL,,Три B
alexape01,Pitching Triple Crown,1920,NL,,
rosenal01,TSN Player of the Year,1953,AL,,
chambch01,Gold Glove,1978,AL,,1б
smoltjo01,TSN All-Star,1996,NL,,Правая рука
gordoto01,TSN Fireman of the Year,1998,AL,,
palmera01,TSN All-Star,1999,AL,,1б
gibsoge01,Baseball Magazine All-Star,1909,ML,,С3
parrila02,Gold Glove,1984,AL,,С
whitefr01,Gold Glove,1987,AL,,Две вей-системы
rosepe01,TSN Player of the Year,1968,NL,,
griffke02,Gold Glove,1991,AL,,ОФ
stewada01,Babe Ruth Award,1989,AL,,П
jonesra01,Cy Young Award,1976,NL,,
roberro01,TSN All-Star,1952,ML,,П
morgajo02,Silver Slugger,1982,NL,,Две вей-системы
walkela01,Most Valuable Player,1997,NL,,
koufasa01,World Series MVP,1965,ML,,
ceyro01,Babe Ruth Award,1981,NL,,Три B
raineti01,Silver Slugger,1986,NL,,ОФ
dimagjo01,Baseball Magazine All-Star,1948,AL,,ЧФ
alexape01,Baseball Magazine All-Star,1927,NL,,3P
sabatcc01,TSN All-Star,2007,AL,,Спасибо
aaronha01,TSN All-Star,1959,ML,,ОФ
kaatji01,Gold Glove,1966,AL,,П
coneda01,Cy Young Award,1994,AL,,
belleal01,TSN All-Star,1993,AL,,ОФ
jacksre01,World Series MVP,1973,ML,,
dickebi01,TSN All-Star,1938,ML,,С
chaveer01,Gold Glove,2005,AL,,Три B
stockmi01,Baseball Magazine All-Star,1922,NL,,Три B
fostege01,TSN All-Star,1977,NL,,ОФ
torrejo01,TSN All-Star,1965,NL,,С
mayswi01,Gold Glove,1958,NL,,ЧФ
scottmi03,NLCS MVP,1986,NL,,
jacksjo01,Baseball Magazine All-Star,1914,ML,,ОФ
nenro01,TSN Reliever of the Year,2001,NL,Да.,
seweljo01,Baseball Magazine All-Star,1924,AL,,SS
fossera01,Gold Glove,1970,AL,,С
musiast01,Baseball Magazine All-Star,1948,NL,,РЭ
rodriiv01,Silver Slugger,1998,AL,,С
cartega01,All-Star Game MVP,1981,ML,,
traynpi01,TSN All-Star,1931,ML,,Три B
hubbeca01,Baseball Magazine All-Star,1938,NL,,P2
minosmi01,TSN All-Star,1960,ML,,ОФ
belanma01,Gold Glove,1978,AL,,SS
rodrifr03,Rolaids Relief Man Award,2006,AL,,
pafkoan01,Baseball Magazine All-Star,1948,ML,,Три B
murphda05,TSN All-Star,1982,NL,,ОФ
hershor01,NLCS MVP,1988,NL,,
wanerpa01,Baseball Magazine All-Star,1936,NL,,РЭ
kurowwh01,Baseball Magazine All-Star,1946,ML,,Три B
mathech01,Baseball Magazine All-Star,1910,ML,,P2
porteda02,World Series MVP,1982,ML,,
gibsobo01,TSN All-Star,1970,NL,,Правая рука
hislela01,TSN All-Star,1978,AL,,ОФ
bellbu01,TSN All-Star,1981,AL,,Три B
leebi02,Baseball Magazine All-Star,1938,NL,,3P
righeda01,Rolaids Relief Man Award,1987,AL,,
chaveer01,Gold Glove,2006,AL,,Три B
morrija02,TSN All-Star,1981,AL,,Правая рука
bottoji01,TSN All-Star,1925,ML,,1б
willite01,TSN All-Star,1951,ML,,ОФ
oneilst01,Baseball Magazine All-Star,1921,AL,,С
boonebr01,Gold Glove,2003,AL,,Две вей-системы
alomaro01,TSN All-Star,1992,AL,,Две вей-системы
molitpa01,Branch Rickey Award,1998,ML,,
spahnwa01,TSN All-Star,1960,ML,,П
koufasa01,TSN Pitcher of the Year,1963,NL,,
kuennha01,Rookie of the Year,1953,AL,,
gehrich01,Baseball Magazine All-Star,1937,AL,,Две вей-системы
mazerbi01,Gold Glove,1965,NL,,Две вей-системы
nokesma01,TSN All-Star,1987,AL,,С
sundbji01,Gold Glove,1977,AL,,С
alexape01,Baseball Magazine All-Star,1913,NL,,P2
averiea01,TSN All-Star,1934,ML,,ОФ
bondsba01,TSN Player of the Year,1990,NL,,
wheatza01,Baseball Magazine All-Star,1916,NL,,ОФ
boggswa01,TSN All-Star,1986,AL,,Три B
kammwi01,Baseball Magazine All-Star,1928,AL,,Три B
whitede03,Gold Glove,1991,AL,,ОФ
sosasa01,TSN All-Star,1998,NL,,ОФ
johnswa01,Baseball Magazine All-Star,1913,ML,,P1
haddiha01,Gold Glove,1959,NL,,П
waltebu01,TSN All-Star,1940,ML,,П
grovele01,TSN All-Star,1929,ML,,П
vandejo01,Baseball Magazine All-Star,1938,NL,,П4
spahnwa01,TSN Pitcher of the Year,1953,NL,,
jonessa02,TSN Pitcher of the Year,1959,NL,,
mizejo01,TSN All-Star,1948,ML,,1б
justida01,ALCS MVP,2000,AL,,
vanceda01,Pitching Triple Crown,1924,NL,,
hamptmi01,Silver Slugger,2001,NL,,П
ripkeca01,Roberto Clemente Award,1992,ML,,
righeda01,TSN Fireman of the Year,1987,AL,Да.,
puckeki01,Silver Slugger,1987,AL,,ОФ
collied01,Baseball Magazine All-Star,1922,AL,,Две вей-системы
abreubo01,Gold Glove,2005,NL,,ОФ
rosepe01,TSN All-Star,1973,NL,,ОФ
bellbu01,Gold Glove,1980,AL,,Три B
fernato01,Gold Glove,1987,AL,,SS
griffke02,TSN All-Star,1993,AL,,ОФ
chaveer01,Gold Glove,2003,AL,,Три B
fossera01,Gold Glove,1971,AL,,С
dimagjo01,TSN All-Star,1937,ML,,ОФ
nettlgr01,Gold Glove,1978,AL,,Три B
mayswi01,TSN Player of the Year,1965,NL,,
gehrich01,Baseball Magazine All-Star,1934,ML,,Две вей-системы
ortizda01,Silver Slugger,2007,AL,,ДХ
fieldpr01,Hank Aaron Award,2007,NL,,
carltst01,Cy Young Award,1982,NL,,
cobbty01,Baseball Magazine All-Star,1922,ML,,ОФ
