name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Niger,,Lake Kainji,Atlantic Ocean,4184.0,-10.87,9.65,,490.0,6.42,5.32
Umeaelv,,Storuman,Baltic Sea,470.0,15.0,66.1,,,20.1,63.5
Ob,,,Sibirian Sea,3650.0,85.0,52.43,,162.0,71.35,66.48
Uruguay,,,Atlantic Ocean,1790.0,-52.0,-27.5,,1800.0,-58.4,-33.9
Doubs,Saone,,,453.0,6.2,46.7,Jura,937.0,5.0,46.9
Mosel,Rhein,,,544.0,6.89,47.89,Vogesen,715.0,7.61,50.37
Zambezi,,Lake Kariba,Indian Ocean,2574.0,24.2,-11.0,,1500.0,36.0,-19.0
Northern Dwina,,,Barents Sea,740.0,60.9,46.3,,180.0,40.5333,64.55
Atbara,Nile,,,1120.0,37.3,12.8,Ethiopian Highlands,,33.97,17.68
Olt,Donau,,,615.0,25.8,46.65,Karpaten,1280.0,24.8,43.7
Drin,,,Mediterranean Sea,152.0,20.4,42.1,,,19.6,41.8
Jubba,,,Indian Ocean,1658.0,,,,,42.7,-0.5
Pjandsh,Amudarja,,,1125.0,73.0,37.0,Pamir,4130.0,68.3,37.1
Swir,,Ozero Ladoga,,224.0,35.49,60.99,,33.0,32.79,60.51
Save,Donau,,,945.0,13.6,46.2,Alps,,20.4667,44.8
Rio San Juan,,Lake Managua,Caribbean Sea,199.0,-85.35,11.6,,31.0,-83.7,10.9
Karun,Schatt al Arab,,,950.0,50.1,32.35,Zagros,,48.17,30.43
Main,Rhein,,,524.0,11.4,50.1,Fichtelgebirge,887.0,8.29,49.99
Southern Morava,Morava,,,295.0,21.4,42.1,,,21.4,43.7
Mur,Drau,,,453.0,13.35,47.13,Alps,1898.0,16.88,46.3
Aare,Rhein,Brienzersee,,288.0,8.2,46.55,Alps,2310.0,8.22,47.61
Seine,,,The Channel,776.0,4.71,47.48,,470.0,0.1,49.42
Truckee River,,Pyramid Lake,,225.0,-120.0,39.0,,1900.0,-119.43,39.85
Kasai,Kwa,,,1983.0,19.3,-10.96,,,17.4,3.3
Ubangi,Zaire,,,1120.0,22.5,4.0,,,17.7,-0.8
Black Drin,Drin,,,133.0,20.7,41.0,,695.0,20.4,42.1
Dnepr,,,Black Sea,2201.0,34.0,55.5,Waldai Hills,220.0,32.252,46.5257
Irtysch,Ob,,,4248.0,90.0,47.9,Altai,2930.0,68.93,61.07
Rio Grande,,,Gulf of Mexico,3034.0,-107.5,38.0,,3900.0,-97.18,25.96
Adda,Po,Lago di Como,,313.0,10.3,46.55,Alps,2235.0,9.88,45.13
Volta,,Lake Volta,Atlantic Ocean,1500.0,-4.5,11.0,,,0.68,5.77
Limmat,Aare,,,36.3,8.64,47.23,,406.0,8.23631,47.5018
Mincio,Po,,,75.0,10.7,45.4,Alps,65.0,10.95,45.1
Elbe,,,North Sea,1091.0,15.54,50.78,Sudety Mountains,1.386,8.71,53.89
Amur,,,Sea of Okhotsk,2824.0,121.48,53.33,,305.0,140.73,53.1
Etsch,,,Mediterranean Sea,415.0,10.5,46.7,Alps,1525.0,7.09,44.8
Bomu,Ubangi,,,280.0,27.0,5.0,,,22.5,4.0
Ruzizi,,Lake Tanganjika,,104.0,29.2,-1.8,East African Rift,1462.0,29.3,-3.4
