country,gdp,agriculture,service,industry,inflation
IL,80100.0,3.5,22.0,74.5,10.1
CY,7800.0,5.6,24.9,69.5,
WAG,1100.0,27.0,15.0,58.0,1.7
GUAD,3700.0,6.0,9.0,85.0,3.7
WG,284.0,10.2,40.3,49.5,3.0
GH,25100.0,47.0,16.0,37.0,69.0
PL,226700.0,7.0,38.0,55.0,21.6
MNTS,29.0,1.2,23.1,75.7,2.6
ETH,24200.0,48.0,15.0,37.0,10.0
Z,8900.0,32.0,22.0,46.0,55.0
RMM,5400.0,42.4,15.4,42.2,8.0
BIH,1000.0,,,,
LB,2300.0,,,,50.0
YE,37100.0,21.0,24.0,55.0,71.3
SVAX,,,,,
LV,14700.0,9.0,31.0,60.0,20.0
LS,2800.0,10.4,48.8,40.8,9.5
MOC,12200.0,33.0,12.0,55.0,50.0
BD,144500.0,,,,4.5
MAL,193600.0,8.0,25.0,67.0,5.3
ER,2000.0,,,,10.0
BVIR,133.0,,,,2.5
KAZ,46900.0,28.5,41.5,30.0,60.3
C,14700.0,7.0,30.0,63.0,
WAL,4400.0,40.0,17.0,43.0,24.0
RSA,215000.0,,,,8.7
RM,11400.0,35.0,15.0,50.0,35.0
GBJ,,,,,
UZB,54700.0,,,,7.7
MC,788.0,,,,
COCO,,,,,
KWT,30800.0,0.0,55.0,45.0,5.0
SN,14500.0,,,,6.1
RWA,3800.0,52.0,13.0,35.0,64.0
AG,425.0,3.5,19.3,77.2,3.5
GBM,780.0,,,,7.0
MH,94.0,,,,4.0
TM,11500.0,32.5,33.4,34.1,25.0
BZ,575.0,30.0,,,2.3
SP,3600.0,,,,
G,6000.0,8.2,44.7,47.1,15.0
WD,200.0,26.0,,,0.4
BERM,4500.0,1.0,10.0,89.0,2.8
NIC,7100.0,,,,11.4
CDN,694000.0,2.0,26.0,72.0,2.4
ET,171000.0,,,,9.4
SLO,22600.0,5.3,39.9,54.8,8.0
CH,158500.0,3.0,33.5,63.5,1.8
CAYM,1939.0,1.4,3.2,95.4,4.4
RIM,2800.0,27.1,29.5,43.4,3.5
DOM,26800.0,13.0,32.0,55.0,9.5
LAR,32900.0,,,,25.0
RH,6500.0,34.8,23.0,42.2,14.5
ARU,2258.0,,,,3.4
KIR,68.0,,,,5.5
CAM,16500.0,29.0,24.0,47.0,48.0
SA,189300.0,9.0,50.0,41.0,5.0
ARM,9100.0,57.0,36.0,7.0,32.2
NORF,,,,,
D,1452200.0,1.0,34.2,64.8,
NL,301900.0,3.4,26.9,69.7,2.25
M,4400.0,,,,5.0
WV,240.0,24.0,33.1,42.9,-0.2
EAT,23100.0,58.0,8.0,34.0,25.0
P,116200.0,6.0,35.8,58.2,4.6
LAO,5200.0,50.0,17.0,33.0,20.0
AUS,405400.0,3.1,27.7,69.2,4.75
GBG,,,,,7.0
TJ,3500000.0,19.0,48.0,33.0,10.1
V,,,,,
MACX,220400.0,0.1,2.8,97.1,6.2
VIRG,1200.0,,,,
CI,21900.0,37.0,24.0,39.0,10.0
MNG,4900.0,28.0,35.0,37.0,53.0
TCH,3300.0,49.0,17.0,34.0,41.0
MS,10900.0,,,,9.4
CV,440.0,13.0,17.0,70.0,5.0
AL,4100.0,55.0,,,16.0
AFG,12800.0,65.0,15.0,20.0,
BRN,7300.0,,,,3.0
