city,province,country,river,lake,sea
Trivandrum,Kerala,IND,,,Indian Ocean
Portsmouth,Hampshire,GB,,,The Channel
Albany,Western Australia,AUS,,,Indian Ocean
Honolulu,Hawaii,USA,,,Pacific Ocean
Brighton,East Sussex,GB,,,The Channel
Bridgetown,Barbados,BDS,,,Atlantic Ocean
Lahti,Haeme,SF,,Paeijaenne,
Zaragoza,Aragon,E,Ebro,,
Qostanay,Qostanay,KAZ,Tobol,,
Kolonia,Micronesia,FSM,,,Pacific Ocean
Sfintu Gheorghe,Covasna,RO,Olt,,
Omsk,Omskaya oblast,R,Irtysch,,
Cardiff,Cardiff,GB,,,Irish Sea
Toyama,Toyama,J,,,Sea of Japan
Nukualofa,Tonga,TO,,,Pacific Ocean
Paris,Ile de France,F,Seine,,
Managua,Nicaragua,NIC,,Lake Managua,
Rybinsk,Yaroslavskaya oblast,R,Volga,,
Gary,Indiana,USA,,Lake Michigan,
Omaha,Nebraska,USA,Missouri,,
Qyzylorda,Qyzylorda,KAZ,Syrdarja,,
Noumea,New Caledonia,NCA,,,Pacific Ocean
Cordoba,Andalusia,E,Guadalquivir,,
Krefeld,Nordrhein Westfalen,D,Rhein,,
Oita,Oita,J,,,Sea of Japan
Porto Alegre,Rio Grande do Sul,BR,,,Atlantic Ocean
Leverkusen,Nordrhein Westfalen,D,Rhein,,
Funafuti,Tuvalu,TUV,,,Pacific Ocean
Plymouth,Devon,GB,,,The Channel
Khartoum North,al Khartum,SUD,Nile,,
Miyazaki,Miyazaki,J,,,Pacific Ocean
Kiel,Schleswig Holstein,D,,,Baltic Sea
Grenoble,Rhone Alpes,F,Isere,,
Uruguaiana,Rio Grande do Sul,BR,Uruguay,,
Nagasaki,Nagasaki,J,,,East China Sea
Braila,Braila,RO,Donau,,
Kaliningrad,Kaliningradskaya oblast,R,,,Baltic Sea
Gijon,Asturias,E,,,Atlantic Ocean
Angarsk,Irkutskaya oblast,R,Angara,,
Ludwigshafen,Rheinland Pfalz,D,Rhein,,
Shkoder,Albania,AL,,Lake Skutari,
Murmansk,Murmanskaya oblast,R,,,Barents Sea
Budapest,Budapest (munic.),H,Donau,,
Avarua,Cook Islands,COOK,,,Pacific Ocean
Bergen,Hordaland,N,,,North Sea
Luanda,Luanda,ANG,,,Atlantic Ocean
Wiesbaden,Hessen,D,Main,,
Strasbourg,Alsace,F,Rhein,,
Dhaka,Bangladesh,BD,Ganges,,
Volgograd,Volgogradskaya oblast,R,Volga,,
Varanasi,Uttar Pradesh,IND,Ganges,,
Tegal,Indonesia,RI,,,Sunda Sea
Yangzhou,Jiangsu,TJ,Jangtse,,
Palikir,Micronesia,FSM,,,Pacific Ocean
Concord,New Hampshire,USA,Merrimack River,,
Bremerhaven,Bremen,D,Weser,,North Sea
Banda Aceh,Indonesia,RI,,,Andaman Sea
La Plata,Buenos Aires,RA,,,Atlantic Ocean
Huntsville,Alabama,USA,Tennessee,,
Jamestown,Saint Helena,HELX,,,Atlantic Ocean
Sankt Peterburg,Sankt Peterburg,R,,,Baltic Sea
Reynosa,Tamaulipas,MEX,Rio Grande,,
Norfolk,Virginia,USA,,,Atlantic Ocean
Kalmar,Kalmar,S,,,Baltic Sea
Harnosand,Vasternorrland,S,,,Baltic Sea
Pittsburgh,Pennsylvania,USA,Ohio River,,
Samarra,Salah ad Din,IRQ,Tigris,,
Neuss,Nordrhein Westfalen,D,Rhein,,
Chongjin,North Korea,NOK,,,Sea of Japan
Paramaribo,Suriname,SME,,,Atlantic Ocean
Tanger,Morocco,MA,,,Atlantic Ocean
Juba,al Istiwaiyah,SUD,Bahr el-Djebel/Albert-Nil,,
Shizuoka,Shizuoka,J,,,Pacific Ocean
Manaus,Amazonas,BR,Rio Negro,,
Akureyri,Iceland,IS,,,Norwegian Sea
Mbandaka,Equateur,ZRE,Zaire,,
Altdorf,UR,CH,Reuss,,
Santa Cruz de Tenerife,Canary Islands,E,,,Atlantic Ocean
Tver,Tverskaya oblast,R,Volga,,
Saint Georges,Grenada,WG,,,Caribbean Sea
Kagoshima,Kagoshima,J,,,East China Sea
Kolomna,Moskovskaya oblast,R,Oka,,
Baracaldo,Basque Country,E,,,Atlantic Ocean
Toulouse,Midi Pyrenees,F,Garonne,,
Chattanooga,Tennessee,USA,Tennessee,,
Ostrava,Severomoravsky,CZ,Oder,,
Irkutsk,Irkutskaya oblast,R,Angara,,
