qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
656,49,13,6,5,2,1:46.060,1:45.173,1:46.011
4672,846,67,5,18,17,1:16.358,1:16.300,
1592,175,14,1,2,2,1:30.946,,
6224,915,20,9,1,11,1:40.382,1:40.052,
536,43,17,9,15,14,1:15.746,1:15.806,
611,47,13,6,5,1,1:27.488,1:27.039,1:27.329
5982,904,807,10,27,11,1:28.155,1:27.685,
3790,108,23,3,4,9,1:28.830,,
7317,977,840,3,18,18,1:06.608,,
5764,895,813,3,16,15,1:32.875,1:32.093,
6620,942,834,206,53,18,2:04.176,,
4279,99,46,18,20,19,1:17.913,,
873,58,36,8,23,21,1:20.763,,
7248,974,18,1,22,9,1:13.723,1:13.453,1:13.613
5892,901,826,5,26,11,2:01.175,2:02.351,
1206,80,18,16,3,8,1:15.051,,
5056,863,818,5,17,19,1:35.014,,
1202,80,30,6,1,4,1:14.572,,
3627,349,24,10,15,14,2:01.102,1:48.680,
4525,76,14,9,14,7,1:15.329,1:18.538,
5140,867,807,10,12,8,1:39.009,1:38.689,1:38.752
5158,868,30,131,7,3,1:46.571,1:55.799,1:52.020
3543,346,17,9,6,2,1:30.858,1:30.114,1:29.758
2861,268,44,27,26,6,1:25.455,,
3971,118,17,19,14,11,1:22.647,,
977,63,26,5,21,15,1:17.117,1:17.063,
4764,850,813,3,12,13,1:33.003,1:32.635,
3890,114,17,19,14,9,1:16.237,,
4668,846,155,15,16,13,1:16.513,1:15.973,
3730,353,5,205,19,21,1:41.768,,
6498,936,4,1,14,15,1:24.563,,
6315,926,817,9,3,7,1:29.788,1:28.679,1:28.329
572,45,17,9,15,6,1:32.629,1:31.661,1:32.476
6860,956,807,10,27,3,1:07.385,1:07.257,1:09.285
3192,11,3,3,16,7,1:39.039,1:38.346,1:40.185
6258,917,20,9,1,6,1:11.880,1:11.129,1:10.938
2581,256,44,27,26,12,,,
806,55,33,13,18,20,1:30.709,,
1983,214,79,18,20,21,1:17.563,,
2182,240,57,1,8,7,1:21.399,,
3882,114,23,3,4,1,1:15.259,,
6412,931,832,5,55,8,1:17.246,1:16.762,1:16.931
4332,102,14,1,5,12,1:20.897,,
7362,980,822,131,77,3,1:44.773,1:43.249,1:43.094
920,61,21,4,2,2,1:15.917,1:15.295,1:15.178
6432,932,826,9,26,8,1:16.415,1:15.891,1:16.079
983,63,36,8,23,21,1:18.637,,
3362,338,24,10,15,13,1:26.170,1:25.743,
4841,854,5,205,20,19,1:50.948,,
582,45,11,8,22,16,1:32.678,1:32.838,
4959,859,813,3,12,18,1:14.625,,
2587,256,91,15,29,18,,,
5447,880,3,131,9,6,1:43.380,1:36.194,1:28.523
587,45,16,12,20,21,1:34.500,,
5148,867,5,207,20,16,1:40.087,1:40.295,
2379,248,30,22,1,2,1:44.465,,
2817,266,112,1,7,14,1:21.498,,
