year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1989,"Укажите текст для перевода, пожалуйста.","Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?",LAK,NHL,CAL,NHL,4,2,0,29,24,
2002,CF,"Я - профессиональный переводчик. Переведите, пожалуйста:

""Вы - профессионал в своем деле. Я очень ценю вашу помощь и поддержку.""",ANA,NHL,MIN,NHL,4,0,0,9,1,
1985,"Укажите текст для перевода, пожалуйста.",Д,WAS,NHL,NYI,NHL,3,0,0,11,4,
1978,QF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",NYI,NHL,CHI,NHL,4,0,0,14,3,
1923,ВП,,CAT,WCHL,VAM,PCHA,2,1,0,10,7,
1967,QF,А,CHI,NHL,NYR,NHL,4,2,0,18,12,
2003,СCF,O,TBL,NHL,CAL,NHL,4,3,0,13,14,
1938,SF,Д,TOR,NHL,DET,NHL,2,1,0,10,8,
2008,СCF,O,PIT,NHL,DET,NHL,4,3,0,14,17,
1964,СCF,С,MTL,NHL,CHI,NHL,4,3,0,18,12,
1998,CQF,А,BUF,NHL,OTT,NHL,4,0,0,12,6,
2001,CQF,С,CAR,NHL,NJD,NHL,4,2,0,9,11,
2009,КДЛ,Здравствуйте! Как я могу вам помочь?,PHI,NHL,BOS,NHL,4,3,0,22,20,
1995,CQF,Д,FLO,NHL,BOS,NHL,4,1,0,22,16,
2005,КДЛ,"Добро пожаловать в «Лабораторию Крутых Трансляций»! Мы готовы перевести для вас любые тексты с английского на русский язык. Просто напишите текст, который нужно перевести, и мы сразу же приступим к работе!",ANA,NHL,COL,NHL,4,0,0,16,4,
1995,СCF,O,COL,NHL,FLO,NHL,4,0,0,15,4,
1984,"Укажите текст для перевода, пожалуйста.",А,QUE,NHL,BUF,NHL,3,2,0,22,22,
1980,SF,"Я - профессиональный переводчик. Переведите, пожалуйста:

""Вы - профессионал в своем деле. Я очень ценю вашу помощь и поддержку.""",MNS,NHL,CAL,NHL,4,2,0,25,18,
1976,"Укажите текст для перевода, пожалуйста.",,QUN,WHA,NEW,WHA,4,1,0,23,14,
2003,КДЛ,К,CAL,NHL,DET,NHL,4,2,0,11,12,
2009,CQF,"Я не вижу входного текста, на котором можно было бы основывать перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью выполню ваш запрос.",CHI,NHL,NAS,NHL,4,2,0,17,15,
1934,СCF,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",MTM,NHL,TOR,NHL,3,0,0,10,4,
1961,SF,А,TOR,NHL,NYR,NHL,4,2,0,22,15,
1986,DF,Здравствуйте! Как я могу вам помочь?,PHI,NHL,NYI,NHL,4,3,0,23,16,
1983,СCF,O,EDM,NHL,NYI,NHL,4,1,0,21,12,
1981,CF,Мне нужен твой помощь с переводом. Можешь помочь?,NYI,NHL,QUE,NHL,4,0,0,18,9,
1923,СCF,,MTL,NHL,CAT,WCHL,2,0,0,9,1,
1991,"Укажите текст для перевода, пожалуйста.","Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",DET,NHL,MNS,NHL,4,3,0,23,19,
1917,"Я не вижу входного текста, на котором можно было бы основывать перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью выполню ваш запрос.",,TOA,NHL,MTL,NHL,1,1,0,10,7,ТГ
1947,SF,А,TOR,NHL,BOS,NHL,4,1,0,20,13,
2007,СCF,O,DET,NHL,PIT,NHL,4,2,0,17,10,
1979,QF,Здравствуйте! Как я могу вам помочь?,BUF,NHL,CHI,NHL,4,0,0,16,7,
1992,DF,Здравствуйте! Как я могу вам помочь?,NYI,NHL,PIT,NHL,4,3,0,24,27,
1923,"Я не вижу входного текста, на котором можно было бы основывать перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью выполню ваш запрос.",,MTL,NHL,OTS,NHL,2,0,0,5,2,ТГ
2007,CQF,А,MTL,NHL,BOS,NHL,4,3,0,19,15,
1986,CF,"Я - профессиональный переводчик. Переведите, пожалуйста:

""Вы - профессионал в своем деле. Я очень ценю вашу помощь и поддержку.""",EDM,NHL,DET,NHL,4,1,0,16,10,
1979,QF,я,PHI,NHL,NYR,NHL,4,1,0,14,7,
