name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Руки,Заир,,,130.0,19.0,-0.3,,,18.0,0.0
Ваг,Дунай,,,403.0,19.81,49.02,Бескиды,664.0,18.15,47.75
Брахмапутра,,,Ганг,2896.0,81.33,31.06,,6000.0,89.8,23.8
Гамбия,,,Атлантический океан,1120.0,-12.3,11.3,,438.0,-16.6,13.5
Мюррей-Дэрлинг,,Озеро Хьюм,Индийский океан,2589.0,148.0,-38.0,Снежные горы,,138.88,-35.55
Карун,Шатт алав,,,950.0,50.1,32.35,Загросы,,48.17,30.43
Рио-Гранде,,,Мексиканский залив,3034.0,-107.5,38.0,,3900.0,-97.18,25.96
Основание,Рейн,,,524.0,11.4,50.1,Фихтельгайде,887.0,8.29,49.99
Западная Двина,,,Балтийское море,1020.0,34.0,56.0,Удалые холмы,228.0,24.1,57.0
Олт,Дунай,,,615.0,25.8,46.65,Карпаты,1280.0,24.8,43.7
Ваердаляэльв,Далаэлв,,,320.0,12.6,61.8,,,15.1,60.7
Атакара,Нил,,,1120.0,37.3,12.8,Эфиопское плато,,33.97,17.68
Акагера,,Озеро Виктория,,275.0,29.3,-2.5,Восточноафриканская рифтовая область,2700.0,33.0,-1.0
Пецчора,,,Баренцево море,1809.0,59.0,62.0,Ураль,,54.0,68.5
Инн,Дунай,,,517.0,9.67,46.41,Альпы,2484.0,13.47,48.57
Бусира,Руки,,,830.0,20.8,-0.2,,,19.0,-0.3
Луалаба,Заир,,,,27.0,-12.0,,,25.2,0.5
Ориноко,,,Атлантический океан,2140.0,-63.5,2.0,Сьерра-Парима,,-62.0,9.0
Аргун,Амур,,,1620.0,122.46,49.94,,1200.0,121.48,53.33
Изер,Рон,,,290.0,7.0,45.4,Альпы,2770.0,4.9,45.0
Мёзель,Рейн,,,544.0,6.89,47.89,Вогезы,715.0,7.61,50.37
Дунай,,,Черное море,2845.0,8.52,47.95,Чёрный лес,686.0,29.65,45.16
Саскачеван-река,,Озеро Виннипег,,1392.0,-123.0,52.5,,1920.0,-97.97,52.77
Миссури,Миссисипи,Озеро Форт-Пек,,4130.0,-111.5,45.9,,1232.0,-90.12,38.81
Рейн,,Боденское озеро,Северное море,1324.0,8.7,46.6,Альпы,2345.0,4.0,51.9
Тахо,,,Атлантический океан,1007.0,-1.7,40.32,Иберские горы,1.58,-9.3,38.7
Тичино,Поехали!,Лаго-Маджоре,,248.0,8.42,46.475,Альпы,2400.0,9.235,45.14
Амазонка,,,Атлантический океан,6448.0,-71.7,-15.5,Андес,5170.0,-50.0,0.0
