city,province,country,river,lake,sea
Валенсия,Валенсия,"Добро пожаловать в Coral! Я могу помочь вам перевести текст с английского на русский язык. Пожалуйста, предоставьте текст, который вы хотите перевести, и я с радостью предоставлю вам точный перевод.",,,Средиземное море
Лижь,Лижь,Б,МaaS,,
Белград,Сербия,SRB,Сохранить,,
Абудаби,Абудаби,ЭМИРАТЫ АБРАРА,,,Персидский залив
Панама-Сити,Панама,ПА,,,Тихоокеанский океан
Матади,Бас-Заире,ЗРЕ,Заир,,
Осло,Осло,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",,,Скегеррак
Дар-эс-Салам,Дар-эс-Салам,ЕДЬ,,,Индийский океан
Л'Спе́цья,Лигурия,я,,,Средиземное море
Рига,Латвия,LV,Западная Двина,,Балтийское море
Хабаровск,Хабаровский край,Р,Амур,,
Мариестад,Скарабей,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",,Ваенерн,
Сан-Паулу,Сан-Паулу,БР,,,Атлантический океан
Стангорг,Ругаланд,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",,,Северное море
Кунсан,Южная Корея,Рок,,,Желтое море
Шалоны Шампани,Шампань-Арденн,Ф,Марн,,
Халифакс,Новая Шотландия,КДН,,,Атлантический океан
Магдебург,Саксония-АнHalт,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Эльба,,
Дуррес,Албания,АЛ,,,Средиземное море
Якутск,Республика Саха (Якутия),Р,Лена,,
Пагу,Американская Самоа,АМСА,,,Тихоокеанский океан
Нагойа,Аихи,Привет! Как твои дела?,,,Тихоокеанский океан
Токусима,Токусима,Привет! Как твои дела?,,,Тихоокеанский океан
Ньюпорт-Ньюс,Вирджиния,США,,,Атлантический океан
Сан-Томе и Принсипи,Сан-Томе и Принсипи,STP,,,Атлантический океан
Рим,Лазио,я,Тибер,,
И Чан,Хубэй,ТЖ,Джангусте,,
Гуаиякиль,Эквадор,ЭК,,,Тихоокеанский океан
Пекалонген,Индонезия,Ри,,,Южное море
Марсель,"Провенс, Кот-д'Азур",Ф,,,Средиземное море
Кенитра,Марокко,МА,,,Атлантический океан
Турку,Турку-Порти,SF,,,Балтийское море
Бесанкон,Франш-Конте,Ф,Дюбс,,
Кочи,Кочи,Привет! Как твои дела?,,,Тихоокеанский океан
Бамако,Мали,ММ,Нигер,,
Ал Хилла,Бабил,Ирак,Евфрат,,
Эль-Миния,Эль-Миния,ET,Нил,,
Шолнок,Шолнок,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Тисс,,
Кассель,Гессен,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Фульда,,
Кагосима,Кагосима,Привет! Как твои дела?,,,Восточное Китайское море
Вуху,Аnhуй,ТЖ,Джангусте,,
Дюссельдорф,Северный Рейн-Вестфалия,"I'm sorry, but I don't understand your request. Could you please clarify your question or provide additional context?",Рейн,,
Бюссон-Билланкарье,Иль-де-Франс,Ф,Его,,
Громобой,Онтарио,КДН,,Лейк-Супериор,
Щецин,Щецинские,ПЛ,Одер,,
Манама,Бахрейн,БРН,,,Персидский залив
Буенос-Айрес,Федеральный округ,А,Парана,,
Чонкин,Сичуань,ТЖ,Джангусте,,
Смоленск,Смоленская область,Р,Днипр,,
Белем,Пара,БР,Токантинский,,Атлантический океан
Норфолк,Вирджиния,США,,,Атлантический океан
Бостон,Массачусетс,США,,,Атлантический океан
Алам-Амара,Майсан,Ирак,Тигр,,
Бристоль,Восточный Сассекс,"Добро пожаловать в GB! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",,,Канал
Пунтаренас,Пунтаренас,КР,,,Тихоокеанский океан
Сент-Луис,Миссури,США,Миссисипи,,
