season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2003,144,1328,65,1139,54,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,55,4,10,7,12,19,20,15,13,6,1,18,19,43,4,13,12,17,7,14,10,13,7,2,18
2012,136,1307,75,1253,68,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2007,138,1207,62,1130,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,52,4,16,14,19,17,21,12,10,6,7,14,21,55,6,21,7,11,16,17,9,9,6,3,17
2009,138,1314,84,1261,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,32,59,6,13,14,18,11,21,13,10,11,5,9,29,64,9,22,3,6,16,17,12,15,5,4,16
2013,139,1274,63,1228,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,55,9,25,10,15,13,22,12,6,4,2,10,23,61,7,27,6,7,16,22,7,8,2,3,17
2010,138,1246,90,1448,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,38,63,7,21,7,17,14,28,21,11,6,6,21,21,64,2,15,16,26,19,15,12,11,6,3,17
2014,136,1332,87,1140,68,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,54,2,13,31,38,8,29,21,8,4,4,22,20,61,5,19,23,30,12,20,14,9,4,0,25
2004,138,1393,72,1268,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,55,4,12,24,38,12,26,11,12,7,5,25,20,52,3,12,27,38,12,28,13,17,5,6,26
2011,152,1163,56,1246,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12
2008,137,1314,113,1291,74,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18
2013,152,1257,72,1455,68,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,49,9,25,19,29,11,22,10,9,8,3,23,22,54,6,20,18,24,14,22,13,11,5,1,20
2008,136,1345,90,1124,79,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15
2005,152,1314,87,1277,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,35,71,6,20,11,17,13,38,18,13,5,6,17,25,74,7,23,14,18,15,27,15,12,10,4,19
2009,139,1242,60,1173,43,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,53,3,16,11,22,11,39,9,17,5,12,11,16,72,4,19,7,8,17,26,7,11,13,6,23
2004,136,1403,76,1150,73,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,59,4,11,14,18,14,22,17,16,7,2,16,25,58,6,24,17,21,13,20,14,14,11,4,20
2014,137,1124,74,1304,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,17,42,2,13,38,48,9,28,9,12,7,2,16,23,54,4,21,10,16,5,20,7,11,9,7,31
2009,143,1163,72,1345,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,56,3,8,19,30,14,34,19,13,6,6,12,24,66,6,23,6,11,9,24,12,9,7,2,26
2012,136,1243,70,1379,64,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2012,146,1242,80,1314,67,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,63,4,14,18,24,11,30,14,8,9,3,16,28,64,2,17,9,12,8,27,18,10,5,6,17
2007,152,1196,76,1417,66,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,45,9,22,19,31,8,35,10,16,2,6,17,25,64,5,23,11,13,6,20,12,3,6,0,26
2014,143,1173,82,1390,72,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,58,8,23,18,26,10,25,19,10,8,1,25,22,58,5,21,23,33,15,20,10,12,7,5,24
2007,137,1425,77,1116,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20
2011,146,1246,76,1314,69,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17
2013,136,1277,65,1434,54,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12
2005,139,1314,92,1235,65,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,31,65,8,25,22,37,15,35,20,13,14,4,18,27,76,4,13,7,17,20,27,20,17,8,2,23
2004,145,1329,64,1386,62,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,53,4,17,10,15,12,30,13,13,2,6,16,22,57,8,26,10,13,6,18,15,5,8,3,14
2007,137,1242,107,1310,67,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,40,74,13,22,14,26,13,37,29,12,14,7,26,21,66,2,19,23,34,16,27,9,21,12,1,17
2008,136,1323,68,1206,50,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14
2007,137,1305,77,1166,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17
2014,139,1124,85,1166,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,47,11,18,14,21,5,27,19,8,2,3,11,22,55,5,24,6,9,8,14,11,8,4,0,19
2008,143,1257,79,1397,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,56,5,20,17,25,8,20,12,17,11,1,26
2006,138,1417,62,1104,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,47,9,25,5,13,7,14,17,11,5,4,20,19,39,2,11,19,25,10,20,10,15,7,3,15
2009,137,1373,74,1326,72,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",2,24,72,6,24,20,28,23,30,13,22,9,3,18,24,60,7,25,17,23,9,28,15,20,5,7,21
2011,139,1242,73,1228,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18
2013,138,1393,66,1143,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,18,46,4,10,26,41,14,23,7,15,10,3,16,22,56,4,21,12,19,13,21,14,17,6,2,24
2004,137,1246,96,1197,76,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,35,62,11,28,15,23,13,29,23,17,8,5,15,30,66,11,30,5,12,12,17,13,17,13,1,19
2005,136,1403,78,1417,66,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,32,52,3,7,11,16,4,28,21,14,7,2,14,26,60,6,20,8,15,9,18,16,13,5,2,15
2014,138,1458,85,1332,77,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,60,11,28,16,25,14,22,15,8,1,1,17,24,49,8,18,21,23,3,23,9,8,5,1,23
2003,137,1393,76,1264,65,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,52,4,11,12,15,11,28,16,18,5,9,17,22,61,6,21,15,18,14,14,16,11,9,2,14
2005,138,1428,67,1328,58,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,37,5,8,18,28,9,30,15,20,2,2,19,21,66,2,19,14,19,19,14,3,7,8,3,24
2010,137,1211,67,1199,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,21,42,3,10,22,30,6,32,11,15,5,5,19,21,59,6,20,12,20,11,21,15,8,7,4,22
2014,144,1276,73,1397,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,49,11,20,8,10,6,20,14,13,5,1,13,30,57,3,11,8,14,11,17,11,7,7,8,13
2011,139,1326,98,1206,66,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17
2006,138,1211,90,1231,80,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29
2003,136,1390,77,1360,69,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,64,8,24,11,15,12,29,16,14,4,8,24,20,61,4,18,25,32,17,25,7,11,3,0,18
2007,144,1207,66,1435,65,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,56,8,19,8,14,16,24,14,11,3,3,18,21,51,9,27,14,20,8,18,17,5,5,4,16
2008,138,1242,75,1424,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,50,5,13,12,19,7,29,9,10,7,1,26,12,45,5,22,27,34,9,17,6,10,6,1,20
2010,134,1115,61,1457,44,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,17,44,6,16,21,28,10,29,12,10,3,7,16,16,55,2,21,10,18,14,20,5,7,3,5,22
2012,152,1246,69,1257,61,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,49,2,7,11,20,6,27,9,14,7,7,14,24,69,4,11,9,13,19,21,7,12,5,4,16
2004,136,1305,72,1277,66,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,20,46,7,22,25,29,5,23,10,17,6,2,16,23,55,5,16,15,18,6,20,14,14,9,0,25
2012,136,1433,62,1455,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2013,144,1276,87,1242,85,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1,35,71,8,23,9,17,14,24,18,10,7,1,12,36,66,6,16,7,10,7,28,21,13,5,8,17
2005,145,1228,90,1112,89,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,61,7,18,18,21,12,25,21,17,11,8,10
2012,134,1140,78,1233,72,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2008,139,1257,78,1328,48,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,32,54,9,17,5,15,10,23,24,12,7,3,18,15,47,5,18,13,19,10,18,9,16,3,3,18
2009,137,1257,74,1287,54,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,50,10,24,6,11,8,21,19,19,9,4,16,20,52,4,11,10,14,13,14,12,20,4,1,10
2003,137,1329,77,1335,63,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,50,7,20,16,28,10,15,15,11,12,0,17,20,41,8,18,15,16,2,13,17,18,5,0,20
2011,145,1139,74,1196,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1,24,60,9,33,17,27,16,25,8,10,2,1,20,25,57,3,14,18,22,8,26,10,7,6,3,24
2007,143,1242,61,1356,58,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21
2013,139,1326,78,1235,75,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,49,9,18,19,26,3,19,12,9,7,2,20,23,52,12,25,17,23,12,24,14,16,4,0,20
2005,144,1458,65,1301,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,21,42,4,10,19,25,4,31,7,18,2,0,14,19,50,9,22,9,13,2,19,12,13,10,5,25
2006,136,1397,63,1457,61,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,53,5,21,10,14,11,22,12,13,6,6,15,22,56,7,24,10,17,15,20,14,15,7,3,15
2007,137,1332,58,1275,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15
2004,137,1301,61,1418,52,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,18,49,5,17,20,24,13,24,10,15,5,0,20,16,49,5,22,15,23,11,21,9,15,9,2,21
2005,146,1277,94,1246,88,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",2,30,64,10,19,24,30,17,23,15,13,6,3,20,31,69,9,19,17,23,16,21,14,11,7,3,25
2007,139,1272,78,1305,62,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22
2004,139,1329,70,1272,53,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,47,5,12,9,17,14,20,18,17,8,1,16,20,50,6,17,7,14,11,11,9,12,6,3,15
2009,143,1338,60,1462,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,65,4,15,12,19,18,26,9,9,9,3,13,21,64,5,23,8,10,17,27,9,10,4,7,17
2011,136,1246,59,1343,57,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,47,5,11,6,11,6,20,12,9,5,7,8,24,52,3,14,6,7,8,20,8,6,8,2,11
2008,136,1390,77,1165,53,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
2011,136,1139,60,1330,58,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17
2003,139,1139,79,1257,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,52,14,22,11,19,10,18,21,12,6,2,11,28,54,11,25,4,4,8,19,13,14,8,2,21
2003,136,1181,67,1161,57,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,19,54,4,13,25,31,13,27,4,16,10,8,23,18,54,3,11,18,22,11,24,8,19,5,4,19
2008,137,1257,79,1129,61,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13
2009,136,1345,61,1320,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20
2004,137,1130,58,1428,51,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,44,3,4,9,11,4,21,20,8,4,3,13,19,50,3,18,10,10,9,17,12,8,2,0,12
2003,139,1400,77,1345,67,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,62,5,11,22,26,13,27,8,13,4,0,21,23,62,5,16,16,24,13,22,10,13,7,2,24
2014,136,1387,83,1301,80,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1,31,64,9,18,12,26,9,32,16,9,7,4,26,28,60,4,9,20,37,10,33,10,12,7,5,20
2014,139,1246,78,1455,76,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,50,8,18,16,22,10,22,11,11,6,3,15,27,49,10,21,12,18,4,19,14,9,6,3,21
2011,137,1314,102,1254,87,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,34,67,3,17,31,42,12,42,21,18,3,10,19,31,85,8,31,17,25,16,23,19,14,11,1,28
2005,136,1328,84,1310,67,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,34,74,3,13,13,15,14,34,16,14,9,3,14,24,68,6,28,13,15,11,26,12,16,8,2,16
2012,137,1207,74,1125,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
2011,143,1163,74,1361,67,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14
2010,146,1181,78,1124,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,22,61,11,23,23,29,23,20,15,11,7,0,15,27,59,5,18,12,19,17,20,14,11,8,8,21
2005,138,1228,71,1305,59,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,49,2,12,17,20,6,26,18,16,9,3,18,20,54,3,9,16,25,12,20,10,14,10,1,17
2010,137,1345,72,1373,64,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,59,5,17,13,19,6,32,21,14,8,7,14,23,70,3,12,15,18,15,30,9,14,7,1,16
2010,136,1437,73,1352,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",1,18,51,6,22,31,40,11,18,9,16,13,10,19,22,55,5,20,21,26,11,24,8,21,10,2,31
2004,137,1329,75,1186,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,55,2,6,13,16,11,26,15,15,12,5,16,21,59,3,19,11,13,12,15,19,14,8,2,15
2003,137,1400,82,1421,61,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,31,62,6,16,14,20,19,28,15,14,6,2,16,23,62,5,21,10,12,13,16,5,11,9,3,16
2012,139,1325,62,1378,56,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,17,43,9,18,19,25,7,18,10,9,9,1,19,20,46,2,15,14,19,10,23,10,10,5,6,16
2003,143,1266,77,1338,74,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,28,54,6,12,15,22,10,18,16,10,7,3,18,29,55,4,14,12,15,10,20,18,12,6,4,19
2010,144,1397,76,1326,73,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,64,4,15,12,15,20,21,15,16,6,3,20,25,58,9,23,14,19,13,16,14,11,6,3,16
2012,138,1231,63,1433,61,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16
2006,136,1228,78,1102,69,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13
2003,138,1323,68,1228,60,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,61,13,24,5,5,5,32,12,11,5,4,13,22,63,5,17,11,16,10,31,12,9,6,3,10
2011,137,1266,66,1462,55,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,45,5,12,13,19,5,21,13,15,6,2,18,21,51,2,13,11,15,11,19,11,15,3,2,19
2014,137,1246,56,1243,49,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,19,50,4,15,14,21,13,27,8,15,4,7,11,19,53,5,21,6,12,9,19,8,10,7,3,20
2011,137,1400,85,1324,81,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,63,4,9,21,26,15,27,14,10,4,9,14,33,75,7,29,8,11,17,21,12,7,7,3,17
2005,154,1314,75,1228,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,70,12,40,4,6,17,22,18,8,8,1,18
2013,137,1196,79,1322,47,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,61,7,21,14,23,16,27,13,8,10,2,12,18,50,3,16,8,11,6,20,9,15,2,3,19
2012,145,1257,72,1196,68,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,27,60,6,16,12,15,8,22,11,6,6,3,21,24,48,8,20,12,18,6,26,17,14,4,3,15
2014,138,1361,63,1295,44,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,19,44,7,16,18,24,8,30,8,6,4,2,16,15,47,2,11,12,17,7,20,5,6,1,2,17
2011,137,1242,72,1131,53,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,29,57,9,20,5,8,11,29,19,14,5,1,13,18,51,9,25,8,12,6,19,10,12,6,3,16
2009,137,1266,58,1429,57,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21
2007,136,1435,77,1203,44,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16
2014,137,1211,85,1329,77,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,25,50,9,18,26,41,7,30,13,15,5,1,28,26,65,3,15,22,37,17,23,13,12,10,2,33
2006,136,1417,78,1125,44,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,30,56,4,13,14,17,9,36,20,14,11,4,14,17,59,4,19,6,13,9,18,9,14,8,3,16
2012,137,1199,66,1382,63,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2004,137,1462,80,1257,70,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,46,9,18,25,29,12,27,15,15,6,1,12,25,63,10,32,10,13,13,13,18,10,7,1,23
2004,144,1462,79,1400,71,"Нет, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",0,23,58,8,25,25,35,16,23,13,7,6,3,20,26,62,7,16,12,17,14,21,12,8,1,6,25
