managerid,yearid,teamid,lgid,inseason,g,w,l,rank,plyrmgr
tebeapa01m,1893,CL4,NL,1,129,73,55,3,Y
quinnjo02m,1899,CL4,NL,2,116,12,104,12,Y
mauchge01m,1973,MON,NL,1,162,79,83,4,Н
narroje01m,2005,CIN,NL,2,93,46,46,5,Н
dykesji01m,1953,PHA,AL,1,157,59,95,7,Н
sislege01m,1926,SLA,AL,1,155,62,92,7,Y
chapmja01m,1890,LS2,AA,1,136,88,44,1,Н
tracyji01m,2001,LAN,NL,1,162,86,76,3,Н
rothsla01m,2001,TBA,AL,1,14,4,10,5,Н
zimmedo01m,1982,TEX,AL,1,96,38,58,6,Н
stengca01m,1951,NYA,AL,1,154,98,56,1,Н
birmijo01m,1915,CLE,AL,1,28,12,16,7,Н
bakerdu01m,1994,SFN,NL,1,115,55,60,2,Н
jonesfi01m,1908,CHA,AL,1,156,88,64,3,Y
maddojo99m,2009,TBA,AL,1,162,84,78,3,Н
callani01m,1912,CHA,AL,1,158,78,76,4,Y
virdobi01m,1984,MON,NL,1,131,64,67,5,Н
gerhajo01m,1883,LS2,AA,1,98,52,45,5,Y
hallmbi01m,1897,SLN,NL,3,50,13,36,12,Y
rappve99m,1984,CIN,NL,1,121,51,70,5,Н
rosepe01m,1989,CIN,NL,1,125,59,66,5,Н
pinielo01m,2007,CHN,NL,1,162,85,77,1,Н
manuech01m,2000,CLE,AL,1,162,90,72,2,Н
rodgebu01m,1987,MON,NL,1,162,91,71,3,Н
rolfere01m,1951,DET,AL,1,154,73,81,5,Н
frankhe01m,1978,CHN,NL,1,162,79,83,3,Н
merrist99m,1991,NYA,AL,1,162,71,91,5,Н
mcaleji01m,1904,SLA,AL,1,156,65,87,6,Н
mccarjo99m,1934,NYA,AL,1,154,94,60,2,Н
mutriji99m,1887,NY1,NL,1,129,68,55,4,Н
edwardo01m,1988,CLE,AL,1,162,78,84,6,Н
griffcl01m,1913,WS1,AL,1,155,90,64,2,Y
houkra01m,1969,NYA,AL,1,162,80,81,5,Н
ofarrbo01m,1927,SLN,NL,1,153,92,61,2,Y
melesa01m,1967,MIN,AL,1,50,25,25,2,Н
hornsro01m,1936,SLA,AL,1,155,57,95,7,Y
valenbo02m,1986,TEX,AL,1,162,87,75,2,Н
gardero01m,2007,MIN,AL,1,162,79,83,3,Н
bresnro01m,1911,SLN,NL,1,158,75,74,5,Y
comisch01m,1886,SL4,AA,1,139,93,46,1,Y
girarjo01m,2008,NYA,AL,1,162,89,73,3,Н
huggimi01m,1914,SLN,NL,1,157,81,72,3,Y
wedgeer01m,2006,CLE,AL,1,162,78,84,4,Н
machake01m,2006,OAK,AL,1,162,93,69,1,Н
chancfr01m,1923,BOS,AL,1,154,61,91,8,Н
friscfr01m,1936,SLN,NL,1,155,87,67,2,Y
oatesjo01m,1994,BAL,AL,1,112,63,49,2,Н
houkra01m,1974,DET,AL,1,162,72,90,6,Н
schaebo99m,1991,KCA,AL,2,1,1,0,6,Н
cochrmi01m,1934,DET,AL,1,154,101,53,1,Y
toscaca99m,2003,TOR,AL,1,162,86,76,3,Н
brenlbo01m,2001,ARI,NL,1,162,92,70,1,Н
mckeoja99m,1997,CIN,NL,2,63,33,30,3,Н
torrejo01m,2009,LAN,NL,1,162,95,67,1,Н
fuchsju99m,1929,BSN,NL,1,154,56,98,8,Н
mackco01m,1914,PHA,AL,1,158,99,53,1,Н
wrighha01m,1878,BSN,NL,1,60,41,19,1,Н
aloufe01m,2003,SFN,NL,1,161,100,61,1,Н
kellyto01m,1992,MIN,AL,1,162,90,72,2,Н
hinchaj01m,2009,ARI,NL,2,133,58,75,5,Н
ansonca01m,1887,CHN,NL,1,127,71,50,3,Y
sewellu01m,1952,CIN,NL,1,98,39,59,6,Н
morrijo01m,1884,BSN,NL,1,116,73,38,2,Y
berrayo01m,1984,NYA,AL,1,162,87,75,3,Н
pinielo01m,1991,CIN,NL,1,162,74,88,5,Н
herzowh01m,1978,KCA,AL,1,162,92,70,1,Н
southbi01m,1944,SLN,NL,1,157,105,49,1,Н
comisch01m,1890,CHP,PL,1,138,75,62,4,Y
harribu01m,1948,NYA,AL,1,154,94,60,3,Н
dyered01m,1947,SLN,NL,1,156,89,65,2,Н
nichoki01m,1904,SLN,NL,1,155,75,79,5,Y
ottme01m,1948,NY1,NL,1,76,37,38,5,Н
tappeel01m,1961,CHN,NL,7,79,35,43,7,Н
hornsro01m,1926,SLN,NL,1,156,89,65,1,Y
lasorto01m,1994,LAN,NL,1,115,58,56,1,Н
kellejo01m,1902,CIN,NL,3,60,34,26,4,Y
trembda99m,2010,BAL,AL,1,54,15,39,5,Н
fanniji01m,1982,MON,NL,1,162,86,76,3,Н
andersp01m,1989,DET,AL,1,162,59,103,7,Н
sheehto02m,1960,SFN,NL,2,98,46,50,5,Н
russejo02m,2009,PIT,NL,1,161,62,99,6,Н
cottich01m,1985,SEA,AL,1,162,74,88,6,Н
raderdo02m,1991,CAL,AL,1,124,61,63,7,Н
fogelho99m,1887,IN3,NL,3,70,20,49,8,Н
weaveea99m,1981,BAL,AL,1,105,59,46,2,Н
showabu99m,2000,ARI,NL,1,162,85,77,3,Н
harrilu01m,1971,ATL,NL,1,162,82,80,3,Н
robinfr02m,1975,CLE,AL,1,159,79,80,4,Y
mattibo01m,1980,TOR,AL,1,162,67,95,7,Н
sawyeed99m,1959,PHI,NL,1,155,64,90,8,Н
stovage01m,1912,SLA,AL,2,117,41,74,7,Y
crandde01m,1975,ML4,AL,1,161,67,94,5,Н
leylaji99m,1986,PIT,NL,1,162,64,98,6,Н
harribu01m,1936,WS1,AL,1,153,82,71,4,Н
murtada01m,1959,PIT,NL,1,155,78,76,4,Н
comisch01m,1887,SL4,AA,1,138,95,40,1,Y
guilloz01m,2009,CHA,AL,1,162,79,83,3,Н
bauerha01m,1966,BAL,AL,1,160,97,63,1,Н
shepala99m,1969,PIT,NL,1,157,84,73,3,Н
mcgrajo01m,1924,NY1,NL,3,81,45,35,1,Н
johnswa01m,1930,WS1,AL,1,154,94,60,2,Н
mccarjo99m,1939,NYA,AL,1,152,106,45,1,Н
durocle01m,1949,NY1,NL,1,156,73,81,5,Н
larusto01m,1990,OAK,AL,1,162,103,59,1,Н
dressch01m,1961,ML1,NL,1,130,71,58,4,Н
harrilu01m,1970,ATL,NL,1,162,76,86,5,Н
lopesda01m,2002,MIL,NL,1,15,3,12,6,Н
ansonca01m,1895,CHN,NL,1,133,72,58,4,Y
durocle01m,1966,CHN,NL,1,162,59,103,10,Н
clarkda05m,2009,HOU,NL,2,13,4,9,5,Н
mccarjo99m,1948,BOS,AL,1,155,96,59,2,Н
valenbo02m,1997,NYN,NL,1,162,88,74,3,Н
southbi01m,1943,SLN,NL,1,157,105,49,1,Н
fohlle01m,1925,BOS,AL,1,152,47,105,8,Н
hendrja01m,1927,CIN,NL,1,153,75,78,5,Н
lathaju01m,1882,PH4,AA,1,75,41,34,2,Y
davisge01m,1900,NY1,NL,2,78,39,37,8,Y
haneyfr01m,1954,PIT,NL,1,154,53,101,8,Н
wrighha01m,1879,BSN,NL,1,84,54,30,2,Н
hackech99m,1885,BR3,AA,1,37,15,22,5,Н
southbi01m,1929,SLN,NL,1,90,43,45,4,Y
maddojo99m,1996,CAL,AL,3,22,8,14,4,Н
gastoci01m,2009,TOR,AL,1,162,75,87,4,Н
eversjo01m,1921,CHN,NL,1,96,41,55,7,Н
spaldal01m,1877,CHN,NL,1,60,26,33,5,Y
riddogr99m,1990,SDN,NL,2,82,38,44,5,Н
wilheka01m,1922,PHI,NL,1,154,57,96,7,Н
washiro01m,2008,TEX,AL,1,162,79,83,2,Н
coxbo01m,1982,TOR,AL,1,162,78,84,6,Н
wagneho01m,1917,PIT,NL,2,5,1,4,8,Y
fohlle01m,1918,CLE,AL,1,129,73,54,2,Н
larusto01m,1986,CHA,AL,1,64,26,38,5,Н
garneph01m,2000,DET,AL,1,162,79,83,3,Н
lajoina01m,1906,CLE,AL,1,157,89,64,3,Y
durocle01m,1967,CHN,NL,1,162,87,74,3,Н
cushmch99m,1891,ML3,AA,1,36,21,15,3,Н
bolesjo99m,1999,FLO,NL,1,162,64,98,5,Н
killebi01m,1932,SLA,AL,1,154,63,91,6,Н
leylaji99m,1993,PIT,NL,1,162,75,87,5,Н
leylaji99m,1994,PIT,NL,1,114,53,61,3,Н
mcbridi01m,1874,PH1,,1,56,33,23,3,Y
kingcl01m,1975,ATL,NL,1,134,58,76,5,Н
mileyda99m,2005,CIN,NL,1,70,27,43,6,Н
torrejo01m,2007,NYA,AL,1,162,94,68,2,Н
howleda01m,1931,CIN,NL,1,154,58,96,8,Н
zimmedo01m,1976,BOS,AL,2,76,42,34,3,Н
fergubo01m,1887,NY4,AA,1,30,6,24,7,Н
knighlo01m,1883,PH4,AA,1,98,66,32,1,Y
robinwi01m,1929,BRO,NL,1,153,70,83,6,Н
peckiro01m,1931,CLE,AL,1,155,78,76,4,Н
traynpi01m,1938,PIT,NL,1,152,86,64,2,Н
coxbo01m,1999,ATL,NL,1,162,103,59,1,Н
cantijo99m,1907,WS1,AL,1,154,49,102,8,Н
hornsro01m,1931,CHN,NL,1,156,84,70,3,Y
mcbridi01m,1871,PH1,,1,28,21,7,1,Y
cronijo01m,1940,BOS,AL,1,154,82,72,5,Y
barnibi01m,1890,BL3,AA,1,38,15,19,6,Н
mckecbi01m,1924,PIT,NL,1,153,90,63,3,Н
williji99m,1888,CL3,AA,1,64,20,44,6,Н
sislege01m,1925,SLA,AL,1,154,82,71,3,Y
peskyjo01m,1964,BOS,AL,1,160,70,90,8,Н
rigglji99m,2008,SEA,AL,2,90,36,54,4,Н
murtada01m,1963,PIT,NL,1,162,74,88,8,Н
dykesji01m,1938,CHA,AL,1,149,65,83,6,Y
maddojo99m,2008,TBA,AL,1,162,97,65,1,Н
aloufe01m,1993,MON,NL,1,162,94,68,2,Н
bancrfr99m,1883,CL2,NL,1,100,55,42,4,Н
mcveyca01m,1873,BL1,,1,33,20,13,3,Y
clarkfr01m,1903,PIT,NL,1,141,91,49,1,Y
robinwi01m,1927,BRO,NL,1,154,65,88,6,Н
crossla01m,1899,CL4,NL,1,38,8,30,12,Y
garneph01m,2001,DET,AL,1,162,66,96,4,Н
buckeal99m,1904,BSN,NL,1,155,55,98,7,Н
richapa01m,1954,CHA,AL,1,146,91,54,3,Н
rosemch01m,1890,SL4,AA,3,15,7,8,3,Y
actama99m,2011,CLE,AL,1,162,80,82,2,Н
gowdyha01m,1946,CIN,NL,2,4,3,1,6,Н
wallabo01m,1937,CIN,NL,2,25,5,20,8,Н
coxbo01m,1984,TOR,AL,1,163,89,73,2,Н
mackco01m,1903,PHA,AL,1,137,75,60,2,Н
virdobi01m,1972,PIT,NL,1,155,96,59,1,Н
jennihu01m,1917,DET,AL,1,155,78,75,4,Н
morgajo01m,1990,BOS,AL,1,162,88,74,1,Н
andersp01m,1988,DET,AL,1,162,88,74,2,Н
gibsoge01m,1934,PIT,NL,1,51,27,24,5,Н
willidi02m,1977,MON,NL,1,162,75,87,5,Н
kennebo01m,1968,OAK,AL,1,163,82,80,6,Н
collite99m,1999,ANA,AL,1,133,51,82,4,Н
kingcl01m,1969,SFN,NL,1,162,90,72,2,Н
alstowa01m,1964,LAN,NL,1,164,80,82,7,Н
mackco01m,1921,PHA,AL,1,155,53,100,8,Н
moorete01m,1954,PHI,NL,2,77,35,42,4,Н
chapmbe01m,1948,PHI,NL,1,79,37,42,6,Н
schoere01m,1970,SLN,NL,1,162,76,86,4,Н
garcida99m,1982,CLE,AL,1,162,78,84,7,Н
mackco01m,1923,PHA,AL,1,153,69,83,6,Н
lefebji01m,1989,SEA,AL,1,162,73,89,6,Н
ottme01m,1947,NY1,NL,1,155,81,73,4,Y
wilsoji01m,1943,CHN,NL,1,154,74,79,5,Н
coonejo01m,1949,BSN,NL,2,46,20,25,4,Н
tayloza02m,1949,SLA,AL,1,155,53,101,7,Н
grimebu01m,1938,BRO,NL,1,151,69,80,7,Н
hodgegi01m,1970,NYN,NL,1,162,83,79,3,Н
gastoci01m,1994,TOR,AL,1,115,55,60,3,Н
hengled99m,1884,CHU,UA,1,74,34,39,5,Н
mclarjo99m,2008,SEA,AL,1,72,25,47,4,Н
fohlle01m,1917,CLE,AL,1,156,88,66,3,Н
torrejo01m,1980,NYN,NL,1,162,67,95,5,Н
mutriji99m,1886,NY1,NL,1,124,75,44,3,Н
harribu01m,1950,WS1,AL,1,155,67,87,5,Н
chancfr01m,1914,NYA,AL,1,137,60,74,6,Y
trebeto99m,1986,ML4,AL,2,9,6,3,6,Н
boudrlo01m,1945,CLE,AL,1,147,73,72,5,Y
frankhe01m,1968,SFN,NL,1,163,88,74,2,Н
stanked01m,1967,CHA,AL,1,162,89,73,4,Н
torrejo01m,1979,NYN,NL,1,163,63,99,6,Н
dykesji01m,1954,BAL,AL,1,154,54,100,7,Н
berrayo01m,1964,NYA,AL,1,164,99,63,1,Н
harribu01m,1924,WS1,AL,1,156,92,62,1,Y
mackco01m,1901,PHA,AL,1,137,74,62,4,Н
bushdo01m,1928,PIT,NL,1,152,85,67,4,Н
williji03m,2002,HOU,NL,1,162,84,78,2,Н
mcaleji01m,1901,CLE,AL,1,138,54,82,7,Y
brownfr99m,1882,WOR,NL,1,41,9,32,8,Н
torboje01m,2002,FLO,NL,1,162,79,83,4,Н
ansonca01m,1893,CHN,NL,1,128,56,71,9,Y
streega01m,1931,SLN,NL,1,154,101,53,1,Y
snydepo01m,1882,CN2,AA,1,80,55,25,1,Y
jennihu01m,1915,DET,AL,1,156,100,54,2,Н
harribu01m,1940,WS1,AL,1,154,64,90,7,Н
woodji01m,1872,TRO,,1,25,15,10,5,Y
fregoji01m,1996,PHI,NL,1,162,67,95,5,Н
sullite01m,1883,SL4,AA,1,79,53,26,2,Н
griffcl01m,1914,WS1,AL,1,158,81,73,3,Y
torrejo01m,1983,ATL,NL,1,162,88,74,2,Н
machake01m,2003,OAK,AL,1,162,96,66,1,Н
willidi02m,1972,OAK,AL,1,155,93,62,1,Н
narroje01m,2006,CIN,NL,1,162,80,82,3,Н
chapmbe01m,1946,PHI,NL,1,155,69,85,5,Y
kenneji99m,1890,BR4,AA,1,100,26,73,9,Н
dykesji01m,1959,DET,AL,2,137,74,63,4,Н
mauchge01m,1976,MIN,AL,1,162,85,77,3,Н
herzowh01m,1987,SLN,NL,1,162,95,67,1,Н
mosesfe99m,1884,RIC,AA,1,46,12,30,10,Н
murtada01m,1971,PIT,NL,1,162,97,65,1,Н
yorkto01m,1878,PRO,NL,1,62,33,27,3,Y
robinfr02m,1982,SFN,NL,1,162,87,75,3,Н
loftuto01m,1890,CIN,NL,1,134,77,55,4,Н
bochybr01m,2002,SDN,NL,1,162,66,96,5,Н
barnibi01m,1885,BL2,AA,1,110,41,68,8,Н
cookedu01m,1948,PHI,NL,2,13,6,6,6,Н
gonzami01m,1938,SLN,NL,2,17,8,8,6,Н
blackbu02m,2011,SDN,NL,1,162,71,91,5,Н
trebeto99m,1991,ML4,AL,1,162,83,79,4,Н
felskjo01m,1987,PHI,NL,1,61,29,32,4,Н
weaveea99m,1973,BAL,AL,1,162,97,65,1,Н
hartnga01m,1940,CHN,NL,1,154,75,79,5,Y
goryljo01m,1980,MIN,AL,2,36,23,13,3,Н
herzowh01m,1982,SLN,NL,1,162,92,70,1,Н
fregoji01m,1987,CHA,AL,1,162,77,85,5,Н
mitchfr01m,1917,CHN,NL,1,157,74,80,5,Н
fohlle01m,1919,CLE,AL,1,78,44,34,2,Н
altobjo01m,1985,BAL,AL,1,55,29,26,4,Н
tannech01m,1973,CHA,AL,1,162,77,85,5,Н
gibbojo02m,2007,TOR,AL,1,162,83,79,3,Н
schalra01m,1928,CHA,AL,1,75,32,42,5,Y
lajoina01m,1905,CLE,AL,1,58,37,21,5,Y
griffcl01m,1911,CIN,NL,1,159,70,83,6,Н
malonfe01m,1874,CH2,,1,36,18,18,5,Y
mitchfr01m,1922,BSN,NL,1,154,53,100,8,Н
sharsbi99m,1890,PH4,AA,1,132,54,78,8,Н
huntebi03m,1978,TEX,AL,1,161,86,75,2,Н
mackco01m,1949,PHA,AL,1,154,81,73,5,Н
chapmja01m,1882,WOR,NL,3,37,7,30,8,Н
bauerha01m,1967,BAL,AL,1,161,76,85,7,Н
colliji01m,1905,BOS,AL,1,153,78,74,4,Y
harribu01m,1951,WS1,AL,1,154,62,92,7,Н
dorgami01m,1880,PRO,NL,3,39,26,12,2,Y
mcnamjo99m,1969,OAK,AL,2,13,8,5,2,Н
houkra01m,1978,DET,AL,1,162,86,76,5,Н
watkibi01m,1888,KC2,AA,3,25,8,17,8,Н
houkra01m,1972,NYA,AL,1,155,79,76,4,Н
houkra01m,1983,BOS,AL,1,162,78,84,6,Н
littlgr99m,2003,BOS,AL,1,162,95,67,2,Н
richapa01m,1952,CHA,AL,1,156,81,73,3,Н
barnibi01m,1893,LS3,NL,1,126,50,75,11,Н
stengca01m,1943,BSN,NL,2,107,47,60,6,Н
hutchfr01m,1961,CIN,NL,1,154,93,61,1,Н
altobjo01m,1979,SFN,NL,1,140,61,79,4,Н
donovpa01m,1897,PIT,NL,1,135,60,71,8,Y
keanejo99m,1965,NYA,AL,1,162,77,85,6,Н
clarkfr01m,1904,PIT,NL,1,156,87,66,4,Y
andersp01m,1971,CIN,NL,1,162,79,83,5,Н
cammebi99m,1876,NY3,NL,1,57,21,35,6,Н
rignebi01m,1965,CAL,AL,1,162,75,87,7,Н
seleefr99m,1893,BSN,NL,1,131,86,43,1,Н
hendrja01m,1918,SLN,NL,1,133,51,78,8,Н
oatesjo01m,1993,BAL,AL,1,162,85,77,3,Н
phillle99m,1970,CAL,AL,1,162,86,76,3,Н
hornsro01m,1933,SLA,AL,3,54,19,33,8,Y
morgajo01m,1989,BOS,AL,1,162,83,79,3,Н
gleaski01m,1919,CHA,AL,1,140,88,52,1,Н
manuech01m,2002,CLE,AL,1,86,39,47,3,Н
ansonca01m,1880,CHN,NL,1,86,67,17,1,Y
cayloop99m,1886,CN2,AA,1,141,65,73,5,Н
coxbo01m,1994,ATL,NL,1,114,68,46,2,Н
mcguide01m,1908,BOS,AL,1,115,53,62,5,Y
mackco01m,1907,PHA,AL,1,150,88,57,2,Н
fitzsfr01m,1944,PHI,NL,1,154,61,92,8,Н
donovpa01m,1906,BRO,NL,1,153,66,86,5,Y
rodried02m,2011,FLO,NL,1,71,32,39,5,Н
wilsoji01m,1934,PHI,NL,1,149,56,93,7,Y
wilheka01m,1921,PHI,NL,2,67,26,41,8,Y
willsma01m,1981,SEA,AL,1,25,6,18,6,Н
gibsoge01m,1933,PIT,NL,1,154,87,67,2,Н
dykesji01m,1939,CHA,AL,1,155,85,69,4,Y
altobjo01m,1984,BAL,AL,1,162,85,77,5,Н
torrejo01m,1982,ATL,NL,1,162,89,73,1,Н
larusto01m,1982,CHA,AL,1,162,87,75,3,Н
tannech01m,1982,PIT,NL,1,162,84,78,4,Н
shottbu01m,1934,CIN,NL,2,1,1,0,8,Н
phillho99m,1885,PT1,AA,1,111,56,55,3,Н
fergubo01m,1880,TRN,NL,1,83,41,42,4,Y
smithma01m,1955,PHI,NL,1,154,77,77,4,Н
stanked01m,1953,SLN,NL,1,157,83,71,3,Y
tinkejo01m,1916,CHN,NL,1,156,67,86,5,Y
lachere01m,1982,SEA,AL,1,162,76,86,4,Н
martibi02m,1982,OAK,AL,1,162,68,94,5,Н
houkra01m,1966,NYA,AL,2,140,66,73,10,Н
smithma01m,1956,PHI,NL,1,154,71,83,5,Н
stanked01m,1977,TEX,AL,2,1,1,0,2,Н
bruckea01m,1952,CIN,NL,2,5,3,2,6,Н
haneyfr01m,1957,ML1,NL,1,155,95,59,1,Н
dressch01m,1957,WS1,AL,1,20,4,16,8,Н
aloufe01m,1992,MON,NL,2,125,70,55,2,Н
tannech01m,1981,PIT,NL,1,103,46,56,4,Н
friscfr01m,1944,PIT,NL,1,158,90,63,2,Н
zimmedo01m,1988,CHN,NL,1,163,77,85,4,Н
fergubo01m,1875,HR1,,1,86,54,28,3,Y
hanlone01m,1889,PIT,NL,3,46,26,18,5,Y
lemonbo01m,1977,CHA,AL,1,162,90,72,3,Н
vukovjo01m,1988,PHI,NL,2,9,5,4,6,Н
bragabo01m,1963,ML1,NL,1,163,84,78,6,Н
burkeji01m,1905,SLN,NL,2,90,34,56,6,Y
joosted01m,1954,PHA,AL,1,156,51,103,8,Y
valenbo02m,1996,NYN,NL,2,31,12,19,4,Н
parrila01m,1998,DET,AL,2,25,13,12,5,Н
clarkfr01m,1911,PIT,NL,1,156,85,69,3,Y
melvibo01m,2011,OAK,AL,2,99,47,52,4,Н
williji03m,1988,TOR,AL,1,162,87,75,3,Н
mackco01m,1917,PHA,AL,1,154,55,98,8,Н
nixonru01m,1990,ATL,NL,1,65,25,40,6,Н
barroed99m,1919,BOS,AL,1,138,66,71,6,Н
mckecbi01m,1945,CIN,NL,1,154,61,93,7,Н
rowlapa99m,1917,CHA,AL,1,156,100,54,1,Н
speaktr01m,1921,CLE,AL,1,154,94,60,2,Y
freyji99m,1985,CHN,NL,1,162,77,84,4,Н
jonesfi01m,1914,SLF,FL,2,40,12,26,8,Y
matheed01m,1972,ATL,NL,2,50,23,27,4,Н
melvibo01m,2009,ARI,NL,1,29,12,17,4,Н
tracyji01m,2004,LAN,NL,1,162,93,69,1,Н
riddogr99m,1991,SDN,NL,1,162,84,78,3,Н
boudrlo01m,1960,CHN,NL,2,139,54,83,7,Н
greenda02m,1995,NYN,NL,1,144,69,75,2,Н
mannija01m,1877,CN1,NL,3,20,7,12,6,Y
howsedi01m,1984,KCA,AL,1,162,84,78,1,Н
boyerke01m,1979,SLN,NL,1,163,86,76,3,Н
hutchfr01m,1959,CIN,NL,2,74,39,35,5,Н
kellyto01m,1989,MIN,AL,1,162,80,82,5,Н
dressch01m,1964,DET,AL,1,163,85,77,4,Н
mcveyca01m,1878,CN1,NL,1,61,37,23,2,Y
gardnbi02m,1987,KCA,AL,1,126,62,64,2,Н
gibsoge01m,1922,PIT,NL,1,65,32,33,3,Н
mcnamjo99m,1988,BOS,AL,1,85,43,42,1,Н
lucchfr99m,1972,PHI,NL,1,76,26,50,6,Н
malonfe01m,1873,PH2,,1,10,8,2,2,Y
robinwi01m,1914,BRO,NL,1,154,75,79,5,Н
morrijo01m,1885,BSN,NL,1,113,46,66,5,Y
mackco01m,1924,PHA,AL,1,152,71,81,5,Н
foutzda01m,1894,BRO,NL,1,135,70,61,5,Y
lanieha01m,1988,HOU,NL,1,162,82,80,5,Н
rolfere01m,1952,DET,AL,1,73,23,49,8,Н
wathajo01m,1991,KCA,AL,1,37,15,22,6,Н
oneilst01m,1948,DET,AL,1,154,78,76,5,Н
hornsro01m,1927,NY1,NL,2,33,22,10,3,Y
showabu99m,1999,ARI,NL,1,162,100,62,1,Н
mcclell01m,2002,PIT,NL,1,161,72,89,4,Н
guilloz01m,2007,CHA,AL,1,162,72,90,4,Н
mcnamjo99m,1986,BOS,AL,1,161,95,66,1,Н
mckecbi01m,1936,BSN,NL,1,157,71,83,6,Н
robinfr02m,1977,CLE,AL,1,57,26,31,5,Н
mckecbi01m,1934,BSN,NL,1,152,78,73,4,Н
larusto01m,1994,OAK,AL,1,114,51,63,2,Н
sveumda01m,2012,CHN,NL,1,162,61,101,5,Н
hutchfr01m,1957,SLN,NL,1,154,87,67,2,Н
lamonge01m,1995,CHA,AL,1,31,11,20,3,Н
ozarkda99m,1977,PHI,NL,1,162,101,61,1,Н
knighra01m,1997,CIN,NL,1,99,43,56,3,Н
griffcl01m,1903,NYA,AL,1,136,72,62,4,Y
bakerdu01m,1993,SFN,NL,1,162,103,59,2,Н
krolja99m,1980,SLN,NL,2,1,0,1,4,Н
houkra01m,1961,NYA,AL,1,163,109,53,1,Н
mauchge01m,1966,PHI,NL,1,162,87,75,4,Н
willidi02m,1971,OAK,AL,1,161,101,60,1,Н
tennefr02m,1905,BSN,NL,1,156,51,103,7,Y
ozarkda99m,1973,PHI,NL,1,162,71,91,6,Н
virdobi01m,1978,HOU,NL,1,162,74,88,5,Н
stengca01m,1962,NYN,NL,1,161,40,120,10,Н
irwinar01m,1895,PHI,NL,1,133,78,53,3,Н
mcbrige01m,1921,WS1,AL,1,154,80,73,4,Н
unglabo01m,1907,BOS,AL,3,29,9,20,7,Y
gardnbi02m,1981,MIN,AL,2,73,30,43,4,Н
stallge01m,1920,BSN,NL,1,153,62,90,7,Н
holliho01m,1875,WS6,,1,20,4,16,10,Y
farrejo03m,2012,TOR,AL,1,162,73,89,4,Н
mclarjo99m,2007,SEA,AL,2,84,43,41,2,Н
watkibi01m,1887,DTN,NL,1,127,79,45,1,Н
stallge01m,1901,DET,AL,1,136,74,61,3,Н
tracyji01m,2003,LAN,NL,1,162,85,77,2,Н
mooreja01m,1985,OAK,AL,1,162,77,85,5,Н
