schoolid,schoolname,schoolcity,schoolstate,schoolnick
illinoisst,Иллинойский государственный университет,Обычный,Ил,Красные птицы
allegheny,Аллегенский колледж,Мэдвилль,ПА,Гейтеры
wminsterpa,Вестминстерский колледж,Новый Уилмингтон,ПА,Титаны
carthagewi,Карфагенный колледж,Кеноша,ЖИ,Редмены
wioshkosh,Университет Висконсин-Ошкоша,Ошкош,ЖИ,Титаны
creighton,Крейтонский университет,Омаха,Нет,Bluejays
albany,"Университет Олбани, Университет штата Нью-Йорк",Олбани,Нью-Йорк,Великие датчане
midlndluth,Мидлендский лютеранский колледж,Фремонт,Нет,Воины
oakland,Оклендский университет,Рочестер,МИ,Гризли
csstanisl,"Калифорнийский государственный университет, Станислаус",Черепаха,КА,Воины
nwokstate,Северо-западный Оклахомский государственный университет,Альва,Хорошо.,Рейнджеры
loyolano,Новый Орлеанский университет Лойола,Новый Орлеан,Лос-Анджелес,Вольфпак
shorterga,Более короткий колледж,Рим,GA,Ястребы
almami,Альма-колледж,Альма,МИ,Шотландцы
swesternks,Юго-западный колледж,Уинфилд,KS,Мародёры
wlmcarey,Колледж Уильяма Кэри,Хэттисбург,MS,Крестоносцы
vatech,Вирджинский политехнический институт и Государственный университет,Блэксбург,VA,Хокки
georgiast,Грузинский государственный университет,Атланта,GA,Пантеры
grvalleyst,Государственный университет Гранд-Вэлли,Аллендейл,МИ,Лейкеры
mercyhurst,Колледж Мерсерст,Эри,ПА,Лейкеры
ucla,"Калифорнийский университет, Лос-Анджелес",Лос-Анджелес,КА,Бруины
maryhrdbay,Университет Мэри Хардин-Бейлор,Белтон,TX,Крестоносцы
minnesota,Университет Миннесоты,Миннеаполис,МН,Золотые гоферы
wisuperior,Университет Висконсин-Супериор,Высший,ЖИ,Желтые рубашки
coppinst,Копинский государственный колледж,Балтимор,MD,Орлы
ucirvine,"Калифорнийский университет, Ирвин",Ирвин,КА,Потрошители
ferrisst,Государственный университет им. Ферриса,Большие быстрые,МИ,Бульдоги
lsu,Университет штата Луизиана,&lt; &lt; Батон красный &gt; &gt;,Лос-Анджелес,Тигры
missouri,Университет Миссури,Колумбия,МО,Тигры
duke,Университет Дюка,Дурхем,НС,Голубые дьяволы
gatech,Грузинский технологический институт,Атланта,GA,Желтые пекарни
ecentralok,Восточный центральный университет,Ада,Хорошо.,Тигры
clevst,Кливлендский государственный университет,Кливленд,Ооо.,Викинги
lorasia,Колледж Лораса,Дюбук,IA,Дохауки
mowestern,Западноамериканский колледж Миссури,Святой Иосиф,МО,Гриффины
uconn,Университет Коннектикута,Шторры,КТ,Хаски
montana,Университет Монтаны-Миссулы,Миссула,МТ,Гризли
olivetnaz,Университет Оливета Назарена,Бурбоннайс,Ил,Тигры
emichigan,Университет Восточного Мичигана,Ипсиланти,МИ,Орлы
njcity,Университет Нью-Джерси,Город Джерси,NJ,Готические рыцари
smethodist,Южный методистский университет,Даллас,TX,Мустанги
savstate,Саваннаский государственный университет,Саванна,GA,Тигры
navy,Морская академия Соединенных Штатов,Аннаполис,MD,Мидмаршруты
marquette,Маркеттский университет,Милуоки,ЖИ,Золотые орехи
uncwilm,Университет Северной Каролины в Уилмингтоне,Уилмингтон,НС,Морские ястребы
pbsc,Государственный колледж Палм-Бич,Озеро &lt; &lt; Уорт &gt; &gt;,ФЛ,Пантеры
wofford,Воффордский колледж,Спартанбург,ПК,Терьеры
columbia,Колумбийский университет,Нью-Йорк,Нью-Йорк,Львы
stmichaels,Колледж Святого Михаила,Колчестер,VT,Пурпурные рыцари
yale,Йельский университет,Нью-Хейвен,КТ,Бульдоги
manhattan,Манхэттенский колледж,Ривердейл,Нью-Йорк,Джасперсы
iupui,Индианский университет/Пурдуский университет Индианаполис,Индианаполис,ВНУТРЕННИЕ,Ягуары
weberst,Веберский государственный университет,Огден,UT,Дикие кошки
indianast,Университет штата Индиана,&lt; &lt; Терра хаут &gt; &gt;,ВНУТРЕННИЕ,Симаморы
riogrande,Университет Рио-Гранде,&lt; &lt; Рио Гранде &gt; &gt;,Ооо.,Редмены
ursinus,Урсинусский колледж,Коллегия,ПА,Медведи
wvstate,Государственный колледж Западной Вирджинии,Институт,WV,Желтые пекарни
newhaven,Университет Нью-Хейвена,Нью-Хейвен,КТ,Зарядные устройства
washcollmd,Вашингтонский колледж,Честертаун,MD,Шормены
clemson,Университет Клемсона,Клемсон,ПК,Тигры
silledward,Университет Южного Иллинойса,Эдвардсвилль,Ил,Кугары
ohvalley,Университет долины Огайо,Вена,WV,Борьба со шотландцами
williamsma,Уильямский колледж,Вильямстон,МЭТ,Эфы
mesast,Государственный колледж &lt; &lt; Меса &gt; &gt;,Большой блок,CO,Маверики
georgia,Университет Грузии,Афины,GA,Бульдоги
georgemas,Университет Джорджа Мейсона,Фэрфакс,VA,Патриоты
csdomhills,"Калифорнийский государственный университет, Домингес-Хиллс",Карсон,КА,Торос
nebellevue,Университет Бельвью,Бельвью,Нет,Бруины
estroud,Ист-Страудсбургский университет Пенсильвании,Восточный Стродсбург,ПА,Воины
canisius,Колледж Канисия,Буффало,Нью-Йорк,Грифы
kansasst,Канзасский государственный университет,Манхэттен,KS,Дикие кошки
quinnipiac,Университет Квиннипиака,Хамден,КТ,Бобкоты
smaine,Университет Южного Мэна,Горхам,Я,Хаски
sulrossst,Сул Россский государственный университет,Альпийский,TX,Лобос
chicost,"Калифорнийский государственный университет, Чико",Чико,КА,Дикие кошки
uniontn,Юнионный университет,Джексон,TN,Бульдоги
rowannj,Университет Роуэна,Стеклоборо,NJ,Профессоры
knoxil,Колледж Нокса (и Ломбардский колледж),Гейлсбург,Ил,Огонь в прериях
mntclairst,Монклерский государственный университет,Верхний Монтклер,NJ,Красные ястребы
mariettaoh,Колледж &lt; &lt; Мариетта &gt; &gt;,Мариетта,Ооо.,Пионеры
amherstma,Амхерстский колледж,Амхерст,МЭТ,Лорд Джеффс
stjosephs,Университет Святого Иосифа,Филадельфия,ПА,Ястребы
ucriver,"Калифорнийский университет, Риверсайд",Риверсайд,КА,Горцы
georgefox,Университет Джорджа Фокса,Ньюберг,ИЛИ,Бруины
trumanst,Труманский государственный университет,Кирксвилль,МО,Бульдоги
ecarolina,Университет Восточной Каролины,Гринвилль,НС,Пираты
robertmor,Университет Роберта Морриса,Лунный поселок,ПА,Колониальные
oregonst,Орегонский государственный университет,Корвальис,ИЛИ,Биверы
armstratl,Университет Атлантики Армстронг,Саванна,GA,Пираты
swmost,Государственный университет Миссури,Спрингфилд,МО,Медведи
lemoyne,Колледж ЛеМойна,Сиракуз,Нью-Йорк,Дельфины
towson,Университет Тоусона,Тоусон,MD,Тигры
stleo,Сент-Леоский университет,Святой Лео,ФЛ,Львы
longbeach,"Калифорнийский государственный университет, Лонг-Бич",Длинный пляж,КА,49 ч. 00 м.
walabama,Университет Западной Алабамы,Ливингстон,AL,Тигры
lafayette,Лафайеттский колледж,Истон,ПА,Леопарды
morehouse,Морхаусский колледж,Атланта,GA,Марунские тигры
stxavieril,Сент-Ксавьеский университет,Чикаго,Ил,Кугары
cncrdiacol,Колледж Конкордии,Мятежник,МН,Кобберы
ohwesleyan,Университет Огайо Уэслиана,Делавэр,Ооо.,Бродячие епископы
newyorku,Нью-Йоркский университет,Нью-Йорк,Нью-Йорк,Вайолеты
ncolorado,Университет Северного Колорадо,Грили,CO,Медведи
lewisil,Университет Льюиса,Ромеовиль,Ил,Флаеры
tamucomm,Техасский университет A&M - торговля,Торговля,TX,Львы
sacstate,"Калифорнийский государственный университет, Сакраменто",Сакраменто,КА,Шершень
mercer,Университет Мерсера,Мейсон,GA,Медведи
sliprock,Пенсильванский университет &lt; &lt; Слиппери Рок &gt; &gt;,Скользкий камень,ПА,Скала
jacksonst,Университет штата Джексон,Джексон,MS,Тигры
missst,Государственный университет Миссисипи,Старквилль,MS,Бульдоги
hendrixar,Колледж Хендрикса,Конвей,ОАР,Воины
eutah,Колледж Восточной Юты,Цена,UT,Золотые орехи
elon,Элонский университет,Элон,НС,Феникс
alabamast,Университет штата Алабама,Монтгомери,AL,Шершень
franklinin,Колледж Франклина,Франклин,ВНУТРЕННИЕ,Гризли
valpo,Университет Вальпараисо,Вальпараисо,ВНУТРЕННИЕ,Крестоносцы
hamlinemn,Хэмлинский университет,Сент-Пол,МН,Пайперы
unlv,"Университет Невады, Лас-Вегас",Лас-Вегас,NV,Повстанцы
newhamp,Университет Нью-Гэмпшира,Дурхем,NH,Дикие кошки
ptparkpa,Университет Пойнт-Парка,Питтсбург,ПА,Пионеры
scranton,Скрэнтонский университет,Скрэнтон,ПА,Королевские власти
shepherdwv,Шепардский колледж,Шепардстаун,WV,Рамс
norwichvt,Норвичский университет,Нортфилд,VT,Кадеты
albanyst,Олбанский государственный университет,Олбани,GA,Золотые Рамы
sterlingks,Стерлингский университет,Стерлинг,KS,Воины
gaswestern,Юго-западный государственный университет Грузии,Америкус,GA,Ураганы
ulamo,Университет Луизианы в Монро,Монро,Лос-Анджелес,Индейцы
coastcar,Прибрежный университет Каролины,Конвей,ПК,Шантажисты
alverniapa,Алвернийский колледж,Чтение,ПА,Крестоносцы
tntech,Технологический университет Теннесси,Кукевиль,TN,Золотые орехи
amerintl,Американский международный колледж,Спрингфилд,МЭТ,Желтые пекарни
murrayst,Мюррейский государственный университет,Мюррей,KY,Тяжелые костюмы
bethcook,Колледж Бетун-Кукман,Пляж Дейтона,ФЛ,Дикие кошки
coloradost,Колорадский государственный университет,Форт Коллинз,CO,Рамс
clrmuddscr,Клэрмонтский колледж МакКенна,Клэрмонт,КА,Олени
wagner,Вагнерский колледж,Стейтен-Айленд,Нью-Йорк,Морские ястребы
wshngtonmo,Вашингтонский университет в Сент-Луисе,Сент-Луис,МО,Медведи
centreky,Центральный колледж,Дэнвилль,KY,Полковники
albrightpa,Колледж Олбрайта,Чтение,ПА,Львы
sonomast,Государственный университет Сономы,Ронерт Парк,КА,Морские волки
radford,Рэдфордский университет,Рэдфорд,VA,Горцы
nebomaha,Небраскский университет в Омахе,Омаха,Нет,Маверики
calutheran,Калифорнийский лютеранский университет,Тысяча огурцов,КА,Корольцы
lakeforest,Колледж Лейк Форест,Лейк Форест,Ил,Лесоводы
sunybuff,Университет штата Нью-Йорк в Буффало,Буффало,Нью-Йорк,Буллс
crngmellon,Университет им. Карнеги Меллона,Питтсбург,ПА,Тартаны
movalley,Колледж долины Миссури,Маршалл,МО,Викинги
centralst,Центральный государственный университет,Уилберфорс,Ооо.,Мародеры
nillinois,Северный Иллинойский университет,DeKalb,Ил,Хаски
concordny,Колледж Конкордии,Бронксвилль,Нью-Йорк,Клипперы
quincy,Университет Квинси,Квинси,Ил,Ястребы
cconnst,Центральный университет штата Коннектикут,Новая Великобритания,КТ,Голубые дьяволы
longisland,"Лонг-Айлендский университет, Бруклинский кампус",Бруклин,Нью-Йорк,Черные птицы
uofsouth,Южноамериканский университет,Севани,TN,Тигры
biolaca,Университет &lt; &lt; Биола &gt; &gt;,Ла Мирада,КА,Орлы
kansas,Канзасский университет,Лоуренс,KS,Джейхокс
pepperdine,Пеппердинский университет,Малибу,КА,Волны
utsa,Техасский университет в Сан-Антонио,Сан-Антонио,TX,Дорожные бегуны
keenest,Кинский государственный колледж,Кин,NH,Совы
gonzaga,Университет Гонзага,Спокан,WA,Бульдоги
piedmontga,Колледж Пьемонта,Демократия,GA,Львы
syracuse,Сиракузский университет,Сиракуз,Нью-Йорк,Апельсины
ucsd,"Калифорнийский университет, Сан-Диего",Ля Джолла,КА,Тритоны
lenoirrhyn,Ленуар-Райнский колледж,Хикори,НС,Медведи
philsmith,Колледж им. Филандера Смита,Маленький камень,ОАР,Пантеры
vermont,Университет Вермонта,Южный Берлингтон,VT,Катагоны
tulsa,Университет Талсы,Талса,Хорошо.,Золотой ураган
princeton,Принстонский университет,Принстон,NJ,Тигры
txwesleyan,Техасский Уэслианский университет,Жилье стоит,TX,Рамс
mastersca,Магистратский колледж,Санта Кларита,КА,Мустанги
grossmont,Колледж Гросмонта,Эль-Каджон,КА,
evansville,Эвансвильский университет,Эвансвилль,ВНУТРЕННИЕ,Фиолетовые тузы
hawaiipac,Тихоокеанский университет Хавайи,Гонолулу,Привет.,Морские воины
jksonvilst,Джексонвильский государственный университет,Джексонвилль,AL,Игровые петухи
inbethel,Вефильский колледж,Мишавака,ВНУТРЕННИЕ,Экспериментальные проекты
usc,Университет Южной Калифорнии,Лос-Анджелес,КА,Троянцы
norfolkst,Норфолкский государственный университет,Норфолк,VA,Спартанцы
plymouth,Плимутский государственный университет,Плимут,NH,Пантеры
fresnost,"Калифорнийский государственный университет, Фресно",Фресно,КА,Бульдоги
stbonny,Сент-Бонатурский университет,Сент-Бонатура,Нью-Йорк,Бонни
adrianmi,Колледж Эдриан,Эдриан,МИ,Бульдоги
wchester,Университет Западного Честера Пенсильвании,Западный Честер,ПА,Золотые Рамы
villanova,Университет Вильяновой,Вильянова,ПА,Дикие кошки
denisonoh,Университет Денизона,Гранвиль,Ооо.,Большой красный
birmsouth,Бирмингем-Южный колледж,Бирмингем,AL,Пантеры
tarletonst,Тарлтонский государственный университет,Стивенвилль,TX,Техасцы
bowdoinme,Колледж Боудуэна,Брансуик,Я,Полярные медведи
messiah,Мессианский колледж,Грэнтэм,ПА,Соколы
portland,Портлендский университет,Портленд,ИЛИ,Экспериментальные проекты
smiss,Университет Южной Миссисипи,Хэттисбург,MS,Золотые орехи
alcornst,Университет штата Алькорн,Лорман,MS,Храбрые
newberry,Ньюберри-колледж,Ньюберри,ПК,Индейцы
strose,Колледж Святой Розы,Олбани,Нью-Йорк,Золотые Рыцари
upenn,Университет Пенсильвании,Филадельфия,ПА,Квакеры
iowast,Университет штата Айова,Эймс,IA,Циклоны
oklahoma,Оклахомский университет,Норман,Хорошо.,Рановато
lubbchrist,Луббокский христианский университет,Любобок,TX,Чарралы
utchat,Теннессийский университет в Чаттануге,Чаттануга,TN,Мокры
toledo,Университет Толедо,Толедо,Ооо.,Ракеты
warnerpac,Тихоокеанский колледж &lt; &lt; Уорнер &gt; &gt;,Портленд,ИЛИ,Рыцари
swarthmore,Колледж Свартмор,Свармор,ПА,Гарнет Тайд
pfeiffer,Пфайферский университет,Мисенхаймер,НС,Соколы
sfaustin,Стивен Ф. Остинский государственный университет,Накодохи,TX,Ломбардировщики
lincolnmem,Мемориальный университет Линкольна,Харрогат,TN,Железнодорожный транспорт
grandview,Колледж Гранд-Вью,Де Мойнс,IA,Викинги
bucknell,Бакнеллский университет,Льюисбург,ПА,Бизон
dartmouth,Дартмутский колледж,Ганновер,NH,Большой зелёный
akron,Акронский университет,Акрон,Ооо.,Зипсы
grcanyon,Большой каньонский университет,Феникс,AZ,Антелопы
wconnst,Университет штата Западный Коннектикут,Дэнбери,КТ,Колониальные
niowa,Университет Северной Айовы,Кедарские водопады,IA,Пантеры
mnmorris,"Университет Миннесоты, Моррис",Моррис,МН,Кугары
mtstmarys,Колледж и семинария Маунт-Сент-Мэри,Эммитсбург,MD,Горные горы
eurekail,Колледж Эврика,Эврика,Ил,Красные дьяволы
holycross,Колледж Святого Креста,Вихрь,МЭТ,Крестоносцы
maryland,Университет Мэриленда,Парк колледжа,MD,Террапины
trinitytx,Университет Троицы,Сан-Антонио,TX,Тигры
stambrseia,Сент-Амброузский университет,Давенпорт,IA,Боевые пчёлы
rice,Университет риса,Хьюстон,TX,Совы
bethanywv,Колледж Бетани,Бетани,WV,Бизон
delawarest,Государственный университет Делавэра,Довер,DE,Шершень
albionmi,Албионский колледж,Альбион,МИ,Британцы
westmontca,Вестмонтский колледж,Санта-Барбара,КА,Воины
stetson,Стетсонский университет,Обезвреживание,ФЛ,Шляпы
nevada,"Невадский университет, Рено",Рено,NV,Вольфпак
carkansas,Центральный университет Арканзаса,Конвей,ОАР,Медведи
baconeok,Колледж Баконе,Мускоге,Хорошо.,Воины
hartford,Университет Хартфорда,Хартфорд,КТ,Ястребы
umassdartm,Массачусетский университет Дартмут,Северный Дартмут,МЭТ,Корсэрс
ilwesleyan,Иллинойский университет Веслиан,Блумингтон,Ил,Титаны
umes,"Университет Мэриленда, Восточный Шор",Принцесса Анна,MD,Борьба с Ястребами
miamioh,Университет Майами,Оксфорд,Ооо.,Красные ястребы
pacificor,Тихоокеанский университет,Лесной Гроув,ИЛИ,Боксеры
emoryhenry,Колледж Эмори и Генри,Эмори,VA,Осы
deltast,Университет штата Дельта,Кливленд,MS,Государственные деятели
monmouth,Монмутский университет,Западный Лонг Бранч,NJ,Ястребы
wingate,Уингейтский университет,Уингейт,НС,Бульдоги
occidental,Колледж им.,Лос-Анджелес,КА,Тигры
hardinsimm,Университет Харден-Симмонса,Абилин,TX,Ковбои
hartwickny,Хартвикский колледж,Одинонта,Нью-Йорк,Ястребы
humboldtst,Гумбольдтский государственный университет,Арката,КА,Ломбардировщики
willmary,Колледж Уильяма и Мэри,Вильямсбург,VA,Площадь
catawba,Колледж Катавба,Солсбери,НС,Индейцы
calpoly,"Калифорнийский государственный политехнический университет, Сан-Луис-Обиспо",Сан-Луис Обиспо,КА,Мустанги
unionny,Юнионный колледж,Шенектани,Нью-Йорк,Голландцы
shipnsburg,Шиппенсбургский университет Пенсильвании,Шиппенсбург,ПА,Красные бойцы
mobileal,Мобильный университет,Мобильный,AL,Рамс
stthomasmn,Университет Сент-Томаса,Сент-Пол,МН,Томми
stjosephin,Колледж Святого Иосифа,Ренсалаер,ВНУТРЕННИЕ,Пума
memphis,Мемфисский университет,Мемфис,TN,Тигры
hawaii,Университет Хавайи в Маноа,Гонолулу,Привет.,Радуги
andersonsc,Андерсонский колледж,Андерсон,ПК,Троянцы
shaw,Университет Шоу,Роли,НС,Медведи
mtennst,Средний университет штата Теннесси,Мурфрисборо,TN,&lt; &lt; Голубые рейдеры &gt; &gt;
uncashe,Университет Северной Каролины в Эшвиле,Эшвилль,НС,Бульдоги
neastern,Северо-восточный университет,Бостон,МЭТ,Хаски
charleswv,Чарльстонский университет,Чарльстон,WV,Золотые орехи
gacollege,Грузинский колледж и Государственный университет,Миллиджвиль,GA,Бобкоты
ohio,Университет Огайо,Афины,Ооо.,Бобкоты
blackbrnil,Колледж Блэкберн,Карлинвилль,Ил,Бэтлин Биверс
floridaam,Флоридский сельскохозяйственный и механический университет,Таллахасси,ФЛ,Крысы
wpaterson,Университет Уильяма Патерсона,Уэйн,NJ,Пионеры
ilcollege,Иллинойский колледж,Джексонвилль,Ил,Синяя мальчишка
lee,Университет Ли,Кливленд,TN,Пламя
upperiowa,Верхний университет Айовы,Фейетт,IA,Павлины
kalamazoo,Колледж Каламазу,Каламазоо,МИ,Шершень
aquinasmi,Аквинский колледж,Великие быстрые,МИ,Святые
loyolachi,Чикагский университет Лойолы,Чикаго,Ил,Рамблеры
campbell,Кэмпбеллский университет,Бьюз Крик,НС,Верблюды
friendsks,Университет друзей,Уичита,KS,Соколы
edinboro,Пенсильванский университет им. Эдинборо,Эдинборо,ПА,Борьба со шотландцами
siena,Сиенский колледж,Лудонвилль,Нью-Йорк,Святые
txsouth,Университет Южного Техаса,Хьюстон,TX,Тигры
wcarolina,Университет Западной Каролины,Каллоухи,НС,Катагоны
stmarysmn,"Университет Сент-Мэри, Миннесота",Винона,МН,Кардиналы
milligantn,Миллиганский колледж,Миллиганский колледж,TN,Буйволы
rutgers,Университет Рутгерса,Нью-Брансуик,NJ,Скарлет рыцари
latech,Технологический университет Луизианы,Рустон,Лос-Анджелес,Бульдоги
byu,Университет Бригама Янга,Прово,UT,Кугары
scarolina,Университет Южной Каролины,Колумбия,ПК,Игровые петухи
sanfran,Университет Сан-Франциско,Сан-Франциско,КА,Доны
wheaton,Колледж Уитона,Уитон,Ил,Гром
semost,Юго-восточный государственный университет Миссури,Мыс Жирардо,МО,Красные ястребы
gardwebb,Гарднер-Уэббский университет,Кипящие источники,НС,Бульдоги
lacollege,Колледж Луизианы,Пайнвиль,Лос-Анджелес,Дикие кошки
nalabama,Университет Северной Алабамы,Флоренция,AL,Львы
neillinois,Северо-восточный Иллинойский университет,Чикаго,Ил,
vandy,Университет Вандербильта,Нэшвилл,TN,Коммодоры
lehigh,Лехайский университет,Вифлеем,ПА,Горные Ястребы
millikin,Университет Милликина,Декатура,Ил,Большой синий
ucdavis,"Калифорнийский университет, Дэвис",Дэвис,КА,Агги
virginiast,Университет штата Вирджиния,Санкт-Петербург,VA,Троянцы
baldwalloh,Коллегия Болдуин-Уэллас,Берея,Ооо.,Желтые пекарни
viterbowi,Университет Витербо,Лакросс,ЖИ,Ястребы
tnmartin,"Теннессийский университет, Мартин",Мартин,TN,Скайхоуки
concrdiamn,Университет Конкордии,Святой Павел,МН,Золотые медведи
presbytrn,Пресвитерианский колледж,Клинтон,ПК,Голубая лошадь
chicagost,Чикагский государственный университет,Чикаго,Ил,Кугары
bostoncoll,Бостонский колледж,Каштановый холм,МЭТ,Орлы
alabamaam,Алабамский университет АиМ,Обычный,AL,Бульдоги
georgewash,Университет Джорджа Вашингтона,Вашингтон,РС,Колониальные
okstate,Оклахомский государственный университет,Стилуотер,Хорошо.,Ковбои
vmi,Вирджинский военный институт,Лексингтон,VA,Кейдеты
swoklahoma,Университет штата Юго-Западная Оклахома,Уэзерфорд,Хорошо.,Бульдоги
pugetsound,Звуковой университет Пугетского университета,Такома,WA,Журналисты
bryant,Колледж Брайанта,Смитфилд,РИ,Бульдоги
arktech,Технологический университет Арканзаса,Расселвиль,ОАР,Чудесные мальчики
temple,Темплский университет,Филадельфия,ПА,Совы
brown,Университет Брауна,Провидение,РИ,Медведи
notredame,Нотр-Дамский университет,Южное изгиб,ВНУТРЕННИЕ,Борьба с ирландцами
winstsalst,Уинстон-Салемский государственный университет,Уинстон-Салем,НС,Рамс
pennst,Пенсильванский государственный университет,Государственный колледж,ПА,Нитани Львы
nebkearney,Университет Небраски в Керни,Керни,Нет,Лоуперс
kentst,Кентский государственный университет,Кент,Ооо.,Золотые флэшки
mankatost,"Университет штата Миннесота, Манкато",Манкато,МН,Маверики
baylor,Бейлорский университет,Вако,TX,Медведи
loyolamary,Университет &lt; &lt; Лойола Мэримаунт &gt; &gt;,Лос-Анджелес,КА,Львы
alabama,Университет Алабамы,Тускалуза,AL,Краймсонский призрак
nwmost,Северо-западный государственный университет Миссури,Мэривилль,МО,Медвежие
calstla,"Калифорнийский государственный университет, Лос-Анджелес",Лос-Анджелес,КА,Золотые орехи
wistvnspt,Висконсинско-Стивенсский университет,Стивенс Пойнт,ЖИ,Указатели
scstate,Университет штата Южная Каролина,Оранжбург,ПК,Бульдоги
lebvalley,Ливанский колледж долины,Эннвилль,ПА,Летающие голландцы
bridgeport,Бриджпортский университет,Бриджпорт,КТ,Пурпурные рыцари
ballst,Университет штата Болл,Манси,ВНУТРЕННИЕ,Кардиналы
waynest,Университет штата Уэйн,Детройт,МИ,Воины
charlotte,"Университет Северной Каролины, Шарлотта",Шарлотта,НС,49 ч. 00 м.
calipa,Калифорнийский университет Пенсильвании,Калифорния,ПА,Вулканцы
trinityct,Тринити-колледж,Хартфорд,КТ,Бантамы
morganst,Университет штата Морган,Балтимор,MD,Медведи
grambling,Грамблиозный государственный университет,Храмирование,Лос-Анджелес,Тигры
bostonuniv,Бостонский университет,Бостон,МЭТ,Терьеры
genevapa,Женевский колледж,Бивер Фоллс,ПА,Золотые торнадо
sflorida,Университет Южной Флориды,Тампа,ФЛ,Буллс
richmond,Ричмондский университет,Ричмонд,VA,Пауки
