playerid,yearid,round,teamid,lgid,w,l,g,gs,cg,sho,sv,ipouts,h,er,hr,bb,so,baopp,era,ibb,wp,hbp,bk,bfp,gf,r,sh,sf,gidp
hergema01,2007,НЛДС2,COL,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0
abbotpa01,2001,ОДЛС1,SEA,AL,0,0,1,0,0,0,0,9,9,8,3,5,3,0.0,24.0,0.0,0.0,0.0,0.0,22.0,0,8,0.0,0.0,0.0
howeljp01,2008,WS,TBA,AL,0,2,3,0,0,0,0,7,2,2,0,1,5,0.0,7.0,0.0,1.0,1.0,0.0,10.0,0,2,0.0,0.0,0.0
houghch01,1974,NLCS,LAN,NL,0,0,1,0,0,0,0,7,4,2,0,0,2,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0,2,0.0,0.0,0.0
coneda01,2000,ALCS,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
eyresc01,2002,WS,SFN,NL,0,0,3,0,0,0,0,9,5,0,0,1,2,0.0,,1.0,0.0,0.0,0.0,14.0,2,1,0.0,0.0,1.0
welchbo01,1983,NLCS,LAN,NL,0,1,1,1,0,0,0,4,0,1,0,2,0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0,2,0.0,0.0,0.0
guerrma02,2006,ОДЛС2,MIN,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
sandesc01,1981,НЕДIV,MON,NL,0,0,1,1,0,0,0,8,4,2,1,2,2,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0,4,1.0,0.0,0.0
magnami01,2001,ОДЛС2,OAK,AL,0,0,1,0,0,0,0,4,3,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
assenpa01,1995,ОДЛС1,CLE,AL,0,0,3,0,0,0,0,5,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
bedrost01,1982,NLCS,ATL,NL,0,0,2,0,0,0,0,3,3,2,0,1,2,0.0,18.0,0.0,1.0,0.0,0.0,7.0,0,2,0.0,1.0,0.0
sanfoja02,1962,WS,SFN,NL,1,2,3,3,1,1,0,70,16,5,1,8,19,0.0,1.0,0.0,1.0,0.0,0.0,93.0,0,6,1.0,0.0,2.0
eckerde01,1990,ALCS,OAK,AL,0,0,3,0,0,0,2,10,2,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0,0.0,0.0,0.0
flanami01,1983,WS,BAL,AL,0,0,1,1,0,0,0,12,6,2,2,1,1,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0,2,0.0,0.0,0.0
bumpna01,2003,NLCS,FLO,NL,0,0,2,0,0,0,0,9,3,2,1,0,3,0.0,6.0,0.0,1.0,0.0,0.0,12.0,0,2,0.0,0.0,0.0
lindbpa01,1973,WS,OAK,AL,1,0,3,0,0,0,0,10,4,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2,0,0.0,0.0,0.0
erskica01,1952,WS,BRO,NL,1,1,3,2,1,0,0,54,12,9,1,10,10,0.0,4.0,0.0,1.0,0.0,0.0,72.0,1,10,0.0,0.0,1.0
jacksmi02,1997,ОДЛС1,CLE,AL,1,0,4,0,0,0,0,13,3,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2,0,0.0,0.0,2.0
thompbr01,2006,NLCS,SLN,NL,0,1,2,0,0,0,0,2,3,2,1,0,1,0.0,27.0,0.0,0.0,0.0,0.0,6.0,0,3,0.0,0.0,0.0
tudorjo01,1988,NLCS,LAN,NL,0,0,1,1,0,0,0,15,8,4,2,1,1,0.0,7.0,0.0,0.0,0.0,0.0,24.0,0,4,0.0,0.0,0.0
vosbeed01,1997,NLCS,FLO,NL,0,0,2,0,0,0,0,8,2,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,0,0.0,0.0,1.0
gorzeto01,2012,НЛДС1,WAS,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,2.0,1,0,,,0.0
guarded01,2002,ALCS,MIN,AL,0,0,1,0,0,0,1,3,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
sprinru01,1999,WS,ATL,NL,0,0,2,0,0,0,0,7,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,0,0.0,0.0,0.0
smoltjo01,1999,NLCS,ATL,NL,0,0,3,1,0,0,1,26,8,6,2,0,8,0.0,6.0,0.0,0.0,0.0,0.0,34.0,1,6,0.0,0.0,0.0
grimebu01,1931,WS,SLN,NL,2,0,2,2,1,0,0,53,9,4,1,9,11,0.0,2.0,0.0,0.0,0.0,0.0,68.0,0,4,0.0,0.0,2.0
hallaro01,2010,NLCS,PHI,NL,1,1,2,2,0,0,0,39,14,6,2,2,12,0.0,4.0,0.0,0.0,0.0,0.0,55.0,0,6,0.0,0.0,0.0
coxda01,1985,WS,SLN,NL,0,0,2,2,0,0,0,42,14,2,0,4,13,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0,2,2.0,0.0,3.0
koosmje01,1973,NLCS,NYN,NL,1,0,1,1,1,0,0,27,8,2,1,0,9,0.0,2.0,0.0,0.0,0.0,0.0,35.0,0,2,0.0,0.0,1.0
holtch01,1999,НЛДС1,HOU,NL,0,0,1,0,0,0,0,0,3,3,0,0,0,1.0,,0.0,0.0,0.0,0.0,3.0,0,3,0.0,0.0,0.0
ankieri01,2000,NLCS,SLN,NL,0,0,2,1,0,0,0,4,1,3,0,5,2,0.0,20.0,0.0,4.0,0.0,0.0,10.0,0,3,1.0,1.0,0.0
hernaro01,2006,NLCS,NYN,NL,0,0,3,0,0,0,0,7,0,0,0,2,0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,2,0,0.0,0.0,0.0
nelsoje01,2000,WS,NYA,AL,1,0,3,0,0,0,0,8,5,3,1,1,1,0.0,,0.0,0.0,0.0,0.0,13.0,0,3,0.0,0.0,0.0
tobinji01,1945,WS,DET,AL,0,0,1,0,0,0,0,9,4,2,1,1,0,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0,2,1.0,0.0,0.0
reedri01,2000,НЛДС2,NYN,NL,0,0,1,1,0,0,0,18,7,2,0,2,6,0.0,3.0,1.0,0.0,0.0,0.0,27.0,0,2,0.0,0.0,0.0
cathemi01,1997,НЛДС2,ATL,NL,0,0,1,0,0,0,0,6,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
gossari01,1980,ALCS,NYA,AL,0,1,1,0,0,0,0,1,3,2,1,0,0,1.0,54.0,0.0,0.0,0.0,0.0,3.0,0,2,0.0,0.0,0.0
parkch01,2009,WS,PHI,NL,0,0,4,0,0,0,0,10,2,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,0.0,1.0,0.0
torremi01,1977,ALCS,NYA,AL,0,1,2,1,0,0,0,33,11,5,0,5,5,0.0,4.0,0.0,0.0,0.0,0.0,47.0,0,5,1.0,0.0,0.0
vosbeed01,1997,WS,FLO,NL,0,0,2,0,0,0,0,9,3,2,0,3,2,0.0,6.0,1.0,0.0,0.0,0.0,14.0,1,2,0.0,0.0,0.0
passecl01,1945,WS,CHN,NL,1,0,3,2,1,1,0,50,7,5,0,8,3,0.0,2.0,2.0,0.0,0.0,0.0,65.0,0,5,0.0,0.0,1.0
holmeda01,1995,НЛДС1,COL,NL,1,0,3,0,0,0,0,5,6,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,2,0.0,0.0,0.0
chrisla01,1981,НЕДIV,PHI,NL,1,0,1,1,0,0,0,18,4,1,0,1,8,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0,1,0.0,0.0,0.0
hillke01,1995,WS,CLE,AL,0,1,2,1,0,0,0,19,7,3,1,4,1,0.0,,0.0,0.0,0.0,0.0,30.0,0,3,0.0,0.0,0.0
johnto01,1982,ALCS,CAL,AL,1,1,2,2,1,0,0,37,11,7,1,6,6,0.0,5.0,1.0,3.0,1.0,0.0,54.0,0,9,0.0,0.0,1.0
whitega01,2003,ОДЛС1,NYA,AL,0,0,1,0,0,0,0,4,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
fordwh01,1958,WS,NYA,AL,0,1,3,3,0,0,0,46,19,7,0,5,16,0.0,4.0,0.0,2.0,0.0,0.0,71.0,0,8,1.0,0.0,1.0
powelja04,1997,WS,FLO,NL,1,0,4,0,0,0,0,11,5,3,1,4,2,0.0,7.0,0.0,0.0,0.0,0.0,19.0,2,3,0.0,0.0,1.0
leibrch01,1985,WS,KCA,AL,0,1,2,2,0,0,0,49,10,5,0,4,10,0.0,2.0,1.0,0.0,0.0,0.0,62.0,0,5,0.0,0.0,1.0
merckke01,1995,НЛДС1,ATL,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0
wheelda01,2005,WS,HOU,NL,0,0,2,0,0,0,0,6,2,3,0,1,1,0.0,13.0,0.0,0.0,2.0,0.0,11.0,0,3,0.0,0.0,0.0
gibbojo01,1960,WS,PIT,NL,0,0,2,0,0,0,0,9,4,3,1,1,2,0.0,9.0,0.0,0.0,0.0,0.0,14.0,1,3,0.0,0.0,0.0
smithmi03,1988,ALCS,BOS,AL,0,0,1,0,0,0,0,7,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0.0,0.0,0.0
garcija01,2010,NLCS,SFN,NL,0,0,2,0,0,0,0,5,2,1,0,1,2,0.0,5.0,1.0,1.0,1.0,0.0,9.0,0,1,0.0,0.0,0.0
garcifr02,2000,ОДЛС2,SEA,AL,0,0,1,1,0,0,0,10,6,4,1,3,2,0.0,10.0,0.0,1.0,0.0,0.0,19.0,0,4,0.0,0.0,0.0
johnsra05,1998,НЛДС2,HOU,NL,0,2,2,2,0,0,0,42,12,3,2,2,17,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0,4,0.0,1.0,0.0
marcush01,2011,NLCS,MIL,NL,0,2,2,2,0,0,0,15,10,9,2,2,2,0.0,16.0,0.0,0.0,0.0,0.0,26.0,0,9,,,0.0
blylebe01,1979,NLCS,PIT,NL,1,0,1,1,1,0,0,27,8,1,1,0,9,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0,1,0.0,0.0,0.0
mcgresc01,1979,WS,BAL,AL,1,1,2,2,1,0,0,51,16,6,1,2,8,0.0,3.0,2.0,0.0,0.0,1.0,69.0,0,6,1.0,1.0,0.0
loopebr01,2003,NLCS,FLO,NL,0,0,2,0,0,0,1,5,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2,0,0.0,0.0,0.0
carltst01,1967,WS,SLN,NL,0,1,1,1,0,0,0,18,3,0,0,2,5,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0,1,1.0,0.0,1.0
cranddo01,1911,WS,NY1,NL,1,0,2,0,0,0,0,12,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2,0,0.0,0.0,0.0
pearsmo01,1939,WS,NYA,AL,1,0,1,1,1,1,0,27,2,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0,0.0,0.0,0.0
mesajo01,1997,ОДЛС1,CLE,AL,0,0,2,0,0,0,1,10,5,1,1,1,2,0.0,2.0,0.0,0.0,1.0,0.0,17.0,2,1,0.0,0.0,0.0
cuellmi01,1970,WS,BAL,AL,1,0,2,2,1,0,0,34,10,4,1,2,5,0.0,3.0,0.0,0.0,0.0,0.0,46.0,0,7,0.0,0.0,1.0
oliveda02,2011,ALCS,TEX,AL,0,0,3,0,0,0,0,8,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,,,0.0
moorewi01,1927,WS,NYA,AL,1,0,2,1,1,0,1,32,11,1,0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,45.0,1,3,1.0,1.0,2.0
willile01,1917,WS,CHA,AL,0,0,1,0,0,0,0,3,2,1,0,0,3,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0,1,0.0,0.0,0.0
jacksmi02,1998,ОДЛС1,CLE,AL,0,0,3,0,0,0,3,12,3,2,1,1,1,0.0,4.0,0.0,0.0,0.0,0.0,15.0,3,2,0.0,0.0,1.0
merriji01,1965,WS,MIN,AL,0,0,2,0,0,0,0,10,2,1,0,0,1,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0,1,1.0,0.0,0.0
mcgratu01,1973,WS,NYN,NL,1,0,5,0,0,0,1,41,8,4,0,9,14,0.0,2.0,2.0,0.0,1.0,0.0,58.0,3,5,1.0,1.0,0.0
podrejo01,1953,WS,BRO,NL,0,1,1,1,0,0,0,8,1,1,1,2,0,0.0,3.0,0.0,0.0,1.0,0.0,13.0,0,5,1.0,0.0,0.0
reardje01,1992,NLCS,ATL,NL,1,0,3,0,0,0,1,9,0,0,0,2,3,0.0,0.0,0.0,1.0,0.0,0.0,11.0,3,0,0.0,0.0,0.0
wheelda01,2008,WS,TBA,AL,0,0,3,0,0,0,0,8,3,2,1,1,3,0.0,6.0,0.0,0.0,0.0,0.0,11.0,1,2,0.0,0.0,0.0
wickeke01,1937,WS,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
meyerru01,1955,WS,BRO,NL,0,0,1,0,0,0,0,17,4,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0.0,0.0,1.0
pfiesja01,1910,WS,CHN,NL,0,0,1,0,0,0,0,20,10,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1,5,0.0,0.0,1.0
contrjo01,2003,ALCS,NYA,AL,0,1,4,0,0,0,0,14,6,3,0,2,7,0.0,5.0,0.0,2.0,0.0,0.0,21.0,1,3,0.0,0.0,1.0
colemjo05,1972,ALCS,DET,AL,1,0,1,1,1,1,0,27,7,0,0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,0,0.0,0.0,0.0
greggke01,2004,ОДЛС1,ANA,AL,0,0,1,0,0,0,0,6,3,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0,0,0.0,0.0,0.0
labincl01,1953,WS,BRO,NL,0,2,3,0,0,0,1,15,10,2,1,1,3,0.0,3.0,0.0,0.0,0.0,0.0,23.0,2,2,0.0,0.0,1.0
honeyri01,1988,WS,OAK,AL,1,0,3,0,0,0,0,10,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2,0,0.0,0.0,0.0
morgato01,1951,WS,NYA,AL,0,0,1,0,0,0,0,6,2,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,0,0.0,0.0,0.0
myersmi01,2002,НЛДС2,ARI,NL,0,0,2,0,0,0,0,5,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0,0.0,0.0,0.0
johnsra05,2005,ОДЛС2,NYA,AL,0,0,2,1,0,0,0,22,12,5,2,1,4,0.0,6.0,0.0,0.0,0.0,0.0,34.0,0,5,1.0,0.0,0.0
guarded01,2003,ОДЛС1,MIN,AL,0,0,2,0,0,0,1,6,5,2,1,0,2,0.0,9.0,0.0,0.0,0.0,0.0,11.0,2,2,0.0,0.0,0.0
aukerel01,1935,WS,DET,AL,0,0,1,1,0,0,0,18,6,2,1,2,1,0.0,3.0,0.0,0.0,0.0,0.0,24.0,0,3,1.0,0.0,2.0
jacksed01,2008,ALCS,TBA,AL,0,0,2,0,0,0,0,7,0,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2,0,0.0,0.0,0.0
riverma01,1998,ОДЛС2,NYA,AL,0,0,3,0,0,0,2,10,1,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0,0.0,0.0,0.0
drysddo01,1963,WS,LAN,NL,1,0,1,1,1,1,0,27,3,0,0,1,9,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0,0,1.0,0.0,0.0
ehretre01,1890,WS,LS2,AA,2,0,3,2,2,0,1,60,12,3,0,6,13,,1.0,,,,,,0,9,,,
cicoted01,1919,WS,CHA,AL,1,2,3,3,2,0,0,65,19,7,0,5,7,0.0,2.0,0.0,0.0,1.0,0.0,87.0,0,9,1.0,1.0,2.0
wendetu01,2000,WS,NYN,NL,0,1,2,0,0,0,0,5,3,1,0,2,2,0.0,5.0,1.0,0.0,0.0,0.0,10.0,1,1,0.0,0.0,0.0
donnebr01,2004,ОДЛС1,ANA,AL,0,0,2,0,0,0,0,10,3,4,0,2,5,0.0,10.0,2.0,1.0,0.0,0.0,15.0,1,4,0.0,0.0,0.0
blantjo01,2009,WS,PHI,NL,0,0,1,1,0,0,0,18,5,4,0,2,7,0.0,6.0,0.0,0.0,1.0,0.0,26.0,0,4,0.0,1.0,0.0
beckejo02,2007,ОДЛС1,BOS,AL,1,0,1,1,1,1,0,27,4,0,0,0,8,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0,0,0.0,0.0,0.0
brownmo01,1910,WS,CHN,NL,1,2,3,2,1,0,0,54,23,11,0,7,14,0.0,5.0,0.0,1.0,0.0,0.0,86.0,1,16,2.0,0.0,1.0
slatoji01,1982,WS,ML4,AL,1,0,2,0,0,0,0,8,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0.0,0.0,1.0
houghch01,1977,WS,LAN,NL,0,0,2,0,0,0,0,15,3,1,1,0,5,0.0,1.0,0.0,0.0,0.0,0.0,18.0,2,1,0.0,0.0,0.0
pennybr01,2003,WS,FLO,NL,2,0,2,2,0,0,0,37,15,3,1,5,7,0.0,2.0,0.0,0.0,0.0,0.0,53.0,0,4,0.0,1.0,3.0
kisonbr01,1971,WS,PIT,NL,1,0,2,0,0,0,0,19,1,0,0,2,3,0.0,,0.0,0.0,3.0,0.0,24.0,0,0,0.0,0.0,1.0
myersmi01,2005,ОДЛС1,BOS,AL,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
langsma01,1998,NLCS,SDN,NL,0,0,3,0,0,0,0,4,1,0,0,0,1,0.0,,0.0,0.0,0.0,0.0,5.0,1,0,0.0,0.0,0.0
darliro01,1986,WS,NYN,NL,1,1,3,3,0,0,0,53,13,3,2,10,12,0.0,1.0,1.0,2.0,1.0,0.0,75.0,0,4,2.0,0.0,1.0
lidgebr01,2009,WS,PHI,NL,0,1,1,0,0,0,0,3,3,3,0,0,1,0.0,27.0,0.0,0.0,1.0,0.0,6.0,1,3,0.0,0.0,0.0
stalege01,1959,WS,CHA,AL,0,1,4,0,0,0,1,25,8,2,1,0,3,0.0,2.0,0.0,0.0,0.0,0.0,31.0,3,2,1.0,0.0,1.0
mcgresc01,1983,ALCS,BAL,AL,0,1,1,1,0,0,0,20,6,1,0,3,2,0.0,1.0,0.0,0.0,0.0,1.0,28.0,0,2,1.0,0.0,1.0
carltst01,1978,NLCS,PHI,NL,1,0,1,1,1,0,0,27,8,4,1,2,8,0.0,4.0,0.0,0.0,0.0,0.0,36.0,0,4,0.0,0.0,2.0
dukesto01,1971,WS,BAL,AL,0,0,2,0,0,0,0,12,2,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1,0,1.0,0.0,0.0
fuentbr01,2007,WS,COL,NL,0,0,3,0,0,0,0,11,6,4,1,2,1,0.0,9.0,0.0,0.0,0.0,0.0,18.0,0,4,0.0,0.0,1.0
fuentbr01,2009,ALCS,LAA,AL,0,0,3,0,0,0,1,9,1,1,1,3,3,0.0,3.0,2.0,0.0,1.0,0.0,14.0,1,1,0.0,0.0,0.0
willica01,1991,WS,MIN,AL,0,0,4,0,0,0,0,21,6,4,2,2,2,0.0,5.0,1.0,0.0,0.0,0.0,27.0,1,4,1.0,0.0,2.0
sturtta01,2005,ОДЛС2,NYA,AL,0,0,2,0,0,0,0,2,1,1,1,0,0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0,1,0.0,0.0,0.0
foulkke01,2004,ALCS,BOS,AL,0,0,5,0,0,0,1,18,1,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,26.0,3,0,0.0,0.0,0.0
