yearid,lgid,teamid,franchid,divid,rank,g,ghome,w,l,divwin,wcwin,lgwin,wswin,r,ab,h,2b,3b,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,teamidbr,teamidlahman45,teamidretro
2002,NL,ARI,ARI,W,1,162,81.0,98,64,Y,Н,Н,Н,819,5508,1471,283,41,165,643,1016.0,92.0,46.0,50.0,53.0,674,630,3,14,10,40,4340,1361,170,421,1303,89,116.0,0,Аризона Даймондбэкс,Банк Один шарпарк,3198977.0,111,111,ARI,ARI,ARI
1983,AL,CHA,CHW,W,1,162,81.0,99,63,Y,,Н,Н,800,5484,1439,270,42,157,527,888.0,165.0,50.0,,,650,589,3,35,12,48,4335,1355,128,447,877,120,158.0,0,Чикаго Уайт Сокс,Парк Комиски,2132821.0,104,103,CHW,CHA,CHA
1969,AL,WS2,TEX,E,4,162,81.0,86,76,Н,,Н,Н,694,5447,1365,171,40,148,630,900.0,52.0,40.0,,,644,561,3,28,10,41,4341,1310,135,656,835,140,159.0,0,Сенаторы Вашингтона,Стадион R.F.K.,918106.0,94,95,WSA,WS2,WS2
1899,NL,BSN,ATL,,2,153,,95,57,,,Н,,858,5290,1517,178,90,39,431,269.0,185.0,,,,645,488,3,138,13,4,4044,1273,44,432,385,295,,0,Бостонские бунтари,South End Groups III,200384.0,109,108,BSN,BSN,BSN
1975,NL,PHI,PHI,E,2,162,81.0,86,76,Н,,Н,Н,735,5592,1506,283,42,125,610,960.0,126.0,57.0,,,694,618,3,33,11,30,4365,1353,111,546,897,152,156.0,0,Филадельфия Филадельфия,Стадион ветеранов,1909233.0,104,103,PHI,PHI,PHI
1887,AA,BL2,BLO,,3,141,,77,58,,,Н,Н,975,4825,1337,202,100,31,469,334.0,545.0,,,,861,525,3,132,8,0,3660,1288,16,418,470,549,,0,Балтимор Ориолс,Парк Ориол,,94,95,BAL,BL2,BL2
1892,NL,BRO,LAD,,3,158,,95,59,,,Н,,935,5485,1439,183,105,30,629,506.0,409.0,,,,733,507,3,132,12,5,4215,1285,26,600,597,398,,0,Бруклинские комнаты,Восточный парк,183727.0,96,96,BRO,BRO,BRO
1987,NL,SDN,SDP,W,6,162,81.0,65,97,Н,,Н,Н,668,5456,1419,209,48,113,577,992.0,198.0,91.0,,,763,680,4,14,10,33,4299,1402,175,602,897,146,135.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,1454061.0,96,97,SDP,SDN,SDN
1981,NL,PHI,PHI,E,3,107,55.0,59,48,Y,,Н,Н,491,3665,1002,165,25,69,372,432.0,103.0,46.0,,,472,432,4,19,5,23,2880,967,72,347,580,86,90.0,0,Филадельфия Филадельфия,Стадион ветеранов,1638752.0,104,104,PHI,PHI,PHI
1937,NL,BSN,ATL,,5,152,76.0,79,73,,,Н,Н,579,5124,1265,200,41,63,485,707.0,45.0,,,,556,486,3,85,16,10,4077,1344,60,372,387,157,128.0,0,Бостонские пчёлы,Поле храбрых,385339.0,91,91,BSN,BSN,BSN
1962,NL,NYN,NYM,,10,161,80.0,40,120,,,Н,Н,617,5492,1318,166,40,139,616,991.0,59.0,48.0,,,948,801,5,43,4,10,4290,1577,192,571,772,210,167.0,0,Нью-Йорк Метс,Поло Земля IV,922530.0,100,105,NYM,NYN,NYN
2006,AL,BAL,BAL,E,4,162,81.0,70,92,Н,Н,Н,Н,768,5610,1556,288,20,164,474,878.0,121.0,32.0,73.0,41.0,899,843,5,5,9,35,4257,1579,216,613,1016,102,156.0,0,Балтимор Ориолс,Парк Ориол в Камден-Ярдс,2153139.0,99,100,BAL,BAL,BAL
1895,NL,LS3,LOU,,12,133,,35,96,,,Н,,698,4724,1320,171,73,34,346,323.0,156.0,,,,1090,732,5,104,3,1,3351,1520,40,470,245,477,,0,Полковники Луисвиля,Парк II &lt; &lt; Эклипс &gt; &gt;,92000.0,94,97,LOU,LS3,LS3
1988,NL,CIN,CIN,W,2,161,80.0,87,74,Н,,Н,Н,641,5426,1334,246,25,122,479,922.0,207.0,56.0,,,596,542,3,24,13,43,4365,1271,121,504,934,121,131.0,0,Красные Цинциннати,Стадион &quot; Риверфронт &quot;,2072528.0,104,104,CIN,CIN,CIN
2004,AL,DET,DET,C,4,162,81.0,72,90,Н,Н,Н,Н,827,5623,1531,284,54,201,518,1144.0,86.0,50.0,50.0,43.0,844,788,4,7,9,35,4319,1542,190,530,995,144,160.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Парк &quot; Комерика &quot;,1917004.0,95,96,DET,DET,DET
2001,NL,MIL,MIL,C,4,162,81.0,68,94,Н,Н,Н,Н,740,5488,1378,273,30,209,488,1399.0,66.0,36.0,72.0,35.0,806,740,4,3,8,28,4309,1452,197,667,1057,103,156.0,0,Милуоки Брюэрс,Миллер Парк,2811041.0,98,99,MIL,ML4,MIL
1930,NL,NY1,SFG,,3,154,77.0,87,67,,,Н,Н,959,5553,1769,264,83,143,422,382.0,59.0,,,,814,698,4,64,6,19,4089,1546,117,439,522,164,164.0,0,Нью-Йорк Гиганты,Поло Земля IV,868714.0,98,95,NYG,NY1,NY1
2008,NL,PIT,PIT,C,6,162,,67,95,Н,Н,Н,Н,735,5628,1454,314,21,153,474,1039.0,57.0,19.0,59.0,51.0,884,822,5,3,7,34,4365,1631,176,657,963,107,178.0,0,Питтсбургские пираты,Парк PNC,1609076.0,96,98,PIT,PIT,PIT
1890,AA,SL4,STL,,3,139,,78,58,,,Н,Н,870,4800,1308,178,73,48,474,490.0,307.0,,,,736,487,3,118,4,1,3585,1127,38,447,733,472,,0,Сент-Луис Браунс,Парк I для спортсменов,,114,111,STL,SL4,SL4
1884,UA,MLU,MLU,,2,12,,8,4,,,Н,,53,395,88,25,0,0,20,70.0,,,,,34,26,2,12,3,0,312,49,1,13,139,53,,0,Милуоки Брюэрс,,,60,60,MIL,MLU,MLU
1925,AL,CLE,CLE,,6,155,77.0,70,84,,,Н,Н,782,5436,1613,285,58,52,520,379.0,90.0,77.0,,,817,684,4,93,6,9,4116,1604,41,493,345,212,146.0,0,Индейцы Кливленда,&lt; &lt; Парк II Лиги &gt; &gt;,419005.0,101,101,CLE,CLE,CLE
1944,NL,BSN,ATL,,6,155,78.0,65,89,,,Н,Н,593,5282,1299,250,39,79,456,509.0,37.0,,,,674,566,3,70,13,12,4164,1430,80,527,454,182,160.0,0,Бостонские храбрые,Поле храбрых,208691.0,104,106,BSN,BSN,BSN
1924,NL,BSN,ATL,,8,154,76.0,53,100,,,Н,Н,520,5283,1355,194,52,25,354,451.0,74.0,68.0,,,800,683,4,66,10,4,4137,1607,49,402,364,168,154.0,0,Бостонские храбрые,Поле храбрых,177478.0,95,98,BSN,BSN,BSN
1993,NL,CHN,CHC,E,4,163,82.0,84,78,Н,,Н,Н,738,5627,1521,259,32,161,446,923.0,100.0,43.0,,,739,673,4,8,5,56,4347,1514,153,470,905,115,162.0,0,Чикаго Кабс,Филд Уригли,2653763.0,98,98,CHC,CHN,CHN
1938,AL,WS1,MIN,,5,152,78.0,75,76,,,Н,Н,814,5474,1602,278,72,85,573,379.0,65.0,37.0,,,873,746,4,59,6,11,4080,1472,92,655,515,179,179.0,0,Сенаторы Вашингтона,Стадион Гриффита I,522694.0,93,94,WSH,WS1,WS1
1930,AL,PHA,OAK,,1,154,76.0,102,52,,,Y,Y,951,5345,1573,319,74,125,599,531.0,48.0,33.0,,,751,652,4,72,8,21,4113,1457,84,488,672,145,121.0,0,Филадельфия Атлетика,Парк Шиве,721663.0,105,101,PHA,PHA,PHA
1982,AL,OAK,OAK,W,5,162,81.0,68,94,Н,,Н,Н,691,5448,1286,211,27,149,582,948.0,232.0,87.0,,,819,734,4,42,6,22,4368,1506,177,648,697,160,140.0,0,Аклендская атлетика,Оклендская Колизей,1735489.0,94,95,OAK,OAK,OAK
1890,NL,BSN,ATL,,5,134,,76,57,,,Н,Н,763,4722,1220,175,62,31,530,515.0,285.0,,,,593,386,2,132,13,1,3561,1132,27,354,506,358,,0,Бостонские бунтари,South End Groups II,147539.0,108,105,BSN,BSN,BSN
1981,AL,SEA,SEA,W,6,110,57.0,44,65,Н,,Н,Н,426,3780,950,148,13,89,329,553.0,100.0,50.0,,,521,469,4,10,6,23,2992,1039,76,360,478,91,122.0,0,Морские пехотинцы Сиэтла,Королевство,636276.0,105,106,SEA,SEA,SEA
1974,AL,CLE,CLE,E,4,162,81.0,77,85,Н,,Н,Н,662,5474,1395,201,19,131,432,756.0,79.0,68.0,,,694,610,3,45,9,27,4335,1419,138,479,650,143,157.0,0,Индейцы Кливленда,Стадион Кливленда,1114262.0,99,100,CLE,CLE,CLE
1982,AL,ML4,MIL,E,1,163,82.0,95,67,Y,,Y,Н,891,5733,1599,277,41,216,484,714.0,84.0,52.0,,,717,649,3,34,6,47,4401,1514,152,511,717,125,185.0,0,Милуоки Брюэрс,Окружной стадион,1978896.0,94,93,MIL,MIL,MIL
1929,AL,PHA,OAK,,1,151,74.0,104,46,,,Y,Y,901,5204,1539,288,76,122,543,440.0,61.0,38.0,,,615,519,3,70,9,24,4071,1371,73,487,573,148,117.0,0,Филадельфия Атлетика,Парк Шиве,839176.0,104,100,PHA,PHA,PHA
2008,AL,NYA,NYY,E,3,162,,89,73,Н,Н,Н,Н,789,5572,1512,289,20,180,535,1015.0,118.0,39.0,80.0,39.0,727,685,4,1,11,42,4325,1478,143,489,1141,83,141.0,0,Нью-Йорк Янкиз,Стадион &lt; &lt; Янки &gt; &gt; II,4298655.0,103,102,NYY,NYA,NYA
1890,AA,CL6,CLS,,2,140,,79,55,,,Н,Н,831,4741,1225,159,77,16,545,557.0,353.0,,,,617,403,2,120,14,3,3642,976,20,471,624,393,,0,Колумб Солоны,Парк отдыха II,,93,93,COL,CL6,CL6
1931,AL,CLE,CLE,,4,155,76.0,78,76,,,Н,Н,885,5445,1612,321,69,71,555,433.0,63.0,60.0,,,833,697,4,76,6,9,4062,1577,64,561,470,231,143.0,0,Индейцы Кливленда,&lt; &lt; Парк II Лиги &gt; &gt;,483027.0,105,105,CLE,CLE,CLE
1945,NL,CIN,CIN,,7,154,77.0,61,93,,,Н,Н,536,5283,1317,221,26,56,392,532.0,71.0,,,,694,607,4,77,11,6,4095,1438,70,534,372,146,138.0,0,Красные Цинциннати,Кросли Филд,290070.0,98,99,CIN,CIN,CIN
2001,AL,TOR,TOR,E,3,162,82.0,80,82,Н,Н,Н,Н,767,5663,1489,287,36,195,470,1094.0,156.0,55.0,74.0,43.0,753,696,4,7,10,41,4388,1553,165,490,1041,97,184.0,0,Торонтские синие джеи,Скайдом,1915438.0,102,103,TOR,TOR,TOR
1898,NL,CIN,CIN,,3,157,,92,60,,,Н,,831,5334,1448,207,101,19,455,300.0,165.0,,,,740,539,3,131,10,2,4155,1484,16,449,294,325,,0,Красные Цинциннати,Парк Лиги II в Цинциннати,336378.0,107,106,CIN,CIN,CIN
1993,AL,OAK,OAK,W,7,162,81.0,68,94,Н,,Н,Н,715,5543,1408,260,21,158,622,1048.0,131.0,59.0,,,846,791,4,8,2,42,4356,1551,157,680,864,111,161.0,0,Аклендская атлетика,Оклендская Колизей,2035025.0,94,94,OAK,OAK,OAK
2002,AL,TOR,TOR,E,3,162,81.0,78,84,Н,Н,Н,Н,813,5581,1457,305,38,187,522,1142.0,71.0,18.0,53.0,57.0,828,767,4,6,6,41,4315,1504,177,590,991,107,159.0,0,Торонтские синие джеи,Скайдом,1637900.0,104,104,TOR,TOR,TOR
1957,AL,CLE,CLE,,6,153,77.0,76,77,,,Н,Н,682,5171,1304,199,26,140,591,786.0,40.0,47.0,,,722,623,4,46,7,23,4140,1381,130,618,807,147,154.0,0,Индейцы Кливленда,Стадион Кливленда,722256.0,100,99,CLE,CLE,CLE
2011,AL,TEX,TEX,W,1,162,,96,66,Y,Н,Y,Н,855,5659,1599,310,32,210,475,930.0,143.0,45.0,39.0,49.0,677,607,3,10,19,38,4324,1327,170,461,1179,114,162.0,0,Техасские рейнджеры,Рейнджеры Баллпарк в Арлингтоне,2946949.0,117,115,TEX,TEX,TEX
2011,NL,NYN,NYM,E,4,162,,77,85,Н,Н,Н,Н,718,5600,1477,309,39,108,571,1085.0,130.0,35.0,51.0,48.0,742,674,4,6,9,43,4344,1482,147,514,1126,116,125.0,0,Нью-Йорк Метс,Поле Сити,2352596.0,98,98,NYM,NYN,NYN
1915,AL,NYA,NYY,,5,154,82.0,69,83,,,Н,Н,584,4982,1162,167,50,31,570,669.0,198.0,133.0,,,588,470,3,101,12,2,4146,1272,41,517,559,215,118.0,0,Нью-Йорк Янкиз,Поло Земля IV,256035.0,100,100,NYY,NYA,NYA
2011,AL,DET,DET,C,1,162,,95,67,Y,Н,Н,Н,787,5563,1540,297,34,169,521,1143.0,49.0,20.0,39.0,58.0,711,647,4,4,14,52,4320,1406,149,492,1115,103,146.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Парк &quot; Комерика &quot;,2642045.0,103,102,DET,DET,DET
2007,NL,SLN,STL,C,3,162,,78,84,Н,Н,Н,Н,725,5529,1513,279,13,141,506,909.0,56.0,33.0,54.0,54.0,829,741,4,2,8,34,4307,1514,168,509,945,121,155.0,0,Кардиналы Сент-Луиса,Стадион &lt; &lt; Автобус III &gt; &gt;,3552180.0,99,99,STL,SLN,SLN
2008,NL,ARI,ARI,W,2,162,,82,80,Н,Н,Н,Н,720,5409,1355,318,47,159,587,1287.0,58.0,23.0,49.0,43.0,706,635,3,6,9,39,4304,1403,147,451,1229,113,136.0,0,Аризона Даймондбэкс,&lt; &lt; Чейз филд &gt; &gt;,2509924.0,108,108,ARI,ARI,ARI
1994,NL,SDN,SDP,W,4,117,57.0,47,70,,,,,479,4068,1117,200,19,92,319,762.0,79.0,37.0,,,531,474,4,8,3,27,3135,1008,99,393,862,111,82.0,0,Сан-Диего Падрес,Стадион Джека Мерфи,953857.0,97,98,SDP,SDN,SDN
2007,NL,COL,COL,W,2,163,,90,73,Н,Y,Y,Н,860,5691,1591,313,36,171,622,1152.0,100.0,31.0,58.0,44.0,758,706,4,4,7,39,4416,1497,164,504,967,68,179.0,0,Колорадо Скалистые горы,Поле ковров,2376250.0,107,108,COL,COL,COL
1922,AL,CLE,CLE,,4,155,80.0,78,76,,,Н,Н,768,5293,1544,320,73,32,554,331.0,89.0,58.0,,,817,705,4,76,14,7,4149,1605,58,464,489,201,140.0,0,Индейцы Кливленда,&lt; &lt; Парк II Лиги &gt; &gt;,528145.0,102,100,CLE,CLE,CLE
1873,,BS1,BNA,,1,60,,43,16,,,Y,,739,2755,930,137,46,13,62,24.0,39.0,27.0,,,460,154,2,48,1,3,1608,708,5,35,31,434,,0,Бостонские красные чулки,South End Groups I,,106,100,BOS,BS1,BS1
1990,AL,TEX,TEX,W,3,162,82.0,83,79,Н,,Н,Н,676,5469,1416,257,27,110,575,1054.0,115.0,48.0,,,696,615,3,25,9,36,4332,1343,113,623,997,133,161.0,0,Техасские рейнджеры,Арлингтонский стадион,2057911.0,100,101,TEX,TEX,TEX
2002,AL,SEA,SEA,W,3,162,81.0,93,69,Н,Н,Н,Н,814,5569,1531,285,31,152,629,1003.0,137.0,58.0,51.0,72.0,699,654,4,8,12,43,4336,1422,178,441,1063,88,134.0,0,Морские пехотинцы Сиэтла,Поле Safeco,3542938.0,97,95,SEA,SEA,SEA
1903,NL,BRO,LAD,,5,139,73.0,70,66,,,Н,Н,667,4534,1201,177,56,15,522,,273.0,,,,682,467,3,118,11,4,3663,1276,18,377,438,284,98.0,0,Бруклинский супербас,Вашингтон Парк III,224670.0,97,98,BRO,BRO,BRO
1994,AL,CAL,ANA,W,4,115,63.0,47,68,,,,,543,3943,1042,178,16,120,402,715.0,65.0,54.0,,,660,618,5,11,3,21,3081,1149,150,436,682,76,110.0,0,Калифорнийские ангелы,Анахаймский стадион,1512622.0,101,101,CAL,CAL,CAL
1887,NL,WS8,WNL,,7,126,,46,76,,,Н,Н,601,4314,1039,149,63,47,269,339.0,334.0,,,,818,507,4,124,4,0,3270,1216,47,299,396,469,,0,&lt; &lt; Вашингтон нэшнлз &gt; &gt;,Спампдудл-Земля,,95,100,WHS,WS8,WS8
1972,AL,CHA,CHW,W,2,154,78.0,87,67,Н,,Н,Н,566,5083,1208,170,28,108,511,991.0,100.0,52.0,,,538,480,3,36,14,42,4155,1269,94,431,936,135,136.0,0,Чикаго Уайт Сокс,Парк Комиски,1177318.0,103,103,CHW,CHA,CHA
1888,NL,NY1,SFG,,1,138,,84,47,,,Y,Y,659,4747,1149,130,76,55,270,456.0,314.0,,,,479,263,1,133,20,1,3624,907,27,307,726,430,,0,Нью-Йорк Гиганты,Поло Земля I,,99,96,NYG,NY1,NY1
1977,NL,SLN,STL,E,3,162,83.0,83,79,Н,,Н,Н,737,5527,1490,252,56,96,489,823.0,134.0,112.0,,,688,612,3,26,10,31,4338,1420,139,532,768,139,174.0,0,Кардиналы Сент-Луиса,Автобусный стадион II,1659287.0,99,99,STL,SLN,SLN
1973,AL,BAL,BAL,E,1,162,81.0,97,65,Y,,Н,Н,754,5537,1474,229,48,119,648,752.0,146.0,64.0,,,561,498,3,67,14,26,4383,1297,124,475,715,119,184.0,0,Балтимор Ориолс,Памятный стадион,958667.0,99,98,BAL,BAL,BAL
1872,,TRO,TRO,,5,25,,15,10,,,Н,,273,1124,329,56,11,5,7,14.0,9.0,7.0,,,191,77,3,17,2,0,675,282,2,10,0,144,,0,Трой Хеймерс,Земля хеймеров,,101,100,TRO,TRO,TRO
1884,UA,SLU,SLM,,1,114,,94,19,,,Y,,887,4285,1251,259,41,32,181,542.0,,,,,429,216,1,104,8,6,2979,838,9,110,550,554,,0,Сент-Луис Марунс,,,99,98,SLM,SLU,SLU
1997,AL,BOS,BOS,E,4,162,81.0,78,84,Н,Н,Н,Н,851,5781,1684,373,32,185,514,1044.0,68.0,48.0,,,857,785,4,7,4,40,4355,1567,149,610,987,136,179.0,0,Бостонский ред Сокс,Парк Фенвей II,2226136.0,102,102,BOS,BOS,BOS
1982,AL,CLE,CLE,E,6,162,81.0,78,84,Н,,Н,Н,683,5559,1458,225,32,109,651,625.0,151.0,68.0,,,748,670,4,31,9,30,4404,1433,122,589,882,123,129.0,0,Индейцы Кливленда,Стадион Кливленда,1044021.0,101,101,CLE,CLE,CLE
1875,,SL1,SLR,,10,19,,4,15,,,Н,,60,688,138,20,1,0,14,0.0,,,,,161,64,3,16,2,0,513,207,0,3,0,150,,0,Красные чулки Сент-Луиса,Красный бейсбольный парк &lt; &lt; Красный чулок &gt; &gt;,,90,98,SLR,SL1,SL1
1924,NL,NY1,SFG,,1,154,77.0,93,60,,,Y,Н,857,5445,1634,269,81,95,467,479.0,82.0,53.0,,,641,554,3,71,4,21,4134,1464,77,392,406,186,160.0,0,Нью-Йорк Гиганты,Поло Земля IV,844068.0,98,95,NYG,NY1,NY1
1959,NL,SFN,SFG,,3,154,77.0,83,71,,,Н,Н,705,5281,1377,239,35,167,473,875.0,81.0,34.0,,,613,531,3,52,12,23,4128,1279,139,500,873,152,118.0,0,Сан-Франциско Гиганты,Стадион &lt; &lt; Тайлз &gt; &gt;,1422130.0,98,96,SFG,SFN,SFN
1962,AL,KC1,OAK,,9,162,81.0,72,90,,,Н,Н,745,5576,1467,220,58,116,556,803.0,76.0,21.0,,,837,763,4,32,4,33,4302,1450,199,655,825,132,131.0,0,Канзас-Сити Атлетика,Муниципальный стадион I,635675.0,104,106,KCA,KC1,KC1
1911,AL,CHA,CHW,,5,154,78.0,77,74,,,Н,Н,719,5213,1401,179,92,20,385,,201.0,,,,624,457,2,85,17,11,4158,1349,22,384,752,255,98.0,0,Чикаго Уайт Сокс,Парк Комиски,583208.0,98,97,CHW,CHA,CHA
1981,AL,CHA,CHW,W,3,106,49.0,54,52,Н,,Н,Н,476,3615,982,135,27,76,322,518.0,86.0,44.0,,,423,363,3,20,8,23,2822,891,73,336,529,87,113.0,0,Чикаго Уайт Сокс,Парк Комиски,946651.0,98,98,CHW,CHA,CHA
1891,NL,BSN,ATL,,1,140,,87,51,,,Y,,847,4956,1264,181,80,54,532,538.0,289.0,,,,658,381,2,126,9,6,3723,1223,51,364,525,358,,0,Бостонские бунтари,South End Groups II,184472.0,112,109,BSN,BSN,BSN
2012,NL,PIT,PIT,C,4,162,81.0,79,83,Н,Н,Н,Н,651,5412,1313,241,37,170,444,1354.0,73.0,52.0,51.0,45.0,674,615,3,2,1,45,4300,1357,153,490,1192,112,126.0,0,Питтсбургские пираты,Парк PNC,2091918.0,93,94,PIT,PIT,PIT
1959,AL,NYA,NYY,,3,155,77.0,79,75,,,Н,Н,687,5379,1397,224,40,153,457,828.0,45.0,22.0,,,647,560,3,38,15,28,4197,1281,120,594,836,131,160.0,0,Нью-Йорк Янкиз,Стадион I Янки,1552030.0,96,94,NYY,NYA,NYA
1921,AL,DET,DET,,6,154,77.0,71,82,,,Н,Н,883,5461,1724,268,100,58,582,376.0,95.0,89.0,,,852,678,4,73,4,16,4158,1634,71,495,452,231,107.0,0,&lt; &lt; Тигры Детройта &gt; &gt;,Поле Навина,661527.0,99,100,DET,DET,DET
1998,NL,CHN,CHC,C,2,163,82.0,90,73,Н,Y,Н,Н,831,5649,1494,250,34,212,601,1223.0,65.0,44.0,,,792,739,4,7,7,56,4431,1528,180,575,1207,101,107.0,0,Чикаго Кабс,Филд Уригли,2623194.0,103,103,CHC,CHN,CHN
