playerid,awardid,yearid,lgid,tie,notes
dawsoan01,Rookie of the Year,1977,NL,,
davisma01,Rolaids Relief Man Award,1989,NL,,
musiast01,Most Valuable Player,1943,NL,,
fostege01,Most Valuable Player,1977,NL,,
elliobo01,Baseball Magazine All-Star,1947,ML,,3B
finlest01,Gold Glove,2004,NL,,В ЛЮБОЙ ЧАСТИ
bondsba01,TSN All-Star,2002,NL,,В ЛЮБОЙ ЧАСТИ
gibsoki01,ALCS MVP,1984,AL,,
martipe02,TSN All-Star,1999,AL,,RHP
aaronha01,TSN All-Star,1956,ML,,В ЛЮБОЙ ЧАСТИ
fellebo01,TSN Major League Player of the Year,1940,ML,,
rodriiv01,Silver Slugger,1996,AL,,C
posadjo01,TSN All-Star,2002,AL,,C
killeha01,TSN All-Star,1969,AL,,3B
olivato01,Rookie of the Year,1964,AL,,
johnsra05,TSN All-Star,2001,NL,,LHP
molitpa01,Lou Gehrig Memorial Award,1997,ML,,
robinfr02,World Series MVP,1966,ML,,
murphda05,Lou Gehrig Memorial Award,1985,ML,,
dawsoan01,Gold Glove,1983,NL,,В ЛЮБОЙ ЧАСТИ
foxxji01,Baseball Magazine All-Star,1938,AL,,1B
rossco01,NLCS MVP,2010,NL,,
cronijo01,TSN All-Star,1938,ML,,СС
grimebu01,Baseball Magazine All-Star,1920,NL,,С2
beltrad01,Gold Glove,2007,AL,,3B
cuyleki01,TSN All-Star,1925,ML,,В ЛЮБОЙ ЧАСТИ
polleho01,Baseball Magazine All-Star,1946,NL,,С1
alomaro01,Gold Glove,1994,AL,,2B
grudzma01,Gold Glove,2006,AL,,2B
willima04,Silver Slugger,1994,NL,,3B
brettge01,TSN All-Star,1980,AL,,3B
devliar01,Baseball Magazine All-Star,1909,NL,,3B
leachto01,Baseball Magazine All-Star,1910,NL,,CF
huntro01,TSN All-Star,1964,NL,,2B
streega01,Baseball Magazine All-Star,1909,AL,,C3
nathajo01,TSN All-Star,2005,AL,Y,РП
berrayo01,TSN All-Star,1950,ML,,C
ripkeca01,TSN Major League Player of the Year,1983,ML,,
spahnwa01,Baseball Magazine All-Star,1950,ML,,С1
grovele01,Baseball Magazine All-Star,1929,AL,,С1
palmeji01,TSN All-Star,1973,AL,,RHP
cabremi01,Triple Crown,2012,NL,,
alexape01,Baseball Magazine All-Star,1923,NL,,С3
santoro01,Gold Glove,1964,NL,,3B
daubeja01,Baseball Magazine All-Star,1914,NL,,1B
kurowwh01,Baseball Magazine All-Star,1946,ML,,3B
nichobi01,Baseball Magazine All-Star,1940,NL,,RF
wyattwh01,Baseball Magazine All-Star,1941,NL,,С1
yorkru01,Baseball Magazine All-Star,1943,ML,,1B
fellebo01,Baseball Magazine All-Star,1947,ML,,С1
scottge02,Gold Glove,1975,AL,,1B
collied01,Baseball Magazine All-Star,1912,AL,,2B
garvest01,TSN All-Star,1975,NL,,1B
boggswa01,Silver Slugger,1991,AL,,3B
bellbu01,Gold Glove,1980,AL,,3B
francju01,TSN All-Star,1989,AL,,2B
gwynnto01,Gold Glove,1989,NL,,В ЛЮБОЙ ЧАСТИ
colemje01,Babe Ruth Award,1950,AL,,2B
smithoz01,Gold Glove,1992,NL,,СС
alomaro01,TSN All-Star,2000,AL,,2B
clarkwi02,TSN All-Star,1989,NL,,1B
castilu01,Gold Glove,2003,NL,,2B
careyma01,Baseball Magazine All-Star,1917,NL,,В ЛЮБОЙ ЧАСТИ
jeterde01,Gold Glove,2004,AL,,СС
hubbeca01,Baseball Magazine All-Star,1938,NL,,С2
wagneho01,Baseball Magazine All-Star,1908,NL,,СС
winfida01,TSN All-Star,1982,AL,,В ЛЮБОЙ ЧАСТИ
rizzuph01,TSN All-Star,1950,ML,,СС
stargwi01,Babe Ruth Award,1979,NL,,1B
gordojo01,TSN All-Star,1942,ML,,2B
flanami01,TSN Pitcher of the Year,1979,AL,,
hallji02,TSN All-Star,1965,AL,,В ЛЮБОЙ ЧАСТИ
richabo01,TSN All-Star,1964,AL,,2B
manushe01,Baseball Magazine All-Star,1928,ML,,В ЛЮБОЙ ЧАСТИ
richapa01,TSN All-Star,1945,ML,,C
wellsve01,Silver Slugger,2003,AL,,В ЛЮБОЙ ЧАСТИ
mccovwi01,All-Star Game MVP,1969,ML,,
cullero01,Baseball Magazine All-Star,1945,AL,,RF
oglivbe01,Silver Slugger,1980,AL,,В ЛЮБОЙ ЧАСТИ
coopewi01,Baseball Magazine All-Star,1921,NL,,С3
eversjo01,Baseball Magazine All-Star,1909,NL,,2B
powervi01,Gold Glove,1964,AL,,1B
leachto01,Baseball Magazine All-Star,1909,NL,,CF
richabo01,Gold Glove,1963,AL,,2B
aaronha01,TSN All-Star,1958,ML,,В ЛЮБОЙ ЧАСТИ
schalra01,Baseball Magazine All-Star,1914,AL,,C2
willima04,TSN All-Star,1990,NL,,3B
nomohi01,Rookie of the Year,1995,NL,,
puckeki01,TSN All-Star,1988,AL,,В ЛЮБОЙ ЧАСТИ
robinbr01,Gold Glove,1968,AL,,3B
lezcasi01,Gold Glove,1979,AL,,В ЛЮБОЙ ЧАСТИ
berrayo01,Most Valuable Player,1954,AL,,
cabremi01,TSN All-Star,2005,NL,,В ЛЮБОЙ ЧАСТИ
hernake01,Gold Glove,1981,NL,,1B
rodriiv01,Gold Glove,1994,AL,,C
mantlmi01,TSN Major League Player of the Year,1956,ML,,
raschvi01,Baseball Magazine All-Star,1950,AL,,С1
mussimi01,Gold Glove,2008,AL,,Р
gordojo01,Baseball Magazine All-Star,1948,AL,,2B
oneilst01,Baseball Magazine All-Star,1921,AL,,C
belanma01,Gold Glove,1975,AL,,СС
bagweje01,Gold Glove,1994,NL,,1B
gilesma01,TSN All-Star,2003,NL,,2B
gordojo01,TSN Guide MVP,1942,AL,,
aloufe01,TSN All-Star,1966,NL,,1B
mcwilla01,TSN All-Star,1983,NL,,LHP
ruffire01,TSN All-Star,1939,ML,,Р
murphda05,TSN All-Star,1984,NL,,В ЛЮБОЙ ЧАСТИ
tenacge01,World Series MVP,1972,ML,,
radatdi01,TSN Fireman of the Year,1964,AL,,
sauerha01,Most Valuable Player,1952,NL,,
brinked01,Gold Glove,1972,AL,,СС
rivermi01,TSN All-Star,1976,AL,,В ЛЮБОЙ ЧАСТИ
barryja01,Baseball Magazine All-Star,1913,AL,,СС
anderga01,TSN All-Star,2002,AL,,В ЛЮБОЙ ЧАСТИ
seweljo01,Baseball Magazine All-Star,1926,AL,,СС
gomezle01,Baseball Magazine All-Star,1934,AL,,С1
donovdi01,TSN All-Star,1962,AL,,Р
walshed01,Baseball Magazine All-Star,1908,AL,,С1
robinbr01,Gold Glove,1971,AL,,3B
fiskca01,TSN All-Star,1972,AL,,C
torrejo01,TSN Player of the Year,1971,NL,,
garcida01,TSN All-Star,1982,AL,,2B
cravaga01,Baseball Magazine All-Star,1913,NL,,В ЛЮБОЙ ЧАСТИ
hunteto01,Gold Glove,2002,AL,,В ЛЮБОЙ ЧАСТИ
mathemi01,Gold Glove,2004,NL,,C
pettyje01,Baseball Magazine All-Star,1926,NL,,С4
griffke02,TSN All-Star,1993,AL,,В ЛЮБОЙ ЧАСТИ
clemero01,Gold Glove,1964,NL,,В ЛЮБОЙ ЧАСТИ
rolliji01,Gold Glove,2012,NL,,СС
staubru01,TSN All-Star,1978,AL,,ДГ
duganjo01,Baseball Magazine All-Star,1923,AL,,3B
aparilu01,Gold Glove,1961,AL,,СС
kaatji01,Gold Glove,1962,AL,,Р
ruckena01,Baseball Magazine All-Star,1908,NL,,С3
pettiga01,Gold Glove,1986,AL,,В ЛЮБОЙ ЧАСТИ
klingjo01,Baseball Magazine All-Star,1908,ML,,C
foxne01,Gold Glove,1959,AL,,2B
olerujo01,Gold Glove,2003,AL,,1B
morenom01,TSN All-Star,1979,NL,,В ЛЮБОЙ ЧАСТИ
holloch01,Baseball Magazine All-Star,1922,NL,,СС
carribi02,Baseball Magazine All-Star,1909,ML,,C2
greenha01,Most Valuable Player,1940,AL,,
hubbeca01,TSN All-Star,1936,ML,,Р
pujolal01,Gold Glove,2006,NL,,1B
conceda01,TSN All-Star,1981,NL,,СС
penato01,Gold Glove,1983,NL,,C
teahema01,Hutch Award,2009,ML,,
gibsobo01,World Series MVP,1964,ML,,
parkeda01,Gold Glove,1979,NL,,В ЛЮБОЙ ЧАСТИ
jonessa02,TSN All-Star,1959,ML,,Р
kessido01,Lou Gehrig Memorial Award,1978,ML,,
johnsho01,Silver Slugger,1989,NL,,3B
mccormi03,Cy Young Award,1967,NL,,
morgajo02,TSN Player of the Year,1975,NL,,
alexape01,Baseball Magazine All-Star,1915,NL,,С1
bondsba01,Silver Slugger,2004,NL,,В ЛЮБОЙ ЧАСТИ
thomafr04,TSN All-Star,1994,AL,,1B
matheed01,TSN All-Star,1957,ML,,3B
munsoth01,TSN All-Star,1975,AL,,C
traynpi01,Baseball Magazine All-Star,1924,NL,,3B
wagneho01,Baseball Magazine All-Star,1912,ML,,СС
collied01,Baseball Magazine All-Star,1914,ML,,2B
taborji01,Baseball Magazine All-Star,1941,AL,,3B
cowenal01,Gold Glove,1977,AL,,В ЛЮБОЙ ЧАСТИ
daubeja01,Baseball Magazine All-Star,1920,NL,,1B
hermabi01,Baseball Magazine All-Star,1943,NL,,2B
campabe01,TSN All-Star,1974,AL,,СС
pepitjo01,Gold Glove,1965,AL,,1B
renteed01,Silver Slugger,2003,NL,,СС
baylodo01,TSN All-Star,1985,AL,,ДГ
vidrojo01,Silver Slugger,2003,NL,,2B
sosasa01,TSN Major League Player of the Year,1998,ML,,
murphda05,Most Valuable Player,1982,NL,,
martied01,Silver Slugger,2003,AL,,ДГ
parneme01,TSN All-Star,1949,ML,,Р
mayswi01,Gold Glove,1962,NL,,В ЛЮБОЙ ЧАСТИ
kessido01,Gold Glove,1969,NL,,СС
aparilu01,TSN All-Star,1972,AL,,СС
mazerbi01,TSN All-Star,1967,NL,,2B
gibsobo01,Gold Glove,1965,NL,,Р
forstte01,TSN Fireman of the Year,1974,AL,,
hernake01,Silver Slugger,1984,NL,,1B
sewelri01,Baseball Magazine All-Star,1943,NL,,С2
cabremi01,Silver Slugger,2010,AL,,1B
santoro01,TSN All-Star,1968,NL,,3B
versazo01,TSN All-Star,1965,AL,,СС
hernafe02,TSN Pitcher of the Year,2010,AL,,
smithlo01,TSN All-Star,1982,NL,,В ЛЮБОЙ ЧАСТИ
brettge01,TSN Major League Player of the Year,1980,ML,,
pearsal02,Rookie of the Year,1958,AL,,
jacksjo01,Baseball Magazine All-Star,1913,AL,,В ЛЮБОЙ ЧАСТИ
gibsoge01,Baseball Magazine All-Star,1910,ML,,C1
boonebr01,Gold Glove,2003,AL,,2B
greenmi01,Silver Slugger,1988,AL,,В ЛЮБОЙ ЧАСТИ
allendi01,Most Valuable Player,1972,AL,,
willima04,Gold Glove,1993,NL,,3B
vinafe01,Gold Glove,2001,NL,,2B
drabedo01,Cy Young Award,1990,NL,,
bresnro01,Baseball Magazine All-Star,1911,ML,,C1
scottge02,Gold Glove,1968,AL,,1B
henderi01,TSN All-Star,1990,AL,,В ЛЮБОЙ ЧАСТИ
anderga01,All-Star Game MVP,2003,ML,,
pendlte01,TSN All-Star,1991,NL,,3B
wynnea01,TSN All-Star,1959,ML,,Р
cartejo01,Silver Slugger,1992,AL,,В ЛЮБОЙ ЧАСТИ
mantlmi01,TSN All-Star,1962,AL,,В ЛЮБОЙ ЧАСТИ
slaugen01,Baseball Magazine All-Star,1949,NL,,RF
gehrilo01,TSN All-Star,1936,ML,,1B
chaseha01,Baseball Magazine All-Star,1909,AL,,1B
bondsba01,Gold Glove,1993,NL,,В ЛЮБОЙ ЧАСТИ
mcgwima01,Silver Slugger,1996,AL,,1B
piercbi02,TSN All-Star,1956,ML,,Р
lidgebr01,TSN Reliever of the Year,2008,NL,,
fieldpr01,Silver Slugger,2011,NL,,1B
morgajo02,Silver Slugger,1982,NL,,2B
vaughar01,Baseball Magazine All-Star,1935,ML,,СС
hartnga01,Baseball Magazine All-Star,1931,NL,,C
werbebi01,Baseball Magazine All-Star,1934,AL,,3B
roushed01,Baseball Magazine All-Star,1923,ML,,В ЛЮБОЙ ЧАСТИ
pierzaj01,Silver Slugger,2012,AL,,C
hornsro01,Most Valuable Player,1929,NL,,
stirnsn01,Baseball Magazine All-Star,1944,ML,,2B
robinbr01,TSN All-Star,1964,AL,,3B
cobbty01,Baseball Magazine All-Star,1921,ML,,В ЛЮБОЙ ЧАСТИ
collied01,Baseball Magazine All-Star,1909,ML,,2B
killeha01,TSN Player of the Year,1969,AL,,
grichbo01,Gold Glove,1974,AL,,2B
posadjo01,Silver Slugger,2003,AL,,C
baylodo01,TSN All-Star,1986,AL,,ДГ
terrybi01,Baseball Magazine All-Star,1929,ML,,1B
ordonma01,Silver Slugger,2002,AL,,В ЛЮБОЙ ЧАСТИ
henrito01,TSN All-Star,1949,ML,,1B
maddugr01,Gold Glove,2005,NL,,Р
greenha01,Baseball Magazine All-Star,1940,AL,,LF
stargwi01,TSN All-Star,1966,NL,,В ЛЮБОЙ ЧАСТИ
lonboji01,TSN Pitcher of the Year,1967,AL,,
ripkeca01,Silver Slugger,1994,AL,,СС
suttodo01,TSN All-Star,1976,NL,,RHP
puckeki01,Silver Slugger,1992,AL,,В ЛЮБОЙ ЧАСТИ
parneme01,Baseball Magazine All-Star,1949,AL,,С3
planked01,Baseball Magazine All-Star,1912,AL,,С3
guidrro01,Gold Glove,1985,AL,,Р
mazerbi01,Gold Glove,1963,NL,,2B
boonebr01,Gold Glove,1998,NL,,2B
boyerke01,TSN Major League Player of the Year,1964,ML,,
fernato01,Gold Glove,1988,AL,,СС
venturo01,Gold Glove,1999,NL,,3B
mageesh01,Baseball Magazine All-Star,1914,NL,,В ЛЮБОЙ ЧАСТИ
chapmra01,Baseball Magazine All-Star,1917,AL,,СС
duganjo01,Baseball Magazine All-Star,1924,ML,,3B
kinerra01,Baseball Magazine All-Star,1950,NL,,LF
ferrewe01,Baseball Magazine All-Star,1936,AL,,С3
clemero02,Pitching Triple Crown,1998,AL,,
norrimi01,Gold Glove,1981,AL,,Р
wellsve01,TSN All-Star,2006,AL,,В ЛЮБОЙ ЧАСТИ
grichbo01,TSN All-Star,1981,AL,,2B
bondsba01,Silver Slugger,2003,NL,,В ЛЮБОЙ ЧАСТИ
murphdw01,Gold Glove,1983,AL,,В ЛЮБОЙ ЧАСТИ
santibe01,Gold Glove,1988,NL,,C
hubbeca01,TSN Guide MVP,1933,NL,,
harrebu01,TSN All-Star,1971,NL,,СС
willite01,Triple Crown,1947,AL,,
moseswa01,Baseball Magazine All-Star,1936,AL,,RF
rodriiv01,Gold Glove,1997,AL,,C
saberbr01,Gold Glove,1989,AL,,Р
devliar01,Baseball Magazine All-Star,1910,ML,,3B
klingjo01,Baseball Magazine All-Star,1908,NL,,C
ruthba01,Baseball Magazine All-Star,1928,ML,,В ЛЮБОЙ ЧАСТИ
robinja02,Baseball Magazine All-Star,1949,NL,,2B
roberda01,Baseball Magazine All-Star,1916,NL,,В ЛЮБОЙ ЧАСТИ
dimagjo01,Most Valuable Player,1947,AL,,
coopece01,Silver Slugger,1982,AL,,1B
bedrost01,TSN Fireman of the Year,1987,NL,,
rolliji01,Silver Slugger,2007,NL,,СС
mcgwima01,Silver Slugger,1992,AL,,1B
jonesra01,TSN All-Star,1975,NL,,LHP
larkiba01,Lou Gehrig Memorial Award,1994,ML,,
archeji01,Baseball Magazine All-Star,1913,NL,,C
molitpa01,Silver Slugger,1987,AL,,ДГ
gehrilo01,Most Valuable Player,1927,AL,,
johnsbi03,Baseball Magazine All-Star,1943,AL,,3B
walkela01,Gold Glove,1993,NL,,В ЛЮБОЙ ЧАСТИ
wanerpa01,TSN All-Star,1937,ML,,В ЛЮБОЙ ЧАСТИ
santibe01,Silver Slugger,1987,NL,,C
cuyleki01,Baseball Magazine All-Star,1925,ML,,RF
bautijo02,Hank Aaron Award,2011,AL,,
hubbske01,Rookie of the Year,1962,NL,,
sheffga01,Silver Slugger,1996,NL,,В ЛЮБОЙ ЧАСТИ
warnelo01,Baseball Magazine All-Star,1932,NL,,С1
bankser01,Most Valuable Player,1959,NL,,
bartedi01,Baseball Magazine All-Star,1932,NL,,СС
whitalo01,Gold Glove,1984,AL,,2B
hunteto01,TSN All-Star,2002,AL,,В ЛЮБОЙ ЧАСТИ
koufasa01,TSN All-Star,1966,NL,,Р
drabedo01,TSN Pitcher of the Year,1990,NL,,
roushed01,Baseball Magazine All-Star,1920,NL,,В ЛЮБОЙ ЧАСТИ
shantbo01,Gold Glove,1958,AL,,Р
newhoha01,TSN All-Star,1946,ML,,Р
chaseha01,Baseball Magazine All-Star,1910,AL,,1B
powervi01,Gold Glove,1961,AL,,1B
floodcu01,Gold Glove,1964,NL,,В ЛЮБОЙ ЧАСТИ
munsoth01,TSN Player of the Year,1976,AL,,
cansejo01,TSN All-Star,1988,AL,,В ЛЮБОЙ ЧАСТИ
valvejo01,TSN Reliever of the Year,2007,NL,,
stottto01,Lou Gehrig Memorial Award,2000,ML,,
camniho01,Baseball Magazine All-Star,1909,NL,,С4
wettejo01,World Series MVP,1996,ML,,
richabo01,TSN All-Star,1962,AL,,2B
suttebr01,Babe Ruth Award,1982,NL,,РП
foxxji01,TSN All-Star,1938,ML,,1B
vaughar01,Baseball Magazine All-Star,1933,NL,,СС
samueju01,TSN All-Star,1987,NL,,2B
fellebo01,TSN All-Star,1947,ML,,Р
scottge02,Gold Glove,1972,AL,,1B
breamsi01,Hutch Award,1990,ML,,
slaugen01,TSN Player of the Year,1949,NL,,
arroybr01,Gold Glove,2010,NL,,Р
reardje01,Rolaids Relief Man Award,1985,NL,,
vanceda01,Baseball Magazine All-Star,1928,NL,,С1
jonesan01,Gold Glove,1998,NL,,В ЛЮБОЙ ЧАСТИ
victosh01,Branch Rickey Award,2011,ML,,
willibi01,TSN Major League Player of the Year,1972,ML,,
speaktr01,Baseball Magazine All-Star,1912,AL,,В ЛЮБОЙ ЧАСТИ
hoytwa01,Baseball Magazine All-Star,1927,AL,,С2
rodrial01,Gold Glove,2002,AL,,СС
ruthba01,Baseball Magazine All-Star,1930,ML,,RF
ofarrbo01,Baseball Magazine All-Star,1923,NL,,C
munsoth01,TSN All-Star,1973,AL,,C
garvest01,Roberto Clemente Award,1981,ML,,
crosbbo01,Rookie of the Year,2004,AL,,
palmeji01,TSN All-Star,1976,AL,,RHP
pagnoto01,Gold Glove,1992,NL,,C
martipe02,Pitching Triple Crown,1999,AL,,
hornsro01,TSN All-Star,1929,ML,,2B
hernali01,World Series MVP,1997,ML,,
reganph01,TSN Fireman of the Year,1966,NL,,
spahnwa01,TSN All-Star,1957,ML,,Р
garvest01,TSN All-Star,1977,NL,,1B
spencji01,Gold Glove,1977,AL,,1B
maddugr01,TSN Pitcher of the Year,1993,NL,,
bondsba01,TSN All-Star,1991,NL,,В ЛЮБОЙ ЧАСТИ
victosh01,Gold Glove,2008,NL,,В ЛЮБОЙ ЧАСТИ
templga01,TSN All-Star,1977,NL,,СС
jennija01,Rookie of the Year,2002,NL,,
sanfoja02,Rookie of the Year,1957,NL,,
stanlmi02,Silver Slugger,1993,AL,,C
carltst01,TSN All-Star,1969,NL,,LHP
rolfere01,TSN All-Star,1939,ML,,3B
richabo01,Gold Glove,1962,AL,,2B
leiteal01,TSN All-Star,1996,NL,,LHP
mattido01,Gold Glove,1989,AL,,1B
earnsge01,TSN All-Star,1931,ML,,Р
eckerde01,Cy Young Award,1992,AL,,
ferrewe01,Baseball Magazine All-Star,1930,ML,,С2
piazzmi01,Silver Slugger,1994,NL,,C
bondsba01,Silver Slugger,1993,NL,,В ЛЮБОЙ ЧАСТИ
mizejo01,TSN All-Star,1948,ML,,1B
jackstr01,Baseball Magazine All-Star,1929,ML,,СС
kessido01,TSN All-Star,1970,NL,,СС
hernake01,Gold Glove,1988,NL,,1B
winebo01,Gold Glove,1963,NL,,СС
hornsro01,Baseball Magazine All-Star,1921,NL,,2B
mcbeaal01,TSN Fireman of the Year,1964,NL,,
keltnke01,Baseball Magazine All-Star,1942,AL,,3B
otisam01,Gold Glove,1971,AL,,В ЛЮБОЙ ЧАСТИ
colonba01,TSN Pitcher of the Year,2005,AL,,
gibsobo01,World Series MVP,1967,ML,,
santoro01,Gold Glove,1966,NL,,3B
papeljo01,Babe Ruth Award,2007,AL,,Р
allendi01,TSN All-Star,1972,AL,,1B
speaktr01,Baseball Magazine All-Star,1916,ML,,В ЛЮБОЙ ЧАСТИ
riceji01,TSN All-Star,1975,AL,,В ЛЮБОЙ ЧАСТИ
leiteal01,Roberto Clemente Award,2000,ML,,
wilsowi02,Silver Slugger,1980,AL,,В ЛЮБОЙ ЧАСТИ
davisto02,TSN All-Star,1963,NL,,В ЛЮБОЙ ЧАСТИ
garcida01,Silver Slugger,1982,AL,,2B
myersra01,Rolaids Relief Man Award,1997,AL,,
willite01,TSN Player of the Year,1957,AL,,
johnsho01,TSN All-Star,1989,NL,,3B
ferrida01,Baseball Magazine All-Star,1945,AL,,С2
munsoth01,TSN All-Star,1976,AL,,C
berrayo01,TSN All-Star,1954,ML,,C
burksel01,Gold Glove,1990,AL,,В ЛЮБОЙ ЧАСТИ
glaustr01,TSN All-Star,2001,AL,,3B
burgesm01,TSN All-Star,1961,NL,,C
devliar01,Baseball Magazine All-Star,1910,NL,,3B
goodedw01,TSN All-Star,1985,NL,,RHP
henderi01,Gold Glove,1981,AL,,В ЛЮБОЙ ЧАСТИ
ricesa01,Baseball Magazine All-Star,1920,AL,,В ЛЮБОЙ ЧАСТИ
bergewa01,Baseball Magazine All-Star,1935,NL,,CF
walshed01,Baseball Magazine All-Star,1908,ML,,С1
palmede01,TSN All-Star,1999,AL,,3B
allenjo02,TSN Major League Player of the Year,1937,ML,,
jacksjo01,Baseball Magazine All-Star,1916,AL,,В ЛЮБОЙ ЧАСТИ
hubbeca01,TSN Major League Player of the Year,1936,ML,,
derripa01,Baseball Magazine All-Star,1940,NL,,С2
mazerbi01,Gold Glove,1960,NL,,2B
boonebo01,Gold Glove,1987,AL,,C
quiseda01,TSN Fireman of the Year,1982,AL,,
jonesan01,Gold Glove,2005,NL,,В ЛЮБОЙ ЧАСТИ
lazzeto01,TSN All-Star,1932,ML,,2B
brosisc01,Babe Ruth Award,1998,AL,,3B
oneilst01,Baseball Magazine All-Star,1921,ML,,C
boudrlo01,Baseball Magazine All-Star,1946,AL,,СС
ageeto01,Gold Glove,1970,NL,,В ЛЮБОЙ ЧАСТИ
crowdal01,Baseball Magazine All-Star,1928,AL,,С1
beltrad01,Silver Slugger,2004,NL,,3B
rolfere01,Baseball Magazine All-Star,1938,ML,,3B
soriaal01,Silver Slugger,2006,NL,,В ЛЮБОЙ ЧАСТИ
dyeje01,TSN All-Star,2006,AL,,В ЛЮБОЙ ЧАСТИ
collied01,Baseball Magazine All-Star,1913,ML,,2B
winfida01,Gold Glove,1980,NL,,В ЛЮБОЙ ЧАСТИ
jayjo01,TSN All-Star,1961,NL,,Р
waltebu01,Baseball Magazine All-Star,1940,NL,,С1
yastrca01,All-Star Game MVP,1970,ML,,
dimagjo01,TSN All-Star,1941,ML,,В ЛЮБОЙ ЧАСТИ
verlaju01,Rookie of the Year,2006,AL,,
soriaal01,Silver Slugger,2002,AL,,2B
simmoal01,Baseball Magazine All-Star,1931,AL,,LF
justida01,Rookie of the Year,1990,NL,,
heilmha01,Baseball Magazine All-Star,1923,AL,,В ЛЮБОЙ ЧАСТИ
gwynnto01,TSN All-Star,1997,NL,,В ЛЮБОЙ ЧАСТИ
clarkjo01,Pitching Triple Crown,1889,NL,,
grimmch01,Baseball Magazine All-Star,1923,NL,,1B
glaustr01,Silver Slugger,2000,AL,,3B
ruffire01,Baseball Magazine All-Star,1938,AL,,С1
maranra01,Baseball Magazine All-Star,1920,NL,,СС
oneilti01,Triple Crown,1887,AA,,
griffke02,Gold Glove,1995,AL,,В ЛЮБОЙ ЧАСТИ
mathech01,Baseball Magazine All-Star,1914,NL,,С2
rommeed01,Baseball Magazine All-Star,1922,AL,,С3
crowdal01,Baseball Magazine All-Star,1933,AL,,С3
johnsbi03,Baseball Magazine All-Star,1943,ML,,3B
cartega01,Silver Slugger,1985,NL,,C
roberro01,TSN All-Star,1955,ML,,Р
evansdw01,Gold Glove,1981,AL,,В ЛЮБОЙ ЧАСТИ
hornsro01,Baseball Magazine All-Star,1920,NL,,2B
helmsto01,Gold Glove,1971,NL,,2B
torrejo01,Gold Glove,1965,NL,,C
santoro01,TSN All-Star,1972,NL,,3B
greenha01,Baseball Magazine All-Star,1945,AL,,LF
seweljo01,TSN All-Star,1926,ML,,СС
fieldce01,TSN All-Star,1991,AL,,1B
gehrilo01,TSN All-Star,1927,ML,,1B
dickebi01,Baseball Magazine All-Star,1937,ML,,C
ruffire01,Baseball Magazine All-Star,1941,AL,,С3
slaugen01,Baseball Magazine All-Star,1942,NL,,RF
smithle02,Rolaids Relief Man Award,1992,NL,,
