playerid,yearid,teamid,lgid,round,pos,g,gs,innouts,po,a,e,dp,tp,pb,sb,cs
brownbo04,1981,NYA,AL,WS,CF,1,0,6.0,1,0,0,0,0,,,
lopezja02,2010,SFN,NL,WS,Р,2,0,2.0,0,0,0,0,0,,0.0,0.0
etchean01,1973,BAL,AL,ALCS,C,4,4,108.0,30,2,0,0,0,0.0,0.0,1.0
webstmi01,1989,CHN,NL,NLCS,RF,1,0,1.0,0,0,0,0,0,,,
penaca01,2010,TBA,AL,ОДЛС1,1B,4,4,108.0,37,4,0,5,0,,,
slaugdo01,1990,PIT,NL,NLCS,C,4,4,96.0,22,1,1,0,0,0.0,5.0,1.0
musiast01,1944,SLN,NL,WS,RF,6,6,165.0,11,0,1,0,0,,,
mesajo01,1997,CLE,AL,ОДЛС1,Р,2,0,10.0,0,1,0,0,0,,0.0,0.0
jordabr01,1999,ATL,NL,НЛДС1,RF,4,4,117.0,12,1,0,0,0,,,
maybejo01,1977,KCA,AL,ALCS,1B,4,4,90.0,29,1,2,0,0,,,
mlickda01,2001,HOU,NL,НЛДС1,Р,1,1,15.0,0,0,0,0,0,,0.0,0.0
ellisdo01,1970,PIT,NL,NLCS,Р,1,1,29.0,0,3,0,0,0,,0.0,0.0
bakerdu01,1977,LAN,NL,NLCS,LF,4,4,108.0,3,0,0,0,0,,,
eyresc01,2002,SFN,NL,НЛДС1,Р,3,0,4.0,1,1,0,0,0,,0.0,0.0
mathemi01,2004,SLN,NL,WS,C,4,3,72.0,14,0,0,0,0,0.0,0.0,0.0
rosebjo01,1966,LAN,NL,WS,C,4,4,102.0,22,2,0,1,0,0.0,0.0,1.0
hernara01,1975,PIT,NL,NLCS,Р,1,0,2.0,0,0,0,0,0,,0.0,0.0
rueteki01,2003,SFN,NL,НЛДС1,Р,1,1,15.0,2,0,0,0,0,,0.0,0.0
grandcu01,2011,NYA,AL,ОДЛС1,CF,5,5,,7,1,0,0,0,,,
covinwe01,1957,ML1,NL,WS,LF,7,7,186.0,13,1,0,1,0,,,
lindsji01,1931,SLN,NL,WS,Р,2,0,10.0,0,0,0,0,0,,0.0,0.0
foliti01,1982,CAL,AL,ALCS,СС,5,5,126.0,7,7,0,1,0,,,
carribi02,1915,BOS,AL,WS,C,1,1,27.0,8,0,0,0,0,0.0,0.0,0.0
lackejo01,2009,LAA,AL,ОДЛС2,Р,1,1,22.0,2,0,0,0,0,,0.0,0.0
stevele01,1999,TEX,AL,ОДЛС2,1B,3,3,75.0,25,2,0,1,0,,,
halldi01,1969,BAL,AL,WS,Р,1,0,0.0,0,0,0,0,0,,0.0,0.0
russebi01,1981,LAN,NL,NLCS,СС,5,5,132.0,10,15,0,3,0,,,
perezed02,1998,ATL,NL,NLCS,C,3,1,30.0,6,0,0,0,0,0.0,1.0,1.0
sheffga01,2003,ATL,NL,НЛДС2,RF,4,4,105.0,4,1,0,0,0,,,
tenacge01,1973,OAK,AL,ALCS,1B,5,5,120.0,38,3,0,2,0,,,
perezpa01,1982,ATL,NL,NLCS,Р,2,1,26.0,0,1,0,0,0,,0.0,0.0
coninje01,2003,FLO,NL,WS,LF,3,3,90.0,5,0,0,0,0,,,
affelje01,2012,SFN,NL,НЛДС2,Р,3,0,11.0,0,1,0,0,0,0.0,0.0,0.0
howarel01,1956,NYA,AL,WS,LF,1,1,27.0,2,0,0,0,0,,,
riverju01,2005,LAA,AL,ALCS,LF,1,1,27.0,4,0,0,0,0,,,
gilliji01,1955,BRO,NL,WS,LF,4,3,78.0,4,1,0,0,0,,,
sheanda01,1918,BOS,AL,WS,2B,6,6,159.0,15,16,0,3,0,,,
schmimi01,1980,PHI,NL,NLCS,3B,5,5,148.0,3,17,1,2,0,,,
riverma01,1997,NYA,AL,ОДЛС1,Р,2,0,6.0,1,0,0,0,0,,0.0,0.0
rueteki01,2002,SFN,NL,NLCS,Р,2,2,33.0,2,3,0,1,0,,0.0,0.0
nelsoje01,2000,NYA,AL,WS,Р,3,0,8.0,1,1,0,1,0,,0.0,0.0
johnsni01,2003,NYA,AL,ALCS,1B,7,7,192.0,61,3,0,9,0,,,
martito02,2004,ATL,NL,НЛДС2,Р,2,0,1.0,0,0,0,0,0,,0.0,0.0
mcnalda01,1970,BAL,AL,ALCS,Р,1,1,27.0,0,0,0,0,0,,0.0,0.0
hebneri01,1977,PHI,NL,NLCS,1B,3,3,78.0,32,0,0,2,0,,,
gonzaal02,2003,FLO,NL,NLCS,СС,7,7,173.0,6,26,1,4,0,,,
gamblos01,1981,NYA,AL,WS,RF,1,1,24.0,2,0,0,0,0,,,
veresda01,2001,SLN,NL,НЛДС2,Р,2,0,3.0,0,0,0,0,0,,0.0,0.0
wilsoen01,2001,NYA,AL,ALCS,СС,1,0,6.0,0,0,0,0,0,,,
hergema01,2003,SFN,NL,НЛДС1,Р,3,0,13.0,1,0,0,0,0,,1.0,0.0
bauerha01,1949,NYA,AL,WS,RF,3,1,45.0,3,0,0,0,0,,,
vandejo02,1998,SDN,NL,WS,LF,1,1,21.0,1,0,0,0,0,,,
washiul01,1980,KCA,AL,WS,СС,6,6,156.0,8,21,1,4,0,,,
nenro01,1997,FLO,NL,НЛДС1,Р,2,0,6.0,0,0,0,0,0,,1.0,0.0
friscfr01,1934,SLN,NL,WS,2B,7,7,196.0,17,26,2,1,0,,,
leibrch01,1985,KCA,AL,WS,Р,2,2,49.0,1,2,0,0,0,,0.0,0.0
balfogr01,2008,TBA,AL,ALCS,Р,4,0,7.0,0,0,0,0,0,,0.0,0.0
northji01,1968,DET,AL,WS,LF,4,0,24.0,1,0,0,0,0,,,
mulhote01,1999,ATL,NL,WS,Р,2,0,11.0,1,0,0,0,0,,0.0,0.0
izturce01,2004,LAN,NL,НЛДС1,СС,4,4,102.0,8,12,0,3,0,,,
betanra01,2009,COL,NL,НЛДС2,Р,3,0,7.0,0,0,0,0,0,,0.0,0.0
hernaor01,1998,NYA,AL,WS,Р,1,1,21.0,1,1,0,0,0,,0.0,0.0
rosepe01,1980,PHI,NL,WS,1B,6,6,161.0,49,6,0,8,0,,,
assenpa01,1997,CLE,AL,ОДЛС1,Р,4,0,10.0,0,0,0,0,0,,0.0,0.0
conceda01,1979,CIN,NL,NLCS,СС,3,3,87.0,2,13,0,2,0,,,
sojolu01,1996,NYA,AL,ОДЛС2,2B,2,0,9.0,1,1,0,0,0,,,
castito02,1993,TOR,AL,WS,Р,2,0,10.0,0,0,0,0,0,,1.0,0.0
youngmi02,2011,TEX,AL,ОДЛС2,ДГ,4,1,,5,0,0,0,0,,,
pinaho01,1973,OAK,AL,WS,Р,2,0,9.0,0,0,0,0,0,,0.0,0.0
boddimi01,1990,BOS,AL,ALCS,Р,1,1,24.0,0,2,1,0,0,,3.0,2.0
burkejo03,2000,ATL,NL,НЛДС1,Р,1,0,4.0,0,0,0,0,0,,0.0,0.0
sandesc01,1981,MON,NL,НЕДIV,Р,1,1,8.0,0,1,0,0,0,,0.0,0.0
germaes01,2011,TEX,AL,WS,2B,1,0,,0,0,0,0,0,,,
vizcajo01,2005,HOU,NL,НЛДС2,2B,1,0,3.0,0,1,0,1,0,,,
gehrilo01,1938,NYA,AL,WS,1B,4,4,108.0,26,3,0,4,0,,,
guerrma02,2006,MIN,AL,ОДЛС2,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
balbost01,1985,KCA,AL,WS,1B,7,7,186.0,70,3,0,1,0,,,
bradlmi01,2006,OAK,AL,ALCS,RF,4,4,104.0,8,0,0,0,0,,,
mclemma01,1999,TEX,AL,ОДЛС2,2B,3,3,75.0,2,9,0,1,0,,,
ryanro01,1922,NY1,NL,WS,Р,1,0,6.0,0,0,0,0,0,,0.0,0.0
beltrca01,2012,SLN,NL,НЛДС1,RF,5,5,132.0,14,0,0,0,0,0.0,0.0,0.0
bucknbi01,1986,BOS,AL,WS,1B,7,7,173.0,53,7,1,5,0,,,
ortizra01,2002,ANA,AL,ОДЛС1,Р,1,1,8.0,0,0,0,0,0,,0.0,0.0
boggswa01,1988,BOS,AL,ALCS,3B,4,4,102.0,6,6,0,1,0,,,
stewada01,1989,OAK,AL,ALCS,Р,2,2,48.0,0,1,0,0,0,,5.0,0.0
popovpa01,1974,PIT,NL,NLCS,СС,3,0,21.0,1,0,0,0,0,,,
jonesan01,2003,ATL,NL,НЛДС2,CF,5,5,132.0,8,1,1,1,0,,,
bauerha01,1953,NYA,AL,WS,RF,6,6,156.0,14,0,0,0,0,,,
osbordo01,1996,SLN,NL,НЛДС2,Р,1,1,12.0,0,1,0,0,0,,0.0,0.0
grissle01,1939,CIN,NL,WS,Р,1,0,4.0,0,0,0,0,0,,0.0,0.0
mathemi01,2001,SLN,NL,НЛДС2,C,4,3,77.0,20,1,0,0,0,0.0,0.0,2.0
farnsky01,2010,ATL,NL,НЛДС2,Р,2,0,6.0,0,0,0,0,0,,0.0,0.0
duncama01,1996,NYA,AL,ALCS,2B,4,4,102.0,5,7,1,0,0,,,
lemkema01,1995,ATL,NL,НЛДС1,2B,4,4,111.0,8,16,0,3,0,,,
blackbu02,1984,KCA,AL,ALCS,Р,1,1,15.0,1,1,0,0,0,,0.0,0.0
mathije01,2009,LAA,AL,ОДЛС2,C,2,1,30.0,7,0,1,0,0,0.0,0.0,0.0
tenacge01,1972,OAK,AL,WS,C,6,6,159.0,45,4,1,1,0,0.0,11.0,2.0
daviser01,2000,SLN,NL,NLCS,RF,2,2,48.0,5,0,0,0,0,,,
walkbo01,1990,PIT,NL,NLCS,Р,2,2,39.0,2,1,0,0,0,,1.0,0.0
forscke01,1980,HOU,NL,NLCS,Р,2,1,26.0,1,0,0,0,0,,2.0,1.0
nixonot01,1992,ATL,NL,WS,CF,6,6,163.0,18,0,0,0,0,,,
glavito02,2000,ATL,NL,НЛДС1,Р,1,1,7.0,0,0,0,0,0,,0.0,0.0
lopezja02,2012,SFN,NL,NLCS,Р,3,0,7.0,0,0,0,0,0,0.0,0.0,0.0
fordle01,2012,BAL,AL,ОДЛС1,ДГ,3,0,0.0,0,0,0,0,0,0.0,0.0,0.0
stargwi01,1979,PIT,NL,WS,1B,7,7,186.0,59,2,2,9,0,,,
rizzuph01,1942,NYA,AL,WS,СС,5,5,132.0,15,15,1,1,0,,,
jeterde01,1998,NYA,AL,ALCS,СС,6,6,168.0,9,13,0,5,0,,,
smoltjo01,1995,ATL,NL,WS,Р,1,1,7.0,0,0,0,0,0,,0.0,0.0
bartedi01,1940,DET,AL,WS,СС,7,7,177.0,12,11,1,2,0,,,
pettian01,1999,NYA,AL,ALCS,Р,1,1,22.0,0,0,0,0,0,,1.0,0.0
coxda01,1992,PIT,NL,NLCS,Р,2,0,4.0,0,0,0,0,0,,0.0,0.0
mcmahdo02,1957,ML1,NL,WS,Р,3,0,15.0,0,2,0,0,0,,0.0,1.0
lansfca01,1979,CAL,AL,ALCS,3B,4,4,107.0,4,8,0,3,0,,,
johnsda02,1969,BAL,AL,WS,2B,5,5,129.0,8,15,0,4,0,,,
olsongr02,1993,ATL,NL,NLCS,C,2,1,25.0,10,0,0,0,0,0.0,0.0,0.0
smoltjo01,1999,ATL,NL,НЛДС1,Р,1,1,21.0,0,1,0,0,0,,1.0,0.0
feldmsc01,2011,TEX,AL,ALCS,Р,3,0,,0,2,0,0,0,,,
hernara02,2000,OAK,AL,ОДЛС1,C,5,5,129.0,35,2,1,0,0,0.0,1.0,2.0
gilliji01,1966,LAN,NL,WS,3B,2,2,54.0,3,4,1,1,0,,,
wittbo01,1992,OAK,AL,ALCS,Р,1,0,3.0,0,0,0,0,0,,0.0,0.0
hoagmy01,1937,NYA,AL,WS,LF,5,5,132.0,11,0,0,0,0,,,
nagych01,1995,CLE,AL,ОДЛС1,Р,1,1,21.0,2,1,0,0,0,,0.0,0.0
santajo01,2004,MIN,AL,ОДЛС2,Р,2,2,36.0,0,0,0,0,0,,1.0,1.0
theodge01,1973,NYN,NL,WS,LF,1,0,6.0,1,0,0,0,0,,,
brusswa01,1981,PHI,NL,НЕДIV,Р,2,0,11.0,0,0,0,0,0,,2.0,0.0
blylebe01,1987,MIN,AL,WS,Р,2,2,39.0,0,1,0,0,0,,2.0,1.0
rockejo01,1999,ATL,NL,NLCS,Р,6,0,20.0,0,0,0,0,0,,3.0,1.0
lohseky01,2003,MIN,AL,ОДЛС1,Р,1,1,15.0,1,1,0,0,0,,0.0,0.0
wettejo01,1998,TEX,AL,ОДЛС2,Р,1,0,3.0,0,0,0,0,0,,1.0,0.0
mientdo01,2007,NYA,AL,ОДЛС2,1B,4,3,69.0,23,0,0,5,0,,,
myersmi01,2004,BOS,AL,ALCS,Р,3,0,7.0,0,0,0,0,0,,0.0,0.0
salazlu01,1984,SDN,NL,NLCS,CF,2,0,9.0,0,0,0,0,0,,,
grossgr01,1980,PHI,NL,NLCS,LF,1,0,12.0,1,0,0,0,0,,,
houghch01,1977,LAN,NL,WS,Р,2,0,15.0,0,0,0,0,0,,1.0,0.0
kaplega01,2003,BOS,AL,ALCS,CF,2,2,51.0,5,0,0,0,0,,,
gonzami01,1929,CHN,NL,WS,C,1,0,6.0,2,0,0,0,0,0.0,0.0,0.0
mcewijo01,2000,NYN,NL,НЛДС2,3B,1,0,6.0,0,0,0,0,0,,,
astacez01,2005,HOU,NL,WS,Р,1,0,2.0,0,0,0,0,0,,0.0,0.0
reuscri01,1987,SFN,NL,NLCS,Р,2,2,30.0,0,3,1,0,0,,0.0,2.0
rebouje01,1997,BAL,AL,ALCS,СС,1,0,10.0,0,0,0,0,0,,,
cruzne02,2010,TEX,AL,ОДЛС1,RF,3,3,81.0,7,1,0,0,0,,,
jurgebi01,1935,CHN,NL,WS,СС,6,6,158.0,16,15,1,4,0,,,
bellde01,1992,TOR,AL,ALCS,RF,2,0,12.0,1,0,0,0,0,,,
leachto01,1909,PIT,NL,WS,CF,7,7,156.0,16,1,0,0,0,0.0,0.0,0.0
shantbo01,1960,NYA,AL,WS,Р,3,0,19.0,3,2,0,1,0,,0.0,0.0
clemero02,2003,NYA,AL,WS,Р,1,1,21.0,1,1,0,0,0,,0.0,0.0
clemero02,2005,HOU,NL,НЛДС2,Р,2,1,24.0,1,0,0,0,0,,1.0,0.0
nixontr01,1998,BOS,AL,ОДЛС1,RF,2,1,30.0,3,0,0,0,0,,,
morrima01,2004,SLN,NL,WS,Р,1,1,13.0,0,0,0,0,0,,0.0,0.0
teixema01,2010,NYA,AL,ОДЛС2,1B,3,3,81.0,31,0,0,3,0,,,
beardge01,1948,CLE,AL,WS,Р,2,1,32.0,0,7,0,1,0,,0.0,0.0
milbola01,1981,NYA,AL,ALCS,СС,3,3,78.0,2,7,0,2,0,,,
shafeti01,1912,NY1,NL,WS,СС,3,0,17.0,1,4,0,0,0,,,
lansfca01,1988,OAK,AL,WS,3B,5,5,131.0,8,7,0,1,0,,,
durhara01,2000,CHA,AL,ОДЛС2,2B,3,3,82.0,8,6,0,2,0,,,
reardje01,1987,MIN,AL,ALCS,Р,4,0,16.0,0,1,0,0,0,,0.0,0.0
norenir01,1952,NYA,AL,WS,LF,1,1,24.0,1,0,0,0,0,,,
karroer01,2003,CHN,NL,NLCS,1B,5,3,86.0,29,1,0,2,0,,,
maddoni01,1909,PIT,NL,WS,Р,1,1,27.0,0,1,0,0,0,,0.0,1.0
powelbo01,1970,BAL,AL,WS,1B,5,5,135.0,38,2,0,3,0,,,
dempsri01,1988,LAN,NL,WS,C,2,1,45.0,13,1,0,0,0,0.0,0.0,0.0
lindjo01,1991,PIT,NL,NLCS,2B,7,7,189.0,12,24,1,1,0,,,
henderi01,1981,OAK,AL,AWDIV,LF,3,3,81.0,8,0,0,0,0,,,
etchean01,1974,BAL,AL,ALCS,C,2,2,48.0,7,1,0,0,0,0.0,0.0,1.0
tenacge01,1972,OAK,AL,ALCS,C,5,5,123.0,19,3,0,0,0,1.0,0.0,1.0
mcgrifr01,1997,ATL,NL,НЛДС2,1B,3,3,81.0,27,3,0,2,0,,,
klinest02,2002,SLN,NL,НЛДС2,Р,2,0,4.0,0,0,0,0,0,,0.0,0.0
oberkke01,1982,SLN,NL,NLCS,3B,3,3,81.0,2,4,1,1,0,,,
biggicr01,2004,HOU,NL,НЛДС2,LF,5,5,99.0,5,0,0,0,0,,,
riggsle01,1941,BRO,NL,WS,3B,2,2,54.0,1,5,0,1,0,,,
canoro01,2009,NYA,AL,ALCS,2B,6,6,176.0,14,21,2,5,0,,,
hughero01,1945,CHN,NL,WS,СС,6,6,153.0,13,18,0,2,0,,,
larocda01,1979,CAL,AL,ALCS,Р,1,0,4.0,0,0,0,0,0,,0.0,0.0
dykstle01,1988,NYN,NL,NLCS,CF,7,4,115.0,9,0,0,0,0,,,
veresda01,2002,SLN,NL,NLCS,Р,2,0,11.0,0,1,0,0,0,,0.0,0.0
heepda01,1986,NYN,NL,WS,LF,1,1,15.0,1,0,0,0,0,,,
brownad01,2003,BOS,AL,ОДЛС2,RF,1,0,9.0,0,0,0,0,0,,,
vazqura01,2001,SEA,AL,ОДЛС1,СС,1,0,3.0,0,1,0,0,0,,,
crosbed01,1973,CIN,NL,NLCS,СС,2,0,12.0,1,2,0,0,0,,,
mantlmi01,1962,NYA,AL,WS,CF,7,7,183.0,11,0,0,0,0,,,
phillbr01,2012,CIN,NL,НЛДС2,2B,5,5,138.0,8,14,0,1,0,0.0,0.0,0.0
myersra01,1996,BAL,AL,ALCS,Р,3,0,12.0,0,0,0,0,0,,0.0,0.0
orsater01,1931,SLN,NL,WS,LF,1,1,27.0,0,0,0,0,0,,,
valenfe01,1981,LAN,NL,NLCS,Р,2,2,44.0,0,2,0,0,0,,0.0,1.0
bayja01,2008,BOS,AL,ОДЛС1,LF,4,4,117.0,2,1,0,0,0,,,
mcgresc01,1979,BAL,AL,ALCS,Р,1,1,27.0,0,0,0,0,0,,0.0,0.0
martite01,1975,OAK,AL,ALCS,2B,3,0,12.0,1,1,0,0,0,,,
jacksre01,1971,OAK,AL,ALCS,RF,3,3,75.0,10,1,0,0,0,,,
leskacu01,1995,COL,NL,НЛДС1,Р,3,0,9.0,0,0,0,0,0,,0.0,0.0
belinst01,1991,PIT,NL,NLCS,Р,3,0,15.0,0,1,0,0,0,,0.0,0.0
smithoz01,1996,SLN,NL,NLCS,СС,2,2,51.0,7,2,0,1,0,,,
fostege01,1975,CIN,NL,NLCS,LF,3,3,84.0,7,0,0,0,0,,,
clemero02,2000,NYA,AL,ОДЛС1,Р,2,2,33.0,0,2,0,0,0,,0.0,0.0
gedmari01,1986,BOS,AL,WS,C,7,7,188.0,46,3,2,2,0,1.0,7.0,2.0
wendetu01,2000,NYN,NL,NLCS,Р,2,0,4.0,0,0,0,0,0,,0.0,0.0
carltst01,1983,PHI,NL,NLCS,Р,2,2,41.0,1,5,0,0,0,,0.0,2.0
leonade01,1977,KCA,AL,ALCS,Р,2,1,27.0,0,0,0,0,0,,0.0,0.0
rivaslu01,2003,MIN,AL,ОДЛС1,2B,4,4,93.0,4,13,0,3,0,,,
goodedw01,1988,NYN,NL,NLCS,Р,3,2,55.0,1,3,0,0,0,,5.0,1.0
ericksc01,1996,BAL,AL,ALCS,Р,2,2,34.0,0,2,0,0,0,,2.0,0.0
grissma01,1954,NY1,NL,WS,Р,1,0,8.0,0,0,0,0,0,,0.0,0.0
lowelmi01,2007,BOS,AL,ALCS,3B,7,7,189.0,5,17,0,1,0,,,
cicoted01,1917,CHA,AL,WS,Р,3,2,69.0,0,7,1,0,0,,4.0,0.0
drabomo01,1966,BAL,AL,WS,Р,1,0,20.0,0,0,0,0,0,,0.0,0.0
justida01,2000,NYA,AL,WS,LF,5,5,126.0,8,1,0,0,0,,,
whitefr01,1985,KCA,AL,ALCS,2B,7,7,188.0,9,28,0,2,0,,,
laneja01,2005,HOU,NL,НЛДС2,RF,4,4,129.0,11,2,0,0,0,,,
bystrma01,1980,PHI,NL,WS,Р,1,1,15.0,1,1,0,0,0,,1.0,0.0
olearch01,1907,DET,AL,WS,СС,5,5,138.0,12,15,2,0,0,,,
jacksre01,1974,OAK,AL,WS,RF,5,5,120.0,8,1,1,0,0,,,
cathemi01,1997,ATL,NL,НЛДС2,Р,1,0,6.0,0,0,0,0,0,,0.0,0.0
meuseir01,1922,NY1,NL,WS,LF,5,5,138.0,3,0,0,0,0,,,
ayalabo01,1995,SEA,AL,ALCS,Р,2,0,11.0,0,0,0,0,0,,2.0,0.0
