lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
14,abbotku01,,,1969.0,6.0,2.0,США,Ооо.,Зансвилль,,,,,,,Курт,Эбботт,,Курт Томас,,180.0,71.0,Р,Р,9/8/1993,4/13/2001,,abbotku01,abbotku01,abbok002,abbotku01,abbotku01
15,abbotky01,,,1968.0,2.0,18.0,США,МЭТ,Ньюберипорт,,,,,,,Кайл,Эбботт,,Лоуренс Кайл,,200.0,76.0,L,L,9/10/1991,8/24/1996,Кэл Сент-Лонг-Бич,abbotky01,abbotky01,abbok001,abbotky01,abbotky01
16,abbotod01,,,1888.0,9.0,5.0,США,ПА,Новый орел,1933.0,4.0,13.0,США,РС,Вашингтон,Оди,Эбботт,,Оди Клеон,,180.0,74.0,Р,Р,9/10/1910,10/15/1910,,abbotod01,abbotod01,abboo101,abbotod01,abbotod01
17,abbotpa01,,,1967.0,9.0,15.0,США,КА,Ван-Найс,,,,,,,Пол,Эбботт,,Пол Давид,,185.0,75.0,Р,Р,8/21/1990,8/7/2004,,abbotpa01,abbotpa01,abbop001,abbotpa01,abbotpa01
18,aberal01,,,1927.0,7.0,31.0,США,Ооо.,Кливленд,1993.0,5.0,20.0,США,Ооо.,Гарфилд Хайтс,Al,Абер,,Альберт Юлиус,Левый,195.0,74.0,L,L,9/15/1950,9/11/1957,,aberal01,aberal01,abera101,aberal01,aberal01
19,abercda01,,,1851.0,1.0,2.0,США,MD,Форт-Тоусон,1939.0,11.0,11.0,США,ПА,Филадельфия,Фрэнсис,Аберкромби,"Раньше считалось, что это Дэйв Аберкромби.",Фрэнсис Паттерсон,,,,,,10/21/1871,10/21/1871,,abercda01,abercda01,aberd101,abercda01,abercda01
20,abernbi01,,,1929.0,1.0,30.0,США,КА,Торренс,2006.0,2.0,19.0,США,КА,Юкайпа,Билл,Абернати,,Уильям Эдвард,,190.0,70.0,Р,Р,9/27/1952,9/27/1952,,abernbi01,abernbi01,aberb101,abernbi01,abernbi01
21,abernbr01,,,1977.0,9.0,23.0,США,GA,Атланта,,,,,,,Брент,Абернати,,,,185.0,73.0,Р,Р,6/25/2001,9/29/2005,,abernbr01,abernbr01,aberb001,abernbr01,abernbr01
22,abernte01,,,1921.0,10.0,30.0,США,НС,Мебан,2001.0,11.0,16.0,США,НС,Шарлотта,Тал,Абернати,также зовут Тед.,Талмадж Лафайетт,,210.0,74.0,Р,L,9/19/1942,4/29/1944,,abernte01,abernte01,abert102,abernte01,abernte01
23,abernte02,,,1933.0,3.0,6.0,США,НС,Стэнли,2004.0,12.0,16.0,США,НС,Гастония,Тед,Абернати,,Теодор Уэйд,,215.0,76.0,Р,Р,4/13/1955,9/30/1972,,abernte02,abernte02,abert101,abernte02,abernte02
24,abernwo01,,,1915.0,2.0,1.0,США,НС,Лесной город,1994.0,12.0,5.0,США,KY,Луисвилль,Вуди,Абернати,,Вирджил Вудроу,,170.0,72.0,L,L,7/28/1946,4/17/1947,,abernwo01,abernwo01,aberw101,abernwo01,abernwo01
25,aberscl01,,,1921.0,8.0,28.0,США,Ил,Чикаго,1973.0,6.0,23.0,США,КА,Вальехо,Клифф,Эберсон,,Клиффорд Александр,Киф,200.0,72.0,Р,Р,7/18/1947,5/9/1949,,aberscl01,aberscl01,aberc101,aberscl01,aberscl01
26,ablesha01,,,1883.0,10.0,4.0,США,TX,Террелл,1951.0,2.0,8.0,США,TX,Сан-Антонио,Гарри,Эблесы,,Гарри Террелл,Ханс,200.0,74.0,Р,L,9/4/1905,5/5/1911,,ablesha01,ablesha01,ableh101,ablesha01,ablesha01
27,abnersh01,,,1966.0,6.0,17.0,США,Ооо.,Гамильтон,,,,,,,Шон,Эбнер,,Шон Уэсли,,190.0,73.0,Р,Р,9/8/1987,10/3/1992,,abnersh01,abnersh01,abnes001,abnersh01,abnersh01
28,abramca01,,,1924.0,3.0,2.0,США,ПА,Филадельфия,1997.0,2.0,25.0,США,ФЛ,Ф. Лодердейл,Кэл,Абрамы,,Келвин Росс,Аби,185.0,72.0,L,L,4/20/1949,5/9/1956,,abramca01,abramca01,abrac101,abramca01,abramca01
29,abramge01,,,1899.0,11.0,9.0,США,WA,Сиэтл,1986.0,12.0,5.0,США,ФЛ,Очистить воду,Джордж,Абрамы,,Джордж Аллен,,170.0,69.0,Р,Р,4/19/1923,5/4/1923,,abramge01,abramge01,abrag101,abramge01,abramge01
30,abregjo01,,,1962.0,7.0,4.0,США,TX,Корпус Кристи,,,,,,,Джонни,Абрего,,Джонни Рэй,,185.0,72.0,Р,Р,9/4/1985,10/3/1985,,abregjo01,abregjo01,abrej001,abregjo01,abregjo01
31,abreubo01,,,1974.0,3.0,11.0,Венесуэла,,Маракай,,,,,,,Бобби,Абреу,,Боб Келли,,210.0,72.0,L,Р,9/1/1996,,,abreubo01,abreubo01,abreb001,abreubo01,abreubo01
32,abreujo01,,,1913.0,5.0,24.0,США,КА,Окленд,1993.0,3.0,17.0,США,КА,Хэйворд,Джо,Абреу,,Джозеф Лоуренс,,160.0,68.0,Р,Р,4/23/1942,7/11/1942,,abreujo01,abreujo01,abrej101,abreujo01,abreujo01
33,abstebi01,,,1883.0,2.0,2.0,США,МО,Сент-Луис,1940.0,4.0,8.0,США,МО,Сент-Луи,Билл,Абштейн,,Уильям Генри,Большой Билл,185.0,72.0,Р,Р,9/25/1906,6/2/1910,,abstebi01,abstebi01,abstb101,abstebi01,abstebi01
34,acevejo01,,,1977.0,12.0,18.0,Д.Р.,,Санто-Доминго,,,,,,,Хосе,Ацеведо,,,,185.0,72.0,Р,Р,6/19/2001,9/29/2005,,acevejo01,acevejo01,acevj002,acevejo01,acevejo01
35,aceveju01,,,1970.0,5.0,5.0,Мексика,6,Сьюдад Хуарес,,,,,,,Хуан,Ацеведо,,Хуан Карлос,,195.0,74.0,Р,Р,4/30/1995,8/5/2003,"Паркленд, Дж.К.",aceveju01,aceveju01,acevj001,aceveju01,aceveju01
36,ackerji01,,,1958.0,9.0,24.0,США,TX,Свежее,,,,,,,Джим,Аккер,,Джеймс Джастин,,210.0,74.0,Р,Р,4/7/1983,6/14/1992,Техас,ackerji01,ackerji01,ackej001,ackerji01,ackerji01
37,ackerto01,,,1930.0,3.0,7.0,США,NJ,Патерсон,,,,,,,Том,Аккер,,Томас Джеймс,,215.0,76.0,Р,Р,4/20/1956,9/20/1959,Текса,ackerto01,ackerto01,acket101,ackerto01,ackerto01
38,acklefr01,,,1937.0,4.0,10.0,США,ЖИ,Хэйворд,2002.0,5.0,22.0,США,МН,Дулут,Фриц,Акли,,Флориан Фредерик,,202.0,73.0,L,Р,9/21/1963,5/9/1964,,acklefr01,acklefr01,acklf101,acklefr01,acklefr01
39,acostcy01,,,1946.0,11.0,22.0,Мексика,25,Эль-Сабино,,,,,,,Сай,Acosta,,Сесило (Миранда),,165.0,70.0,Р,Р,6/4/1972,5/5/1975,,acostcy01,acostcy01,acosc101,acostcy01,acostcy01
40,acosted01,,,1944.0,3.0,9.0,Панама,,Бокете,,,,,,,Эд,Acosta,,Эдуардо Эликсбет,,215.0,77.0,B,Р,9/7/1970,10/4/1972,,acosted01,acosted01,acose101,acosted01,acosted01
41,acostjo01,,,1891.0,3.0,4.0,Куба,,Гавана,1977.0,11.0,16.0,Куба,,Гавана,Хосе,Acosta,,Хосе,Acostica,134.0,66.0,Р,Р,7/28/1920,5/12/1922,,acostjo01,acostjo01,acosj101,acostjo01,acostjo01
42,acostme01,,,1896.0,5.0,19.0,Куба,,Баута,1963.0,11.0,17.0,США,ФЛ,Майами,Мерито,Acosta,,Балдомеро Педро (Фернандес),,140.0,67.0,L,L,6/15/1913,9/2/1918,,acostme01,acostme01,acosm101,acostme01,acostme01
43,acrema01,,,1968.0,9.0,16.0,США,КА,Конкорд,,,,,,,Марк,Акре,,Марк Роберт,,235.0,80.0,Р,Р,5/13/1994,5/10/1997,Нью-Мексико,acrema01,acrema01,acrem001,acrema01,acrema01
45,adairje01,,,1936.0,12.0,17.0,США,Хорошо.,Песчаные Спрингс,1987.0,5.0,31.0,США,Хорошо.,Талса,Джерри,Adair,,Кеннет Джерри,Каспер Дружелюбный Призрак,175.0,72.0,Р,Р,9/2/1958,5/3/1970,,adairje01,adairje01,adaij101,adairje01,adairje01
46,adairji01,,,1907.0,1.0,25.0,США,TX,Ваксахачи,1982.0,12.0,9.0,США,TX,Даллас,Джимми,Adair,,Джеймс Обри,Чоппи,154.0,70.0,Р,Р,8/24/1931,9/7/1931,,adairji01,adairji01,adaij102,adairji01,adairji01
47,adamsac01,,,1910.0,3.0,2.0,США,КА,Ивы,2006.0,2.0,26.0,США,GA,Олбани,Эйс,Адамс,,Эйс Таунсенд,,182.0,70.0,Р,Р,4/15/1941,4/24/1946,,adamsac01,adamsac01,adama101,adamsac01,adamsac01
48,adamsba01,,adamsba01h,1882.0,5.0,18.0,США,ВНУТРЕННИЕ,Типтон,1968.0,7.0,27.0,США,MD,Серебряная весна,Детка,Адамс,,Чарльз Бенджамин,,185.0,71.0,L,Р,4/18/1906,8/11/1926,,adamsba01,adamsba01,adamb104,adamsba01,adamsba01
49,adamsbe01,,,1891.0,6.0,21.0,США,TX,Уортон,1940.0,6.0,24.0,США,КА,Лос-Анджелес,Берт,Адамс,,Джон Бертрам,,185.0,73.0,B,Р,8/30/1910,9/28/1919,,adamsbe01,adamsbe01,adamb106,adamsbe01,adamsbe01
50,adamsbo01,,,1901.0,7.0,24.0,США,МЭТ,Холиок,1996.0,10.0,17.0,США,ПА,Лемойн,Боб,Адамс,,Роберт Бёрдетт,,168.0,71.0,Р,Р,9/22/1925,9/23/1925,,adamsbo01,adamsbo01,adamb107,adamsbo01,adamsbo01
51,adamsbo02,,,1907.0,1.0,20.0,США,AL,Бирмингем,1970.0,3.0,6.0,США,ФЛ,Джексонвилль,Боб,Адамс,,Роберт Эндрю,,165.0,72.0,Р,Р,9/27/1931,9/17/1932,,adamsbo02,adamsbo02,adamb102,adamsbo02,adamsbo02
52,adamsbo04,,,1952.0,1.0,6.0,США,ПА,Питтсбург,,,,,,,Боб,Адамс,,Роберт Мелвин,,200.0,74.0,Р,Р,7/10/1977,9/29/1977,ОАКЛА,adamsbo04,adamsbo04,adamb105,adamsbo04,adamsbo04
53,adamsbo03,,adamsbo03h,1921.0,12.0,14.0,США,КА,Туолумн,1997.0,2.0,13.0,США,WA,Гавань Гиг,Бобби,Адамс,,Роберт Генри,,160.0,70.0,Р,Р,4/16/1946,4/22/1959,,adamsbo03,adamsbo03,adamb103,adamsbo03,adamsbo03
54,adamsbu01,,,1915.0,6.0,24.0,США,CO,Тринидад,1990.0,9.0,1.0,США,КА,Ранчо Мираж,Бастер,Адамс,,Элвин Кларк,,180.0,72.0,Р,Р,4/27/1939,9/21/1947,,adamsbu01,adamsbu01,adamb101,adamsbu01,adamsbu01
55,adamsda01,,,1887.0,6.0,19.0,США,МО,Сент-Луис,1964.0,10.0,6.0,США,МО,Сент-Луи,Дэн,Адамс,,Дэниел Лесли,Руба,165.0,71.0,Р,Р,5/22/1914,9/26/1915,,adamsda01,adamsda01,adamd103,adamsda01,adamsda01
56,adamsdi01,,,1920.0,4.0,8.0,США,КА,Туолумн,,,,,,,Дик,Адамс,,Ричард Лерой,,185.0,72.0,Р,L,5/20/1947,9/28/1947,,adamsdi01,adamsdi01,adamd102,adamsdi01,adamsdi01
57,adamsdo01,,,1943.0,1.0,27.0,США,ЖИ,Голубая река,,,,,,,Даг,Адамс,,Гарольд Дуглас,,185.0,75.0,L,Р,9/8/1969,10/1/1969,,adamsdo01,adamsdo01,adamd101,adamsdo01,adamsdo01
58,adamsge01,,,,,,,,,,,,,,,Джордж,Адамс,,Джордж,,175.0,66.0,Р,Р,6/14/1879,,,adamsge01,adamsge01,adamg102,adamsge01,adamsge01
59,adamsgl01,,,1947.0,10.0,4.0,США,МЭТ,Нортбридж,,,,,,,Гленн,Адамс,,Гленн Чарльз,,180.0,73.0,L,Р,5/4/1975,10/3/1982,Спрингфилд,adamsgl01,adamsgl01,adamg101,adamsgl01,adamsgl01
60,adamshe01,,,1928.0,4.0,14.0,США,КА,Голливуд,,,,,,,Херб,Адамс,,Герберт Лорен,,160.0,69.0,L,L,9/17/1948,8/30/1950,,adamshe01,adamshe01,adamh101,adamshe01,adamshe01
61,adamsji01,,,1868.0,,,США,Ил,Восточный Сент-Луис,,,,,,,Джим,Адамс,,Джеймс Джей.,,,,,Р,4/21/1890,4/21/1890,,adamsji01,adamsji01,adamj101,adamsji01,adamsji01
62,adamsjo01,,,1877.0,10.0,28.0,США,Ил,Коуден,1952.0,10.0,8.0,США,МО,Бакалавр,Джо,Адамс,,Джозеф Эдвард,Язык вагона,190.0,72.0,Р,L,4/26/1902,4/26/1902,,adamsjo01,adamsjo01,adamj102,adamsjo01,adamsjo01
63,adamska01,,,1891.0,8.0,11.0,США,GA,Колумб,1967.0,9.0,17.0,США,WA,Эверетт,Карл,Адамс,,Карл Тутвайлер,Повстанцы,170.0,74.0,Р,Р,4/19/1914,9/23/1915,,adamska01,adamska01,adamk101,adamska01,adamska01
64,adamsmi02,,,1948.0,7.0,24.0,США,Ооо.,Цинциннати,,,,,,,Майк,Адамс,,Роберт Майкл,,180.0,69.0,Р,Р,9/10/1972,7/25/1978,,adamsmi02,adamsmi02,adamm102,adamsmi02,adamsmi02
71,adamswi01,,,1890.0,9.0,27.0,США,ПА,Кливерфилд,1937.0,6.0,18.0,США,Нью-Йорк,Олбани,Вилли,Адамс,,Джеймс Ирвин,,180.0,76.0,Р,Р,6/30/1912,9/6/1919,,adamswi01,adamswi01,adamw101,adamswi01,adamswi01
81,adkindi01,,,1920.0,3.0,3.0,США,TX,Электра,1955.0,9.0,12.0,США,TX,Электра,Дик,Адкинс,,Ричард Эрл,,165.0,70.0,Р,Р,9/19/1942,9/20/1942,,adkindi01,adkindi01,adkid101,adkindi01,adkindi01
90,agganha01,,,1929.0,4.0,20.0,США,МЭТ,Линн,1955.0,6.0,27.0,США,МЭТ,Кембридж,Гарри,Аггани,,Аристотель Джордж,Золотой греческий,200.0,74.0,L,L,4/13/1954,6/2/1955,,agganha01,agganha01,aggah101,agganha01,agganha01
98,ahearpa01,,,1969.0,12.0,10.0,США,КА,Сан-Франциско,,,,,,,Пэт,Ахерне,,Патрик Говард,,195.0,75.0,Р,Р,6/14/1995,6/30/1995,Пеппердин,ahearpa01,ahearpa01,aheap001,ahearpa01,ahearpa01
99,aikenwi01,,,1954.0,10.0,14.0,США,ПК,Сенека,,,,,,,Вилли,Айкенс,,Вилли Мэйс,,220.0,75.0,L,Р,5/17/1977,4/27/1985,Южная Каролина,aikenwi01,aikenwi01,aikew001,aikenwi01,aikenwi01
100,aingeda01,,,1959.0,3.0,17.0,США,ИЛИ,Юджин,,,,,,,Дэнни,Ainge,,Дэниел Рэй,,175.0,76.0,Р,Р,5/21/1979,9/22/1981,Бригам Янг,aingeda01,aingeda01,aingd101,aingeda01,aingeda01
101,ainsmed01,,,1890.0,2.0,4.0,Россия,,,1981.0,9.0,6.0,США,ФЛ,Ф. Лодердейл,Эдди,Айнсмит,Родился Эдвард Аншмедт,Эдвард Уилбур,Дорф,180.0,71.0,Р,Р,8/9/1910,7/21/1924,,ainsmed01,ainsmed01,ainse101,ainsmed01,ainsmed01
103,aitchra01,,,1887.0,12.0,5.0,США,УР,Тиндал,1958.0,9.0,26.0,США,KS,Колумб,Роли,Эйчисон,,Рейли Леонидас,,175.0,71.0,Р,L,4/19/1911,6/20/1915,,aitchra01,aitchra01,aitcr101,aitchra01,aitchra01
138,alexama01,,,1947.0,1.0,30.0,США,Лос-Анджелес,Шревпорт,,,,,,,Мэтт,Александр,,Мэттью,,168.0,71.0,B,Р,8/23/1973,10/3/1981,,alexama01,alexama01,alexm101,alexama01,alexama01
140,alexape01,,alexape01h,1887.0,2.0,26.0,США,Нет,Эльба,1950.0,11.0,4.0,США,Нет,Сент-Пол,Пит,Александр,,Гровер Кливленд,Старый Пит,185.0,73.0,Р,Р,4/15/1911,5/28/1930,,alexape01,alexape01,alexg102,alexape01,alexape01
159,allenhe01,,,1863.0,2.0,25.0,США,КТ,Вестпорт,1916.0,9.0,21.0,США,КТ,Саугатак,Езекия,Аллен,,Езекия,Ки,160.0,71.0,,,5/16/1884,5/16/1884,,allenhe01,allenhe01,alleh103,allenhe01,allenhe01
196,alomaro01,,alomaro01h,1968.0,2.0,5.0,П.Р.,,Понсе,,,,,,,Роберто,Аломар,,Роберто (Веласкес),,184.0,72.0,B,Р,4/22/1988,9/5/2004,,alomaro01,alomaro01,alomr001,alomaro01,alomaro01
198,alomasa01,,,1943.0,10.0,19.0,П.Р.,,Салины,,,,,,,Сэнди,Аломар,,Сантос (Sr.) (Конде),Железный пони,140.0,69.0,B,Р,9/15/1964,9/30/1978,,alomasa01,alomasa01,aloms101,alomasa01,alomasa01
227,alvorbi01,,,1863.0,8.0,10.0,США,МО,Сент-Луис,1927.0,4.0,7.0,США,ФЛ,Санкт-Петербург,Билли,Должник,,Уильям Кроуфорд,Дядя Билл,187.0,70.0,,,4/30/1885,7/8/1893,,alvorbi01,alvorbi01,alvob101,alvorbi01,alvorbi01
234,amelued01,,,1959.0,4.0,13.0,США,КА,Фуллертон,,,,,,,Эд,Амелунг,,Эдвард Аллен,,180.0,71.0,L,L,7/28/1984,7/7/1986,Сан-Диего,amelued01,amelued01,amele001,amelued01,amelued01
265,anderla01,,,1952.0,12.0,3.0,США,КА,Мэйвуд,,,,,,,Ларри,Андерсон,,Лоуренс Деннис,,190.0,75.0,Р,Р,9/25/1974,6/26/1977,,anderla01,anderla01,andel101,anderla01,anderla01
285,andrehu01,,,1922.0,8.0,31.0,США,Хорошо.,Бёрбэнк,,,,,,,Центр,Эндрюс,,Герберт Карл,,170.0,72.0,Р,Р,4/20/1947,4/30/1948,,andrehu01,andrehu01,andrh101,andrehu01,andrehu01
298,andujjo01,,,1952.0,12.0,21.0,Д.Р.,,Сан-Педро-де-Макорис,,,,,,,Хоакин,Анджар,,Хоакин,,170.0,72.0,B,Р,4/8/1976,9/30/1988,,andujjo01,andujjo01,anduj001,andujjo01,andujjo01
305,ansonca01,ansonca01m,ansonca01h,1852.0,4.0,17.0,США,IA,Маршаллтаун,1922.0,4.0,14.0,США,Ил,Чикаго,Кнопка,Энсон,,Адриан Константин,Поп,227.0,72.0,Р,Р,5/6/1871,10/3/1897,,ansonca01,ansonca01,ansoc101,ansonca01,ansonca01
308,antonjo01,,,1915.0,7.0,15.0,США,TN,Мемфис,1990.0,4.0,18.0,США,TN,Мемфис,Джон,Антонелли,,Джон Лоуренс,,165.0,70.0,Р,Р,9/16/1944,9/17/1945,,antonjo01,antonjo01,antoj101,antonjo01,antonjo01
310,antonbi01,,,1927.0,5.0,19.0,США,Нью-Йорк,Бруклин,1993.0,3.0,4.0,США,МН,Фридли,Билл,Антонелло,,Уильям Джеймс,,185.0,71.0,Р,Р,4/30/1953,9/27/1953,,antonbi01,antonbi01,antob101,antonbi01,antonbi01
311,aparilu01,,aparilu01h,1934.0,4.0,29.0,Венесуэла,,Маракайбо,,,,,,,Луис,Апарицио,,Луис Эрнесто (Монтьель),Маленький Луи,160.0,69.0,Р,Р,4/17/1956,9/28/1973,,aparilu01,aparilu01,aparl101,aparilu01,aparilu01
315,applefr01,,,1879.0,5.0,9.0,США,ПА,Вильямспорт,1968.0,4.0,21.0,США,ПА,Вильямспорт,Фред,Эпплгейт,,Фредерик Роман,,180.0,74.0,Р,Р,9/30/1904,10/10/1904,,applefr01,applefr01,applf101,applefr01,applefr01
318,applilu01,applilu01m,applilu01h,1907.0,4.0,2.0,США,НС,Высокий пункт,1991.0,1.0,3.0,США,GA,Обжигание,Люк,Приложение,,Люций Бенджамин,"Старые Ачи и боль, Люк Люк",183.0,70.0,Р,Р,9/10/1930,10/1/1950,,applilu01,applilu01,appll101,applilu01,applilu01
322,archdma01,,,1897.0,12.0,14.0,США,МО,Сент-Луис,1954.0,9.0,5.0,США,МО,Сент-Луи,Морис,Архидиакон,,Морис Джон,"Флэш, Комета",153.0,68.0,L,L,9/17/1923,5/29/1925,,archdma01,archdma01,archm101,archdma01,archdma01
331,ardoida01,,,1974.0,7.0,8.0,США,Лос-Анджелес,Маму,,,,,,,Дэнни,Ардоин,,Дэниел Уэйн,,205.0,72.0,Р,Р,8/2/2000,9/26/2008,,ardoida01,ardoida01,ardod001,ardoida01,ardoida01
370,arundha01,,,1855.0,2.0,,США,ПА,Филадельфия,1904.0,3.0,25.0,США,Ооо.,Кливленд,Гарри,Арундель,,Гарри,,145.0,66.0,,Р,7/19/1875,10/10/1884,,arundha01,arundha01,arunh101,arundha01,arundha01
424,averiea01,,averiea01h,1902.0,5.0,21.0,США,WA,Снохомиш,1983.0,8.0,16.0,США,WA,Эверетт,Эрл,Аверилл,,Говард Эрл,"Камень, Эрл Снохомиш",172.0,69.0,L,Р,4/16/1929,4/25/1941,,averiea01,averiea01,avere101,averiea01,averiea01
435,ayersdo01,,,1891.0,5.0,21.0,США,VA,Крик змей,1968.0,5.0,26.0,США,VA,Пуласки,Док,Айерс,,Йенси Уайат,,185.0,73.0,Р,Р,9/9/1913,5/21/1921,,ayersdo01,ayersdo01,ayerd101,ayersdo01,ayersdo01
446,babitsh01,,,1959.0,3.0,9.0,США,КА,Окленд,,,,,,,Жестокость,Малыш.,,Мак Нил,,174.0,68.0,Р,Р,4/9/1981,9/4/1981,Alameda CC,babitsh01,babitsh01,babis101,babitsh01,babitsh01
463,bagbyji02,,,1916.0,9.0,8.0,США,Ооо.,Кливленд,1988.0,9.0,2.0,США,GA,Мариетта,Джим,Бэгби,,Джеймс Чарльз Джейкоб (Дж.,,170.0,74.0,Р,Р,4/18/1938,9/25/1947,,bagbyji02,bagbyji02,bagbj102,bagbyji02,bagbyji02
485,bailesw01,,,1895.0,2.0,12.0,США,Ил,Джулиет,1939.0,9.0,27.0,США,Ил,Джулиет,Сладкие хлебы,Бейли,,Авраам Линкольн,,184.0,72.0,Р,Р,5/23/1919,6/11/1921,,bailesw01,bailesw01,bails101,bailesw01,bailesw01
489,bairdo01,,,1949.0,8.0,22.0,США,Ооо.,Недостаток,,,,,,,Даг,Байр,,Чарльз Дуглас,,170.0,72.0,Р,Р,9/13/1976,10/3/1990,&lt; &lt; Зеленое государство Боулинга &gt; &gt;,bairdo01,bairdo01,baird001,bairdo01,bairdo01
506,bakerfr01,,bakerfr01h,1886.0,3.0,13.0,США,MD,Ловушка,1963.0,6.0,28.0,США,MD,Ловушка,Фрэнк,Бейкер,,Джон Франклин,Домашняя пробежка,173.0,71.0,L,Р,9/21/1908,9/29/1922,,bakerfr01,bakerfr01,bakef102,bakerfr01,bakerfr01
524,bakopa01,,,1972.0,6.0,20.0,США,Лос-Анджелес,Лафайетт,,,,,,,Пол,Бако,,Габор Павел II,,205.0,74.0,L,Р,4/30/1998,,,bakopa01,bakopa01,bakop001,bakopa01,bakopa01
529,baldsja01,,,1936.0,10.0,16.0,США,Ооо.,Гринвилль,,,,,,,Джек,Болдшун,,Джек Эдвард,,175.0,73.0,Р,Р,4/28/1961,8/21/1970,,baldsja01,baldsja01,baldj101,baldsja01,baldsja01
532,baldwfr01,,,1928.0,12.0,25.0,США,NJ,Высокий мост,2004.0,11.0,18.0,США,Ооо.,Бобёр,Фрэнк,Болдуин,,Фрэнк Де Витт,,195.0,71.0,Р,Р,4/22/1953,9/5/1953,,baldwfr01,baldwfr01,baldf101,baldwfr01,baldwfr01
