name,country,population,area,capital,capprov
Нижняя Саксония,I am ready to translate only text. Please provide me with some text to translate for you.,7715363,47609.0,Ганновер,Нижняя Саксония
Бе́жа,П,167900,10225.0,Бе́жа,Бе́жа
Бухарест,"Да, я могу помочь с переводом с английского на русский. Пожалуйста, предоставьте текст, который вы хотите перевести.",2319000,1521.0,Бухарест,Бухарест
Сераджен,МАЛ,2289236,7956.0,Шах Алам,Сераджен
Бавария,I am ready to translate only text. Please provide me with some text to translate for you.,11921944,70546.0,Мюнхен,Бавария
Лимбург,НЛ,1130050,2167.0,Мастрихт,Лимбург
Кировоградская,УА,1245300,24600.0,Кировоград,Кировоградская
Вореион Айаион,ГР,189541,3836.0,Мытилини,Вореион Айаион
Канкери,ТР,279129,8454.0,Канкери,Канкери
Новая Мексика,США,1729751,314925.0,Сан-Хуан-д-Ампаста,Новая Мексика
Северо-Восточная Англия,Хорошо.,307100,5032.0,Ньюкасл-апон-Тайн,Тайн и Уэр
Пернамбуку,БР,7404559,98937.0,Ресиф,Пернамбуку
Республика Дагестан,Hello,2097500,50300.0,Махачкала,Республика Дагестан
Азербайджан,Аз,7676953,,Баку,Азербайджан
Коймбра,П,427600,3947.0,Коймбра,Коймбра
Мэйн,США,1242051,86156.0,Августа,Мэйн
Галисия,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести на русский язык.",2720761,29574.0,Сантьяго-де-Компостела,Галисия
Мавритания,Рим,2336048,,Нуакшот,Мавритания
Федеральная территория Куала-Лумпур,МАЛ,1145075,243.0,Кuala-Лумпур,Федеральная территория Куала-Лумпур
Мета,КО,474046,85635.0,Вильявисенсио,Мета
Желе-Ново-Городско,PL,519200,4379.0,Желень-Гора,Желе-Ново-Городско
Пено,ПЕ,1144151,71999.0,Пено,Пено
Хариана,Индия,16463648,44212.0,Чандигарх,Чандигарх
Пильские,PL,485700,8205.0,Пила,Пильские
Аруба,ARУ,103065,,Оранджестад,Аруба
Готланд,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",57383,3140.0,Висби,Готланд
Хэньань,ТЖ,90270000,167000.0,Зхэнжоу,Хэньань
Пекин (город),ТЖ,11250000,16800.0,Пекин,Пекин (город)
Руква,Есть,684000,68635.0,Сумбаванга,Руква
Альберт,КЭН,2696826,661185.0,Эдмонтон,Альберт
Шропшир,Хорошо.,412500,3490.0,Шрусбери,Шропшир
Мурманская область,Hello,1048000,144900.0,Мурманск,Мурманская область
Юта,США,2059148,219888.0,Солт-Лейк-Сити,Юта
Границы,Хорошо.,105700,4698.0,Ньютон-Сент-Босуэлс,Границы
Пакистан,ПК,129275660,,Исламабад,Пакистан
Мванза,Есть,1878300,19592.0,Мванза,Мванза
Эквадор,ЭК,11466291,,Кито,Эквадор
Морогoro,Есть,1222700,70799.0,Морогoro,Морогoro
Индонезия,Ри,206611600,,Джакарта,Индонезия
Антьокия,КО,4067207,63612.0,Медельин,Антьокия
Трабзон,ТР,795849,4685.0,Трабзон,Трабзон
Калабрия,я,2080000,15080.0,Катанзаро,Калабрия
Южный Австралия,Австралия,1474000,984377.0,Аделаида,Южный Австралия
Колон,ПА,222600,7247.0,Колон,Колон
Нэй-Монгол,ТЖ,22600000,1183000.0,Хохот,Нэй-Монгол
Киото,"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",2629592,4613.0,Киото,Киото
