name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Саар,Мозе́ль,,,227.0,7.15,48.5,Вогезы,640.0,6.6,49.7
Раб,Дунай,,,250.0,15.52,47.35,Альпы,1150.0,17.63,47.69
Шабель,Юбба,,,1820.0,,,,,42.76,0.5
Тоболь,О'Б,,,1591.0,60.8,51.2,Ураль,,68.25,58.2
Тибер,,,Средиземное море,405.0,12.08,43.77,Аппенины,1348.0,12.23,41.74
Висло,,,Балтийское море,1047.0,19.01,49.61,Бескиды,1100.0,18.95,54.36
Река Нельсон,,,Арктический океан,664.0,-97.97,52.77,,218.0,-92.33,57.15
Южная Моравия,Моравия,,,295.0,21.4,42.1,,,21.4,43.7
Ривьер-Ришелье,Река Святого Лаврентия,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
Лех,Дунай,,,264.0,10.0,47.17,Альпы,1840.0,10.93,48.73
Днепр,,,Чёрное море,2201.0,34.0,55.5,Валдаи-Гилс,220.0,32.252,46.5257
Вуокса,,Оzero Ладога,,162.0,28.75,61.2,,,31.54,60.81
Нил,,Озеро Насер,Средиземное море,,32.5,15.6,,,31.0,31.5
Теннесси,Оχάйо-Ривер,Чикамога (озеро),,1049.0,-83.0,35.2,Аппалачи,,-88.63,37.07
Белый Дрин,Доктор,,,175.0,20.2,42.7,,,20.4,42.1
Река Маккензи,,,Арктический океан,1903.0,-113.9,61.7,,156.0,-135.02,69.2
Арканзас,Миссисипи,,,2334.0,-106.3,39.25,,4260.0,-91.0,34.0
Токантинс,,,Атлантический океан,2640.0,-49.0,-16.0,,,-48.0,-0.5
Дон,,,Азовское море,1870.0,37.5,53.0,,,39.4,47.1
Тигр,Шатт-аль-Араб,,,1900.0,41.0,38.3,Антаурус,,47.44,31.0
Меконг,,,Южная Китайская завита,4350.0,94.0,32.5,,5200.0,107.0,9.0
О'Б,,,Сибирское море,3650.0,85.0,52.43,,162.0,71.35,66.48
Нигер,,Кайнинское озеро,Атлантический океан,4184.0,-10.87,9.65,,490.0,6.42,5.32
Умейелв,,Сторуман,Балтийское море,470.0,15.0,66.1,,,20.1,63.5
Куило,Ква,,,970.0,14.7,-11.3,,,17.4,3.3
Изар,Дунай,,,295.0,11.4,47.37,Альпы,1.16,12.98,48.8
