charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1310722,9078,383,9,1999-09-16T10:44:25,4652.0,29078,
1310735,7357,305,4,1999-08-03T10:44:25,2245.0,7357,
1310736,8317,241,2,1999-08-09T10:44:25,25.0,8317,
1310738,8238,468,2,1999-09-28T10:44:25,4646.0,28238,
1310741,7784,480,8,1999-08-25T10:44:25,905.0,17784,
1310751,8291,440,9,1999-09-27T10:44:25,2909.0,28291,
1310758,9586,488,7,1999-08-10T10:44:25,2855.0,9586,
1310761,6391,496,10,1999-08-22T10:44:25,4127.0,16391,
1310767,4673,498,2,1999-09-16T10:44:25,1868.0,24673,
1310788,6000,200,10,1999-08-03T10:44:25,3972.0,6000,
1310793,5112,497,5,1999-08-27T10:44:25,4663.0,15112,
1310795,8065,486,6,1999-08-25T10:44:25,414.0,18065,
1310798,9607,492,8,1999-08-13T10:44:25,1214.0,19607,
1310807,9064,500,6,1999-09-26T10:44:25,2315.0,29064,
1310825,5066,500,8,1999-09-18T10:44:25,2946.0,25066,
1310836,7139,484,4,1999-08-13T10:44:25,2324.0,17139,
1310847,9740,478,9,1999-09-13T10:44:25,3809.0,29740,
1572868,2650,499,4,1999-08-18T10:49:14,3116.0,12650,
1572876,9023,382,10,1999-10-04T10:49:14,3505.0,29023,
1572887,8832,492,9,1999-09-26T10:49:14,2706.0,28832,
1572889,8986,452,6,1999-06-29T10:49:14,4307.0,8986,
1572893,4239,448,10,1999-06-23T10:49:14,1714.0,4239,
1572899,6663,494,7,1999-06-17T10:49:14,2305.0,6663,
1572912,9380,409,5,1999-08-20T10:49:14,222.0,19380,
1572913,9676,282,7,1999-08-15T10:49:14,210.0,19676,
1572914,9751,495,6,1999-09-19T10:49:14,3016.0,29751,
1572919,9492,476,6,1999-08-10T10:49:14,1081.0,9492,
1572921,3457,285,3,1999-09-26T10:49:14,1251.0,23457,
1572923,7548,492,3,1999-10-13T10:49:14,2498.0,0,
1572928,7889,236,5,1999-06-25T10:49:14,3870.0,7889,
1572929,8808,446,5,1999-08-30T10:49:14,1429.0,18808,
1572931,6979,239,8,1999-08-11T10:49:14,567.0,6979,
1572958,4061,336,4,1999-07-16T10:49:14,161.0,4061,
1572961,4136,469,9,1999-06-26T10:49:14,1202.0,4136,
1572977,9800,336,7,1999-09-15T10:49:14,4912.0,29800,
1572987,9923,349,7,1999-09-16T10:49:14,951.0,29923,
1572988,9645,498,10,1999-09-27T10:49:14,3317.0,29645,
1572993,9974,283,8,1999-10-10T10:49:14,2941.0,29974,
1572994,8569,424,7,1999-09-29T10:49:14,1196.0,28569,
1572997,8754,441,9,1999-09-15T10:49:14,2878.0,28754,
1573003,9861,493,8,1999-09-13T10:49:14,3321.0,29861,
1573004,4978,384,4,1999-07-22T10:49:14,3507.0,4978,
1573029,6288,486,3,1999-06-21T10:49:14,1951.0,6288,
1573036,6788,493,5,1999-09-04T10:49:15,366.0,16788,
1573038,3786,451,10,1999-06-27T10:49:15,2805.0,3786,
1835008,9887,459,2,1999-08-12T10:46:19,2759.0,9887,
1835022,6734,360,10,1999-08-13T10:46:19,4464.0,16734,
1835032,8710,448,8,1999-09-25T10:46:19,2058.0,28710,
1835039,6494,380,2,1999-09-18T10:46:19,1327.0,26494,
1835055,5615,492,4,1999-08-22T10:46:19,2865.0,15615,
1835083,9323,488,9,1999-09-24T10:46:19,4104.0,29323,
1835125,5487,479,3,1999-08-17T10:46:19,3161.0,15487,
1835136,9312,407,2,1999-08-10T10:46:19,967.0,9312,
