year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1954,NHL,MTL,MTL,,,2,F,70,41,18,11.0,,93,,,228,157,Montreal Canadiens,890,,,,,,,
1971,NHL,PIT,PIT,,WD,4,QF,78,26,38,14.0,,66,,,220,258,Pittsburgh Penguins,978,8,46,286,7,55,246,5
2003,NHL,DET,DET,WC,CE,1,CSF,82,48,21,11.0,2,109,,,255,189,Detroit Red Wings,966,22,63,314,5,42,317,15
1999,NHL,NYR,NYR,EC,AT,4,,82,29,38,12.0,3,73,,,218,246,New York Rangers,916,4,55,325,9,49,292,5
2000,NHL,NJD,NJD,EC,AT,1,F,82,48,19,12.0,3,111,,,295,195,New Jersey Devils,1235,18,71,310,6,49,320,9
1916,PCHA,SEA,SEA,,,1,SC,24,16,8,0.0,,32,,,125,80,Seattle Metropolitans,,,,,,,,
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11,97,7,4,246,245,Atlanta Thrashers,1097,26,67,407,10,79,391,9
1974,NHL,NYR,NYR,CC,PT,2,PRE,80,37,29,14.0,,88,,,319,276,New York Rangers,1053,12,84,296,7,54,295,6
1982,NHL,MNS,DAL,CC,NO,2,DF,80,40,24,16.0,,96,,,321,290,Minnesota North Stars,1520,16,91,345,20,67,347,17
1974,WHA,TOT,BIR,,CW,2,AVQF,78,43,33,2.0,,88,,,349,304,Toronto Toros,883,,57,285,9,50,233,7
1976,WHA,BIR,BIR,,EW,5,,81,31,46,4.0,,66,,,289,309,Birmingham Bulls,1179,37,50,261,7,54,231,6
1983,NHL,PHI,PHI,WA,PT,3,DSF,80,44,26,10.0,,98,,,350,290,Philadelphia Flyers,1488,6,64,316,9,84,364,16
2010,NHL,CHI,CHI,WC,CE,3,CQF,82,44,29,,9,97,6,5,258,225,Chicago Blackhawks,742,22,64,277,4,53,255,6
2009,NHL,MIN,MIN,WC,NW,4,,82,38,36,,8,84,5,7,219,246,Minnesota Wild,924,10,59,309,13,53,306,4
1991,NHL,SJS,SJS,CC,SM,6,,80,17,58,5.0,,39,,,219,359,San Jose Sharks,1894,10,64,374,17,89,407,11
1949,NHL,MTL,MTL,,,2,SF,70,29,22,19.0,,77,,,172,150,Montreal Canadiens,736,,,,,,,
1948,NHL,DET,DET,,,1,F,60,34,19,7.0,,75,,,195,145,Detroit Red Wings,621,,,,,,,
1980,NHL,BUF,BUF,WA,AD,1,QF,80,39,20,21.0,,99,,,327,250,Buffalo Sabres,1194,22,73,310,10,44,268,9
1924,WCHL,EDE,EDE,,,4,,28,14,13,1.0,,29,,,97,109,Edmonton Eskimos,,,,,,,,
1989,NHL,STL,STL,CC,NO,2,DF,80,37,34,9.0,,83,,,295,279,St. Louis Blues,1809,12,79,351,12,67,351,9
2007,NHL,CAL,CAL,WC,NW,3,CQF,82,42,30,,10,94,3,3,229,227,Calgary Flames,1342,14,59,352,8,72,388,9
2011,NHL,NYR,NYR,EC,AT,1,CF,82,51,24,,7,109,4,5,226,187,New York Rangers,1059,14,44,280,4,36,260,8
1914,NHA,QU1,BKN,,,3,,20,11,9,0.0,,22,,,85,85,Quebec Bulldogs,,,,,,,,
1928,NHL,TOR,TOR,,CA,3,SF,44,21,18,5.0,,47,,,85,69,Toronto Maple Leafs,540,,,,,,,
1945,NHL,CHI,CHI,,,3,SF,50,23,20,7.0,,53,,,200,178,Chicago Black Hawks,339,,,,,,,
1999,NHL,MTL,MTL,EC,NE,4,,82,35,34,9.0,4,83,,,196,194,Montreal Canadiens,1067,14,54,323,8,40,302,7
1958,NHL,TOR,TOR,,,4,F,70,27,32,11.0,,65,,,189,201,Toronto Maple Leafs,846,,,,,,,
