year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1950,SF,B,TOR,NHL,BOS,NHL,4,1,1,17,5,
1993,CQF,A,NYR,NHL,NYI,NHL,4,0,0,22,3,
1974,QF,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1983,DSF,A,MTL,NHL,BOS,NHL,3,0,0,10,2,
1975,SF,J,PHI,NHL,BOS,NHL,4,1,0,19,12,
1992,DSF,G,VAN,NHL,WIN,NHL,4,2,0,21,17,
1928,SCF,E,BOS,NHL,NYR,NHL,2,0,0,4,1,
1926,QF,A,MTL,NHL,MTM,NHL,1,0,1,2,1,TG
1979,Pre,B,BUF,NHL,VAN,NHL,3,1,0,15,7,
1984,DF,K,CHI,NHL,MNS,NHL,4,2,0,33,29,
1988,DSF,F,STL,NHL,MNS,NHL,4,1,0,23,15,
1984,DSF,F,CHI,NHL,DET,NHL,3,0,0,23,8,
1964,SCF,C,MTL,NHL,CHI,NHL,4,3,0,18,12,
1998,CQF,E,DAL,NHL,EDM,NHL,4,0,0,11,7,
1984,DF,J,PHI,NHL,NYI,NHL,4,1,0,16,11,
2002,CSF,J,NJD,NHL,TBL,NHL,4,1,0,14,8,
2001,CSF,K,DET,NHL,STL,NHL,4,1,0,14,11,
1990,CF,N,MNS,NHL,EDM,NHL,4,1,0,20,14,
1985,DSF,C,NYR,NHL,PHI,NHL,3,2,0,18,15,
2006,CSF,K,DET,NHL,SJS,NHL,4,2,0,13,9,
1918,F,,MTL,NHL,OTS,NHL,4,1,0,26,18,
1973,DF,,HOU,WHA,MFS,WHA,4,2,0,26,17,
2005,SCF,O,CAR,NHL,EDM,NHL,4,3,0,19,16,
1982,DSF,E,CHI,NHL,STL,NHL,3,1,0,16,10,
1968,QF,A,MTL,NHL,NYR,NHL,4,0,0,16,7,
2000,CQF,F,LAK,NHL,DET,NHL,4,2,0,15,17,
2009,CQF,H,DET,NHL,PHO,NHL,4,3,0,26,18,
1979,Pre,G,CHI,NHL,STL,NHL,3,0,0,12,4,
2011,CQF,H,NAS,NHL,DET,NHL,4,1,0,13,9,
1997,CSF,L,DET,NHL,STL,NHL,4,2,0,23,13,
1991,DF,I,BOS,NHL,MTL,NHL,4,0,0,14,8,
1970,QF,C,CHI,NHL,PHI,NHL,4,0,0,20,8,
2005,CSF,I,BUF,NHL,OTT,NHL,4,1,0,16,13,
1970,QF,A,MTL,NHL,BOS,NHL,4,3,0,28,26,
1984,DF,L,EDM,NHL,WIN,NHL,4,0,0,22,11,
2007,CSF,J,PIT,NHL,NYR,NHL,4,1,0,15,12,
1976,Pre,A,NYI,NHL,CHI,NHL,2,0,0,7,3,
1960,SCF,C,CHI,NHL,DET,NHL,4,2,0,19,12,
2003,CQF,B,MTL,NHL,BOS,NHL,4,3,0,19,14,
2000,CQF,D,BUF,NHL,PHI,NHL,4,2,0,21,13,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
1922,SCSF,,OTS,NHL,VAM,PCHA,3,1,0,10,7,
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
1994,CQF,D,NJD,NHL,BOS,NHL,4,1,0,14,5,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
1952,SF,B,MTL,NHL,CHI,NHL,4,3,0,18,14,
1981,SCF,O,NYI,NHL,VAN,NHL,4,0,0,18,10,
1971,QF,D,STL,NHL,MNS,NHL,4,3,0,19,19,
1924,SF,,MTL,NHL,TRS,NHL,2,0,0,5,2,TG
1978,SF,,WIJ,WHA,QUN,WHA,4,0,0,30,12,
1923,SCSF,,MTL,NHL,VAM,PCHA,2,0,0,5,3,
1972,QF,D,PHI,NHL,MNS,NHL,4,2,0,14,12,
1990,DSF,F,STL,NHL,DET,NHL,4,3,0,24,20,
1972,QF,B,NYR,NHL,BOS,NHL,4,1,0,22,11,
1978,Pre,,NEW,WHA,CIN,WHA,2,1,0,10,10,
1990,DF,I,BOS,NHL,MTL,NHL,4,3,0,18,18,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1999,CQF,F,DAL,NHL,EDM,NHL,4,1,0,14,11,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
1988,CF,N,CAL,NHL,CHI,NHL,4,1,0,15,8,
1990,DF,K,MNS,NHL,STL,NHL,4,2,0,22,17,
1994,CQF,F,SJS,NHL,CAL,NHL,4,3,0,26,35,
1996,CF,N,DET,NHL,COL,NHL,4,2,0,16,12,
