name,id,award,year,lgid,note
Stan Mikita,mikitst01,Patrick,1975,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Mike Richter,richtmi01,Patrick,2008,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Tony Rossi,,Patrick,2010,NHL,
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Stan Fischler,,Patrick,2006,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Bill Cleary,,Patrick,1996,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Jerry York,,Patrick,2009,NHL,
John A. 'Snooks' Kelly,,Patrick,1971,NHL,
Bruce McNall,,Patrick,1992,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Ray Miron,,Patrick,2003,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
John MacInnes,,Patrick,1985,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Jack Parker,,Patrick,2009,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Joe Mullen,mullejo01,Patrick,1994,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Dan Kelly,kellyda01,Patrick,1988,NHL,
Art Berglund,,Patrick,1991,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Lou Vairo,,Patrick,1999,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Ted Lindsay,lindste01,Patrick,2007,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
John Halligan,,Patrick,2006,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Dave Andrews,,Patrick,2009,NHL,
Len Ceglarski,,Patrick,1989,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Gary Bettman,,Patrick,2000,NHL,
